n	rho	p	predictor	target	adjust	q	primary
108	-0.42004630026579776	6.021988461466984e-06	CLDN4_RNA	HALLMARK_PANCREAS_BETA_CELLS	WES_purity	0.0008491003730668448	False
108	-0.37985271561538386	5.020469746286299e-05	CLDN4_RNA	PROGENy_Estrogen	WES_purity	0.003539431171131841	False
108	0.34268865452951874	0.00028291969245735786	CLDN4_RNA	HALLMARK_APICAL_JUNCTION	WES_purity	0.01329722554549582	False
108	0.3190812350548268	0.0007631170450461884	CLDN4_RNA	PROGENy_JAK-STAT	WES_purity	0.02689987583787814	True
108	-0.2986081339849667	0.0016949046167205502	CLDN4_RNA	xCell_B_cell_plasma	WES_purity	0.04779631019151951	False
108	-0.2778723930834207	0.0035946342473796044	CLDN4_RNA	CIBERSORT_T_cell_CD4+_memory_activated	WES_purity	0.07333750448677655	False
108	0.2775062638734078	0.0036408690170740133	CLDN4_RNA	CIBERSORT_Macrophage_M2	WES_purity	0.07333750448677655	True
108	0.2597673554545714	0.006628754098989606	CLDN4_RNA	HALLMARK_NOTCH_SIGNALING	WES_purity	0.10900544772820142	False
108	0.2582811740832833	0.0069577945358426435	CLDN4_RNA	xCell_Myeloid_dendritic_cell_activated	WES_purity	0.10900544772820142	False
108	0.24638454357766934	0.010156233855425283	CLDN4_RNA	CIBERSORT_Myeloid_dendritic_cell_resting	WES_purity	0.1432028973614965	False
108	0.24203797383939715	0.011612492307925822	CLDN4_RNA	PROGENy_VEGF	WES_purity	0.14885103776523098	False
108	0.23847075383462854	0.01294092283927783	CLDN4_RNA	xCell_T_cell_NK	WES_purity	0.1520558433615145	False
108	-0.2355597582977593	0.014121306706637976	CLDN4_RNA	xCell_T_cell_regulatory_(Tregs)	WES_purity	0.1531618650489196	True
108	0.22525174578677107	0.01908571594876978	CLDN4_RNA	HALLMARK_INTERFERON_ALPHA_RESPONSE	WES_purity	0.17096554627977764	True
108	0.22522316537578477	0.019101342352661286	CLDN4_RNA	HALLMARK_GLYCOLYSIS	WES_purity	0.17096554627977764	False
108	-0.22468013756704489	0.019400345677137887	CLDN4_RNA	CYT_cytolytic_protein	WES_purity	0.17096554627977764	False
108	-0.21220955157335158	0.02746384337977703	CLDN4_RNA	CIBERSORT_B_cell_plasma	WES_purity	0.22778834803226833	False
108	-0.20744699880896939	0.03121983658043274	CLDN4_RNA	xCell_Neutrophil	WES_purity	0.24455538654672315	False
108	0.20534072613297513	0.033014608636308326	CLDN4_RNA	HALLMARK_INTERFERON_GAMMA_RESPONSE	WES_purity	0.24500314830102496	True
108	-0.19949126868444367	0.03846127866278253	CLDN4_RNA	CD8_Tcell_protein	WES_purity	0.27115201457261684	False
108	-0.1952518410548077	0.04286325203657887	CLDN4_RNA	TLS_chemokine_protein	WES_purity	0.28779612081702954	False
108	0.1891974303580037	0.0498710472975563	CLDN4_RNA	xCell_T_cell_CD4+_(non-regulatory)	WES_purity	0.31962807586161085	False
108	-0.17691274400525878	0.06700902796538444	CLDN4_RNA	CIBERSORT_T_cell_CD8+	WES_purity	0.3786550348329124	True
108	0.17649356464412624	0.06766908976175341	CLDN4_RNA	HALLMARK_HEME_METABOLISM	WES_purity	0.3786550348329124	False
108	0.1751883925424181	0.06975811459943565	CLDN4_RNA	HALLMARK_BILE_ACID_METABOLISM	WES_purity	0.3786550348329124	False
108	0.17424523897986988	0.07129994430445837	CLDN4_RNA	CIBERSORT_Macrophage_M1	WES_purity	0.3786550348329124	False
108	-0.17351746092808806	0.07250841092545131	CLDN4_RNA	xCell_B_cell	WES_purity	0.3786550348329124	False
108	0.16891975573275408	0.08052978514925627	CLDN4_RNA	HALLMARK_DNA_REPAIR	WES_purity	0.4055249895016119	False
108	0.1668524393380777	0.08436086983090274	CLDN4_RNA	xCell_Myeloid_dendritic_cell	WES_purity	0.41016836710887195	False
108	-0.16265619979206633	0.09258362593314795	CLDN4_RNA	xCell_T_cell_gamma_delta	WES_purity	0.42168188603789547	False
108	0.1625939581011175	0.09271020189485646	CLDN4_RNA	PROGENy_Androgen	WES_purity	0.42168188603789547	False
