n	median_a	median_b	median_delta_a_minus_b	W	p	gene	layer	comparison
101	12.2418	11.7116	0.4596999999999998	1302.5	1.6142665514903344e-05	TACSTD2	RNA	tumor_vs_NAT_paired
101	12.8015	11.4816	1.2296999999999993	91.0	3.8758322045521603e-17	CLDN4	RNA	tumor_vs_NAT_paired
101	26.5254651357399	26.9352634237195	-0.4198253949679014	814.0	2.4117909359614036e-09	TACSTD2	protein	tumor_vs_NAT_paired
71	23.0423185151942	23.1974319813457	-0.18399431821890033	872.0	0.02000184031066582	CLDN4	protein	tumor_vs_NAT_paired
