score,radius_um,cutoff,n_sections,sections_high_lt_low,section_median_delta,section_p,patients_high_lt_low,patient_median_delta,patient_p,n_fovs,fovs_high_lt_low,fov_median_delta,fov_p,section_mean_high,section_mean_low
mean_IDO1,40,pos_vs_zero,8,0/8,0.04514886726123567,0.0078125,0/5,0.06563211840306676,0.0625,211,33/211,0.036573528577769854,1.2974224833200165e-25,0.4959097442817794,0.41016607878861977
npos_IDO1,40,pos_vs_zero,8,0/8,0.2948581576347351,0.0078125,0/5,0.35844993591308594,0.0625,211,41/211,0.31190061569213867,4.229161667924664e-23,4.067970708012581,3.304026499390602
sum_STAT1,40,pos_vs_zero,8,0/8,2.513994716269033,0.0078125,0/5,3.269747129416089,0.0625,211,53/211,1.3170577152062748,2.1613407263257014e-18,29.678507623167594,26.198104777310544
mean_STAT1,40,pos_vs_zero,8,0/8,0.13009092270366968,0.0078125,0/5,0.13874224570299099,0.0625,211,28/211,0.08088033296364106,3.380666008193793e-27,1.0363647224637853,0.8941868908627604
npos_STAT1,40,pos_vs_zero,8,0/8,0.8778178691864014,0.0078125,0/5,1.070387840270996,0.0625,211,42/211,0.48762011528015137,3.571447121270857e-23,8.376762300729752,7.191613107919693
sum_MX1,40,pos_vs_zero,8,0/8,3.1248205133502447,0.0078125,0/5,4.029828443138882,0.0625,211,44/211,1.4883617017255801,1.2063037657964144e-20,27.8123549647814,24.54601691851424
mean_MX1,40,pos_vs_zero,8,0/8,0.13528244664591682,0.0078125,0/5,0.15924829913589866,0.0625,211,22/211,0.08001775855604659,2.772323238175337e-29,0.9875225632100477,0.8462621217619987
npos_MX1,40,pos_vs_zero,8,0/8,1.0285062789916992,0.0078125,0/5,1.2305102348327637,0.0625,211,35/211,0.5842293500900269,1.6066592120951043e-25,7.742980360984802,6.639560639858246
sum_CXCL8,40,pos_vs_zero,8,2/8,0.8043936678225039,0.3828125,1/5,0.12775361649178718,0.625,211,102/211,0.008248263816445167,0.8112914457139375,12.158571914796175,11.713346296362875
mean_CXCL8,40,pos_vs_zero,8,2/8,0.04171753368157184,0.3125,1/5,0.004390034032528828,0.3125,211,98/211,0.004789377781303172,0.29078470075142593,0.46143481110649104,0.4317364772757123
npos_CXCL8,40,pos_vs_zero,8,2/8,0.32029271125793457,0.078125,1/5,0.1900472640991211,0.1875,211,69/211,0.08728605508804321,5.540576454740789e-06,3.32719524204731,3.0252342373132706
sum_TNF,40,pos_vs_zero,8,1/8,0.37333368020305246,0.0234375,0/5,0.28147493553283987,0.0625,211,69/211,0.3333491666734707,2.7497477181899798e-11,6.357656327167912,5.744139823302339
mean_TNF,40,pos_vs_zero,8,0/8,0.022357704997575147,0.0078125,0/5,0.01728094430269081,0.0625,211,47/211,0.018820183831338502,7.452589046792288e-19,0.23222802587670655,0.20404410302484688
npos_TNF,40,pos_vs_zero,8,0/8,0.22786864638328552,0.0078125,0/5,0.2126082181930542,0.0625,211,49/211,0.14695339649915695,3.885589425652184e-18,1.9179437160491943,1.649029977619648
n_immune,60,pos_vs_zero,8,5/8,-0.726789116859436,0.25,4/5,-1.437723159790039,0.1875,211,152/211,-1.3536865711212158,1.9505773498457708e-14,8.569408774375916,10.355692744255066
n_cyto,60,pos_vs_zero,8,4/8,-0.038621336221694946,0.3125,3/5,-0.0930168628692627,0.3125,211,145/211,-0.10170936584472656,2.1419931663700454e-10,0.6574246324598789,0.8125779218971729
frac_immune,60,pos_vs_zero,8,5/8,-0.014068832620978355,0.25,4/5,-0.027297258377075195,0.1875,211,155/211,-0.025425434112548828,7.328507605834159e-16,0.14001392293721437,0.16911463998258114
sum_chemokine,60,pos_vs_zero,8,0/8,4.314763046930548,0.0078125,0/5,4.881812217922061,0.0625,211,57/211,2.5395416530810166,2.2833592491188044e-14,81.87050533920588,75.34718829502475
mean_chemokine,60,pos_vs_zero,8,0/8,0.0852627562259653,0.0078125,0/5,0.13840770558286097,0.0625,211,28/211,0.0642507608895827,1.37873022542535e-23,1.318312279809486,1.1957238833451276
n_chemokine_pos,60,pos_vs_zero,8,0/8,1.4126453399658203,0.0078125,0/5,1.6501178741455078,0.0625,211,43/211,0.8825092315673828,6.717244157057977e-21,18.676655650138855,16.874773740768433
sum_chemokine_immune,60,pos_vs_zero,8,3/8,0.7301702461293083,0.9453125,2/5,0.31832462765014746,1.0,211,140/211,-1.3180729036425927,9.85126794057644e-07,19.03159650132732,19.692318383870187
n_chemokine_pos_immune,60,pos_vs_zero,8,3/8,0.1480989009141922,0.7421875,2/5,0.06139281392097473,0.8125,211,141/211,-0.24032418429851532,4.1402345141940336e-07,3.2178179547190666,3.421865951269865
sum_isg,60,pos_vs_zero,8,0/8,23.999689433927827,0.0078125,0/5,27.502460339716777,0.0625,211,50/211,16.460178001479846,8.148800972671439e-20,362.800684964978,325.8622109147642
mean_isg,60,pos_vs_zero,8,0/8,0.5325175986959128,0.0078125,0/5,0.6056464796632488,0.0625,211,13/211,0.3635777248266727,2.266136598798634e-32,5.758458282787357,5.118298758842908
sum_broad,60,pos_vs_zero,8,0/8,61.6666065064511,0.0078125,0/5,64.58511875487886,0.0625,211,48/211,45.00091257373401,7.499033461819161e-20,1007.2298909324047,913.2538116969483
mean_broad,60,pos_vs_zero,8,0/8,1.7388784206690442,0.0078125,0/5,2.2859298890538824,0.0625,211,12/211,0.9747325452682265,1.9245343442836058e-33,16.15698690109958,14.436519298101286
sum_IFNG,60,pos_vs_zero,8,1/8,0.6944491068886793,0.015625,0/5,1.0369046276547316,0.0625,211,58/211,0.33425687943719584,1.4470835256735295e-12,9.815552272017442,9.002926977739866
mean_IFNG,60,pos_vs_zero,8,0/8,0.010300626278734112,0.0078125,0/5,0.012819096226796417,0.0625,211,54/211,0.00717810886722145,9.836759733882096e-16,0.17056614621726507,0.1517194008236311
npos_IFNG,60,pos_vs_zero,8,0/8,0.2938218116760254,0.0078125,0/5,0.5078816413879395,0.0625,211,50/211,0.16615676879882812,2.340854383728024e-18,2.991861566901207,2.6156723499298096
sum_CXCL9,60,pos_vs_zero,8,0/8,1.0156042395348672,0.0078125,0/5,1.1366524865430137,0.0625,211,53/211,0.5967134702672912,8.260733608110757e-12,20.89112373605996,19.034017101914486
mean_CXCL9,60,pos_vs_zero,8,0/8,0.019399309415341223,0.0078125,0/5,0.01911818232633955,0.0625,211,43/211,0.012901170284209118,5.0745584294022855e-18,0.3356008562440105,0.3019557240186558
npos_CXCL9,60,pos_vs_zero,8,0/8,0.45767462253570557,0.0078125,0/5,0.6967531442642212,0.0625,211,37/211,0.3098149299621582,3.537046675026692e-20,6.006172984838486,5.279714077711105
sum_CXCL10,60,pos_vs_zero,8,1/8,0.9352039492565769,0.015625,0/5,1.1543454321286113,0.0625,211,66/211,0.7827002490856891,1.5424099802073718e-11,29.411730983820167,26.919105306280567
mean_CXCL10,60,pos_vs_zero,8,0/8,0.029187410571942893,0.0078125,0/5,0.0433567046536405,0.0625,211,52/211,0.021448719824191192,4.7530396130231756e-17,0.4601288807300333,0.41745928417088296
npos_CXCL10,60,pos_vs_zero,8,0/8,0.5484417676925659,0.0078125,0/5,0.7657017707824707,0.0625,211,55/211,0.3647727966308594,9.613681747017002e-18,7.956899702548981,7.029281318187714
sum_CCL5,60,pos_vs_zero,8,0/8,0.9227848612447742,0.0078125,0/5,0.7740440179404118,0.0625,211,68/211,0.5466563151667696,1.0431218263316784e-06,21.752098347308312,20.391138909089822
mean_CCL5,60,pos_vs_zero,8,0/8,0.020879070092401544,0.0078125,0/5,0.019234090735516962,0.0625,211,53/211,0.01429152591243843,9.385099672622104e-15,0.35201639661817724,0.3245894743319577
npos_CCL5,60,pos_vs_zero,8,0/8,0.4994703531265259,0.0078125,0/5,0.6149272918701172,0.0625,211,47/211,0.26624393463134766,6.440390447507683e-16,6.179374575614929,5.570549786090851
sum_CD274,60,pos_vs_zero,8,1/8,0.7051432933514512,0.0234375,0/5,0.7662518332950832,0.0625,211,86/211,0.27296738964897393,0.0012773890064547557,18.433685193305767,17.504318724165298
mean_CD274,60,pos_vs_zero,8,0/8,0.009954232889341552,0.0078125,0/5,0.012033668513283302,0.0625,211,64/211,0.008384709823042069,5.53545429445609e-11,0.3064591429905604,0.28577653275028725
npos_CD274,60,pos_vs_zero,8,0/8,0.4634435176849365,0.0078125,0/5,0.5687074661254883,0.0625,211,57/211,0.17383527755737305,1.6491316250927454e-13,5.490735411643982,4.979486644268036
sum_IDO1,60,pos_vs_zero,8,0/8,0.9764252974148162,0.0078125,0/5,0.8783199267692439,0.0625,211,46/211,1.201407434365711,5.721068959320754e-20,30.540091953162616,26.019256295370823
mean_IDO1,60,pos_vs_zero,8,0/8,0.03742911779747496,0.0078125,0/5,0.05389726110577703,0.0625,211,26/211,0.03370816964149703,8.351456802948012e-27,0.4794835840483449,0.4070506981081925
npos_IDO1,60,pos_vs_zero,8,0/8,0.5593141317367554,0.0078125,0/5,0.694270133972168,0.0625,211,39/211,0.5184345245361328,2.6725018708928653e-24,8.666925311088562,7.174735009670258
sum_STAT1,60,pos_vs_zero,8,0/8,5.515619554419665,0.0078125,0/5,7.658192848641093,0.0625,211,49/211,2.8087761876580473,3.0861206296747866e-20,63.683032297139995,56.310188372668215
mean_STAT1,60,pos_vs_zero,8,0/8,0.11322520765475647,0.0078125,0/5,0.13000184788556113,0.0625,211,26/211,0.06478582004686739,4.850721681170032e-28,0.9978043762605333,0.8756137458065911
npos_STAT1,60,pos_vs_zero,8,0/8,1.8731861114501953,0.0078125,0/5,2.4706859588623047,0.0625,211,38/211,0.9883089065551758,3.485611020951596e-24,17.875998198986053,15.439068377017975
sum_MX1,60,pos_vs_zero,8,0/8,6.223743047551562,0.0078125,0/5,8.43557567127629,0.0625,211,51/211,2.9117293511229434,1.950821485668275e-21,59.47770409924951,52.6902500315761
mean_MX1,60,pos_vs_zero,8,0/8,0.12190617302893086,0.0078125,0/5,0.14333959680100938,0.0625,211,26/211,0.0639269855220242,6.920500787257764e-29,0.9487802916677068,0.828976560207634
npos_MX1,60,pos_vs_zero,8,0/8,2.0319676399230957,0.0078125,0/5,2.584300994873047,0.0625,211,36/211,1.013310432434082,4.426711783454313e-27,16.44828426837921,14.21120309829712
sum_CXCL8,60,pos_vs_zero,8,2/8,1.9094582405822789,0.3828125,1/5,0.2834918095326282,0.625,211,103/211,0.05296965964444311,0.9838263105379343,27.10415547153633,26.00856837092895
mean_CXCL8,60,pos_vs_zero,8,3/8,0.0415995805265683,0.4609375,2/5,0.003388491740565297,0.625,211,97/211,0.003759864177439398,0.41807935939010343,0.4679290442768022,0.43921900909375067
npos_CXCL8,60,pos_vs_zero,8,2/8,0.6857481002807617,0.078125,1/5,0.36807823181152344,0.1875,211,76/211,0.15878605842590332,1.2502380745398766e-05,7.277709543704987,6.656425982713699
sum_TNF,60,pos_vs_zero,8,1/8,0.9112823917537769,0.0234375,0/5,0.6590862382674292,0.0625,211,70/211,0.5894392271911428,3.364606697481769e-10,13.719545495405775,12.527391473692896
mean_TNF,60,pos_vs_zero,8,1/8,0.019280529289327338,0.015625,1/5,0.015780686491759732,0.125,211,51/211,0.013803816995999668,2.1875619788628603e-16,0.22656870251617475,0.20401163411655435
npos_TNF,60,pos_vs_zero,8,0/8,0.4526919722557068,0.0078125,0/5,0.46387505531311035,0.0625,211,56/211,0.26924777030944824,1.7624228493524836e-16,4.10035052895546,3.587930291891098
n_immune,100,pos_vs_zero,8,5/8,-0.19158530235290527,0.4609375,4/5,-0.2893524169921875,0.3125,211,136/211,-1.8192400932312012,1.075139342146828e-07,30.987967252731323,33.71285933256149
n_cyto,100,pos_vs_zero,8,3/8,0.06388020515441895,0.7421875,2/5,0.04678010940551758,0.8125,211,131/211,-0.11841285228729248,1.8812338601742723e-05,2.2805462777614594,2.548103466629982
frac_immune,100,pos_vs_zero,8,5/8,-0.00844588689506054,0.4609375,4/5,-0.015169113874435425,0.3125,211,143/211,-0.015561781823635101,1.4495636219447504e-11,0.1828389815054834,0.2010112227872014
sum_chemokine,100,pos_vs_zero,8,0/8,12.365831323246582,0.0078125,0/5,13.416397852425433,0.0625,211,49/211,7.280229514280265,8.080158037336824e-19,224.67257173961073,206.3661578219158
mean_chemokine,100,pos_vs_zero,8,0/8,0.07050246304525937,0.0078125,0/5,0.10717426550645337,0.0625,211,31/211,0.041036917296641495,7.589295615478304e-26,1.312497550196503,1.2079436197185969
n_chemokine_pos,100,pos_vs_zero,8,0/8,3.6804380416870117,0.0078125,0/5,4.243797302246094,0.0625,211,41/211,2.1830921173095703,9.249273220058144e-24,50.14794969558716,45.59371900558472
sum_chemokine_immune,100,pos_vs_zero,8,3/8,2.835802548495379,1.0,2/5,0.8254363890215384,1.0,211,128/211,-1.5581462700763122,0.007942153311114357,65.76219439193093,63.36909280745095
n_chemokine_pos_immune,100,pos_vs_zero,8,3/8,0.602003276348114,1.0,2/5,0.15728557109832764,1.0,211,127/211,-0.27094870805740356,0.008156804004680373,11.298287197947502,11.109223157167435
sum_isg,100,pos_vs_zero,8,0/8,61.14128612627928,0.0078125,0/5,75.60052547730413,0.0625,211,44/211,34.304552324388055,5.6010112593820636e-21,950.5279022560014,861.836664613114
mean_isg,100,pos_vs_zero,8,0/8,0.45306931911506476,0.0078125,0/5,0.4857415621845682,0.0625,211,24/211,0.22291650963438858,1.071510166155437e-30,5.554600179185156,5.046518236768394
sum_broad,100,pos_vs_zero,8,0/8,154.35862778399678,0.0078125,0/5,176.3425347707357,0.0625,211,45/211,99.81550551596956,8.769417342129173e-21,2640.111663588124,2412.524850322592
mean_broad,100,pos_vs_zero,8,0/8,1.3780681150046972,0.0078125,0/5,1.794400307975991,0.0625,211,24/211,0.6550040477759271,1.0819096844856337e-31,15.596598550853988,14.243961839275006
sum_IFNG,100,pos_vs_zero,8,0/8,1.7199727125344406,0.0078125,0/5,2.2753192301205267,0.0625,211,59/211,0.9832983134959221,1.0790068577402542e-13,26.013560006539112,24.0447561036959
mean_IFNG,100,pos_vs_zero,8,0/8,0.008502346816364637,0.0078125,0/5,0.009480025127052705,0.0625,211,51/211,0.005601615721675085,2.7908257281373226e-14,0.16474440762310932,0.15058584361824132
npos_IFNG,100,pos_vs_zero,8,0/8,0.6910388469696045,0.0078125,0/5,1.1028547286987305,0.0625,211,46/211,0.41153812408447266,7.99894434523301e-19,7.817524969577789,6.9526461362838745
sum_CXCL9,100,pos_vs_zero,8,0/8,2.3935887446855126,0.0078125,0/5,3.0210473057058636,0.0625,211,59/211,1.6303476778332495,3.816410957617901e-13,57.504276393201515,52.19652487709455
mean_CXCL9,100,pos_vs_zero,8,0/8,0.01648452989186934,0.0078125,0/5,0.015374992131058807,0.0625,211,51/211,0.009249549427773784,2.2081790846541196e-16,0.33335585604596496,0.30419404939842604
npos_CXCL9,100,pos_vs_zero,8,0/8,1.0187592506408691,0.0078125,0/5,1.559844970703125,0.0625,211,45/211,0.6615943908691406,1.5721247732905143e-20,16.188648343086243,14.331587314605713
sum_CXCL10,100,pos_vs_zero,8,0/8,2.6882720534700475,0.0078125,0/5,3.3326894593611343,0.0625,211,66/211,1.934764273555981,8.79249538634607e-14,78.96123270097584,72.44797833764721
mean_CXCL10,100,pos_vs_zero,8,0/8,0.0300856967769918,0.0078125,0/5,0.047223846562964855,0.0625,211,55/211,0.011995362496542844,4.4055199028426106e-16,0.4500558611770348,0.4152373000156905
npos_CXCL10,100,pos_vs_zero,8,0/8,1.3490681648254395,0.0078125,0/5,1.8888282775878906,0.0625,211,53/211,0.8240222930908203,1.8422210657649775e-20,21.04637897014618,18.794255673885345
sum_CCL5,100,pos_vs_zero,8,0/8,2.416594173372024,0.0078125,0/5,2.619796453503966,0.0625,211,59/211,1.5440641370333594,3.567602561252276e-12,62.19350263889426,57.67689850347816
mean_CCL5,100,pos_vs_zero,8,0/8,0.020409477914679203,0.0078125,0/5,0.01959298705636492,0.0625,211,51/211,0.010480737115878769,6.954992521697854e-18,0.3643414253503941,0.33792642668623907
npos_CCL5,100,pos_vs_zero,8,0/8,1.3737330436706543,0.0078125,0/5,1.6045751571655273,0.0625,211,44/211,0.620119571685791,4.769756557722653e-21,17.220474243164062,15.524955153465271
sum_CD274,100,pos_vs_zero,8,0/8,1.9638770823639593,0.0078125,0/5,1.908545014921799,0.0625,211,72/211,0.9783777939900489,4.658486139597733e-07,49.40716268900123,46.6468953112511
mean_CD274,100,pos_vs_zero,8,0/8,0.009955188307274848,0.0078125,0/5,0.013474691407807993,0.0625,211,61/211,0.006591547257318753,4.0021588199874985e-10,0.29968840808065067,0.28214329577451086
npos_CD274,100,pos_vs_zero,8,0/8,1.1447584629058838,0.0078125,0/5,1.269547462463379,0.0625,211,54/211,0.439208984375,4.798802319911665e-17,14.495094299316406,13.194342195987701
sum_IDO1,100,pos_vs_zero,8,0/8,2.2829407605077794,0.0078125,0/5,2.313501127200574,0.0625,211,41/211,2.7774268369853132,3.931968798099595e-21,78.65383161437796,68.81822886889152
mean_IDO1,100,pos_vs_zero,8,0/8,0.029028136967102186,0.0078125,0/5,0.04419425387878417,0.0625,211,32/211,0.020047562274416342,3.102375836585103e-27,0.455364018627209,0.4011091706603009
npos_IDO1,100,pos_vs_zero,8,0/8,1.2533845901489258,0.0078125,0/5,1.6317815780639648,0.0625,211,29/211,1.0041913986206055,2.937760019719734e-25,22.157766044139862,18.930798947811127
sum_STAT1,100,pos_vs_zero,8,0/8,14.262237873891337,0.0078125,0/5,20.493869814219153,0.0625,211,46/211,5.509772813689622,2.1043061278129575e-21,165.7173494549382,147.87673248487738
mean_STAT1,100,pos_vs_zero,8,0/8,0.09547654178167717,0.0078125,0/5,0.11705225500355243,0.0625,211,34/211,0.04068402456806797,1.2778651140941068e-26,0.9504125277356201,0.8523882180329025
npos_STAT1,100,pos_vs_zero,8,0/8,4.696889877319336,0.0078125,0/5,6.503364562988281,0.0625,211,40/211,2.1179065704345703,1.9777088467020837e-24,46.17876219749451,40.45919156074524
sum_MX1,100,pos_vs_zero,8,0/8,14.693048262226938,0.0078125,0/5,20.525264851857486,0.0625,211,46/211,6.461671529681439,1.3059281817289926e-21,154.73639833050996,138.31541098559677
mean_MX1,100,pos_vs_zero,8,0/8,0.1033043690329622,0.0078125,0/5,0.12159722866361,0.0625,211,31/211,0.04156793947209503,2.9901786191689015e-27,0.902728716997897,0.8075540567404423
npos_MX1,100,pos_vs_zero,8,0/8,4.7635393142700195,0.0078125,0/5,6.324413299560547,0.0625,211,35/211,2.162097930908203,4.3230532335686695e-26,42.39978575706482,37.17130923271179
sum_CXCL8,100,pos_vs_zero,8,2/8,5.646403804034296,0.3828125,1/5,1.2374271204279736,0.4375,211,92/211,0.7116043847970062,0.12925936959414094,74.38008681180862,70.83506408900388
mean_CXCL8,100,pos_vs_zero,8,3/8,0.03846458289569451,0.4609375,2/5,0.0034641074738090277,0.625,211,97/211,0.0021753842158898085,0.446459953077322,0.4735049165145174,0.44622844381737214
npos_CXCL8,100,pos_vs_zero,8,2/8,1.8227972984313965,0.078125,1/5,1.045771598815918,0.1875,211,75/211,0.3978090286254883,9.355952699058918e-07,19.510480105876923,17.941562473773956
sum_TNF,100,pos_vs_zero,8,0/8,2.4559019271182407,0.0078125,0/5,1.828569999313224,0.0625,211,61/211,1.1201216882926026,6.32819883256109e-13,36.05015943006853,33.32921398606671
mean_TNF,100,pos_vs_zero,8,0/8,0.017186456383002237,0.0078125,0/5,0.012647335879537563,0.0625,211,48/211,0.0076085712842485775,1.1024434836514447e-17,0.21971023145915836,0.20242267593579505
npos_TNF,100,pos_vs_zero,8,0/8,1.119823932647705,0.0078125,0/5,1.151822566986084,0.0625,211,47/211,0.5198044776916504,4.551445124003433e-19,10.636190056800842,9.508545935153961
n_immune,150,pos_vs_zero,8,4/8,1.1594505310058594,0.640625,3/5,-0.11733245849609375,0.625,211,129/211,-1.9892654418945312,0.0005451725222047763,81.45732045173645,83.92626643180847
n_cyto,150,pos_vs_zero,8,3/8,0.21365535259246826,0.7421875,2/5,0.16515898704528809,0.8125,211,124/211,-0.16960811614990234,0.0044275269675067876,5.94075283408165,6.263382613658905
frac_immune,150,pos_vs_zero,8,5/8,-0.005720134824514389,0.4609375,4/5,-0.009338170289993286,0.3125,211,131/211,-0.007836584001779556,9.62808841467338e-07,0.2164099826477468,0.22588715935125947
sum_chemokine,150,pos_vs_zero,8,0/8,25.285541623657423,0.0078125,0/5,30.584621675748053,0.0625,211,43/211,12.268941723817477,2.2636191674034533e-19,498.9170836001299,460.5854617540125
mean_chemokine,150,pos_vs_zero,8,0/8,0.05837410334524745,0.0078125,0/5,0.08216819700332967,0.0625,211,32/211,0.03343946315668145,2.8315291448830573e-24,1.3104330431781732,1.2200933331506374
n_chemokine_pos,150,pos_vs_zero,8,0/8,7.417146682739258,0.0078125,0/5,9.026649475097656,0.0625,211,43/211,3.5620689392089844,8.967140957357868e-23,109.74231052398682,100.79104471206665
sum_chemokine_immune,150,pos_vs_zero,8,3/8,7.78386158492482,0.546875,2/5,1.6988102831390357,0.8125,211,119/211,-1.5931357062077183,0.3048945959913607,166.76959301527427,156.41180119171182
