sample,patient,module,context,radius_um,arm,n_index,mean_z,median_z,mean_log_cp10k,median_neighbor_n,frac_with_neighbor
LUAD-5 R2,Lung5,ifn,immune_neighbors,100,low,5485,-0.08340732654777641,-0.08099922861468654,0.42624260433989475,21.0,0.9906086328336644
LUAD-5 R2,Lung5,ifn,intrinsic,0,high,4485,0.07190803280785632,0.053446186902747043,0.638136141774867,1.0,1.0
LUAD-5 R2,Lung5,ifn,intrinsic,0,low,5537,0.005021711179674517,-0.01295315435128359,0.5525907057573062,1.0,1.0
LUAD-5 R2,Lung5,sting,all_neighbors,50,high,4485,-0.0015867476769148216,-0.003167323551377143,0.43747680905462466,44.0,1.0
LUAD-5 R2,Lung5,sting,all_neighbors,50,low,5537,-0.010786139595746992,-0.011438623236604663,0.4283782059193784,48.0,1.0
LUAD-5 R2,Lung5,sting,immune_neighbors,50,high,3308,-0.05724316919109463,-0.06185134225659835,0.366158248996695,3.0,0.7375696767001115
LUAD-5 R2,Lung5,sting,immune_neighbors,50,low,4009,-0.07879517030701642,-0.09054950560925522,0.34074430402409217,2.0,0.7240382878815242
LUAD-5 R2,Lung5,sting,all_neighbors,100,high,4485,-0.004744136306663657,-0.0004646700929407716,0.43360297766122147,168.0,1.0
LUAD-5 R2,Lung5,sting,all_neighbors,100,low,5537,-0.009365435016150456,-0.003489025905190866,0.4297650717379124,174.0,1.0
LUAD-5 R2,Lung5,sting,immune_neighbors,100,high,4447,-0.058137659879034555,-0.053129499959726156,0.3620813215546762,26.0,0.9915273132664437
LUAD-5 R2,Lung5,sting,immune_neighbors,100,low,5485,-0.0761597840150375,-0.0751688491534337,0.3418935232173285,21.0,0.9906086328336644
LUAD-5 R2,Lung5,sting,intrinsic,0,high,4485,0.004670980414602795,-0.03834314316435992,0.44725314835761437,1.0,1.0
LUAD-5 R2,Lung5,sting,intrinsic,0,low,5537,-0.04551982074264232,-0.09310353424539417,0.38618506303097233,1.0,1.0
LUAD-5 R2,Lung5,epithelial_control,all_neighbors,50,high,4485,0.9020845496208174,1.0038267105695224,2.8784520749054914,44.0,1.0
LUAD-5 R2,Lung5,epithelial_control,all_neighbors,50,low,5537,0.9382858541591245,1.0175140085057786,2.9505636138575886,48.0,1.0
LUAD-5 R2,Lung5,epithelial_control,immune_neighbors,50,high,3308,-0.192254786560219,-0.2229843318579828,0.8086582186495372,3.0,0.7375696767001115
LUAD-5 R2,Lung5,epithelial_control,immune_neighbors,50,low,4009,-0.23432002659036544,-0.2725445551515604,0.7283429035601635,2.0,0.7240382878815242
LUAD-5 R2,Lung5,epithelial_control,all_neighbors,100,high,4485,0.7159349211902178,0.7713822378054845,2.5251065696973116,168.0,1.0
LUAD-5 R2,Lung5,epithelial_control,all_neighbors,100,low,5537,0.7936983686220002,0.861233198515322,2.675007207798987,174.0,1.0
LUAD-5 R2,Lung5,epithelial_control,immune_neighbors,100,high,4447,-0.23256959888029438,-0.2585992114480185,0.7305147171884631,26.0,0.9915273132664437
LUAD-5 R2,Lung5,epithelial_control,immune_neighbors,100,low,5485,-0.2630808376904823,-0.2875530808227866,0.6744448326360313,21.0,0.9906086328336644
LUAD-5 R2,Lung5,epithelial_control,intrinsic,0,high,4485,1.3264197399095803,1.4028858917609657,3.6787247468879842,1.0,1.0
LUAD-5 R2,Lung5,epithelial_control,intrinsic,0,low,5537,1.136737074270458,1.2322953272666024,3.338881197125123,1.0,1.0
LUAD-5 R3,Lung5,ifn,all_neighbors,50,high,3974,0.05314232350857126,0.04951881960344911,0.5175721004338859,40.0,1.0
LUAD-5 R3,Lung5,ifn,all_neighbors,50,low,5908,0.04075950072613924,0.04027095507545018,0.504068624332966,41.0,1.0
LUAD-5 R3,Lung5,ifn,immune_neighbors,50,high,2954,-0.06303456933388607,-0.06893266169641625,0.3619321779087381,3.0,0.743331655762456
LUAD-5 R3,Lung5,ifn,immune_neighbors,50,low,4117,-0.08954018785407857,-0.10086091280144234,0.33444384625008816,2.0,0.6968517264725795
LUAD-5 R3,Lung5,ifn,all_neighbors,100,high,3974,0.04042710758201959,0.039818293946080566,0.5020743189440275,147.0,1.0
LUAD-5 R3,Lung5,ifn,all_neighbors,100,low,5908,0.03447905699959133,0.030973755992577758,0.49653824710249833,152.0,1.0
LUAD-5 R3,Lung5,ifn,immune_neighbors,100,high,3844,-0.07305633135878593,-0.07041548173905202,0.3487777938069366,26.0,0.9672873678912934
LUAD-5 R3,Lung5,ifn,immune_neighbors,100,low,5752,-0.09305444602396452,-0.10148929672146187,0.3257196740534698,17.0,0.973595125253893
LUAD-5 R3,Lung5,ifn,intrinsic,0,high,3974,0.09249918153435933,0.07565367631679248,0.5658164658547529,1.0,1.0
LUAD-5 R3,Lung5,ifn,intrinsic,0,low,5908,0.009239140418226868,-0.014510233818275056,0.4636894716966236,1.0,1.0
LUAD-5 R3,Lung5,sting,all_neighbors,50,high,3974,0.00517020316510458,0.001784325571667778,0.35930262801275736,40.0,1.0
LUAD-5 R3,Lung5,sting,all_neighbors,50,low,5908,-0.009705172968027568,-0.012047087459504372,0.34594170716328265,41.0,1.0
LUAD-5 R3,Lung5,sting,immune_neighbors,50,high,2954,-0.06464032959912729,-0.07348932891673518,0.26744736610143843,3.0,0.743331655762456
LUAD-5 R3,Lung5,sting,immune_neighbors,50,low,4117,-0.09536933844266776,-0.11725118070091343,0.2390237842113396,2.0,0.6968517264725795
LUAD-5 R3,Lung5,sting,all_neighbors,100,high,3974,-0.000920145261416075,-0.0008561498371388979,0.35245622922686026,147.0,1.0
LUAD-5 R3,Lung5,sting,all_neighbors,100,low,5908,-0.012214572742026883,-0.016449926838259687,0.34267912893652663,152.0,1.0
LUAD-5 R3,Lung5,sting,immune_neighbors,100,high,3844,-0.06302950620749995,-0.06015348295038171,0.2704630015852088,26.0,0.9672873678912934
LUAD-5 R3,Lung5,sting,immune_neighbors,100,low,5752,-0.08601492664380253,-0.09168156424281243,0.2488220787843533,17.0,0.973595125253893
LUAD-5 R3,Lung5,sting,intrinsic,0,high,3974,0.03182497602637958,-0.03467036708944038,0.3899953135775085,1.0,1.0
LUAD-5 R3,Lung5,sting,intrinsic,0,low,5908,-0.03246512655319554,-0.07494149191040556,0.322037707476664,1.0,1.0
LUAD-5 R3,Lung5,epithelial_control,all_neighbors,50,high,3974,0.9552011591904203,1.0568670774677185,2.8090864558221806,40.0,1.0
LUAD-5 R3,Lung5,epithelial_control,all_neighbors,50,low,5908,0.9842782862873126,1.0649439093786457,2.870216957158459,41.0,1.0
LUAD-5 R3,Lung5,epithelial_control,immune_neighbors,50,high,2954,-0.17961305230165858,-0.2296288740626488,0.6980931481383615,3.0,0.743331655762456
LUAD-5 R3,Lung5,epithelial_control,immune_neighbors,50,low,4117,-0.17842705863761985,-0.25165201707340096,0.7006689108469246,2.0,0.6968517264725795
LUAD-5 R3,Lung5,epithelial_control,all_neighbors,100,high,3974,0.7618289654049586,0.8032893220539139,2.448652881451662,147.0,1.0
LUAD-5 R3,Lung5,epithelial_control,all_neighbors,100,low,5908,0.8555195887544225,0.9170376120479249,2.6293273550156684,152.0,1.0
LUAD-5 R3,Lung5,epithelial_control,immune_neighbors,100,high,3844,-0.2214852938492551,-0.24582456291565047,0.6174568621201187,26.0,0.9672873678912934
LUAD-5 R3,Lung5,epithelial_control,immune_neighbors,100,low,5752,-0.21889220185067118,-0.2634960164430129,0.6237151775997356,17.0,0.973595125253893
LUAD-5 R3,Lung5,epithelial_control,intrinsic,0,high,3974,1.447025724785653,1.5546890573724443,3.7200925823656417,1.0,1.0
LUAD-5 R3,Lung5,epithelial_control,intrinsic,0,low,5908,1.1809778657079268,1.2988384877982182,3.251946526310584,1.0,1.0
LUSC-6,Lung6,ifn,all_neighbors,50,high,16323,0.03012760395110539,0.033660697457728685,0.512425737319255,41.0,1.0
LUSC-6,Lung6,ifn,all_neighbors,50,low,49873,-0.0018664892338149627,0.0019260067673220092,0.470174447794523,41.0,1.0
LUSC-6,Lung6,ifn,immune_neighbors,50,high,6622,0.09259647570535649,0.06285189878183928,0.5795024095246519,0.0,0.40568522943086444
LUSC-6,Lung6,ifn,immune_neighbors,50,low,19764,0.04031889859832564,-0.005253329177986752,0.5121666212808539,0.0,0.39628656788242134
LUSC-6,Lung6,ifn,all_neighbors,100,high,16323,0.026835897034979964,0.03127325741385788,0.5078819459131426,160.0,1.0
LUSC-6,Lung6,ifn,all_neighbors,100,low,49873,-0.0011597024528039017,0.0033396877285808693,0.4708921027580117,158.0,1.0
LUSC-6,Lung6,ifn,immune_neighbors,100,high,13378,0.06761655210219641,0.05264070387663512,0.5462524916636815,3.0,0.819579734117503
LUSC-6,Lung6,ifn,immune_neighbors,100,low,40551,0.03470591432361932,0.008628306077552682,0.5043963182041178,3.0,0.8130852365007118
LUSC-6,Lung6,ifn,intrinsic,0,high,16323,0.07299549333835165,0.05347845029594916,0.5651532429070737,1.0,1.0
LUSC-6,Lung6,ifn,intrinsic,0,low,49873,-0.019663627579832213,-0.04443469618042316,0.4478501716856994,1.0,1.0
LUSC-6,Lung6,sting,all_neighbors,50,high,16323,0.04582051768828413,0.04979493364292176,0.5402299799736879,41.0,1.0
LUSC-6,Lung6,sting,all_neighbors,50,low,49873,0.019280896547201023,0.026374207717641394,0.5029556609307625,41.0,1.0
LUSC-6,Lung6,sting,immune_neighbors,50,high,6622,-0.03340813969210736,-0.09801697245999783,0.3636139258905908,0.0,0.40568522943086444
LUSC-6,Lung6,sting,immune_neighbors,50,low,19764,-0.0651381691790432,-0.12405954624190793,0.33026214032257895,0.0,0.39628656788242134
LUSC-6,Lung6,sting,all_neighbors,100,high,16323,0.040185738959556974,0.04480588665933071,0.5307459111365992,160.0,1.0
LUSC-6,Lung6,sting,all_neighbors,100,low,49873,0.015917974567303077,0.02418082322281834,0.49693297568316747,158.0,1.0
LUSC-6,Lung6,sting,immune_neighbors,100,high,13378,-0.04941808063422605,-0.07851272980077034,0.3451003451300676,3.0,0.819579734117503
LUSC-6,Lung6,sting,immune_neighbors,100,low,40551,-0.06914013973976206,-0.104347940699554,0.32197896284890304,3.0,0.8130852365007118
LUSC-6,Lung6,sting,intrinsic,0,high,16323,0.09666075920062549,0.04348602588897859,0.6097579974603422,1.0,1.0
LUSC-6,Lung6,sting,intrinsic,0,low,49873,0.011107927812269618,-0.08324946117579202,0.4955477396755007,1.0,1.0
LUSC-6,Lung6,epithelial_control,all_neighbors,50,high,16323,0.17764595763163496,0.20238806053846442,2.000239736944544,41.0,1.0
LUSC-6,Lung6,epithelial_control,all_neighbors,50,low,49873,0.11616545069290075,0.13788116691737445,1.8857608044129697,41.0,1.0
LUSC-6,Lung6,epithelial_control,immune_neighbors,50,high,6622,-0.4280385506078288,-0.48172570810834436,0.7703211576716517,0.0,0.40568522943086444
LUSC-6,Lung6,epithelial_control,immune_neighbors,50,low,19764,-0.4782481337040597,-0.5570051061171151,0.6734223723007677,0.0,0.39628656788242134
LUSC-6,Lung6,epithelial_control,all_neighbors,100,high,16323,0.15271578001906122,0.17425888596675548,1.9481272960196812,160.0,1.0
LUSC-6,Lung6,epithelial_control,all_neighbors,100,low,49873,0.09885284334132116,0.12135842471682018,1.8471118549420187,158.0,1.0
LUSC-6,Lung6,epithelial_control,immune_neighbors,100,high,13378,-0.4506384387847867,-0.5187783661614553,0.7217057883435476,3.0,0.819579734117503
LUSC-6,Lung6,epithelial_control,immune_neighbors,100,low,40551,-0.48271012696790033,-0.5474403752017912,0.6586843216517344,3.0,0.8130852365007118
LUSC-6,Lung6,epithelial_control,intrinsic,0,high,16323,0.2874483175239866,0.31690237914132957,2.212317460832619,1.0,1.0
LUSC-6,Lung6,epithelial_control,intrinsic,0,low,49873,0.12609423796189848,0.09791949293776572,1.9176021749436776,1.0,1.0
LUAD-9 R1,Lung9,ifn,all_neighbors,50,high,9750,0.1017107573375504,0.09767509509410821,0.7238817733467361,51.0,1.0
LUAD-9 R1,Lung9,ifn,all_neighbors,50,low,11030,0.036454810415272376,0.032547889564284185,0.6233986193834152,52.0,1.0
LUAD-9 R1,Lung9,ifn,immune_neighbors,50,high,5797,-0.008150809721843452,-0.04151233654200575,0.5444185308526287,1.0,0.5945641025641025
LUAD-9 R1,Lung9,ifn,immune_neighbors,50,low,7886,-0.05757136391963372,-0.09974616485167163,0.4700819441779184,2.0,0.7149592021758839
LUAD-9 R1,Lung9,ifn,all_neighbors,100,high,9750,0.07999543063551329,0.07687817834174726,0.691177901281599,202.0,1.0
LUAD-9 R1,Lung9,ifn,all_neighbors,100,low,11030,0.028921024522155423,0.025507055959695234,0.6123974977985693,203.0,1.0
LUAD-9 R1,Lung9,ifn,immune_neighbors,100,high,9258,-0.03521545252437361,-0.06199507597241219,0.5047725805052878,12.0,0.9495384615384616
LUAD-9 R1,Lung9,ifn,immune_neighbors,100,low,10658,-0.07124972083220667,-0.0973548290416966,0.45065327648958015,17.0,0.9662737987307344
LUAD-9 R1,Lung9,ifn,intrinsic,0,high,9750,0.11809034739652932,0.09366949578909187,0.7511889813190723,1.0,1.0
LUAD-9 R1,Lung9,ifn,intrinsic,0,low,11030,-0.024808453381853158,-0.05978358641517606,0.539758459166332,1.0,1.0
LUAD-9 R1,Lung9,sting,all_neighbors,50,high,9750,0.1241969092235225,0.12390472813242451,0.6848926638538416,51.0,1.0
LUAD-9 R1,Lung9,sting,all_neighbors,50,low,11030,0.053075408619930854,0.05035635460152174,0.5828588873341789,52.0,1.0
LUAD-9 R1,Lung9,sting,immune_neighbors,50,high,5797,-0.048166645420239365,-0.0763567229890612,0.4371060524565299,1.0,0.5945641025641025
LUAD-9 R1,Lung9,sting,immune_neighbors,50,low,7886,-0.08324077414723587,-0.10829148053021007,0.38569660063974465,2.0,0.7149592021758839
LUAD-9 R1,Lung9,sting,all_neighbors,100,high,9750,0.09425934656963073,0.09943030930333611,0.6425133068263684,202.0,1.0
LUAD-9 R1,Lung9,sting,all_neighbors,100,low,11030,0.04327098673360919,0.04602942075511643,0.5689403924733822,203.0,1.0
LUAD-9 R1,Lung9,sting,immune_neighbors,100,high,9258,-0.06908961670257588,-0.08331085447601785,0.4061278848286757,12.0,0.9495384615384616
LUAD-9 R1,Lung9,sting,immune_neighbors,100,low,10658,-0.0948135658345516,-0.10511749374808622,0.3684980879035175,17.0,0.9662737987307344
LUAD-9 R1,Lung9,sting,intrinsic,0,high,9750,0.15443865929174844,0.113576352359061,0.7275759697675226,1.0,1.0
LUAD-9 R1,Lung9,sting,intrinsic,0,low,11030,-0.010904020873787936,-0.08345124311414737,0.49603701083824653,1.0,1.0
LUAD-9 R1,Lung9,epithelial_control,all_neighbors,50,high,9750,0.43509589008158395,0.44881503796270245,2.061443505528418,51.0,1.0
LUAD-9 R1,Lung9,epithelial_control,all_neighbors,50,low,11030,0.22124359939227703,0.22940264677771066,1.6629601483282463,52.0,1.0
LUAD-9 R1,Lung9,epithelial_control,immune_neighbors,50,high,5797,-0.3609354107432781,-0.42956053771966773,0.5708300899810942,1.0,0.5945641025641025
LUAD-9 R1,Lung9,epithelial_control,immune_neighbors,50,low,7886,-0.4076644133519031,-0.45922355722082675,0.48326727338841613,2.0,0.7149592021758839
LUAD-9 R1,Lung9,epithelial_control,all_neighbors,100,high,9750,0.3345700803968357,0.3430335880645098,1.8730378539452497,202.0,1.0
LUAD-9 R1,Lung9,epithelial_control,all_neighbors,100,low,11030,0.18096883646823136,0.1950291729205334,1.586503543060718,203.0,1.0
LUAD-9 R1,Lung9,epithelial_control,immune_neighbors,100,high,9258,-0.41341965204522346,-0.4507874104977043,0.4731338798193083,12.0,0.9495384615384616
LUAD-9 R1,Lung9,epithelial_control,immune_neighbors,100,low,10658,-0.4258972079972092,-0.4626322004411522,0.4488725704454605,17.0,0.9662737987307344
LUAD-9 R1,Lung9,epithelial_control,intrinsic,0,high,9750,0.5882395959995053,0.6255032560483245,2.3467873025164363,1.0,1.0
LUAD-9 R1,Lung9,epithelial_control,intrinsic,0,low,11030,0.17528609640839166,0.17660609832973334,1.5801392667453713,1.0,1.0
LUAD-9 R2,Lung9,ifn,all_neighbors,50,high,23771,0.054216083780023364,0.04136228231052029,0.6011167545084546,44.0,1.0
LUAD-9 R2,Lung9,ifn,all_neighbors,50,low,36954,0.013931852071537352,0.0008851272304421496,0.5334338737954645,44.0,1.0
LUAD-9 R2,Lung9,ifn,immune_neighbors,50,high,12407,-0.07545924915151211,-0.1070627311520405,0.3816697770775991,1.0,0.5219384964873165
LUAD-9 R2,Lung9,ifn,immune_neighbors,50,low,24823,-0.09266245065098401,-0.11549172190356194,0.3551348726550044,2.0,0.6717270119608162
LUAD-9 R2,Lung9,ifn,all_neighbors,100,high,23771,0.04263742270783661,0.035257264214205546,0.5827233482284842,167.0,1.0
LUAD-9 R2,Lung9,ifn,all_neighbors,100,low,36954,0.01266202910650987,0.006654320910211018,0.532005345547789,165.0,1.0
LUAD-9 R2,Lung9,ifn,immune_neighbors,100,high,21273,-0.08203024114680883,-0.10329382933028192,0.3734092695503059,8.0,0.8949139708047621
LUAD-9 R2,Lung9,ifn,immune_neighbors,100,low,34671,-0.09524516852617923,-0.11098333041659056,0.352610765557192,14.0,0.9382204903393409
LUAD-9 R2,Lung9,ifn,intrinsic,0,high,23771,0.061555513702796896,0.03172174196843241,0.6160398863218063,1.0,1.0
LUAD-9 R2,Lung9,ifn,intrinsic,0,low,36954,-0.025687387798870785,-0.059367815064147816,0.47799806558069324,1.0,1.0
LUAD-9 R2,Lung9,sting,all_neighbors,50,high,23771,0.05558347015566578,0.0502264598956546,0.5090786781573753,44.0,1.0
LUAD-9 R2,Lung9,sting,all_neighbors,50,low,36954,0.01578971875048187,0.009836988283499229,0.4508420227121047,44.0,1.0
LUAD-9 R2,Lung9,sting,immune_neighbors,50,high,12407,-0.08068612586472423,-0.1160553306050854,0.31262050547847675,1.0,0.5219384964873165
LUAD-9 R2,Lung9,sting,immune_neighbors,50,low,24823,-0.09055898858576408,-0.11577498115917151,0.2991199326538115,2.0,0.6717270119608162
LUAD-9 R2,Lung9,sting,all_neighbors,100,high,23771,0.04229998625994245,0.04175539532835989,0.4900833934486882,167.0,1.0
LUAD-9 R2,Lung9,sting,all_neighbors,100,low,36954,0.013507780009863326,0.01378820706197579,0.44811184777169344,165.0,1.0
LUAD-9 R2,Lung9,sting,immune_neighbors,100,high,21273,-0.09111908218834766,-0.10972865859595622,0.3008734575036622,8.0,0.8949139708047621
LUAD-9 R2,Lung9,sting,immune_neighbors,100,low,34671,-0.09840441731730883,-0.11335811559961975,0.28985032161555563,14.0,0.9382204903393409
LUAD-9 R2,Lung9,sting,intrinsic,0,high,23771,0.06738490300618435,0.0005906722858400493,0.5269879060163882,1.0,1.0
LUAD-9 R2,Lung9,sting,intrinsic,0,low,36954,-0.02436603102259448,-0.0631910086634585,0.39762407217566154,1.0,1.0
LUAD-9 R2,Lung9,epithelial_control,all_neighbors,50,high,23771,0.24920265188283705,0.27102457200725905,1.978816883944984,44.0,1.0
LUAD-9 R2,Lung9,epithelial_control,all_neighbors,50,low,36954,0.05607421379174634,0.047106628855135765,1.5805803538616077,44.0,1.0
LUAD-9 R2,Lung9,epithelial_control,immune_neighbors,50,high,12407,-0.46737147237123894,-0.5319418812544416,0.4969635607422116,1.0,0.5219384964873165
LUAD-9 R2,Lung9,epithelial_control,immune_neighbors,50,low,24823,-0.4866880474457078,-0.530047179959909,0.457605383945982,2.0,0.6717270119608162
LUAD-9 R2,Lung9,epithelial_control,all_neighbors,100,high,23771,0.19301393033178216,0.21100999045031782,1.8627671947475368,167.0,1.0
LUAD-9 R2,Lung9,epithelial_control,all_neighbors,100,low,36954,0.05021587358171882,0.05738216200512401,1.568171127773797,165.0,1.0
LUAD-9 R2,Lung9,epithelial_control,immune_neighbors,100,high,21273,-0.48664681656710773,-0.5238400369080951,0.45707558195288317,8.0,0.8949139708047621
LUAD-9 R2,Lung9,epithelial_control,immune_neighbors,100,low,34671,-0.5023911090226887,-0.5332250627882086,0.4245405965675483,14.0,0.9382204903393409
LUAD-9 R2,Lung9,epithelial_control,intrinsic,0,high,23771,0.3393731034132783,0.3560008582943085,2.1651726559504487,1.0,1.0
LUAD-9 R2,Lung9,epithelial_control,intrinsic,0,low,36954,-0.02114656291227064,-0.15181248942819217,1.4223621783261369,1.0,1.0
LUAD-12,Lung12,ifn,all_neighbors,50,high,4565,0.052886336869920364,0.05393849833729667,0.534126585724179,27.0,0.9995620757608934
LUAD-12,Lung12,ifn,all_neighbors,50,low,11001,-0.003953718533715848,-0.008479450116243738,0.4633686762051251,30.0,0.9994548923412374
LUAD-12,Lung12,ifn,immune_neighbors,50,high,3637,-0.01094978684281979,-0.022567891609717693,0.4524893218912456,4.0,0.7963652288154149
LUAD-12,Lung12,ifn,immune_neighbors,50,low,9649,-0.041652640936883166,-0.044796813854396746,0.4142576640716849,8.0,0.8766239665667303
LUAD-12,Lung12,ifn,all_neighbors,100,high,4567,0.032891472468392614,0.04200964617848314,0.5099969540792356,112.0,1.0
LUAD-12,Lung12,ifn,all_neighbors,100,low,11007,-0.007404384925964947,-0.007941289371106629,0.4593584415186872,119.0,1.0
LUAD-12,Lung12,ifn,immune_neighbors,100,high,4494,-0.01618011740297886,-0.01808203358256115,0.44555242467185424,27.0,0.9840157652726078
LUAD-12,Lung12,ifn,immune_neighbors,100,low,10922,-0.03850451296467035,-0.038629937407472614,0.4179725494879253,37.0,0.9922776415008631
LUAD-12,Lung12,ifn,intrinsic,0,high,4567,0.11273404718412759,0.09166406543642572,0.6069034545240757,1.0,1.0
LUAD-12,Lung12,ifn,intrinsic,0,low,11007,-0.04346182618571722,-0.07699984800089126,0.4112827397988586,1.0,1.0
LUAD-12,Lung12,sting,all_neighbors,50,high,4565,0.054240987737881205,0.054152017004909216,0.5028416954367344,27.0,0.9995620757608934
LUAD-12,Lung12,sting,all_neighbors,50,low,11001,-0.0025778236506722807,-0.010364450863031886,0.43242332024118535,30.0,0.9994548923412374
LUAD-12,Lung12,sting,immune_neighbors,50,high,3637,-0.0015504931801234188,-0.01716779575045066,0.4319899309450206,4.0,0.7963652288154149
LUAD-12,Lung12,sting,immune_neighbors,50,low,9649,-0.03144000763585398,-0.03794952379959555,0.39593323899081123,8.0,0.8766239665667303
LUAD-12,Lung12,sting,all_neighbors,100,high,4567,0.035241608582006534,0.04096986848295415,0.47927275856277024,112.0,1.0
