sample,patient,module,context,radius_um,n_high,n_low,mean_z_high,mean_z_low,delta_z,mean_log_high,mean_log_low,delta_log,median_neighbor_n_high,median_neighbor_n_low
LUAD-5 R1,Lung5,ifn,all_neighbors,50,4460,5226,0.05242448174367286,0.048708746761856436,0.003715734981816425,0.5512057392388174,0.5489221899149899,0.0022835493238275717,42.0,45.0
LUAD-5 R1,Lung5,ifn,immune_neighbors,50,3305,3665,-0.08714839912639923,-0.0984585148006517,0.011310115674252469,0.3644758217128391,0.35349347843477025,0.010982343278068851,3.0,2.0
LUAD-5 R1,Lung5,ifn,all_neighbors,100,4460,5226,0.037038724557754414,0.04038080087105597,-0.0033420763133015577,0.5322271876363539,0.5385872133068331,-0.006360025670479219,158.0,168.0
LUAD-5 R1,Lung5,ifn,immune_neighbors,100,4389,5165,-0.0804568577720294,-0.09623030642926789,0.01577344865723848,0.3702875722175443,0.3538389911719669,0.01644858104557745,26.0,18.0
LUAD-5 R1,Lung5,ifn,intrinsic,0,4460,5226,0.09001867860966946,0.01487783396050138,0.07514084464916808,0.5986704155059563,0.5045889262015933,0.094081489304363,1.0,1.0
LUAD-5 R1,Lung5,sting,all_neighbors,50,4460,5226,0.010115631213226133,0.0035152285735270267,0.006600402639699106,0.4076018125376009,0.4018620799609758,0.005739732576625134,42.0,45.0
LUAD-5 R1,Lung5,sting,immune_neighbors,50,3305,3665,-0.06052859882456964,-0.08145109620870922,0.02092249738413958,0.3124211863713572,0.2831805828421373,0.029240603529219866,3.0,2.0
LUAD-5 R1,Lung5,sting,all_neighbors,100,4460,5226,0.0030640062080834873,0.00037020954167127476,0.0026937966664122123,0.3985279825128915,0.39745618841155916,0.0010717941013323462,158.0,168.0
LUAD-5 R1,Lung5,sting,immune_neighbors,100,4389,5165,-0.05413451017402788,-0.0737365951528174,0.01960208497878952,0.31655714682012537,0.2945143742929216,0.02204277252720377,26.0,18.0
LUAD-5 R1,Lung5,sting,intrinsic,0,4460,5226,0.027467432266194556,-0.027713583025951425,0.05518101529214598,0.43224481383527164,0.36372068904566407,0.06852412478960757,1.0,1.0
LUAD-5 R1,Lung5,epithelial_control,all_neighbors,50,4460,5226,0.9545455984176915,0.9824887504547943,-0.027943152037102847,3.0636573367009365,3.124382384206448,-0.060725047505511665,42.0,45.0
LUAD-5 R1,Lung5,epithelial_control,immune_neighbors,50,3305,3665,-0.22303345799805954,-0.2512449280055424,0.028211470007482836,0.7714196238654648,0.7141000667456308,0.05731955711983405,3.0,2.0
LUAD-5 R1,Lung5,epithelial_control,all_neighbors,100,4460,5226,0.7557757214946402,0.8483030586580612,-0.09252733716342099,2.6748458619378246,2.8602719836099078,-0.18542612167208317,158.0,168.0
LUAD-5 R1,Lung5,epithelial_control,immune_neighbors,100,4389,5165,-0.2659320277458256,-0.2901957603320353,0.02426373258620973,0.682482653392395,0.6335612400911194,0.04892141330127564,26.0,18.0
LUAD-5 R1,Lung5,epithelial_control,intrinsic,0,4460,5226,1.42456912682547,1.171608983181506,0.25296014364396413,3.9740622987108796,3.5120986097966664,0.46196368891421313,1.0,1.0
LUAD-5 R2,Lung5,ifn,all_neighbors,50,4485,5537,0.04085944580256483,0.03910854933073104,0.001750896471833789,0.5982234144054092,0.5981303860692875,9.302833612168104e-05,44.0,48.0
