score,radius,cutoff,sec,d,sp,pat,pp,fov,fp,nf,hi,lo,ratio
frac_immune,10,pos_vs_zero,8/8,-0.034481337293982506,0.0078125,5/5,0.0625,200/211,4.128405213683889e-33,211,0.02423654228914529,0.06429883174132556,0.3769359665296718
n_immune,10,pos_vs_zero,8/8,-0.05828539375215769,0.0078125,5/5,0.0625,195/211,6.374053328817065e-33,211,0.038452388427685946,0.10998946661129594,0.34960064461060747
n_immune,15,pos_vs_zero,8/8,-0.1545422002673149,0.0078125,5/5,0.0625,190/211,8.691991791869976e-31,211,0.17305044224485755,0.3609179211780429,0.47947312142333537
frac_immune,15,pos_vs_zero,8/8,-0.035338783636689186,0.0078125,5/5,0.0625,185/211,2.5033708569716106e-29,211,0.047760262386873364,0.09676235634833574,0.4935830852954917
n_immune,25,pos_vs_zero,8/8,-0.3349570333957672,0.0078125,5/5,0.0625,181/211,1.3259065171908876e-27,211,0.7886787932366133,1.2756123393774033,0.6182746661274452
frac_immune,25,pos_vs_zero,8/8,-0.028882727026939392,0.0078125,5/5,0.0625,176/211,6.980335674439239e-26,211,0.07535459194332361,0.12042536912485957,0.6257368567016338
n_immune,30,pos_vs_zero,6/8,-0.42334163188934326,0.0546875,5/5,0.0625,174/211,1.5498249259312793e-24,211,1.3243664465844631,1.9821496568620205,0.6681465458471452
frac_immune,30,pos_vs_zero,6/8,-0.025979019701480865,0.0390625,5/5,0.0625,167/211,1.9833785144680904e-23,211,0.08707737759687006,0.12953870696946979,0.6722112612826436
sum_CCL5,10,pos_vs_zero,8/8,-0.050764946094004004,0.0078125,5/5,0.0625,155/211,2.463823053344143e-14,211,0.3200365009075682,0.37784778071838543,0.8469984931474173
npos_CCL5,30,pos_vs_zero,0/8,0.1376064121723175,0.0078125,0/5,0.0625,60/211,5.13270405267496e-11,211,1.5343876257538795,1.3924959525465965,1.1018973684970441
npos_CCL5,10,pos_vs_zero,8/8,-0.006875684484839439,0.0078125,5/5,0.0625,146/211,1.4525448721667823e-09,211,0.09432273404672742,0.10490967705845833,0.8990851625076342
n_immune,10,top10_vs_bot50,4/8,-0.012904323637485504,0.546875,3/5,0.4375,145/210,2.685102947879532e-09,210,0.0699120364151895,0.08857475128024817,0.789299833244687
npos_CCL5,25,pos_vs_zero,0/8,0.09108179807662964,0.0078125,0/5,0.0625,64/211,2.894479000620948e-09,211,1.054683893918991,0.9624213241040707,1.0958650515155706
frac_immune,10,top10_vs_bot50,4/8,-0.006798905320465565,0.640625,3/5,0.4375,149/210,7.795078139762252e-09,210,0.042330485419370234,0.05311150394845754,0.7970116127844953
sum_CCL5,25,top10_vs_bot50,8/8,-0.15349101412827193,0.0078125,5/5,0.0625,133/210,1.425021344808033e-06,210,3.2729055838026753,3.515821860854536,0.9309076834191995
npos_CCL5,25,top10_vs_bot50,8/8,-0.07114237546920776,0.0078125,5/5,0.0625,133/210,1.960064434632187e-06,210,0.9277525953948498,1.0038367547094822,0.9242066412116463
npos_CCL5,30,top10_vs_bot50,8/8,-0.1041785478591919,0.0078125,5/5,0.0625,139/210,2.2824953593226496e-06,210,1.3505055010318756,1.456885188817978,0.926981419948121
npos_CCL5,15,top10_vs_bot50,8/8,-0.02957819402217865,0.0078125,5/5,0.0625,128/210,3.2513501131345636e-06,210,0.3027385789901018,0.3334763180464506,0.9078263211120519
