sample,patient,module,gene,radius_um,mean_log_high,mean_log_low,delta_log
LUAD-5 R1,Lung5,ifn,IFNAR2,100,0.6815343419502055,0.7099740104723723,-0.02843966852216684
LUAD-5 R1,Lung5,ifn,IFNG,100,0.11271982944388927,0.10705550122235705,0.005664328221532219
LUAD-5 R1,Lung5,ifn,IFNB1,100,0.1769519499866832,0.1733440128908017,0.0036079370958815027
LUAD-5 R1,Lung5,ifn,IFNA1,100,0.17392134781343552,0.17196338047871146,0.001957967334724059
LUAD-5 R1,Lung5,ifn,IFIT1,100,0.1811812584184596,0.17032247104531364,0.010858787373145967
LUAD-5 R1,Lung5,ifn,IFITM1,100,0.8335092960986041,0.8184918276937487,0.015017468404855405
LUAD-5 R1,Lung5,ifn,IFITM3,100,2.0715664275301338,2.106233054580191,-0.0346666270500573
LUAD-5 R1,Lung5,ifn,MX1,100,0.6024771952954621,0.5895552940586832,0.012921901236778832
LUAD-5 R1,Lung5,ifn,OAS1,100,0.48638234960922644,0.5083512333778182,-0.02196888376859174
LUAD-5 R1,Lung5,ifn,OAS2,100,0.4742526388992968,0.4731615873954463,0.0010910515038505264
LUAD-5 R1,Lung5,ifn,OAS3,100,0.659269936792789,0.6659277953637752,-0.006657858570986219
LUAD-5 R1,Lung5,ifn,OASL,100,0.40253905092869124,0.40779594140006575,-0.005256890471374509
LUAD-5 R1,Lung5,ifn,CXCL9,100,0.23335873938740462,0.21722801290052363,0.016130726486880992
LUAD-5 R1,Lung5,ifn,CXCL10,100,0.23647534630701883,0.22063308010372198,0.015842266203296845
LUAD-5 R1,Lung5,ifn,CCL5,100,0.2852232228329665,0.26158538463374176,0.02363783819922477
LUAD-5 R1,Lung5,ifn,CD274,100,0.23957091905865102,0.22783102968120114,0.01173988937744988
LUAD-5 R1,Lung5,ifn,IDO1,100,0.21245532467866973,0.2014783873692365,0.010976937309433221
LUAD-5 R1,Lung5,ifn,BST2,100,0.661007655873128,0.6786343521376178,-0.01762669626448976
LUAD-5 R1,Lung5,ifn,TAP1,100,0.4768728698659441,0.485025642069622,-0.008152772203677883
LUAD-5 R1,Lung5,ifn,TAP2,100,0.45671363857508634,0.43713804441276527,0.019575594162321075
LUAD-5 R1,Lung5,sting,IRF3,50,1.2226492751212954,1.2835946204091304,-0.06094534528783502
LUAD-5 R1,Lung5,sting,NFKB1,50,0.3340954577632715,0.33582094488945763,-0.0017254871261861426
LUAD-5 R1,Lung5,sting,RELA,50,0.7769643211109977,0.8046316692764474,-0.02766734816544969
LUAD-5 R1,Lung5,sting,NFKBIA,50,0.48014876780373644,0.4071991670437153,0.07294960076002116
LUAD-5 R1,Lung5,sting,IFNB1,50,0.17947158998692486,0.17387091549898392,0.005600674487940938
LUAD-5 R1,Lung5,sting,IFNA1,50,0.17594562024306534,0.17122873488626783,0.004716885356797512
LUAD-5 R1,Lung5,sting,CXCL10,50,0.23870714099416016,0.22084746315587497,0.017859677838285182
LUAD-5 R1,Lung5,sting,CCL5,50,0.26196246003725354,0.23864701687883288,0.023315443158420657
LUAD-5 R1,Lung5,sting,TNF,50,0.1564735901188611,0.1462243681082375,0.010249222010623615
LUAD-5 R1,Lung5,sting,IL6,50,0.2495999021964433,0.2365558994628104,0.013044002733632903
LUAD-5 R1,Lung5,sting,IRF3,100,1.1518686038135961,1.2292825557802696,-0.07741395196667344
LUAD-5 R1,Lung5,sting,NFKB1,100,0.31883451352219117,0.32601511250088594,-0.007180598978694774
LUAD-5 R1,Lung5,sting,RELA,100,0.7240317934651486,0.7644086899915965,-0.040376896526447936
LUAD-5 R1,Lung5,sting,NFKBIA,100,0.5122722233382389,0.44143321515322226,0.0708390081850166
LUAD-5 R1,Lung5,sting,IFNB1,100,0.1769519499866832,0.1733440128908017,0.0036079370958815027
LUAD-5 R1,Lung5,sting,IFNA1,100,0.17392134781343552,0.17196338047871146,0.001957967334724059
LUAD-5 R1,Lung5,sting,CXCL10,100,0.23647534630701883,0.22063308010372198,0.015842266203296845
LUAD-5 R1,Lung5,sting,CCL5,100,0.2852232228329665,0.26158538463374176,0.02363783819922477
LUAD-5 R1,Lung5,sting,TNF,100,0.15626888829040478,0.14668107382995815,0.009587814460446625
LUAD-5 R1,Lung5,sting,IL6,100,0.2494319357592309,0.23921537875268248,0.010216557006548416
LUAD-5 R2,Lung5,ifn,STAT1,50,0.648352707987234,0.6362841215212642,0.012068586465969755
LUAD-5 R2,Lung5,ifn,JAK1,50,0.9881364281389735,1.0396741972757602,-0.05153776913678665
LUAD-5 R2,Lung5,ifn,JAK2,50,0.49132575573199194,0.5005651574524167,-0.009239401720424756
LUAD-5 R2,Lung5,ifn,IFNGR1,50,0.8891631391528987,0.8638708995428853,0.025292239610013367
LUAD-5 R2,Lung5,ifn,IFNGR2,50,1.1300520177944302,1.2177313863228756,-0.08767936852844538
LUAD-5 R2,Lung5,ifn,IFNAR1,50,0.6089703135844616,0.6146147033637177,-0.005644389779256076
LUAD-5 R2,Lung5,ifn,IFNAR2,50,0.7839296927669436,0.7832238663165065,0.0007058264504370415
LUAD-5 R2,Lung5,ifn,IFNG,50,0.17266781330163583,0.1633920876830314,0.00927572561860443
LUAD-5 R2,Lung5,ifn,IFNB1,50,0.23585091131058686,0.22016956163694953,0.015681349673637324
LUAD-5 R2,Lung5,ifn,IFNA1,50,0.23858540286694413,0.21941390404476319,0.019171498822180943
LUAD-5 R2,Lung5,ifn,IFIT1,50,0.2330142786195527,0.22251129177593074,0.01050298684362197
LUAD-5 R2,Lung5,ifn,IFITM1,50,0.9096759158402539,0.9139066907306632,-0.00423077489040935
LUAD-5 R2,Lung5,ifn,IFITM3,50,2.032861961309714,2.050542950902193,-0.01768098959247899
LUAD-5 R2,Lung5,ifn,MX1,50,0.7025911272326184,0.672065631361612,0.03052549587100639
LUAD-5 R2,Lung5,ifn,OAS1,50,0.498507787331888,0.5101511602424995,-0.011643372910611516
LUAD-5 R2,Lung5,ifn,OAS2,50,0.5000799103373462,0.5098919674069198,-0.009812057069573554
LUAD-5 R2,Lung5,ifn,OAS3,50,0.7536315423719682,0.7527873283243124,0.000844214047655778
LUAD-5 R2,Lung5,ifn,OASL,50,0.4259898757107485,0.4204865108587056,0.005503364852042891
LUAD-5 R2,Lung5,ifn,CXCL9,50,0.31053780295371197,0.2953892138019151,0.015148589151796898
LUAD-5 R2,Lung5,ifn,CXCL10,50,0.28489645003698444,0.2690740430666486,0.015822406970335823
LUAD-5 R2,Lung5,ifn,CCL5,50,0.33168414065944096,0.3095448824793563,0.022139258180084664
LUAD-5 R2,Lung5,ifn,CD274,50,0.3107369752775743,0.29264000681668634,0.018096968460887985
LUAD-5 R2,Lung5,ifn,IDO1,50,0.28949947211417254,0.2836321994932973,0.005867272620875219
LUAD-5 R2,Lung5,ifn,BST2,50,0.7475389016907104,0.7652082566144686,-0.017669354923758207
LUAD-5 R2,Lung5,ifn,TAP1,50,0.5695095782982001,0.5592472018838954,0.01026237641430472
LUAD-5 R2,Lung5,ifn,TAP2,50,0.4660188721196511,0.4653708168821996,0.0006480552374514836
LUAD-5 R2,Lung5,ifn,STAT1,100,0.6349293902550108,0.624622844185634,0.010306546069376865
LUAD-5 R2,Lung5,ifn,JAK1,100,0.955263769016673,1.013235191167671,-0.05797142215099793
LUAD-5 R2,Lung5,ifn,JAK2,100,0.4755002757714263,0.4927671118130021,-0.017266836041575806
LUAD-5 R2,Lung5,ifn,IFNGR1,100,0.8580295242714877,0.8592236595485891,-0.001194135277101438
LUAD-5 R2,Lung5,ifn,IFNGR2,100,1.0713310387898574,1.1460659853041844,-0.074734946514327
LUAD-5 R2,Lung5,ifn,IFNAR1,100,0.5766422708735334,0.5907974163369597,-0.014155145463426333
LUAD-5 R2,Lung5,ifn,IFNAR2,100,0.745389355861361,0.7554012421574977,-0.010011886296136696
LUAD-5 R2,Lung5,ifn,IFNG,100,0.17655421610552433,0.16883879077635994,0.007715425329164388
LUAD-5 R2,Lung5,ifn,IFNB1,100,0.23696242740919884,0.22599339692298961,0.01096903048620923
LUAD-5 R2,Lung5,ifn,IFNA1,100,0.24031345538311208,0.2250779701096008,0.01523548527351129
LUAD-5 R2,Lung5,ifn,IFIT1,100,0.23901113745766087,0.22669756487792217,0.012313572579738696
LUAD-5 R2,Lung5,ifn,IFITM1,100,0.9189536082722781,0.9191433522551348,-0.0001897439828566494
LUAD-5 R2,Lung5,ifn,IFITM3,100,2.031555780042889,2.046804869084603,-0.015249089041713848
LUAD-5 R2,Lung5,ifn,MX1,100,0.6811864856859865,0.6523309818683493,0.02885550381763724
LUAD-5 R2,Lung5,ifn,OAS1,100,0.4699402938065455,0.48364276148130386,-0.013702467674758356
LUAD-5 R2,Lung5,ifn,OAS2,100,0.49142080896655377,0.4978923354679238,-0.006471526501370006
LUAD-5 R2,Lung5,ifn,OAS3,100,0.7140592184876019,0.7195995955668186,-0.0055403770792167295
LUAD-5 R2,Lung5,ifn,OASL,100,0.4124542026323313,0.41527625059119855,-0.0028220479588672576
LUAD-5 R2,Lung5,ifn,CXCL9,100,0.3105213542590951,0.2936390005638934,0.01688235369520169
LUAD-5 R2,Lung5,ifn,CXCL10,100,0.281513685507986,0.27187392568050367,0.00963975982748233
LUAD-5 R2,Lung5,ifn,CCL5,100,0.3606111206398912,0.3381472302332972,0.022463890406594023
LUAD-5 R2,Lung5,ifn,CD274,100,0.31469209174648366,0.2978890645503068,0.01680302719617688
LUAD-5 R2,Lung5,ifn,IDO1,100,0.298843030111229,0.2889508735994761,0.009892156511752903
LUAD-5 R2,Lung5,ifn,BST2,100,0.7039003842438013,0.7346203849786492,-0.03072000073484793
LUAD-5 R2,Lung5,ifn,TAP1,100,0.5521665662600147,0.5452663982085457,0.00690016805146898
LUAD-5 R2,Lung5,ifn,TAP2,100,0.4647470207098501,0.4599815006759753,0.004765520033874759
LUAD-5 R2,Lung5,sting,IRF3,50,1.068356157559894,1.1207329267713473,-0.05237676921145318
LUAD-5 R2,Lung5,sting,NFKB1,50,0.3211035016368503,0.33108233614099875,-0.009978834504148437
LUAD-5 R2,Lung5,sting,RELA,50,0.7513180827986676,0.7563318320616833,-0.005013749263015677
LUAD-5 R2,Lung5,sting,NFKBIA,50,0.4718365902572567,0.4204490632957226,0.05138752696153409
LUAD-5 R2,Lung5,sting,IFNB1,50,0.23585091131058686,0.22016956163694953,0.015681349673637324
LUAD-5 R2,Lung5,sting,IFNA1,50,0.23858540286694413,0.21941390404476319,0.019171498822180943
LUAD-5 R2,Lung5,sting,CXCL10,50,0.28489645003698444,0.2690740430666486,0.015822406970335823
LUAD-5 R2,Lung5,sting,CCL5,50,0.33168414065944096,0.3095448824793563,0.022139258180084664
LUAD-5 R2,Lung5,sting,TNF,50,0.2408246486735123,0.22089078905816217,0.01993385961535013
LUAD-5 R2,Lung5,sting,IL6,50,0.4303122047461089,0.41609272063815267,0.014219484107956204
LUAD-5 R2,Lung5,sting,IRF3,100,1.016346628612097,1.0797094412441741,-0.0633628126320771
LUAD-5 R2,Lung5,sting,NFKB1,100,0.3178508080412168,0.3231446307407014,-0.005293822699484585
LUAD-5 R2,Lung5,sting,RELA,100,0.7061156976625845,0.7299498873717462,-0.023834189709161624
LUAD-5 R2,Lung5,sting,NFKBIA,100,0.5058741287611234,0.4562143908103035,0.04965973795081985
LUAD-5 R2,Lung5,sting,IFNB1,100,0.23696242740919884,0.22599339692298961,0.01096903048620923
LUAD-5 R2,Lung5,sting,IFNA1,100,0.24031345538311208,0.2250779701096008,0.01523548527351129
LUAD-5 R2,Lung5,sting,CXCL10,100,0.281513685507986,0.27187392568050367,0.00963975982748233
LUAD-5 R2,Lung5,sting,CCL5,100,0.3606111206398912,0.3381472302332972,0.022463890406594023
LUAD-5 R2,Lung5,sting,TNF,100,0.235629646428807,0.22326123459426842,0.012368411834538573
LUAD-5 R2,Lung5,sting,IL6,100,0.4348121781661979,0.42427860967153896,0.010533568494658918
LUAD-5 R3,Lung5,ifn,STAT1,50,0.5688711085631815,0.5338068587095993,0.03506424985358214
LUAD-5 R3,Lung5,ifn,JAK1,50,0.9221663557441027,0.9778665368240639,-0.05570018107996122
LUAD-5 R3,Lung5,ifn,JAK2,50,0.4682966395471019,0.5020147590974031,-0.03371811955030124
LUAD-5 R3,Lung5,ifn,IFNGR1,50,0.8855596058107492,0.8299510085693239,0.055608597241425306
LUAD-5 R3,Lung5,ifn,IFNGR2,50,0.901572093049603,0.8875246319530677,0.014047461096535208
LUAD-5 R3,Lung5,ifn,IFNAR1,50,0.4862071608965665,0.4997727664260814,-0.013565605529514912
LUAD-5 R3,Lung5,ifn,IFNAR2,50,0.6475158320328385,0.605237310884925,0.04227852114791342
LUAD-5 R3,Lung5,ifn,IFNG,50,0.10540501023141992,0.09530285809391588,0.010102152137504039
LUAD-5 R3,Lung5,ifn,IFNB1,50,0.15453924777781464,0.1507480481944841,0.0037911995833305456
LUAD-5 R3,Lung5,ifn,IFNA1,50,0.14713991246930952,0.13595220759709956,0.011187704872209964
LUAD-5 R3,Lung5,ifn,IFIT1,50,0.1592926351281561,0.13337318926130004,0.025919445866856072
LUAD-5 R3,Lung5,ifn,IFITM1,50,0.8451313455508496,0.8233353460995304,0.02179599945131916
LUAD-5 R3,Lung5,ifn,IFITM3,50,2.0538208533443667,2.030651641413286,0.023169211931080902
LUAD-5 R3,Lung5,ifn,MX1,50,0.5832837507437812,0.5183688329871821,0.06491491775659919
LUAD-5 R3,Lung5,ifn,OAS1,50,0.5067705168836528,0.4854846302891367,0.021285886594516135
LUAD-5 R3,Lung5,ifn,OAS2,50,0.45334375296795776,0.45481323252532635,-0.0014694795573685915
LUAD-5 R3,Lung5,ifn,OAS3,50,0.6452384795456724,0.6524245350648676,-0.007186055519195267
LUAD-5 R3,Lung5,ifn,OASL,50,0.3585552931366907,0.35108755480772724,0.007467738328963469
LUAD-5 R3,Lung5,ifn,CXCL9,50,0.20301246992078892,0.18748609393079216,0.01552637598999676
LUAD-5 R3,Lung5,ifn,CXCL10,50,0.2044045386891734,0.19270286332206163,0.01170167536711178
LUAD-5 R3,Lung5,ifn,CCL5,50,0.241258032508259,0.21634248081203536,0.024915551696223642
LUAD-5 R3,Lung5,ifn,CD274,50,0.1879775220167176,0.1631198802903735,0.02485764172634411
LUAD-5 R3,Lung5,ifn,IDO1,50,0.18762158850167726,0.17299090084325483,0.014630687658422431
LUAD-5 R3,Lung5,ifn,BST2,50,0.659308570230023,0.6723697517578885,-0.013061181527865506
LUAD-5 R3,Lung5,ifn,TAP1,50,0.4272556848034128,0.40508836149623095,0.022167323307181852
LUAD-5 R3,Lung5,ifn,TAP2,50,0.45332661118716683,0.4279679514061569,0.02535865978100993
LUAD-5 R3,Lung5,ifn,STAT1,100,0.5535686953469782,0.5224093656624635,0.031159329684514625
LUAD-5 R3,Lung5,ifn,JAK1,100,0.887195308764957,0.9520778759071863,-0.06488256714222929
LUAD-5 R3,Lung5,ifn,JAK2,100,0.4503253871387045,0.48096087993091746,-0.03063549279221295
LUAD-5 R3,Lung5,ifn,IFNGR1,100,0.8455211818755293,0.8272504129949111,0.018270768880618182
LUAD-5 R3,Lung5,ifn,IFNGR2,100,0.8442903714466157,0.844675433111146,-0.0003850616645303395
LUAD-5 R3,Lung5,ifn,IFNAR1,100,0.45547376269638556,0.4813742021852461,-0.02590043948886056
LUAD-5 R3,Lung5,ifn,IFNAR2,100,0.6110257382296586,0.5808640785849317,0.030161659644726835
LUAD-5 R3,Lung5,ifn,IFNG,100,0.10659475986166737,0.09725768026543478,0.00933707959623259
LUAD-5 R3,Lung5,ifn,IFNB1,100,0.1541589643268812,0.14862593442667957,0.00553302990020163
LUAD-5 R3,Lung5,ifn,IFNA1,100,0.14365348995037985,0.13670701966291196,0.006946470287467893
LUAD-5 R3,Lung5,ifn,IFIT1,100,0.15745434032203504,0.13724284508034343,0.020211495241691607
LUAD-5 R3,Lung5,ifn,IFITM1,100,0.8441700847737431,0.8313912958639961,0.01277878890974704
LUAD-5 R3,Lung5,ifn,IFITM3,100,2.0599120510074864,2.054291774406063,0.005620276601423502
LUAD-5 R3,Lung5,ifn,MX1,100,0.55323109412305,0.5032742066856652,0.0499568874373848
LUAD-5 R3,Lung5,ifn,OAS1,100,0.45756107295219767,0.4624027977400729,-0.004841724787875257
LUAD-5 R3,Lung5,ifn,OAS2,100,0.4389253593816267,0.443312975866121,-0.004387616484494317
LUAD-5 R3,Lung5,ifn,OAS3,100,0.6098106649353492,0.6276596955448497,-0.017849030609500494
LUAD-5 R3,Lung5,ifn,OASL,100,0.33553203112319113,0.33637327379553783,-0.0008412426723466981
LUAD-5 R3,Lung5,ifn,CXCL9,100,0.20495054604202714,0.1903688867347646,0.014581659307262546
LUAD-5 R3,Lung5,ifn,CXCL10,100,0.20383789802597044,0.19519577823556897,0.00864211979040147
LUAD-5 R3,Lung5,ifn,CCL5,100,0.2712433469646685,0.23086228865010913,0.040381058314559376
LUAD-5 R3,Lung5,ifn,CD274,100,0.19507546656327052,0.167863279792368,0.027212186770902508
LUAD-5 R3,Lung5,ifn,IDO1,100,0.19005074132819808,0.17996889588280746,0.01008184544539062
LUAD-5 R3,Lung5,ifn,BST2,100,0.625632202418442,0.6452192255478472,-0.01958702312940519
LUAD-5 R3,Lung5,ifn,TAP1,100,0.4117264465615029,0.4036499883094331,0.008076458252069818
LUAD-5 R3,Lung5,ifn,TAP2,100,0.44301128638419723,0.42871433379758006,0.014296952586617173
LUAD-5 R3,Lung5,sting,IRF3,50,1.0547177050803178,1.1336905806443984,-0.07897287556408061
LUAD-5 R3,Lung5,sting,NFKB1,50,0.3208943920670232,0.3179583013463178,0.0029360907207053866
LUAD-5 R3,Lung5,sting,RELA,50,0.6885118343255243,0.6709882760882931,0.017523558237231174
LUAD-5 R3,Lung5,sting,NFKBIA,50,0.432876581703456,0.3464995607515302,0.08637702095192579
LUAD-5 R3,Lung5,sting,IFNB1,50,0.15453924777781464,0.1507480481944841,0.0037911995833305456
LUAD-5 R3,Lung5,sting,IFNA1,50,0.14713991246930952,0.13595220759709956,0.011187704872209964
LUAD-5 R3,Lung5,sting,CXCL10,50,0.2044045386891734,0.19270286332206163,0.01170167536711178
LUAD-5 R3,Lung5,sting,CCL5,50,0.241258032508259,0.21634248081203536,0.024915551696223642
LUAD-5 R3,Lung5,sting,TNF,50,0.13509493296500355,0.10867453959147903,0.026420393373524517
LUAD-5 R3,Lung5,sting,IL6,50,0.21358910254169217,0.18586021328512703,0.027728889256565137
LUAD-5 R3,Lung5,sting,IRF3,100,0.9974302640932554,1.087840522127855,-0.09041025803459968
LUAD-5 R3,Lung5,sting,NFKB1,100,0.309819380564716,0.30918156342368025,0.0006378171410357236
LUAD-5 R3,Lung5,sting,RELA,100,0.635902929616193,0.6398688176093104,-0.003965887993117367
LUAD-5 R3,Lung5,sting,NFKBIA,100,0.46982325940531366,0.3834091936225155,0.08641406578279814
LUAD-5 R3,Lung5,sting,IFNB1,100,0.1541589643268812,0.14862593442667957,0.00553302990020163
LUAD-5 R3,Lung5,sting,IFNA1,100,0.14365348995037985,0.13670701966291196,0.006946470287467893
LUAD-5 R3,Lung5,sting,CXCL10,100,0.20383789802597044,0.19519577823556897,0.00864211979040147
LUAD-5 R3,Lung5,sting,CCL5,100,0.2712433469646685,0.23086228865010913,0.040381058314559376
LUAD-5 R3,Lung5,sting,TNF,100,0.13053060525574806,0.10951607599187486,0.02101452926387319
LUAD-5 R3,Lung5,sting,IL6,100,0.20816215406547653,0.18558409561476066,0.022578058450715865
LUSC-6,Lung6,ifn,STAT1,50,1.369191420748214,1.234205791591182,0.13498562915703216
LUSC-6,Lung6,ifn,JAK1,50,0.6773068278219464,0.6060240293090314,0.07128279851291497
LUSC-6,Lung6,ifn,JAK2,50,0.2793601841765875,0.26130161198876506,0.01805857218782242
LUSC-6,Lung6,ifn,IFNGR1,50,1.0119309993151349,0.9258866012025644,0.08604439811257047
LUSC-6,Lung6,ifn,IFNGR2,50,0.8388290276125036,0.7750410809834087,0.06378794662909482
LUSC-6,Lung6,ifn,IFNAR1,50,0.394575002814322,0.35125126754674246,0.043323735267579544
LUSC-6,Lung6,ifn,IFNAR2,50,0.3988174609532159,0.3699242847771406,0.028893176176075286
LUSC-6,Lung6,ifn,IFNG,50,0.10130630761398217,0.09847012285844187,0.0028361847555403025
LUSC-6,Lung6,ifn,IFNB1,50,0.11305477557461174,0.10662252847504174,0.006432247099570007
LUSC-6,Lung6,ifn,IFNA1,50,0.1259864018357248,0.12243750471374798,0.003548897121976813
LUSC-6,Lung6,ifn,IFIT1,50,0.16742848548843187,0.15418769973135713,0.013240785757074741
LUSC-6,Lung6,ifn,IFITM1,50,0.46128951369920435,0.45092856196328135,0.010360951735922996
LUSC-6,Lung6,ifn,IFITM3,50,2.038289955726652,1.9532504989391826,0.08503945678746927
LUSC-6,Lung6,ifn,MX1,50,1.0515315671097158,0.8914023740114619,0.1601291930982539
LUSC-6,Lung6,ifn,OAS1,50,0.5287830842097178,0.46106597912333847,0.06771710508637929
LUSC-6,Lung6,ifn,OAS2,50,0.6079258621756951,0.5621853030347437,0.04574055914095143
LUSC-6,Lung6,ifn,OAS3,50,0.8278604927795887,0.7556213023983173,0.07223919038127147
LUSC-6,Lung6,ifn,OASL,50,0.2022807960623813,0.19223894107943246,0.01004185498294885
LUSC-6,Lung6,ifn,CXCL9,50,0.18748227177925372,0.1774718587242613,0.010010413054992423
LUSC-6,Lung6,ifn,CXCL10,50,0.16160619997285847,0.14985347531140708,0.011752724661451386
LUSC-6,Lung6,ifn,CCL5,50,0.1837062852338956,0.17250503934356884,0.011201245890326755
LUSC-6,Lung6,ifn,CD274,50,0.18043999716251727,0.17273366825907793,0.007706328903439336
LUSC-6,Lung6,ifn,IDO1,50,0.14043772105283778,0.12915124736993483,0.011286473682902948
LUSC-6,Lung6,ifn,BST2,50,0.19634509068382558,0.18464481523762152,0.011700275446204056
LUSC-6,Lung6,ifn,TAP1,50,0.48232326731719366,0.44492048412347296,0.0374027831937207
LUSC-6,Lung6,ifn,TAP2,50,0.5949801713806222,0.5212095705610736,0.07377060081954856
LUSC-6,Lung6,ifn,STAT1,100,1.3367422313302137,1.2196899763266613,0.11705225500355243
LUSC-6,Lung6,ifn,JAK1,100,0.6687627150559885,0.6069072154343319,0.061855499621656596
LUSC-6,Lung6,ifn,JAK2,100,0.2764064269412709,0.26103717175027785,0.015369255190993025
LUSC-6,Lung6,ifn,IFNGR1,100,0.9992041431058905,0.9222985914245608,0.07690555168132962
LUSC-6,Lung6,ifn,IFNGR2,100,0.8238262585754094,0.7661306307502366,0.05769562782517279
LUSC-6,Lung6,ifn,IFNAR1,100,0.38791759002400833,0.3486342108091108,0.03928337921489755
LUSC-6,Lung6,ifn,IFNAR2,100,0.39684431986044605,0.37134436825610284,0.025499951604343207
LUSC-6,Lung6,ifn,IFNG,100,0.09974037491988771,0.09794507718222999,0.0017952977376577278
LUSC-6,Lung6,ifn,IFNB1,100,0.11142115466279684,0.10620427323617557,0.005216881426621273
LUSC-6,Lung6,ifn,IFNA1,100,0.12460681119363007,0.12118874731586772,0.003418063877762348
LUSC-6,Lung6,ifn,IFIT1,100,0.16556756962641866,0.15313463726825652,0.012432932358162146
LUSC-6,Lung6,ifn,IFITM1,100,0.4877998863118223,0.4785042971052894,0.009295589206532895
LUSC-6,Lung6,ifn,IFITM3,100,2.061273714357782,1.969582998041726,0.09169071631605608
LUSC-6,Lung6,ifn,MX1,100,1.0156372685891637,0.8926015344554813,0.1230357341336824
LUSC-6,Lung6,ifn,OAS1,100,0.5127747258419093,0.4583424992098775,0.05443222663203179
LUSC-6,Lung6,ifn,OAS2,100,0.5966973452815942,0.5567251594713564,0.03997218581023787
LUSC-6,Lung6,ifn,OAS3,100,0.8132447297686981,0.7482125955154662,0.06503213425323195
LUSC-6,Lung6,ifn,OASL,100,0.20177109907744425,0.19169552420227864,0.01007557487516561
LUSC-6,Lung6,ifn,CXCL9,100,0.18808064081905013,0.1796182256123925,0.008462415206657636
LUSC-6,Lung6,ifn,CXCL10,100,0.16312183909839137,0.15218984061811733,0.010931998480274041
LUSC-6,Lung6,ifn,CCL5,100,0.1925961016351108,0.18156670346916992,0.011029398165940868
