squamous_score,adeno_score,n_squamous_markers,n_adeno_markers,histology_delta,cohort,sample_id,classifier_call
0.7531275397654708,0.3580686699808957,12,11,0.39505886978457505,FRANCE3,13003488,LUSC
0.3676274236619064,0.7128969950286563,12,11,-0.3452695713667499,FRANCE3,13013321,non-LUSC
0.9597338325786603,0.35523204880571657,12,11,0.6045017837729437,FRANCE3,14000702,LUSC
0.6401853786911258,0.4497482663626865,12,11,0.1904371123284393,FRANCE3,14008707,indeterminate
0.35890756221215986,0.6352685686541486,12,11,-0.27636100644198874,FRANCE3,14014368,non-LUSC
0.6768861991563142,0.45845867240851573,12,11,0.21842752674779847,FRANCE3,15000683,LUSC
0.32473199427222416,0.7973940027231564,12,11,-0.47266200845093226,FRANCE3,15001489,non-LUSC
0.5576889585510275,0.5923076111163886,12,11,-0.03461865256536112,FRANCE3,15012306,indeterminate
0.23152502031812375,0.6123645018629345,12,11,-0.38083948154481073,FRANCE3,16000827,non-LUSC
0.7558874182437401,0.41097495329470246,12,11,0.3449124649490376,FRANCE3,16007195,LUSC
0.3283868377259182,0.9484658497197684,12,11,-0.6200790119938502,FRANCE3,16007916,non-LUSC
0.5628579859901698,0.24853023442365133,12,11,0.3143277515665185,FRANCE3,16008059,LUSC
0.9552662641743099,0.6135281762241009,12,11,0.341738087950209,FRANCE3,16008668,LUSC
0.2041608614884477,0.41192753026608825,12,11,-0.20776666877764055,FRANCE3,1606014,non-LUSC
0.8449195015286969,0.776255237853984,12,11,0.0686642636747129,FRANCE3,N15-146v-RNA-121121,indeterminate
0.6248935717326523,0.6458577414690269,12,11,-0.020964169736374605,FRANCE3,N15-149-RNA-134135,indeterminate
0.19148380355276906,0.598176118552294,12,11,-0.40669231499952496,FRANCE3,N15-150-RNA-121123,non-LUSC
0.5312318588180657,0.20539248282194994,12,11,0.32583937599611573,FRANCE3,N15-151-RNA-121124,LUSC
0.22978588567669025,0.6538002807595283,12,11,-0.4240143950828381,FRANCE3,N15-156-RNA-121126,non-LUSC
0.7160638956615969,0.2704395047655236,12,11,0.4456243908960733,FRANCE3,N15-158-RNA-116124,LUSC
0.34500657920198147,0.35802381178556725,12,11,-0.01301723258358578,FRANCE3,N15-161-RNA-121128,indeterminate
0.44577963543480786,0.4614034809959575,12,11,-0.015623845561149652,FRANCE3,N15-171-RNA-121133,indeterminate
0.3414073687062192,0.7957157784743991,12,11,-0.45430840976817993,FRANCE3,N15-172-RNA-121134,non-LUSC
0.22420082046518827,0.6875362823638684,12,11,-0.46333546189868013,FRANCE3,N15-173-RNA-116117,non-LUSC
0.3635347730175316,0.778664386814857,12,11,-0.4151296137973253,FRANCE3,N15-178-RNA-116122,non-LUSC
0.57336293974225,0.35859905217271987,12,11,0.2147638875695302,FRANCE3,N15-180-RNA-121136,LUSC
0.9346869073880568,0.3100360976536525,12,11,0.6246508097344043,FRANCE3,N15-183-RNA-121129,LUSC
0.9332501257788616,0.5473649768320614,12,11,0.38588514894680015,FRANCE3,N15-197-RNA-121130,LUSC
0.22314137544022603,0.6001314081251385,12,11,-0.3769900326849125,FRANCE3,N15-201-RNA-121137,non-LUSC
0.6630892255892256,0.6985212627845857,12,11,-0.035432037195360144,FRANCE3,N15-205-RNA-116129,indeterminate
0.21763613142923488,0.7521056964630634,12,11,-0.5344695650338285,FRANCE3,N15-220-RNA-116118,non-LUSC
0.3832675413135184,0.39722195835048507,12,11,-0.013954417036966649,FRANCE3,N15-243-RNA-116125,indeterminate
0.3648312628197685,0.6954682667848813,12,11,-0.33063700396511275,FRANCE3,N15-369-RNA-121138,non-LUSC
0.25177299818104415,0.8353255649493895,12,11,-0.5835525667683453,FRANCE3,N15-379-RNA-134152,non-LUSC
0.876395661596811,0.237339434047898,12,11,0.639056227548913,FRANCE3,N15-443-RNA-116119,LUSC
0.9788836642284918,0.27676451030683,12,11,0.7021191539216618,FRANCE3,N15-479-RNA-116127,LUSC
0.6680647470877356,0.47869499593637516,12,11,0.1893697511513604,FRANCE3,N15-504-RNA-116126,indeterminate
0.3463732149076977,0.5738682541190379,12,11,-0.22749503921134018,FRANCE3,N16-135-RNA-116123,non-LUSC
0.7788952745849298,0.4499540863177227,12,11,0.3289411882672071,FRANCE3,N16-159-RNA-116131,LUSC
0.9550679205851619,0.35325037205914955,12,11,0.6018175485260123,FRANCE3,N16-309-RNA-121159,LUSC
0.7287699794883702,0.6198531817654075,12,11,0.1089167977229627,FRANCE3,N16-45-RNA-116132,indeterminate
0.8337300205116295,0.39198674308392173,12,11,0.44174327742770775,FRANCE3,N16-77-RNA-116120,LUSC
0.6450085142613878,0.4547539132178631,12,11,0.1902546010435247,FRANCE3,N16-81-RNA-116121,indeterminate
0.39858608306359405,0.6769435989929734,7,3,-0.27835751592937935,FRANCE4,A14-118-2,non-LUSC
0.2965280126254086,0.9225566452485626,7,3,-0.626028632623154,FRANCE4,A14-3243-1,non-LUSC
0.32938789313493405,0.77315597640251,7,3,-0.44376808326757594,FRANCE4,A15-1673-2,non-LUSC
0.37776382111857254,0.5859730207041671,7,3,-0.20820919958559458,FRANCE4,A15-1759-1,non-LUSC
0.7483694864486207,0.5911772442039605,7,3,0.15719224224466022,FRANCE4,A15-2145-II2,indeterminate
0.9085624104224037,0.5870815015218126,7,3,0.3214809089005911,FRANCE4,A15-2146-2,LUSC
0.32303492922363397,0.4841618757749972,7,3,-0.16112694655136323,FRANCE4,A15-2890-2,indeterminate
0.25848269642655847,0.8458648029158682,7,3,-0.5873821064893097,FRANCE4,A15-3549-1,non-LUSC
0.7871877868496063,0.5373313794010445,7,3,0.24985640744856186,FRANCE4,A15-4090-1,LUSC
