analysis_set,stratum,cohort,gene,signature,n,rho,p,partial_rho_epithelial,partial_p_epithelial,partial_n,q
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,CYT,11,-0.22727272727272727,0.501535667604937,-0.24930102331936857,0.48730259336145043,11.0,0.7790159239451401
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,IFNG_6,11,0.06363636363636364,0.8525390725425217,0.013887676281075024,0.9696265666368205,11.0,0.9591064566103369
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,TIS_18,11,-0.18181818181818182,0.5926152128455,-0.18523755424417232,0.6084127926137707,11.0,0.7790159239451401
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,CD8_T_CELL,11,-0.02727272727272728,0.9365584481926121,-0.0539551209300183,0.8823161676240854,11.0,0.9633172609981153
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,CHECKPOINT,11,-0.27272727272727276,0.4171414371425311,-0.31887838685245967,0.36915983372528577,11.0,0.7508545868565559
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,ANTIGEN_PRESENTATION,11,0.29090909090909095,0.3854569696913654,0.23908030846781123,0.505894241940115,11.0,0.7303395215204818
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,TGFB_FTBRS,11,0.02727272727272728,0.9365584481926121,-0.0455935305877118,0.9004712212673818,11.0,0.9633172609981153
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,EPITHELIAL,11,0.5181818181818182,0.1024915397909638,,,,0.5455635958634563
primary_pathology_LUSC,LUSC,FRANCE3,TACSTD2,PROLIFERATION,11,0.46363636363636374,0.15090149929248592,0.5877127953983224,0.07397950921096422,11.0,0.5455635958634563
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,CYT,12,-0.3216783216783217,0.30790987618065263,-0.05049732270292362,0.8827807506383807,12.0,0.6941143628558362
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,IFNG_6,12,-0.006993006993006993,0.9827917689028476,-0.0027788071562744546,0.9935304131930117,12.0,0.9827917689028476
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,TIS_18,12,-0.4055944055944056,0.19083587400450036,-0.3209039789324649,0.3359503073735802,12.0,0.5725076220135011
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,CD8_T_CELL,12,-0.4265734265734266,0.16669998762494498,-0.14154023005275718,0.6780518880667512,12.0,0.5455635958634563
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,CHECKPOINT,12,-0.4265734265734266,0.16669998762494498,-0.11790556918577548,0.729897120336963,12.0,0.5455635958634563
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,ANTIGEN_PRESENTATION,12,-0.09090909090909093,0.7787253962454419,0.1627035066545716,0.6326613585484143,12.0,0.9043262666076098
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,TGFB_FTBRS,12,0.16783216783216784,0.6020994277865379,0.119406310090572,0.7265722512367853,12.0,0.7790159239451401
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,EPITHELIAL,12,0.7272727272727274,0.0073550288578051294,,,,0.13239051944049232
primary_pathology_LUSC,LUSC,NEOCHEMO,TACSTD2,PROLIFERATION,12,0.2797202797202798,0.37856866966230307,0.13808162173214336,0.68556665681478,12.0,0.7303395215204818
primary_pathology_LUSC,LUSC,PLA,TACSTD2,CYT,9,-0.21666666666666667,0.5755148957119259,0.2806275194052894,0.5007956522743612,9.0,0.7790159239451401
primary_pathology_LUSC,LUSC,PLA,TACSTD2,IFNG_6,9,0.2833333333333333,0.46003032896572005,0.4758271097381406,0.23334307628525636,9.0,0.7790159239451401
primary_pathology_LUSC,LUSC,PLA,TACSTD2,TIS_18,9,0.049999999999999996,0.8983528043506303,0.6760711125673458,0.06566774861069141,9.0,0.9633172609981153
primary_pathology_LUSC,LUSC,PLA,TACSTD2,CD8_T_CELL,9,-0.21666666666666667,0.5755148957119259,0.5362569791999026,0.17065333014374182,9.0,0.7790159239451401
primary_pathology_LUSC,LUSC,PLA,TACSTD2,CHECKPOINT,9,-0.19999999999999998,0.6059012741795534,0.7316323933805909,0.03911667021966644,9.0,0.7790159239451401
primary_pathology_LUSC,LUSC,PLA,TACSTD2,ANTIGEN_PRESENTATION,9,0.5333333333333333,0.13922686754397814,0.5707384978214526,0.1395475015440099,9.0,0.5455635958634563
primary_pathology_LUSC,LUSC,PLA,TACSTD2,TGFB_FTBRS,9,-0.38333333333333336,0.3084952723803716,-0.0018834061705054364,0.9964686217813608,9.0,0.6941143628558362
primary_pathology_LUSC,LUSC,PLA,TACSTD2,EPITHELIAL,9,0.7166666666666667,0.02981803569584528,,,,0.3578164283501433
primary_pathology_LUSC,LUSC,PLA,TACSTD2,PROLIFERATION,9,0.26666666666666666,0.48792227483870076,0.2642816474496144,0.5270618145716888,9.0,0.7790159239451401
primary_pathology_LUSC,LUSC,DURVART,TACSTD2,CYT,10,-0.4787878787878787,0.16152292801745594,-0.15273123380240355,0.6948434604661564,10.0,0.5455635958634563
