gene_x	gene_y	n	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict	note
TACSTD2	CD8A	91	0.2242554546902373	0.0325991583128732	0.006155715956907051	0.4277441605843174	0.20550585705384497	0.05199908713074301	NO_EVIDENCE	companion only; this slice is CLDN4
TACSTD2	CD274	91	0.15637840420449117	0.13880483419437956	-0.05640319525579838	0.352869834949218	0.10235476650466153	0.3370686013645655	NO_EVIDENCE	companion only; this slice is CLDN4
