subset	gene_x	gene_y	n	n_arrays	present	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict
tumor_ADC	CLDN4	CD8A	45	45	True	-0.1579710144927536	0.300012334852289	-0.426499648114395	0.14345877516367195	-0.22953278972799965	0.1339232180593931	NO_EVIDENCE
tumor_ADC	CLDN4	CD274	45	45	True	-0.03939393939393939	0.797236000752933	-0.3135044201081937	0.2653477772640201	-0.14208230496960228	0.35756512732668144	NO_EVIDENCE
tumor_SCC	CLDN4	CD8A	27	27	True	0.042735042735042736	0.8323826852219383	-0.3791270421997514	0.4541224834771534	0.11726897085870898	0.5683229902794208	UNDERPOWERED
tumor_SCC	CLDN4	CD274	27	27	True	-0.16483516483516483	0.4112919013545327	-0.5638775281276034	0.2614263803680978	-0.177611284802944	0.3853756088188105	UNDERPOWERED
tumor_LCC	CLDN4	CD8A	19	19	True	0.11929824561403508	0.6266484588490692	-0.3274328302088643	0.5347553675347329	0.23622340402860156	0.345317111083553	UNDERPOWERED
tumor_LCC	CLDN4	CD274	19	19	True	0.3719298245614035	0.11687923396377863	-0.11020351817316118	0.7120255093002654	0.3643229562908124	0.13718207617803216	UNDERPOWERED
