	nusvr	nnls
TCGA-38-7271-01A	0.7796624917319782	0.7803725387569721
TCGA-55-7914-01A	0.5817916855882238	0.6671136009078427
TCGA-95-7043-01A	0.9605137523380302	0.9747448036794405
TCGA-73-4658-01A	0.8981638633257333	0.9167998144119577
TCGA-86-8076-01A	0.2708036466428802	0.3331922895130838
TCGA-55-7726-01A	0.6848756844763103	0.6953444927120584
TCGA-44-6147-01A	0.6250358824371803	0.6486802870659822
TCGA-50-5932-01A	0.5197582540931386	0.5817350716792251
TCGA-44-2661-01A	0.7947400662795634	0.8187878365253793
TCGA-86-7954-01A	0.8828741673167889	0.9361361280992315
TCGA-64-5775-01A	0.9377003180132406	0.9509584062864153
TCGA-73-4662-01A	0.5660706791003725	0.7912387118342579
TCGA-44-7671-01A	0.9368228823323849	0.9717289304069906
TCGA-78-8660-01A	0.9553852853261569	0.9613882756630275
TCGA-62-A46P-01A	0.742011952000975	0.9634633100760884
TCGA-86-7955-01A	0.8167571712552851	0.9044398085503669
TCGA-50-6592-01A	0.901028479608526	0.9652009320788737
TCGA-38-4625-01A	0.861489792622166	0.9591855569762768
TCGA-80-5611-01A	0.9616242616052612	0.9763422108540548
TCGA-86-8054-01A	0.7913068121102318	0.9556015621933328
TCGA-55-6986-01A	0.9344466843828317	0.9552567752509749
TCGA-L9-A5IP-01A	0.8655566195991907	0.8907205928692048
TCGA-69-7764-01A	0.23996028617033877	0.341382227732414
TCGA-49-6744-01A	0.7269717970584652	0.8893372793651039
TCGA-75-5125-01A	0.7672303298511969	0.8443930434286627
TCGA-69-7763-01A	0.7556289312516643	0.8121857253198252
TCGA-86-8279-01A	0.8691710420864188	0.932269773005366
TCGA-93-8067-01A	0.9483689032800388	0.9696672945792593
TCGA-97-8179-01A	0.9457185903215266	0.9760319470983856
TCGA-55-A48Y-01A	0.7604533419063503	0.7978985792311547
TCGA-86-8055-01A	0.7167436465211274	0.718111401338449
TCGA-55-A4DF-01A	0.8029012139131461	0.8294018571709737
TCGA-44-6774-01A	0.40412122023154107	0.5156907230687867
TCGA-50-5066-01A	0.7505847130592909	0.8210780622459275
TCGA-05-5423-01A	0.8037774869586195	0.8226487472538211
TCGA-67-3774-01A	0.8768369052603575	0.9067849552368951
TCGA-97-A4M2-01A	0.8864357330647287	0.9485380473685925
TCGA-95-7567-01A	0.7241271869824651	0.749218654883901
TCGA-49-AAR0-01A	0.9507465813351006	0.9762097622172886
TCGA-05-5428-01A	0.9468980425941407	0.9781925044851393
TCGA-44-2656-01A	0.8036165095434169	0.8745012812679142
TCGA-53-7813-01A	0.7974409623025752	0.8331353723286375
TCGA-O1-A52J-01A	0.8748606035214916	0.9124883433660238
TCGA-35-4122-01A	0.6752997897239335	0.8492359521078829
TCGA-55-8092-01A	0.44484873557822946	0.5724098452203643
TCGA-49-4507-01A	0.931160810370531	0.9505931192684135
TCGA-55-7816-01A	0.7929033701002401	0.8266787786622513
TCGA-78-7145-01A	0.8638608404116503	0.9418198924693889
TCGA-53-7624-01A	0.8955914759602829	0.9536031354533583
TCGA-97-A4M3-01A	0.8544288630630266	0.9014335150376803
TCGA-50-5068-01A	0.9488398087590602	0.964380230529884
TCGA-78-7163-01A	0.847168763622596	0.9908076135110053
TCGA-35-5375-01A	0.9357236658896727	0.9623349604809114
TCGA-78-8648-01A	0.6400413112509489	0.7161108939051745
TCGA-80-5608-01A	0.7543422456415121	0.8548672144690476
TCGA-86-8281-01A	0.8772362033954169	0.9303028292289337
TCGA-MP-A4T6-01A	0.9028185147598283	0.9146539120837748
TCGA-55-8085-01A	0.8045947375746534	0.8581763193732138
TCGA-62-8399-01A	0.802786389458896	0.9155789284627396
TCGA-97-A4M5-01A	0.8871212382327046	0.9483466285645175
TCGA-97-7547-01A	0.4817067808882093	0.5722759448584708
TCGA-05-5429-01A	0.2539259400633224	0.8042166907335913
TCGA-55-7994-01A	0.8243342652835732	0.9103454514219963
TCGA-55-8094-01A	0.4773166080679897	0.9231541819805952
TCGA-44-3918-01A	0.675038040470696	0.6924672118463764
TCGA-05-4425-01A	0.8333501778414041	0.9043898301949911
TCGA-44-4112-01A	0.8385439550166868	0.88518572076612
TCGA-49-6767-01A	0.8930498587565201	0.9629401780519451
TCGA-MP-A4T9-01A	0.9572490653030451	0.9671738193325456
TCGA-49-4490-01A	0.7818180592228616	0.9448764351592341
TCGA-50-5942-01A	0.887645012064847	0.9249715854752858
TCGA-MP-A4SV-01A	0.6202181389984871	0.702854373345904
TCGA-49-AAR4-01A	0.5479371278882649	0.5537795824084781
TCGA-05-4397-01A	0.7767855219875468	0.9298480609997398
TCGA-44-A47A-01A	0.972220414423633	0.9782326139588936
TCGA-86-8359-01A	0.5719898488130066	0.7617202621911557
TCGA-78-7539-01A	0.9500601467947833	0.9664688496734186
TCGA-MP-A4T8-01A	0.7791252188841128	0.8208051254624258
TCGA-99-8032-01A	0.7119432039914672	0.7146232707037334
TCGA-44-8120-01A	0.6843937041425545	0.7674491236264209
TCGA-55-8302-01A	0.8305344230669064	0.9097273639065576
TCGA-99-8025-01A	0.8156477277162502	0.8523080693084633
TCGA-64-1679-01A	0.8482594090063831	0.8582467304496414
TCGA-95-8039-01A	0.6638311724258626	0.872975142741348
TCGA-44-A479-01A	0.5509309862213126	0.55932019021915
TCGA-NJ-A55O-01A	0.8277609937201236	0.9743295082217853
TCGA-MP-A5C7-01A	0.5485787688341894	0.8992507583962764
TCGA-64-5778-01A	0.7944350355288057	0.925488191572151
TCGA-55-6971-01A	0.5222537846675522	0.6465772133439177
TCGA-49-AARN-01A	0.4057367473227488	0.6135988016904986
TCGA-44-A47B-01A	0.9334506057868027	0.9384554588551671
TCGA-55-5899-01A	0.9120965810608485	0.9195010845407555
TCGA-49-AAQV-01A	0.7410045151118296	0.8873206538798832
TCGA-99-8028-01A	0.6712860975736463	0.7411112049744176
TCGA-75-6205-01A	0.8812854293783627	0.9294722382716688
TCGA-97-8552-01A	0.979908813701835	0.9866329607948837
TCGA-50-6591-01A	0.8880568089486697	0.9459984102185458
TCGA-50-8459-01A	0.7083998764728563	0.7767241569252986
TCGA-05-5425-01A	0.8758823671082993	0.8797060388056186
TCGA-78-7150-01A	0.9465974385866728	0.9526846346091854
TCGA-86-A4P7-01A	0.9018680232137073	0.9099368344939848
TCGA-49-4512-01A	0.8767686266411717	0.9533385697841893
TCGA-55-8206-01A	0.6713256802819667	0.8246186462575802
TCGA-55-8614-01A	0.745143198590181	0.7625613237769755
TCGA-64-5815-01A	0.7522255879319073	0.8049421721734186
TCGA-L9-A50W-01A	0.8180866766620134	0.9150016476799471
TCGA-73-4675-01A	0.9370876726625366	0.9448447073278635
TCGA-55-7995-01A	0.9607957393532003	0.9823932031868591
TCGA-05-4433-01A	0.4128491871878221	0.5956036940630512
TCGA-55-7727-01A	0.8034180261033046	0.8929423984592574
TCGA-44-2668-01A	0.616035957288954	0.7500144229784133
TCGA-44-A4SU-01A	0.2730973711528848	0.5574392201236922
TCGA-55-7907-01A	0.7245780455219235	0.7839997728886746
TCGA-69-7765-01A	0.5442683118538116	0.5654891039011699
TCGA-55-6972-01A	0.9151134458488138	0.9734540651623408
TCGA-49-4487-01A	0.6357676985293997	0.6479895828254474
TCGA-44-2662-01A	0.8893042097209364	0.905137983832741
TCGA-67-6216-01A	0.8269216449438131	0.9310006074657372
TCGA-55-7283-01A	0.5539671485055949	0.932690586362025
TCGA-86-8280-01A	0.768632655319919	0.8109031916677429
TCGA-91-6840-01A	0.8773661321444006	0.9119192025426732
TCGA-78-7154-01A	0.968456508727183	0.9762890493618912
TCGA-55-7815-01A	0.7868349301689449	0.8488915699728997
TCGA-49-4488-01A	0.7858156675225122	0.9235991121221275
TCGA-44-5645-01A	0.7710116098750761	0.8724091732467287
TCGA-93-7348-01A	0.6992097392025507	0.7467482327158084
TCGA-62-A470-01A	0.8650479797288929	0.9777713901924443
TCGA-78-7147-01A	0.953887283363152	0.9669976088808527
TCGA-55-6984-01A	0.6102223449973442	0.752766755248334
TCGA-50-5941-01A	0.7076944642545007	0.744621725118648
TCGA-69-7978-01A	0.620353329318274	0.6428455152621674
TCGA-78-7220-01A	0.9148303194398278	0.9732168793663907
TCGA-44-2665-01A	0.8172866881048803	0.8241718958879449
TCGA-55-8616-01A	0.8564430038652356	0.9689163514360514
TCGA-44-A4SS-01A	0.9074226364315412	0.9690553593903095
TCGA-55-7570-01A	0.7679614036027511	0.880334366906521
TCGA-78-7146-01A	0.8722875414791516	0.9521673283997187
TCGA-78-7155-01A	0.7593995713785646	0.9396354294439944
TCGA-44-3398-01A	0.9154142651133234	0.920343219877257
TCGA-05-5420-01A	0.6742834547442521	0.7249784863018433
TCGA-50-5072-01A	0.8315126279001233	0.9330035192002859
TCGA-05-4396-01A	0.7002279242650005	0.7661212736226797
TCGA-05-4405-01A	0.7036146623380964	0.7854828196192611
TCGA-38-4629-01A	0.9195710063403341	0.9294684254518819
TCGA-55-8619-01A	0.8907517444147247	0.9394600678439025
TCGA-05-4410-01A	0.5934747108823396	0.6206024849747392
TCGA-97-8172-01A	0.7498951574022302	0.764263585435554
TCGA-44-7661-01A	0.9118843794010384	0.9252391691033134
TCGA-05-4384-01A	0.8046386138278213	0.9759674234375948
TCGA-44-2655-01A	0.961521308700256	0.9680630600618819
TCGA-80-5607-01A	0.6352437215265461	0.8525494230127462
