	nusvr	nnls
TCGA-38-7271-01A	0.6822308741816874	0.7833117423650421
TCGA-55-7914-01A	0.6420339257270383	0.6781296859099795
TCGA-95-7043-01A	0.9491740922561533	0.9796550902040253
TCGA-73-4658-01A	0.915896207809807	0.9301100625587994
TCGA-86-8076-01A	0.3012800671084966	0.3344132655245787
TCGA-55-7726-01A	0.540483454365407	0.7427842242182991
TCGA-44-6147-01A	0.5520994247641199	0.628338201420322
TCGA-50-5932-01A	0.8453712243953245	0.9072714772491058
TCGA-44-2661-01A	0.8119690855502573	0.8231952478010369
TCGA-86-7954-01A	0.936523718349597	0.9398882836883358
TCGA-64-5775-01A	0.9434111099612661	0.9588268689164297
TCGA-73-4662-01A	0.6771098569639131	0.7915258871897413
TCGA-44-7671-01A	0.9367932632167351	0.9816968852218347
TCGA-78-8660-01A	0.9661363595205278	0.9674926425203006
TCGA-62-A46P-01A	0.9704847774050456	0.983100155196793
TCGA-86-7955-01A	0.9123318674360026	0.9277748294314105
TCGA-50-6592-01A	0.9604197288909935	0.9734464134642694
TCGA-38-4625-01A	0.9045515953786937	0.9634647101150323
TCGA-80-5611-01A	0.9585531745722937	0.9804431683645979
TCGA-86-8054-01A	0.9555642579714282	0.9625492387857143
TCGA-55-6986-01A	0.8843198075307904	0.9642627675301974
TCGA-L9-A5IP-01A	0.8759474096387033	0.8972163874423829
TCGA-69-7764-01A	0.5034000868245352	0.5391221840831627
TCGA-49-6744-01A	0.7659227396716282	0.8915166983658176
TCGA-75-5125-01A	0.7877973999709427	0.8568739672548393
TCGA-69-7763-01A	0.7900929821040795	0.8303161496354071
TCGA-86-8279-01A	0.930078985611049	0.9516410519792247
TCGA-93-8067-01A	0.9641549200125683	0.9778173695203385
TCGA-97-8179-01A	0.981647051928645	0.9841130714827615
TCGA-55-A48Y-01A	0.802976449576892	0.8138881999987223
TCGA-86-8055-01A	0.7216267042343173	0.7356530462081611
TCGA-55-A4DF-01A	0.8266282733027275	0.8350560716295579
TCGA-44-6774-01A	0.4468215414040325	0.5639796217616917
TCGA-50-5066-01A	0.7905972781896683	0.8256198553332301
TCGA-05-5423-01A	0.9813561884043838	0.9842790106468207
TCGA-67-3774-01A	0.9098854607021846	0.9120430219354584
TCGA-97-A4M2-01A	0.9393526867290668	0.9505108377010044
TCGA-95-7567-01A	0.7370353594946889	0.754772070602908
TCGA-49-AAR0-01A	0.9681014184968936	0.9755677877898888
TCGA-05-5428-01A	0.9812709386439603	0.9836385668994365
TCGA-44-2656-01A	0.7780816418506848	0.880324626065214
TCGA-53-7813-01A	0.8304010594423182	0.8378678600255345
TCGA-O1-A52J-01A	0.9114632470359594	0.9159012183710421
TCGA-35-4122-01A	0.8506735490313291	0.8540755771977235
TCGA-55-8092-01A	0.5681958723769547	0.5738936626479058
TCGA-49-4507-01A	0.9211317425832122	0.9521728766001228
TCGA-55-7816-01A	0.825233244836278	0.850937618681305
TCGA-78-7145-01A	0.9299229479523677	0.9451348236784098
TCGA-53-7624-01A	0.8650401473844669	0.9192200614668259
TCGA-97-A4M3-01A	0.965847099782025	0.9798440737649731
TCGA-50-5068-01A	0.9627992682455306	0.9681092411173282
TCGA-78-7163-01A	0.9482810234065966	0.9690910365103484
TCGA-35-5375-01A	0.9222728923848833	0.9534995245089232
TCGA-78-8648-01A	0.6299305780548219	0.7247282649194657
TCGA-80-5608-01A	0.6977334023629604	0.8796618900070367
TCGA-86-8281-01A	0.9607960936097383	0.9680080648534152
TCGA-MP-A4T6-01A	0.8684833395722392	0.9158683372124536
TCGA-55-8085-01A	0.6897453803667106	0.8630112717733736
TCGA-62-8399-01A	0.7707887736511625	0.9292729715026182
TCGA-97-A4M5-01A	0.9454687295106826	0.9527719439766523
TCGA-97-7547-01A	0.491978203335368	0.5808564142760911
TCGA-05-5429-01A	0.725490396574024	0.8018968113158523
TCGA-55-7994-01A	0.901638645992836	0.9159495097182132
TCGA-55-8094-01A	0.8504260746277865	0.909913004912162
TCGA-44-3918-01A	0.6155307142599659	0.6969070359444828
TCGA-05-4425-01A	0.8783367910441174	0.9113921541448751
TCGA-44-4112-01A	0.8908002828756177	0.8967784512579557
TCGA-49-6767-01A	0.9630106895842631	0.9734974329276065
TCGA-MP-A4T9-01A	0.9639196600297285	0.9798416983043224
TCGA-49-4490-01A	0.9187632469719819	0.9384994231233871
TCGA-50-5942-01A	0.644316725433514	0.6474308828086691
TCGA-MP-A4SV-01A	0.6294882774191153	0.7104104363852511
TCGA-49-AAR4-01A	0.5492677312911094	0.5571678433709708
TCGA-05-4397-01A	0.9143611820841904	0.9354243701215833
TCGA-44-A47A-01A	0.9795769908202174	0.9847197627991073
TCGA-86-8359-01A	0.7397453036783217	0.7837759557464061
TCGA-78-7539-01A	0.968284953523689	0.9722034082439299
TCGA-MP-A4T8-01A	0.8497681922489954	0.8699354717204448
TCGA-99-8032-01A	0.46558790490202395	0.7217142012182307
TCGA-44-8120-01A	0.762050217020398	0.7858790531224991
TCGA-55-8302-01A	0.8645868619393635	0.9113844341508862
TCGA-99-8025-01A	0.8313974528097928	0.8635330379456692
TCGA-64-1679-01A	0.883204155876558	0.8882352428004539
TCGA-95-8039-01A	0.8594241080142123	0.8843657269008475
TCGA-44-A479-01A	0.5593647419309438	0.5615743524011897
TCGA-NJ-A55O-01A	0.9089259577448168	0.9835556146651765
TCGA-MP-A5C7-01A	0.9455326957005323	0.9517464356300198
TCGA-64-5778-01A	0.8943021827780624	0.9294687262671322
TCGA-55-6971-01A	0.6379620735815869	0.6489563557262558
TCGA-49-AARN-01A	0.5383507853063514	0.6193091717401686
TCGA-44-A47B-01A	0.9370963898879568	0.9477315434516383
TCGA-55-5899-01A	0.9232305067837276	0.9276444057698939
TCGA-49-AAQV-01A	0.8416697309556626	0.888639127169767
TCGA-99-8028-01A	0.6477137458338956	0.7466123902747365
TCGA-75-6205-01A	0.9249876387214983	0.9401723322841371
TCGA-97-8552-01A	0.9836339117820179	0.9851531732462986
TCGA-50-6591-01A	0.9204099903178241	0.9555445180805339
TCGA-50-8459-01A	0.7626774324190013	0.8050201791160608
TCGA-05-5425-01A	0.8768301541104326	0.8851613458636188
TCGA-78-7150-01A	0.9176530060144372	0.9472538148725715
TCGA-86-A4P7-01A	0.8858349268657462	0.9144388954920175
TCGA-49-4512-01A	0.9452977506523068	0.9678175309557652
TCGA-55-8206-01A	0.8118972385563817	0.8256822461383655
