sample	CLDN4	CD8A	ACTB	KRT8	KRT18	KRT19	nusvr_malignant	nusvr_cd8	nusvr_cd4	nusvr_nk	nusvr_b	nusvr_myeloid	nusvr_endothelial	nusvr_fibroblast	nnls_malignant	nnls_cd8	nnls_cd4	nnls_nk	nnls_b	nnls_myeloid	nnls_endothelial	nnls_fibroblast	bayes_malignant	bayes_cd8	bayes_cd4	bayes_nk	bayes_b	bayes_myeloid	bayes_endothelial	bayes_fibroblast
TCGA-38-7271-01A	8.454552231516981	5.981366346583596	12.217554874124684	8.410252476967234	8.464090714029878	9.022733989141525	0.3712105054212482	0.0	0.0	0.11170454396455748	0.09442297866979633	0.21462054492492263	0.20804142701947534	0.0	0.0	0.0	0.32306869219096696	0.0	0.3392610404451223	0.22684223725132047	0.0	0.11082803011259026	0.006827948698219665	0.00468424830743433	0.06374922550970442	1.9102261362730294e-07	0.7417434707686276	0.051730994018706414	0.0337999069779396	0.09746401469675435
TCGA-55-7914-01A	8.270891439371905	4.728502859139904	11.768250171052497	7.666792090833905	8.661566843254027	9.292659602624354	0.039394535254878335	0.017261810396670102	0.0	0.07609086988592359	0.6060406841337587	0.2612121003287693	0.0	0.0	0.0	0.0	0.0	0.0	0.538768609920812	0.29363799556004616	0.0	0.16759339451914176	0.03899475036730887	0.0012129777992274026	2.1912699328068722e-12	1.8076554889111768e-08	0.8200791686288825	0.036188459413491095	0.009635697386734907	0.09388892832560909
TCGA-95-7043-01A	8.102249743844803	3.235007064209328	10.77701755918834	8.00031949902873	8.377551530176373	6.253493916394237	0.0	0.14885815862755264	0.0635879883507094	0.07620135519532993	0.08597212785168575	0.4020550200800549	0.0	0.22332534989466743	0.0	0.0	0.0	0.0	0.0024120725217584653	0.9975879274782414	0.0	0.0	7.486296775099846e-08	8.3184662226823e-08	3.725854453312992e-09	4.3996900441735896e-08	0.07797596576916625	0.8984959286439642	0.004595367431996646	0.018932532384487916
TCGA-73-4658-01A	8.763586522506797	4.336840360600325	12.7990997956768	8.684201239080926	8.744189693486238	8.858675746656422	0.0	0.19602555570626443	0.0	0.0	0.14772740092590955	0.29385323916454315	0.15261015028722566	0.20978365391605713	0.0	0.0	0.05387969504456823	0.0	0.1618526347901094	0.4484292807799814	0.0	0.33583838938534105	5.7200402618203155e-06	5.18917047250466e-05	0.0069595197279107264	2.2878285144860377e-05	0.41350483293553725	0.27332008155514975	0.04097824943354766	0.26515682631772286
TCGA-86-8076-01A	7.231758790495882	5.532516453928567	11.213075657157432	7.804575057625121	8.567927563374024	8.609785613798518	0.4338376667918936	0.05908623295435061	0.0	0.0	0.12227267776540467	0.38480342248835103	0.0	0.0	0.0	0.0	0.16135110323175392	0.0	0.3558115252861652	0.32541511773661663	0.0	0.15742225374546426	0.009807276448166834	0.002925608518771779	0.005997261278815013	1.7039466585456425e-06	0.8540607941906211	0.05341690879078824	0.013876311272900378	0.05991413555327814
TCGA-55-7726-01A	7.253613042765117	2.6853122657398325	12.675689589284325	7.546424543108317	9.10300579954772	9.715426841569236	0.0	0.048309023055799837	0.4103208556106341	0.0	0.0	0.007525769489533334	0.0	0.5338443518440328	0.0	0.0	0.22264727423427055	0.0	0.1276893532439875	0.0	0.0	0.649663372521742	0.012624793602565262	3.0175177468784965e-09	1.9138486350755905e-07	1.1605354080024537e-08	0.4717658307551683	0.04628666268428096	0.010142199658714527	0.4591803072915356
TCGA-44-6147-01A	8.555590716348643	3.697818291589865	11.463927724862245	8.395940860290153	8.564566229532847	9.337004889724552	0.144838139469686	0.3716508368047813	0.0	0.10531334718329724	0.09719310810423937	0.2729399477430205	0.0	0.008064620694975714	0.10975102057999626	0.0	0.0	0.0	0.26697439549670793	0.164770887183824	0.0	0.45850369673947183	0.040440532149059176	3.4198869617884967e-06	0.003818496047292132	6.277532046949071e-07	0.7066299575127957	0.041944520156657346	0.04037701710879102	0.16678542938523805
TCGA-50-5932-01A	9.692857470612408	2.2464080872463845	11.769760418570604	10.12357321630586	10.29428013617073	10.349144196694157	0.08166899979046215	0.5082650672250739	0.0	0.26102136991683306	0.019910323781225883	0.129134239286405	0.0	0.0	0.058450088635808084	0.0	0.0	0.14977897061334866	0.10567498389747706	0.43822040744694296	0.0	0.24787554940642317	0.4338982641285136	1.1512373464214455e-08	4.1353783511732066e-06	2.445139175110832e-08	0.27676972767978825	0.145928326388288	0.0363328453492192	0.10706666511207448
TCGA-44-2661-01A	7.604660709098934	5.138720284441924	11.493798170509404	7.5567083626595855	7.971840684042664	8.658830209092836	0.21546191225782732	0.0	0.32143924076831215	0.0	0.11721281875869435	0.3458860282151662	0.0	0.0	0.0	0.0	0.0	0.0	0.3005218038083877	0.6994781961916122	0.0	0.0	0.015578263712300727	0.0011113825214547853	0.007747900705741884	3.2281082799077507e-07	0.656470789753732	0.2565949965319673	0.009108580942054557	0.05338776302192082
TCGA-86-7954-01A	8.672824856599156	4.753091030298105	12.432835890010969	8.492126781677547	8.917955007424649	8.035329182775145	0.0	0.0	0.0	0.40661711244104887	0.0	0.4548151952340793	0.07852983398505681	0.06003785833981498	0.0	0.012029211894606744	0.0968276129687401	0.0	0.039544911705548164	0.5878307967104375	0.0	0.26376746672066753	0.014434250946209962	0.006198916529105928	0.04861341216756808	0.0010766357466120981	0.21813397474401006	0.46718276344050963	0.04229603909666619	0.2020640073293181
