lineage	n_cells	tac_mean_umi	tac_detect	epcam_mean_umi	cd8a_mean_umi
B&plasma	41422	0.01902370720872966	0.017285500458693447	0.01523345082323403	0.039833904688329876
MNP	106662	0.08706943428775009	0.030760720781534193	0.00937541017419512	0.03295456676229585
NK	11456	0.005761173184357542	0.005412011173184358	0.0034043296089385474	0.1317213687150838
T	157641	0.008690632513115243	0.007942096282058601	0.004789363173286138	0.4203919031216498
epi_endo_fibro_doublet	33759	0.7648034598181226	0.2050416185313546	0.6778340590657306	0.09443407683876892
mast	9082	0.010790574763268003	0.009249064082801146	0.004624532041400573	0.009359171988548777
pDC	1907	0.012060828526481384	0.012060828526481384	0.003146303093864709	0.028841111693759833
