gene	n_treat	n_ctrl	mean_treat_log2	mean_ctrl_log2	log2FC	t	p	q
TACSTD2	5	5	3.24832900154178	7.069497565927499	-3.8211685643857187	-5.297353427363515	0.001079236576173238	0.0938935821270717
CLDN1	5	5	3.8549368002579762	6.035643810540714	-2.1807070102827377	-2.549853554757158	0.034988150464178316	0.47162462255768767
CLDN2	5	5	5.329273278926012	5.6135108515374545	-0.2842375726114428	-0.4690695057920129	0.6523185459627656	0.873103284596317
CLDN3	5	5	6.4642012007169445	7.9019213033583355	-1.437720102641391	-2.0045323070615972	0.08205248942486885	0.5052641618907193
CLDN4	5	5	10.343135432777077	11.160363468144602	-0.8172280353675259	-1.2458679029478745	0.25291925759343825	0.736514130242316
CLDN5	5	5	6.564676730888001	6.24759439356159	0.31708233732641133	0.6836629805113075	0.5145330064903014	0.873103284596317
CLDN7	5	5	7.117059754978324	7.939943916079637	-0.8228841611013129	-2.1219770364077735	0.09063371097479317	0.5052641618907193
CLDN10	5	5	3.6622061555913015	3.0942760527260758	0.5679301028652257	1.6314030972933335	0.15934281152440302	0.5545129841049226
CLDN12	5	5	8.684439799749267	8.92910404386287	-0.24466424411360244	-2.4496648795526914	0.04336778138461496	0.47162462255768767
TJP1	5	5	10.911007901837868	10.984681962428889	-0.07367406059102066	-0.16395364372007165	0.8746575474759269	0.9513006069517879
TJP2	5	5	9.170450710994078	9.797793886072741	-0.6273431750786624	-1.764741656943386	0.12401986988823163	0.5052641618907193
TJP3	5	5	4.102085211855879	4.831891031432115	-0.729805819576236	-1.7997913310730198	0.10996205684789731	0.5052641618907193
OCLN	5	5	6.813769987681303	7.4750464180316225	-0.6612764303503198	-2.208329366044782	0.07777295420828834	0.5052641618907193
MARVELD2	5	5	6.592399471652738	7.281902713854049	-0.6895032422013117	-2.039818579285999	0.0757249951277237	0.5052641618907193
MARVELD3	5	5	5.646204959081837	7.174112203439151	-1.5279072443573138	-3.038865130960861	0.01951213868859085	0.42022200129812315
F11R	5	5	9.790146158777256	9.887365216375482	-0.09721905759822569	-0.590528244748857	0.5797194329036832	0.873103284596317
JAM2	5	5	7.519235504534467	7.758491454088189	-0.23925594955372187	-0.8130933595295056	0.44799050173428034	0.8145369164552189
JAM3	5	5	5.316315312429898	5.391676410830213	-0.07536109840031457	-0.2055880307512775	0.8426733678886488	0.9513006069517879
CGN	5	5	7.174367212208551	8.048107407919947	-0.8737401957113953	-2.234500892940294	0.06034686435049522	0.5052641618907193
CDH1	5	5	8.88215203920095	9.082295735012506	-0.20014369581155655	-0.981398012229948	0.36196143081333204	0.8145369164552189
CTNNB1	5	5	13.527416896562835	13.299395521531755	0.22802137503108	1.3916509084063589	0.20193202858205345	0.6506698698755056
CTNNA1	5	5	11.337208624083596	11.352504000420703	-0.015295376337107314	-0.05787583372379679	0.9555084449550657	0.9671177374923964
EPCAM	5	5	10.204581485854536	11.466443066689976	-1.2618615808354399	-2.9953732326889413	0.021457068522227	0.42022200129812315
CRB3	5	5	2.324598246568242	3.6063631230469335	-1.2817648764786913	-1.7669827858214342	0.11817926609051323	0.5052641618907193
ISG15	5	5	7.963541210135719	8.054282794085944	-0.09074158395022547	-0.21023083161354264	0.838755133540179	0.9513006069517879
MX1	5	5	6.986738200539082	6.8271498654179865	0.1595883351210956	0.45317381612300006	0.6664509346670644	0.8785035047884031
MX2	5	5	6.783987789140144	6.555572947245113	0.22841484189503092	0.6197339572252134	0.5646586754939826	0.873103284596317
OAS1	5	5	7.535204764020053	7.579955829468834	-0.04475106544878127	-0.1652239548441032	0.8747591788062417	0.9513006069517879
OAS2	5	5	7.614999793120525	7.719280451927808	-0.10428065880728354	-0.25507005054602055	0.8051076565834935	0.9465454881454586
OAS3	5	5	7.623136867449361	8.080782325034436	-0.457645457585075	-0.8667411044979803	0.4202011779190897	0.8145369164552189
OASL	5	5	6.937098109220062	7.235048719011158	-0.297950609791096	-1.2315025606020884	0.270901749054645	0.736514130242316
RSAD2	5	5	7.6895859918469025	7.462874104198678	0.22671188764822414	0.7953208089646245	0.4493996780442587	0.8145369164552189
IFIT1	5	5	8.66205389348777	8.683262605085309	-0.021208711597539676	-0.07407372544013052	0.942788028935848	0.9671177374923964
IFIT2	5	5	8.982292847372236	9.00112452373267	-0.018831676360434813	-0.08167658346621957	0.936948612503638	0.9671177374923964
IFIT3	5	5	7.573560651653173	7.424417714746082	0.1491429369070909	0.4311922280671465	0.6780111113187678	0.8804024878318328
IFITM1	5	5	9.747323523790797	8.856215554610795	0.8911079691800019	1.6739506096238579	0.13513177863002604	0.5052641618907193
IFITM2	5	5	10.633119739178294	10.835888533747243	-0.20276879456894825	-0.48300182780072387	0.6425360246171541	0.873103284596317
IFITM3	5	5	11.752703813945406	11.769738673281273	-0.017034859335867125	-0.07036277240677836	0.9457168522976448	0.9671177374923964
IFI27	5	5	9.896947570306454	9.674572207933299	0.22237536237315503	0.8690705003081824	0.41572363781992633	0.8145369164552189
IFI35	5	5	8.728037822269087	8.889200116551407	-0.16116229428232032	-0.6251668880549938	0.5562813565238022	0.873103284596317
IFI44	5	5	10.511285090318527	10.450275200659286	0.06100988965924081	0.18702616233888353	0.8598208717358927	0.9513006069517879
IFI44L	5	5	8.311569222236308	8.095725848596985	0.2158433736393235	0.8385562998125285	0.4311407753408326	0.8145369164552189
DDX58	5	5	9.594405127082918	9.686167142894917	-0.09176201581199805	-0.2773528977074986	0.7890914225964202	0.9404240241902542
IFIH1	5	5	9.668721896898822	9.779624152000032	-0.11090225510121066	-0.5064256588599726	0.6314449483170872	0.873103284596317
DDX60	5	5	10.484282921335351	10.397729308726573	0.08655361260877825	0.2378149061421152	0.8196906437301211	0.9508411467269405
XAF1	5	5	9.353251279329777	9.381161931356514	-0.027910652026736926	-0.09764344433539905	0.9264315522263933	0.9671177374923964
HERC5	5	5	10.40842494615536	9.73494532127194	0.6734796248834201	2.4263012170435205	0.07151920381657173	0.5052641618907193
USP18	5	5	8.729229092058416	8.424164392670694	0.3050646993877226	0.9244762361233156	0.3956516980576471	0.8145369164552189
CMPK2	5	5	7.146653817288938	7.402095368897649	-0.25544155160871185	-0.8008710273326913	0.4482079055424945	0.8145369164552189
BST2	5	5	10.179704901475604	10.08573223478559	0.09397266669001425	0.33665447112248603	0.7451657651287571	0.9130904445943925
GBP2	5	5	12.14945052132786	11.744248417479765	0.4052021038480955	1.679870079544836	0.13157394646553172	0.5052641618907193
GBP4	5	5	11.993636453033044	11.259254638920757	0.7343818141122878	1.7410225060988966	0.13938321707330187	0.5052641618907193
GBP5	5	5	9.67278499868487	8.961933997201182	0.7108510014836877	1.9969800394114605	0.09791988363871056	0.5052641618907193
EIF2AK2	5	5	10.296461368017754	10.380477995259477	-0.08401662724172354	-0.6148639165715031	0.558594648815723	0.873103284596317
ZBP1	5	5	6.200754970523883	6.329327663940723	-0.12857269341683963	-0.3455348261099126	0.7413147295767192	0.9130904445943925
STAT1	5	5	11.439114527321811	10.979066660785639	0.460047866536172	1.193285327253577	0.2872011038721638	0.7571665465720683
STAT2	5	5	10.000280684069418	9.768141213673681	0.23213947039573668	0.6122465130580174	0.5605873352988693	0.873103284596317
IRF1	5	5	11.126587533577553	10.857832596925446	0.2687549366521065	1.5839936425282575	0.17896093662813956	0.5988308264095439
