contrast	accession	is_adc_treatment	gene	log2FC	p	q	mean_treat	mean_ctrl
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	TACSTD2	0.6829585033438619	0.0005652951589606684	0.014524669159467353	67.19566640186987	41.5036092042016
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	CLDN4	-0.8611090921796052	1.6934639623518238e-05	0.004304659950523346	50.07470669388331	91.78143931302428
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	IFI27	0.604994841099586	0.011128245778268328	0.06930614920636224	45.631834442944005	29.754409742452697
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	OAS2	0.9423288953169897	0.025483832155573035	0.11639866687749824	8.98226662667399	4.275035719017606
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	IFIT1	0.4915604895763295	0.006511028581712412	0.05061904322837407	8.419078015370367	5.69824219376326
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	MX1	-0.038452376451864806	0.4963723440851085	0.6294022598981851	0.16729335397176534	0.198658004051357
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	ISG15	0.6338591511386769	0.00326900849546802	0.03409326690583058	179.19877382907703	114.967872541551
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	HLA-A	0.07849437616416921	0.1416042348418311	0.365044230628119	154.22619389810833	146.08389861307035
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	CLDN1	0.6576109552508385	9.335784340293898e-05	0.007558341344661811	10.088359130093421	6.02787514687872
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	CLDN7	-0.14032691892588378	0.0637274575811955	0.21281349108177353	42.73930439567897	47.173929717859664
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	TJP1	-0.4835620118170483	0.0017940322906365134	0.025282961842087306	13.142305917998833	18.779067806758167
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	OCLN	0.21186553780865136	0.11550258764969978	0.31720789494517826	2.97697776991656	2.424698109213647
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	F11R	0.008789580821546572	0.8707006029714472	0.91957903150216	22.0894871828992	21.96000654839017
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	B2M	0.8335087295173924	4.594059834994496e-05	0.006052227153763541	132.92087108221634	74.136230029012
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	TAP1	0.43411025015424576	0.06967850829405403	0.2258905989012468	4.695458226288127	3.24625578827554
GSE312098_CX1_IMMU132_vs_ctrl	GSE312098	True	TAP2	0.4374071644023476	0.015615509337726048	0.0856054509338096	5.689769331340213	3.950708771544503
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	TACSTD2	-0.42122880981364486	0.2709720733091727	0.6045259609968239	15.918987298818866	29.155194864376377
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	CLDN4	-0.43712087969324465	0.05971307588313452	0.6045259609968239	97.78592340733289	128.9375108294816
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	IFI27	0.2522815850742365	0.6016724731907682	0.7761602494271349	88.32769750342507	77.68302525304559
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	OAS2	-0.32416372357731993	0.6827367091095534	0.8288798477438992	3.7042711962235986	6.480140002890954
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	IFIT1	0.37769548356755567	0.679555808509721	0.8266910318076557	4.085535784946022	4.601858467295145
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	MX1	0.10097239674801735	0.8724558551442365	0.9407612081471172	8.857740399397212	12.373378958546928
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	ISG15	1.25929616728985	0.3169311943043593	0.6045259609968239	108.99082774916829	70.66084725122471
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	HLA-A	0.004836362085352519	0.9818676263843659	0.9917300824348642	174.96291803308236	186.1465672686179
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	CLDN1	0.3323918531063357	0.7126484438014407	0.8468135859432172	28.38467045486422	28.754365306736435
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	CLDN7	-0.2613020460202284	0.0328765798727881	0.6045259609968239	52.03602492311539	61.650514756475346
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	TJP1	-0.04325662376450836	0.7727215847693415	0.8813584505923655	5.961059038940028	6.037930312340128
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	OCLN	-0.4893833277535011	0.06982069118585055	0.6045259609968239	5.625974147701155	7.780364436249094
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	F11R	-0.18518884729443422	0.42935504933334084	0.6502121680694439	17.496574919039	21.08466645611006
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	B2M	-0.3634158066001669	0.4263728812279162	0.6479790143294752	96.59734824886485	131.44200575701706
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	TAP1	-0.695578970693065	0.03792124373737055	0.6045259609968239	12.382643907419325	20.30604655021418
GSE311016_CRC_PDX_IMMU132_vs_ctrl	GSE311016	True	TAP2	0.16415949026433516	0.5701125266356755	0.7541820047734092	5.37176918323297	5.132423606870692
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	TACSTD2	1.1590184146072362	0.009871088757429649	0.14043907499901032	446.25466925324304	199.22484228555467
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	CLDN4	0.9105046582431839	3.9033337566458304e-05	0.04482812109132169	139.400545021963	73.69833813180423
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	IFI27	0.33463582717946966	0.23230577922885606	0.5812826304075374	0.7047465102911314	0.347352642009608
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	OAS2	0.5005688504539367	6.471076451009372e-05	0.051947575525549766	2.63606811030308	1.5701253079729165
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	IFIT1	-0.6136936448847576	0.00028886965598899254	0.05380033725680488	18.4243059774629	28.730271398177834
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	MX1	0.026518868146697676	0.17480326829497794	0.5138794503001485	0.0562481836654784	0.037077233261935565
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	ISG15	0.20848221731430527	0.035655431221436336	0.24394199757677443	293.1995747878495	253.871863639577
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	HLA-A	0.6216517283329939	0.011491679274615925	0.149862904745886	26.7522149095384	17.079109699779497
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	CLDN1	-0.08821562066930877	0.3271033393870782	0.6762470105910491	82.0012692090362	87.1914907095178
GSE304294_KYSE30_IMMU132_vs_ctrl	GSE304294	True	CLDN7	0.519169917026371	0.0008814750227301025	0.06641441181237132	83.7977124803149	58.19322928345294
