kind	k	combo	score	n	rho	p	I2	stouffer_z	stouffer_p	n_q1	n_q4	n_compared	r_rb	p_q4q1	delta_median	thin_q4	malig_def	unit	source	loo	note	member_rhos	member_ns	parent_triple
triple	3	GSE127465+GSE189357+GSE207422	mean	28	-0.19843300994808433	0.38071584837176486	0.0	-0.8888063584240787	0.3741071580645221	7.0	7.0	14.0	-0.34693877551020413	0.31759906759906764	-0.24042119643017099	False	tisch_malig+marker_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE189357:-0.517,GSE207422:-0.091	GSE127465:7,GSE189357:9,GSE207422:12	
triple	3	GSE127465+GSE205335+GSE207422	mean	41	-0.13207035315376728	0.4523562693309471	0.0	-0.7573948977744203	0.4488133119872538	11.0	10.0	21.0	-0.34545454545454546	0.19266669599887198	-0.10158726280648134	False	tisch_malig+author_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE205335:-0.200,GSE207422:-0.091	GSE127465:7,GSE205335:22,GSE207422:12	
triple	3	GSE131907+GSE148071+GSE189357	mean	52	-0.23800692265406714	0.22442936516273215	36.7690373288071	-1.4479608298977589	0.1476280056226247	13.0	13.0	26.0	-0.2899408284023669	0.2184091866192417	-0.1747998089525522	False	author_malig+tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.396,GSE148071:0.080,GSE189357:-0.517	GSE131907:21,GSE148071:22,GSE189357:9	
triple	3	GSE131907+GSE148071+GSE205335	mean	65	-0.175306865191567	0.2184587726061724	13.80000186377656	-1.3236339612409342	0.18562464048309268	17.0	15.0	32.0	-0.35686274509803917	0.08925823729486179	-0.1794305244138712	False	author_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.396,GSE148071:0.080,GSE205335:-0.200	GSE131907:21,GSE148071:22,GSE205335:22	
triple	3	GSE131907+GSE148071+GSE207422	mean	55	-0.1475946746539403	0.35518250138696283	14.420293615100412	-1.0098749542513235	0.31255520351841926	14.0	14.0	28.0	-0.26530612244897955	0.24133124222644808	-0.1771151666832117	False	author_malig+tisch_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.396,GSE148071:0.080,GSE207422:-0.091	GSE131907:21,GSE148071:22,GSE207422:12	
triple	3	GSE131907+GSE189357+GSE205335	mean	52	-0.33191103974472147	0.023688250404699733	0.0	-2.2766356749329715	0.022807990669270473	13.0	13.0	26.0	-0.5029585798816568	0.03125223885693879	-0.1983399620683706	False	author_malig+marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.396,GSE189357:-0.517,GSE205335:-0.200	GSE131907:21,GSE189357:9,GSE205335:22	
triple	3	GSE131907+GSE189357+GSE207422	mean	42	-0.34290270809364387	0.04007430404918394	0.0	-2.066829942617665	0.03875018097393593	12.0	10.0	22.0	-0.5	0.05175423288653064	-0.2614067366342193	False	author_malig+marker_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.396,GSE189357:-0.517,GSE207422:-0.091	GSE131907:21,GSE189357:9,GSE207422:12	
triple	3	GSE131907+GSE205335+GSE207422	mean	55	-0.2596486293334358	0.07150145994586629	0.0	-1.8110722369659487	0.07012967045936695	14.0	14.0	28.0	-0.47959183673469385	0.032633216065285	-0.17984099901197076	False	author_malig+author_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.396,GSE205335:-0.200,GSE207422:-0.091	GSE131907:21,GSE205335:22,GSE207422:12	
triple	3	GSE148071+GSE189357+GSE205335	mean	53	-0.1335426726902858	0.3889149843025125	5.1663694560157385	-0.8822489406739689	0.3776422013404076	14.0	12.0	26.0	-0.34523809523809523	0.14268048429722283	-0.2007833048574999	False	tisch_malig+marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE148071:0.080,GSE189357:-0.517,GSE205335:-0.200	GSE148071:22,GSE189357:9,GSE205335:22	
triple	3	GSE148071+GSE189357+GSE207422	mean	43	-0.080274691753345	0.6390073031253103	0.0	-0.47956372659877033	0.631537644277436	11.0	11.0	22.0	-0.2892561983471075	0.26429152373398135	-0.20117235298285968	False	tisch_malig+marker_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE148071:0.080,GSE189357:-0.517,GSE207422:-0.091	GSE148071:22,GSE189357:9,GSE207422:12	
triple	3	GSE148071+GSE205335+GSE207422	mean	56	-0.06724715639519294	0.6442820462848576	0.0	-0.467726082553039	0.6399804864117826	15.0	13.0	28.0	-0.3025641025641026	0.18158360358737913	-0.1747998089525522	False	tisch_malig+author_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE148071:0.080,GSE205335:-0.200,GSE207422:-0.091	GSE148071:22,GSE205335:22,GSE207422:12	
triple	3	GSE189357+GSE205335+GSE207422	mean	43	-0.23416177339239164	0.16416595896384412	0.0	-1.4114843548168943	0.15810184556185825	11.0	11.0	22.0	-0.5206611570247934	0.04178899680298453	-0.2706134171666716	False	marker_malig+author_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE189357:-0.517,GSE205335:-0.200,GSE207422:-0.091	GSE189357:9,GSE205335:22,GSE207422:12	
triple	3	GSE123902+GSE127465+GSE131907	pct	41	-0.4828873580860055	0.015735078017309934	26.84219168308028	-3.055758603227631	0.002244919167958528	12.0	10.0	22.0	-0.55	0.0321141793079075	-0.28416690279383167	False	marker_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE127465:0.179,GSE131907:-0.522	GSE123902:13,GSE127465:7,GSE131907:21	
triple	3	GSE123902+GSE127465+GSE148071	pct	42	-0.2394863814789062	0.4048456885084507	57.48704963240968	-1.2672378007592167	0.20507027327934402	11.0	11.0	22.0	-0.2892561983471075	0.26429152373398135	-0.1747998089525522	False	marker_malig+tisch_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE127465:0.179,GSE148071:-0.015	GSE123902:13,GSE127465:7,GSE148071:22	
triple	3	GSE123902+GSE127465+GSE189357	pct	29	-0.48661981207756905	0.05165233225676751	29.4580992849406	-2.497713650195803	0.012499711739685362	9.0	7.0	16.0	-0.6190476190476191	0.04178321678321679	-0.2805472291874779	False	marker_malig+tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE127465:0.179,GSE189357:-0.600	GSE123902:13,GSE127465:7,GSE189357:9	
triple	3	GSE123902+GSE127465+GSE205335	pct	42	-0.4392041068156703	0.028453677413247922	26.42602855614733	-2.75273085068791	0.005910046235752494	11.0	11.0	22.0	-0.6694214876033058	0.008624253827852812	-0.2836294416243655	False	marker_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE127465:0.179,GSE205335:-0.435	GSE123902:13,GSE127465:7,GSE205335:22	
triple	3	GSE123902+GSE131907+GSE148071	pct	56	-0.40716208143381055	0.0639592995796083	59.381844224757906	-2.675990502345602	0.007450875655608609	14.0	14.0	28.0	-0.4897959183673469	0.02907155995483803	-0.2786753734514373	False	marker_malig+author_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE131907:-0.522,GSE148071:-0.015	GSE123902:13,GSE131907:21,GSE148071:22	
triple	3	GSE123902+GSE131907+GSE189357	pct	43	-0.5795522947096824	0.00011391912682542526	0.0	-3.8134519174311525	0.0001370391967728441	13.0	10.0	23.0	-0.7230769230769231	0.0039289874708850715	-0.24929104120280599	False	marker_malig+author_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE131907:-0.522,GSE189357:-0.600	GSE123902:13,GSE131907:21,GSE189357:9	
triple	3	GSE123902+GSE131907+GSE205335	pct	56	-0.5218136869094381	7.240217090118928e-05	0.0	-3.920730557629751	8.828092750319099e-05	14.0	14.0	28.0	-0.7346938775510203	0.0010188861995453222	-0.3115330024964838	False	marker_malig+author_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE131907:-0.522,GSE205335:-0.435	GSE123902:13,GSE131907:21,GSE205335:22	
triple	3	GSE123902+GSE148071+GSE189357	pct	44	-0.4180230407938473	0.10890007873816832	58.209449131175184	-2.0672135986425664	0.03871403138599467	11.0	11.0	22.0	-0.4380165289256198	0.0877681118303241	-0.1748481994502256	False	marker_malig+tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE148071:-0.015,GSE189357:-0.600	GSE123902:13,GSE148071:22,GSE189357:9	
triple	3	GSE123902+GSE148071+GSE205335	pct	57	-0.369799056109834	0.07331750518286657	53.873518119052235	-2.4353962806757394	0.014875488538663838	15.0	13.0	28.0	-0.45641025641025645	0.04267518404909314	-0.2512992866780008	False	marker_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE148071:-0.015,GSE205335:-0.435	GSE123902:13,GSE148071:22,GSE205335:22	
triple	3	GSE123902+GSE189357+GSE205335	pct	44	-0.535795647778375	0.0004012921070970465	0.0	-3.509639698217792	0.00044871427666245327	11.0	11.0	22.0	-0.8016528925619835	0.0016220041892740275	-0.45607309081917635	False	marker_malig+marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE189357:-0.600,GSE205335:-0.435	GSE123902:13,GSE189357:9,GSE205335:22	
triple	3	GSE127465+GSE131907+GSE148071	pct	50	-0.21277094847188832	0.3478524055214658	46.487143266797084	-1.5347390710056716	0.1248479344716255	13.0	13.0	26.0	-0.34911242603550297	0.13696741226229456	-0.2041179539108289	False	tisch_malig+author_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE131907:-0.522,GSE148071:-0.015	GSE127465:7,GSE131907:21,GSE148071:22	
triple	3	GSE127465+GSE131907+GSE189357	pct	37	-0.4503460363513433	0.01753325016070948	8.609030254094252	-2.5923662915966714	0.009531822509767834	11.0	9.0	20.0	-0.4545454545454546	0.09463839528709553	-0.3181621127422707	False	tisch_malig+author_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE131907:-0.522,GSE189357:-0.600	GSE127465:7,GSE131907:21,GSE189357:9	
triple	3	GSE127465+GSE131907+GSE205335	pct	50	-0.4242312034416306	0.0037364533769984466	0.0	-2.867449099717139	0.00413795360228901	13.0	13.0	26.0	-0.6094674556213018	0.008912702937838354	-0.291069582069315	False	tisch_malig+author_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE131907:-0.522,GSE205335:-0.435	GSE127465:7,GSE131907:21,GSE205335:22	
triple	3	GSE127465+GSE148071+GSE189357	pct	38	-0.14927907362826953	0.5051426677339832	21.21637388479894	-0.689163480942592	0.4907203952824831	10.0	10.0	20.0	-0.19999999999999996	0.47267559351158717	-0.11109417775264974	False	tisch_malig+tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE148071:-0.015,GSE189357:-0.600	GSE127465:7,GSE148071:22,GSE189357:9	
triple	3	GSE127465+GSE148071+GSE205335	pct	51	-0.1871014884176301	0.3006488973333331	22.38542240167807	-1.2891086240323621	0.19736032580579	14.0	12.0	26.0	-0.3214285714285714	0.1728784373144301	-0.16246476426872475	False	tisch_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE148071:-0.015,GSE205335:-0.435	GSE127465:7,GSE148071:22,GSE205335:22	
triple	3	GSE127465+GSE189357+GSE205335	pct	38	-0.40040756873728445	0.022369609019605382	0.0	-2.2737961137278795	0.022978248030455874	10.0	10.0	20.0	-0.6	0.025748080821108063	-0.3538782861230625	False	tisch_malig+marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE189357:-0.600,GSE205335:-0.435	GSE127465:7,GSE189357:9,GSE205335:22	
triple	3	GSE131907+GSE148071+GSE189357	pct	52	-0.3594286073421882	0.08721745881939835	47.09604584236505	-2.253501658106666	0.024227536301444648	13.0	13.0	26.0	-0.44378698224852076	0.0577704316108834	-0.2737213052785091	False	author_malig+tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.522,GSE148071:-0.015,GSE189357:-0.600	GSE131907:21,GSE148071:22,GSE189357:9	
triple	3	GSE131907+GSE148071+GSE205335	pct	65	-0.33744209851548745	0.04177433394371642	39.98341413681054	-2.5951492053488123	0.009454986405541915	17.0	15.0	32.0	-0.4745098039215686	0.023465791553119224	-0.2731990021302554	False	author_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.522,GSE148071:-0.015,GSE205335:-0.435	GSE131907:21,GSE148071:22,GSE205335:22	
triple	3	GSE131907+GSE189357+GSE205335	pct	52	-0.4969801926539811	0.00034930371467486223	0.0	-3.554849410691287	0.0003781956294762255	13.0	13.0	26.0	-0.6923076923076923	0.0029360137896547694	-0.3232877446405839	False	author_malig+marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE131907:-0.522,GSE189357:-0.600,GSE205335:-0.435	GSE131907:21,GSE189357:9,GSE205335:22	
triple	3	GSE148071+GSE189357+GSE205335	pct	53	-0.31175848391661626	0.09266970073753315	33.205905443020676	-2.005721661201977	0.04488595280462398	14.0	12.0	26.0	-0.40476190476190477	0.08487874677553436	-0.24383554432627585	False	tisch_malig+marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE148071:-0.015,GSE189357:-0.600,GSE205335:-0.435	GSE148071:22,GSE189357:9,GSE205335:22	
triple_loo	2	GSE127465+GSE131907 (LOO drop GSE123902)	mean	28	-0.31246822244046224	0.12944099852030963	0.0	-1.5103709941232861	0.13094878564099913	7.0	7.0	14.0	-0.3877551020408163	0.25932400932400934	-0.1893459069020867	False	tisch_malig+author_malig	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE127465+GSE131907; dropped GSE123902	GSE127465:0.107,GSE131907:-0.396	GSE127465:7,GSE131907:21	GSE123902+GSE127465+GSE131907
triple_loo	2	GSE123902+GSE131907 (LOO drop GSE127465)	mean	34	-0.4995083871760923	0.003693853589321764	0.0	-2.8738641663142164	0.004054833134963312	10.0	8.0	18.0	-0.65	0.020521961698432286	-0.2928461221714681	False	marker_malig+author_malig	mixed	this_pr	drop_GSE127465	leave-one-cohort-out of GSE123902+GSE127465+GSE131907; dropped GSE127465	GSE123902:-0.654,GSE131907:-0.396	GSE123902:13,GSE131907:21	GSE123902+GSE127465+GSE131907
triple_loo	2	GSE123902+GSE127465 (LOO drop GSE131907)	mean	20	-0.39821770994434785	0.33442273087920293	55.76829267989151	-1.9264839182801	0.054043977977888895	5.0	5.0	10.0	-0.52	0.2222222222222222	-0.2823597529593412	True	marker_malig+tisch_malig	mixed	this_pr	drop_GSE131907	leave-one-cohort-out of GSE123902+GSE127465+GSE131907; dropped GSE131907	GSE123902:-0.654,GSE127465:0.107	GSE123902:13,GSE127465:7	GSE123902+GSE127465+GSE131907
triple_loo	2	GSE127465+GSE148071 (LOO drop GSE123902)	mean	29	0.08441324269976301	0.6848914853850131	0.0	0.4154552012713897	0.6778087036482534	8.0	7.0	15.0	-0.1428571428571429	0.6943278943278944	-0.13308873119806225	False	tisch_malig+tisch_malig	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE127465+GSE148071; dropped GSE123902	GSE127465:0.107,GSE148071:0.080	GSE127465:7,GSE148071:22	GSE123902+GSE127465+GSE148071
triple_loo	2	GSE123902+GSE148071 (LOO drop GSE127465)	mean	35	-0.3127749377174049	0.45169932484018527	79.44776940264141	-1.13837531931714	0.2549637953248587	9.0	9.0	18.0	-0.3580246913580247	0.21637300805763748	-0.2628466154013814	False	marker_malig+tisch_malig	mixed	this_pr	drop_GSE127465	leave-one-cohort-out of GSE123902+GSE127465+GSE148071; dropped GSE127465	GSE123902:-0.654,GSE148071:0.080	GSE123902:13,GSE148071:22	GSE123902+GSE127465+GSE148071
triple_loo	2	GSE123902+GSE127465 (LOO drop GSE148071)	mean	20	-0.39821770994434785	0.33442273087920293	55.76829267989151	-1.9264839182801	0.054043977977888895	5.0	5.0	10.0	-0.52	0.2222222222222222	-0.2823597529593412	True	marker_malig+tisch_malig	mixed	this_pr	drop_GSE148071	leave-one-cohort-out of GSE123902+GSE127465+GSE148071; dropped GSE148071	GSE123902:-0.654,GSE127465:0.107	GSE123902:13,GSE127465:7	GSE123902+GSE127465+GSE148071
triple_loo	2	GSE127465+GSE189357 (LOO drop GSE123902)	mean	16	-0.28530464616584894	0.37974808126933945	9.71459613978771	-0.95857355952064	0.3377736178112519	4.0	4.0	8.0	-0.25	0.6857142857142857	-0.09912965812238494	True	tisch_malig+marker_malig	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE127465+GSE189357; dropped GSE123902	GSE127465:0.107,GSE189357:-0.517	GSE127465:7,GSE189357:9	GSE123902+GSE127465+GSE189357
triple_loo	2	GSE123902+GSE189357 (LOO drop GSE127465)	mean	22	-0.6063700689014294	0.004913629528210351	0.0	-2.788516902644733	0.005294998427596125	7.0	5.0	12.0	-1.0	0.0025252525252525255	-0.3563523583449021	True	marker_malig+marker_malig	mixed	this_pr	drop_GSE127465	leave-one-cohort-out of GSE123902+GSE127465+GSE189357; dropped GSE127465	GSE123902:-0.654,GSE189357:-0.517	GSE123902:13,GSE189357:9	GSE123902+GSE127465+GSE189357
triple_loo	2	GSE123902+GSE127465 (LOO drop GSE189357)	mean	20	-0.39821770994434785	0.33442273087920293	55.76829267989151	-1.9264839182801	0.054043977977888895	5.0	5.0	10.0	-0.52	0.2222222222222222	-0.2823597529593412	True	marker_malig+tisch_malig	mixed	this_pr	drop_GSE189357	leave-one-cohort-out of GSE123902+GSE127465+GSE189357; dropped GSE189357	GSE123902:-0.654,GSE127465:0.107	GSE123902:13,GSE127465:7	GSE123902+GSE127465+GSE189357
triple_loo	2	GSE127465+GSE205335 (LOO drop GSE123902)	mean	29	-0.14806172023014313	0.47440067497398686	0.0	-0.7176088620801035	0.4729984918360387	8.0	7.0	15.0	-0.3571428571428571	0.280963480963481	-0.11093938834527076	False	tisch_malig+author_malig	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE127465+GSE205335; dropped GSE123902	GSE127465:0.107,GSE205335:-0.200	GSE127465:7,GSE205335:22	GSE123902+GSE127465+GSE205335
triple_loo	2	GSE123902+GSE205335 (LOO drop GSE127465)	mean	35	-0.42327477052314644	0.11488496546443644	54.43719819520376	-2.1474408813877215	0.0317581989640832	9.0	9.0	18.0	-0.6296296296296297	0.0272753837615853	-0.24475812694308108	False	marker_malig+author_malig	mixed	this_pr	drop_GSE127465	leave-one-cohort-out of GSE123902+GSE127465+GSE205335; dropped GSE127465	GSE123902:-0.654,GSE205335:-0.200	GSE123902:13,GSE205335:22	GSE123902+GSE127465+GSE205335
triple_loo	2	GSE123902+GSE127465 (LOO drop GSE205335)	mean	20	-0.39821770994434785	0.33442273087920293	55.76829267989151	-1.9264839182801	0.054043977977888895	5.0	5.0	10.0	-0.52	0.2222222222222222	-0.2823597529593412	True	marker_malig+tisch_malig	mixed	this_pr	drop_GSE205335	leave-one-cohort-out of GSE123902+GSE127465+GSE205335; dropped GSE205335	GSE123902:-0.654,GSE127465:0.107	GSE123902:13,GSE127465:7	GSE123902+GSE127465+GSE205335
triple_loo	2	GSE127465+GSE207422 (LOO drop GSE123902)	mean	19	-0.030008237432843414	0.9138142531747291	0.0	-0.10696472666991066	0.9148169632036914	5.0	5.0	10.0	-0.19999999999999996	0.6904761904761905	-0.0775807672892479	True	tisch_malig+author_DRMref	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE127465+GSE207422; dropped GSE123902	GSE127465:0.107,GSE207422:-0.091	GSE127465:7,GSE207422:12	GSE123902+GSE127465+GSE207422
triple_loo	2	GSE123902+GSE207422 (LOO drop GSE127465)	mean	25	-0.4174634541113015	0.19790308775880316	55.764341455998036	-1.9519742885899019	0.050941257282432935	7.0	6.0	13.0	-0.7142857142857143	0.03496503496503496	-0.3166444620934762	False	marker_malig+author_DRMref	mixed	this_pr	drop_GSE127465	leave-one-cohort-out of GSE123902+GSE127465+GSE207422; dropped GSE127465	GSE123902:-0.654,GSE207422:-0.091	GSE123902:13,GSE207422:12	GSE123902+GSE127465+GSE207422
triple_loo	2	GSE123902+GSE127465 (LOO drop GSE207422)	mean	20	-0.39821770994434785	0.33442273087920293	55.76829267989151	-1.9264839182801	0.054043977977888895	5.0	5.0	10.0	-0.52	0.2222222222222222	-0.2823597529593412	True	marker_malig+tisch_malig	mixed	this_pr	drop_GSE207422	leave-one-cohort-out of GSE123902+GSE127465+GSE207422; dropped GSE207422	GSE123902:-0.654,GSE127465:0.107	GSE123902:13,GSE127465:7	GSE123902+GSE127465+GSE207422
triple_loo	2	GSE131907+GSE148071 (LOO drop GSE123902)	mean	43	-0.16515941081556412	0.5038850601498703	56.51740329399727	-0.9874401322855506	0.32342691838710913	11.0	11.0	22.0	-0.23966942148760328	0.35793336989339997	-0.1794305244138712	False	author_malig+tisch_malig	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE131907+GSE148071; dropped GSE123902	GSE131907:-0.396,GSE148071:0.080	GSE131907:21,GSE148071:22	GSE123902+GSE131907+GSE148071
triple_loo	2	GSE123902+GSE148071 (LOO drop GSE131907)	mean	35	-0.3127749377174049	0.45169932484018527	79.44776940264141	-1.13837531931714	0.2549637953248587	9.0	9.0	18.0	-0.3580246913580247	0.21637300805763748	-0.2628466154013814	False	marker_malig+tisch_malig	mixed	this_pr	drop_GSE131907	leave-one-cohort-out of GSE123902+GSE131907+GSE148071; dropped GSE131907	GSE123902:-0.654,GSE148071:0.080	GSE123902:13,GSE148071:22	GSE123902+GSE131907+GSE148071
triple_loo	2	GSE123902+GSE131907 (LOO drop GSE148071)	mean	34	-0.4995083871760923	0.003693853589321764	0.0	-2.8738641663142164	0.004054833134963312	10.0	8.0	18.0	-0.65	0.020521961698432286	-0.2928461221714681	False	marker_malig+author_malig	mixed	this_pr	drop_GSE148071	leave-one-cohort-out of GSE123902+GSE131907+GSE148071; dropped GSE148071	GSE123902:-0.654,GSE131907:-0.396	GSE123902:13,GSE131907:21	GSE123902+GSE131907+GSE148071
triple_loo	2	GSE131907+GSE189357 (LOO drop GSE123902)	mean	30	-0.4278074851706857	0.025099885200729845	0.0	-2.25150825263884	0.024353364790329696	9.0	7.0	16.0	-0.5238095238095238	0.09073426573426574	-0.2522000561017671	False	author_malig+marker_malig	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE131907+GSE189357; dropped GSE123902	GSE131907:-0.396,GSE189357:-0.517	GSE131907:21,GSE189357:9	GSE123902+GSE131907+GSE189357
triple_loo	2	GSE123902+GSE189357 (LOO drop GSE131907)	mean	22	-0.6063700689014294	0.004913629528210351	0.0	-2.788516902644733	0.005294998427596125	7.0	5.0	12.0	-1.0	0.0025252525252525255	-0.3563523583449021	True	marker_malig+marker_malig	mixed	this_pr	drop_GSE131907	leave-one-cohort-out of GSE123902+GSE131907+GSE189357; dropped GSE131907	GSE123902:-0.654,GSE189357:-0.517	GSE123902:13,GSE189357:9	GSE123902+GSE131907+GSE189357
triple_loo	2	GSE123902+GSE131907 (LOO drop GSE189357)	mean	34	-0.4995083871760923	0.003693853589321764	0.0	-2.8738641663142164	0.004054833134963312	10.0	8.0	18.0	-0.65	0.020521961698432286	-0.2928461221714681	False	marker_malig+author_malig	mixed	this_pr	drop_GSE189357	leave-one-cohort-out of GSE123902+GSE131907+GSE189357; dropped GSE189357	GSE123902:-0.654,GSE131907:-0.396	GSE123902:13,GSE131907:21	GSE123902+GSE131907+GSE189357
triple_loo	2	GSE131907+GSE205335 (LOO drop GSE123902)	mean	43	-0.2987939229369048	0.06083736512529873	0.0	-1.8807816569443279	0.060001626385160274	11.0	11.0	22.0	-0.5206611570247934	0.04178899680298453	-0.1613420359555709	False	author_malig+author_malig	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE131907+GSE205335; dropped GSE123902	GSE131907:-0.396,GSE205335:-0.200	GSE131907:21,GSE205335:22	GSE123902+GSE131907+GSE205335
triple_loo	2	GSE123902+GSE205335 (LOO drop GSE131907)	mean	35	-0.42327477052314644	0.11488496546443644	54.43719819520376	-2.1474408813877215	0.0317581989640832	9.0	9.0	18.0	-0.6296296296296297	0.0272753837615853	-0.24475812694308108	False	marker_malig+author_malig	mixed	this_pr	drop_GSE131907	leave-one-cohort-out of GSE123902+GSE131907+GSE205335; dropped GSE131907	GSE123902:-0.654,GSE205335:-0.200	GSE123902:13,GSE205335:22	GSE123902+GSE131907+GSE205335
triple_loo	2	GSE123902+GSE131907 (LOO drop GSE205335)	mean	34	-0.4995083871760923	0.003693853589321764	0.0	-2.8738641663142164	0.004054833134963312	10.0	8.0	18.0	-0.65	0.020521961698432286	-0.2928461221714681	False	marker_malig+author_malig	mixed	this_pr	drop_GSE205335	leave-one-cohort-out of GSE123902+GSE131907+GSE205335; dropped GSE205335	GSE123902:-0.654,GSE131907:-0.396	GSE123902:13,GSE131907:21	GSE123902+GSE131907+GSE205335
triple_loo	2	GSE131907+GSE207422 (LOO drop GSE123902)	mean	33	-0.30019427278501637	0.10752444293486588	0.0	-1.6135946586932053	0.10661537617450499	9.0	8.0	17.0	-0.4444444444444444	0.13879062114356233	-0.22244113597169948	False	author_malig+author_DRMref	mixed	this_pr	drop_GSE123902	leave-one-cohort-out of GSE123902+GSE131907+GSE207422; dropped GSE123902	GSE131907:-0.396,GSE207422:-0.091	GSE131907:21,GSE207422:12	GSE123902+GSE131907+GSE207422
triple_loo	2	GSE123902+GSE207422 (LOO drop GSE131907)	mean	25	-0.4174634541113015	0.19790308775880316	55.764341455998036	-1.9519742885899019	0.050941257282432935	7.0	6.0	13.0	-0.7142857142857143	0.03496503496503496	-0.3166444620934762	False	marker_malig+author_DRMref	mixed	this_pr	drop_GSE131907	leave-one-cohort-out of GSE123902+GSE131907+GSE207422; dropped GSE131907	GSE123902:-0.654,GSE207422:-0.091	GSE123902:13,GSE207422:12	GSE123902+GSE131907+GSE207422
