kind	k	cohorts	combo	score	malig_def	unit	n	rho	p	I2	stouffer_z	stouffer_p	note	loo	source	member_rhos	member_ns	n_q1	n_q4	n_compared	r_rb	p_q4q1	delta_median	thin_q4
triple	3	GSE127465+GSE131907+GSE205335	GSE127465+GSE131907+GSE205335	mean	tisch_malig+author_malig+author_malig	mixed	50	-0.26142166523169375	0.08658527883719333	0.0	-1.7152679295449866	0.08629611556519085	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE131907:-0.396,GSE205335:-0.200	GSE127465:7,GSE131907:21,GSE205335:22	13	13	26	-0.4556213017751479	0.05132911710792309	-0.132041231126597	False
triple	3	GSE127465+GSE131907+GSE207422	GSE127465+GSE131907+GSE207422	mean	tisch_malig+author_malig+author_DRMref	mixed	40	-0.2504467378508702	0.1542347369879058	0.0	-1.423768812987892	0.15451340641378947	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE131907:-0.396,GSE207422:-0.091	GSE127465:7,GSE131907:21,GSE207422:12	10	10	20	-0.36	0.18587673236587576	-0.16434533464153064	False
triple	3	GSE127465+GSE148071+GSE189357	GSE127465+GSE148071+GSE189357	mean	tisch_malig+tisch_malig+marker_malig	mixed	38	-0.05482258504578794	0.7730848188281703	2.573521034679127	-0.2778182642263686	0.781151870072518	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE148071:0.080,GSE189357:-0.517	GSE127465:7,GSE148071:22,GSE189357:9	10	10	20	-0.18000000000000005	0.5205228832757727	-0.11109417775264974	False
triple	3	GSE127465+GSE148071+GSE205335	GSE127465+GSE148071+GSE205335	mean	tisch_malig+tisch_malig+author_malig	mixed	51	-0.04555710654664622	0.7676514381107462	0.0	-0.2941565906242014	0.7686382495761905	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE148071:0.080,GSE205335:-0.200	GSE127465:7,GSE148071:22,GSE205335:22	14	12	26	-0.27380952380952384	0.2471599732119072	-0.1290668409122508	False
triple	3	GSE127465+GSE148071+GSE207422	GSE127465+GSE148071+GSE207422	mean	tisch_malig+tisch_malig+author_DRMref	mixed	41	0.03516327324859206	0.842266221529308	0.0	0.20320689843440237	0.8389733211525786	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE148071:0.080,GSE207422:-0.091	GSE127465:7,GSE148071:22,GSE207422:12	11	10	21	-0.18181818181818177	0.5035147104262714	-0.14372121089069484	False
triple	3	GSE127465+GSE189357+GSE205335	GSE127465+GSE189357+GSE205335	mean	tisch_malig+marker_malig+author_malig	mixed	38	-0.23227939692617683	0.20262208963221096	0.0	-1.28688382629695	0.19813478341888413	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE189357:-0.517,GSE205335:-0.200	GSE127465:7,GSE189357:9,GSE205335:22	10	10	20	-0.43999999999999995	0.10410988966022681	-0.13707767365759746	False
triple	3	GSE127465+GSE189357+GSE207422	GSE127465+GSE189357+GSE207422	mean	tisch_malig+marker_malig+author_DRMref	mixed	28	-0.19843300994808433	0.38071584837176486	0.0	-0.8888063584240787	0.3741071580645221	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE189357:-0.517,GSE207422:-0.091	GSE127465:7,GSE189357:9,GSE207422:12	7	7	14	-0.34693877551020413	0.31759906759906764	-0.24042119643017099	False
triple	3	GSE127465+GSE205335+GSE207422	GSE127465+GSE205335+GSE207422	mean	tisch_malig+author_malig+author_DRMref	mixed	41	-0.13207035315376728	0.4523562693309471	0.0	-0.7573948977744203	0.4488133119872538	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE205335:-0.200,GSE207422:-0.091	GSE127465:7,GSE205335:22,GSE207422:12	11	10	21	-0.34545454545454546	0.19266669599887198	-0.10158726280648134	False
triple	3	GSE131907+GSE148071+GSE189357	GSE131907+GSE148071+GSE189357	mean	author_malig+tisch_malig+marker_malig	mixed	52	-0.23800692265406714	0.22442936516273215	36.7690373288071	-1.4479608298977589	0.1476280056226247	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE148071:0.080,GSE189357:-0.517	GSE131907:21,GSE148071:22,GSE189357:9	13	13	26	-0.2899408284023669	0.2184091866192417	-0.1747998089525522	False
triple	3	GSE131907+GSE148071+GSE205335	GSE131907+GSE148071+GSE205335	mean	author_malig+tisch_malig+author_malig	mixed	65	-0.175306865191567	0.2184587726061724	13.80000186377656	-1.3236339612409342	0.18562464048309268	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE148071:0.080,GSE205335:-0.200	GSE131907:21,GSE148071:22,GSE205335:22	17	15	32	-0.35686274509803917	0.08925823729486179	-0.1794305244138712	False
triple	3	GSE131907+GSE148071+GSE207422	GSE131907+GSE148071+GSE207422	mean	author_malig+tisch_malig+author_DRMref	mixed	55	-0.1475946746539403	0.35518250138696283	14.420293615100412	-1.0098749542513235	0.31255520351841926	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE148071:0.080,GSE207422:-0.091	GSE131907:21,GSE148071:22,GSE207422:12	14	14	28	-0.26530612244897955	0.24133124222644808	-0.1771151666832117	False
triple	3	GSE131907+GSE189357+GSE205335	GSE131907+GSE189357+GSE205335	mean	author_malig+marker_malig+author_malig	mixed	52	-0.33191103974472147	0.023688250404699733	0.0	-2.2766356749329715	0.022807990669270473	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE189357:-0.517,GSE205335:-0.200	GSE131907:21,GSE189357:9,GSE205335:22	13	13	26	-0.5029585798816568	0.03125223885693879	-0.1983399620683706	False
triple	3	GSE131907+GSE189357+GSE207422	GSE131907+GSE189357+GSE207422	mean	author_malig+marker_malig+author_DRMref	mixed	42	-0.34290270809364387	0.04007430404918394	0.0	-2.066829942617665	0.03875018097393593	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE189357:-0.517,GSE207422:-0.091	GSE131907:21,GSE189357:9,GSE207422:12	12	10	22	-0.5	0.05175423288653064	-0.2614067366342193	False
triple	3	GSE131907+GSE205335+GSE207422	GSE131907+GSE205335+GSE207422	mean	author_malig+author_malig+author_DRMref	mixed	55	-0.2596486293334358	0.07150145994586629	0.0	-1.8110722369659487	0.07012967045936695	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE205335:-0.200,GSE207422:-0.091	GSE131907:21,GSE205335:22,GSE207422:12	14	14	28	-0.47959183673469385	0.032633216065285	-0.17984099901197076	False
triple	3	GSE148071+GSE189357+GSE205335	GSE148071+GSE189357+GSE205335	mean	tisch_malig+marker_malig+author_malig	mixed	53	-0.1335426726902858	0.3889149843025125	5.1663694560157385	-0.8822489406739689	0.3776422013404076	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE148071:0.080,GSE189357:-0.517,GSE205335:-0.200	GSE148071:22,GSE189357:9,GSE205335:22	14	12	26	-0.34523809523809523	0.14268048429722283	-0.2007833048574999	False
triple	3	GSE148071+GSE189357+GSE207422	GSE148071+GSE189357+GSE207422	mean	tisch_malig+marker_malig+author_DRMref	mixed	43	-0.080274691753345	0.6390073031253103	0.0	-0.47956372659877033	0.631537644277436	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE148071:0.080,GSE189357:-0.517,GSE207422:-0.091	GSE148071:22,GSE189357:9,GSE207422:12	11	11	22	-0.2892561983471075	0.26429152373398135	-0.20117235298285968	False
triple	3	GSE148071+GSE205335+GSE207422	GSE148071+GSE205335+GSE207422	mean	tisch_malig+author_malig+author_DRMref	mixed	56	-0.06724715639519294	0.6442820462848576	0.0	-0.467726082553039	0.6399804864117826	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE148071:0.080,GSE205335:-0.200,GSE207422:-0.091	GSE148071:22,GSE205335:22,GSE207422:12	15	13	28	-0.3025641025641026	0.18158360358737913	-0.1747998089525522	False
triple	3	GSE189357+GSE205335+GSE207422	GSE189357+GSE205335+GSE207422	mean	marker_malig+author_malig+author_DRMref	mixed	43	-0.23416177339239164	0.16416595896384412	0.0	-1.4114843548168943	0.15810184556185825	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE189357:-0.517,GSE205335:-0.200,GSE207422:-0.091	GSE189357:9,GSE205335:22,GSE207422:12	11	11	22	-0.5206611570247934	0.04178899680298453	-0.2706134171666716	False
triple	3	GSE123902+GSE127465+GSE131907	GSE123902+GSE127465+GSE131907	pct	marker_malig+tisch_malig+author_malig	mixed	41	-0.4828873580860055	0.015735078017309934	26.84219168308028	-3.055758603227631	0.002244919167958528	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE127465:0.179,GSE131907:-0.522	GSE123902:13,GSE127465:7,GSE131907:21	12	10	22	-0.55	0.0321141793079075	-0.28416690279383167	False
triple	3	GSE123902+GSE127465+GSE148071	GSE123902+GSE127465+GSE148071	pct	marker_malig+tisch_malig+tisch_malig	mixed	42	-0.2394863814789062	0.4048456885084507	57.48704963240968	-1.2672378007592167	0.20507027327934402	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE127465:0.179,GSE148071:-0.015	GSE123902:13,GSE127465:7,GSE148071:22	11	11	22	-0.2892561983471075	0.26429152373398135	-0.1747998089525522	False
triple	3	GSE123902+GSE127465+GSE189357	GSE123902+GSE127465+GSE189357	pct	marker_malig+tisch_malig+marker_malig	mixed	29	-0.48661981207756905	0.05165233225676751	29.4580992849406	-2.497713650195803	0.012499711739685362	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE127465:0.179,GSE189357:-0.600	GSE123902:13,GSE127465:7,GSE189357:9	9	7	16	-0.6190476190476191	0.04178321678321679	-0.2805472291874779	False
triple	3	GSE123902+GSE127465+GSE205335	GSE123902+GSE127465+GSE205335	pct	marker_malig+tisch_malig+author_malig	mixed	42	-0.4392041068156703	0.028453677413247922	26.42602855614733	-2.75273085068791	0.005910046235752494	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE127465:0.179,GSE205335:-0.435	GSE123902:13,GSE127465:7,GSE205335:22	11	11	22	-0.6694214876033058	0.008624253827852812	-0.2836294416243655	False
triple	3	GSE123902+GSE131907+GSE148071	GSE123902+GSE131907+GSE148071	pct	marker_malig+author_malig+tisch_malig	mixed	56	-0.40716208143381055	0.0639592995796083	59.381844224757906	-2.675990502345602	0.007450875655608609	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE131907:-0.522,GSE148071:-0.015	GSE123902:13,GSE131907:21,GSE148071:22	14	14	28	-0.4897959183673469	0.02907155995483803	-0.2786753734514373	False
triple	3	GSE123902+GSE131907+GSE189357	GSE123902+GSE131907+GSE189357	pct	marker_malig+author_malig+marker_malig	mixed	43	-0.5795522947096824	0.00011391912682542526	0.0	-3.8134519174311525	0.0001370391967728441	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE131907:-0.522,GSE189357:-0.600	GSE123902:13,GSE131907:21,GSE189357:9	13	10	23	-0.7230769230769231	0.0039289874708850715	-0.24929104120280599	False
triple	3	GSE123902+GSE131907+GSE205335	GSE123902+GSE131907+GSE205335	pct	marker_malig+author_malig+author_malig	mixed	56	-0.5218136869094381	7.240217090118928e-05	0.0	-3.920730557629751	8.828092750319099e-05	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE131907:-0.522,GSE205335:-0.435	GSE123902:13,GSE131907:21,GSE205335:22	14	14	28	-0.7346938775510203	0.0010188861995453222	-0.3115330024964838	False
triple	3	GSE123902+GSE148071+GSE189357	GSE123902+GSE148071+GSE189357	pct	marker_malig+tisch_malig+marker_malig	mixed	44	-0.4180230407938473	0.10890007873816832	58.209449131175184	-2.0672135986425664	0.03871403138599467	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE148071:-0.015,GSE189357:-0.600	GSE123902:13,GSE148071:22,GSE189357:9	11	11	22	-0.4380165289256198	0.0877681118303241	-0.1748481994502256	False
triple	3	GSE123902+GSE148071+GSE205335	GSE123902+GSE148071+GSE205335	pct	marker_malig+tisch_malig+author_malig	mixed	57	-0.369799056109834	0.07331750518286657	53.873518119052235	-2.4353962806757394	0.014875488538663838	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE148071:-0.015,GSE205335:-0.435	GSE123902:13,GSE148071:22,GSE205335:22	15	13	28	-0.45641025641025645	0.04267518404909314	-0.2512992866780008	False
triple	3	GSE123902+GSE189357+GSE205335	GSE123902+GSE189357+GSE205335	pct	marker_malig+marker_malig+author_malig	mixed	44	-0.535795647778375	0.0004012921070970465	0.0	-3.509639698217792	0.00044871427666245327	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE189357:-0.600,GSE205335:-0.435	GSE123902:13,GSE189357:9,GSE205335:22	11	11	22	-0.8016528925619835	0.0016220041892740275	-0.45607309081917635	False
triple	3	GSE127465+GSE131907+GSE148071	GSE127465+GSE131907+GSE148071	pct	tisch_malig+author_malig+tisch_malig	mixed	50	-0.21277094847188832	0.3478524055214658	46.487143266797084	-1.5347390710056716	0.1248479344716255	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE131907:-0.522,GSE148071:-0.015	GSE127465:7,GSE131907:21,GSE148071:22	13	13	26	-0.34911242603550297	0.13696741226229456	-0.2041179539108289	False
triple	3	GSE127465+GSE131907+GSE189357	GSE127465+GSE131907+GSE189357	pct	tisch_malig+author_malig+marker_malig	mixed	37	-0.4503460363513433	0.01753325016070948	8.609030254094252	-2.5923662915966714	0.009531822509767834	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE131907:-0.522,GSE189357:-0.600	GSE127465:7,GSE131907:21,GSE189357:9	11	9	20	-0.4545454545454546	0.09463839528709553	-0.3181621127422707	False
triple	3	GSE127465+GSE131907+GSE205335	GSE127465+GSE131907+GSE205335	pct	tisch_malig+author_malig+author_malig	mixed	50	-0.4242312034416306	0.0037364533769984466	0.0	-2.867449099717139	0.00413795360228901	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE131907:-0.522,GSE205335:-0.435	GSE127465:7,GSE131907:21,GSE205335:22	13	13	26	-0.6094674556213018	0.008912702937838354	-0.291069582069315	False
triple	3	GSE127465+GSE148071+GSE189357	GSE127465+GSE148071+GSE189357	pct	tisch_malig+tisch_malig+marker_malig	mixed	38	-0.14927907362826953	0.5051426677339832	21.21637388479894	-0.689163480942592	0.4907203952824831	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE148071:-0.015,GSE189357:-0.600	GSE127465:7,GSE148071:22,GSE189357:9	10	10	20	-0.19999999999999996	0.47267559351158717	-0.11109417775264974	False
triple	3	GSE127465+GSE148071+GSE205335	GSE127465+GSE148071+GSE205335	pct	tisch_malig+tisch_malig+author_malig	mixed	51	-0.1871014884176301	0.3006488973333331	22.38542240167807	-1.2891086240323621	0.19736032580579	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE148071:-0.015,GSE205335:-0.435	GSE127465:7,GSE148071:22,GSE205335:22	14	12	26	-0.3214285714285714	0.1728784373144301	-0.16246476426872475	False
triple	3	GSE127465+GSE189357+GSE205335	GSE127465+GSE189357+GSE205335	pct	tisch_malig+marker_malig+author_malig	mixed	38	-0.40040756873728445	0.022369609019605382	0.0	-2.2737961137278795	0.022978248030455874	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE189357:-0.600,GSE205335:-0.435	GSE127465:7,GSE189357:9,GSE205335:22	10	10	20	-0.6	0.025748080821108063	-0.3538782861230625	False
triple	3	GSE131907+GSE148071+GSE189357	GSE131907+GSE148071+GSE189357	pct	author_malig+tisch_malig+marker_malig	mixed	52	-0.3594286073421882	0.08721745881939835	47.09604584236505	-2.253501658106666	0.024227536301444648	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.522,GSE148071:-0.015,GSE189357:-0.600	GSE131907:21,GSE148071:22,GSE189357:9	13	13	26	-0.44378698224852076	0.0577704316108834	-0.2737213052785091	False
triple	3	GSE131907+GSE148071+GSE205335	GSE131907+GSE148071+GSE205335	pct	author_malig+tisch_malig+author_malig	mixed	65	-0.33744209851548745	0.04177433394371642	39.98341413681054	-2.5951492053488123	0.009454986405541915	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.522,GSE148071:-0.015,GSE205335:-0.435	GSE131907:21,GSE148071:22,GSE205335:22	17	15	32	-0.4745098039215686	0.023465791553119224	-0.2731990021302554	False
triple	3	GSE131907+GSE189357+GSE205335	GSE131907+GSE189357+GSE205335	pct	author_malig+marker_malig+author_malig	mixed	52	-0.4969801926539811	0.00034930371467486223	0.0	-3.554849410691287	0.0003781956294762255	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.522,GSE189357:-0.600,GSE205335:-0.435	GSE131907:21,GSE189357:9,GSE205335:22	13	13	26	-0.6923076923076923	0.0029360137896547694	-0.3232877446405839	False
triple	3	GSE148071+GSE189357+GSE205335	GSE148071+GSE189357+GSE205335	pct	tisch_malig+marker_malig+author_malig	mixed	53	-0.31175848391661626	0.09266970073753315	33.205905443020676	-2.005721661201977	0.04488595280462398	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE148071:-0.015,GSE189357:-0.600,GSE205335:-0.435	GSE148071:22,GSE189357:9,GSE205335:22	14	12	26	-0.40476190476190477	0.08487874677553436	-0.24383554432627585	False
