kind	k	cohorts	combo	score	malig_def	unit	n	rho	p	I2	stouffer_z	stouffer_p	note	loo	source	member_rhos	member_ns	n_q1	n_q4	n_compared	r_rb	p_q4q1	delta_median	thin_q4
triple	3	GSE123902+GSE127465+GSE131907	GSE123902+GSE127465+GSE131907	mean	marker_malig+tisch_malig+author_malig	mixed	41	-0.4314689928093102	0.019902148483039554	15.040547123274239	-2.6074182900939955	0.009122784082541434	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE127465:0.107,GSE131907:-0.396	GSE123902:13,GSE127465:7,GSE131907:21	12	10	22	-0.5166666666666666	0.04431379228316605	-0.2722259318030419	False
triple	3	GSE123902+GSE127465+GSE148071	GSE123902+GSE127465+GSE148071	mean	marker_malig+tisch_malig+tisch_malig	mixed	42	-0.21246545883843015	0.4865632898112543	61.80865426961102	-0.9875537127519457	0.3233712648796917	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE127465:0.107,GSE148071:0.080	GSE123902:13,GSE127465:7,GSE148071:22	11	11	22	-0.2892561983471075	0.26429152373398135	-0.1876168263409571	False
triple	3	GSE123902+GSE127465+GSE189357	GSE123902+GSE127465+GSE189357	mean	marker_malig+tisch_malig+marker_malig	mixed	29	-0.48297620178129314	0.028851210718647033	11.852882949446968	-2.3918756453385916	0.016762520740393385	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE127465:0.107,GSE189357:-0.517	GSE123902:13,GSE127465:7,GSE189357:9	9	7	16	-0.6190476190476191	0.04178321678321679	-0.2805472291874779	False
triple	3	GSE123902+GSE127465+GSE205335	GSE123902+GSE127465+GSE205335	mean	marker_malig+tisch_malig+author_malig	mixed	42	-0.33254052881741036	0.13843313639603272	35.69715462022779	-1.9334889714140986	0.05317599038222603	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE127465:0.107,GSE205335:-0.200	GSE123902:13,GSE127465:7,GSE205335:22	11	11	22	-0.5206611570247934	0.04178899680298453	-0.2332142735653298	False
triple	3	GSE123902+GSE127465+GSE207422	GSE123902+GSE127465+GSE207422	mean	marker_malig+tisch_malig+author_DRMref	mixed	32	-0.31188596202056923	0.24201390221075092	39.4934705421962	-1.6787879407447022	0.09319337968168236	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE127465:0.107,GSE207422:-0.091	GSE123902:13,GSE127465:7,GSE207422:12	8	8	16	-0.46875	0.13038073038073036	-0.23696355236504874	False
triple	3	GSE123902+GSE131907+GSE148071	GSE123902+GSE131907+GSE148071	mean	marker_malig+author_malig+tisch_malig	mixed	56	-0.3274390566317394	0.16099986673159006	62.38641752434195	-1.994248828884381	0.04612486835795736	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE131907:-0.396,GSE148071:0.080	GSE123902:13,GSE131907:21,GSE148071:22	14	14	28	-0.37755102040816324	0.09352482094264832	-0.215002943614235	False
triple	3	GSE123902+GSE131907+GSE189357	GSE123902+GSE131907+GSE189357	mean	marker_malig+author_malig+marker_malig	mixed	43	-0.5025655934074454	0.001268739670789717	0.0	-3.206270673969155	0.001344674378537487	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE131907:-0.396,GSE189357:-0.517	GSE123902:13,GSE131907:21,GSE189357:9	13	10	23	-0.6615384615384615	0.008395449977314264	-0.2747976069527426	False
triple	3	GSE123902+GSE131907+GSE205335	GSE123902+GSE131907+GSE205335	mean	marker_malig+author_malig+author_malig	mixed	56	-0.3913038036189557	0.0071140576297025315	8.995780243536583	-2.7868769103276927	0.005321868932714198	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE131907:-0.396,GSE205335:-0.200	GSE123902:13,GSE131907:21,GSE205335:22	14	14	28	-0.5714285714285714	0.010769318472118442	-0.23780166722642135	False
triple	3	GSE123902+GSE131907+GSE207422	GSE123902+GSE131907+GSE207422	mean	marker_malig+author_malig+author_DRMref	mixed	46	-0.4112890327849129	0.013434434078487186	11.988216337317288	-2.63860392964488	0.008324817867020157	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE131907:-0.396,GSE207422:-0.091	GSE123902:13,GSE131907:21,GSE207422:12	13	11	24	-0.5804195804195804	0.017530018461674984	-0.2836294416243655	False
triple	3	GSE123902+GSE148071+GSE189357	GSE123902+GSE148071+GSE189357	mean	marker_malig+tisch_malig+marker_malig	mixed	44	-0.3618290399918176	0.20345088123305466	63.57061431731738	-1.6258889923100615	0.10397327220901846	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE148071:0.080,GSE189357:-0.517	GSE123902:13,GSE148071:22,GSE189357:9	11	11	22	-0.4545454545454546	0.07623611561456439	-0.2512992866780008	False
triple	3	GSE123902+GSE148071+GSE205335	GSE123902+GSE148071+GSE205335	mean	marker_malig+tisch_malig+author_malig	mixed	57	-0.25335123565508877	0.2598377974105158	58.91501460755364	-1.4475823114448485	0.14773390106534742	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE148071:0.080,GSE205335:-0.200	GSE123902:13,GSE148071:22,GSE205335:22	15	13	28	-0.40512820512820513	0.07240734006074492	-0.2513027620236301	False
triple	3	GSE123902+GSE148071+GSE207422	GSE123902+GSE148071+GSE207422	mean	marker_malig+tisch_malig+author_DRMref	mixed	47	-0.23409943060217817	0.36730018149552246	59.79957204390578	-1.1312153997744734	0.257964441784019	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE148071:0.080,GSE207422:-0.091	GSE123902:13,GSE148071:22,GSE207422:12	12	12	24	-0.36111111111111116	0.14095521914437145	-0.2570729510396911	False
triple	3	GSE123902+GSE189357+GSE205335	GSE123902+GSE189357+GSE205335	mean	marker_malig+marker_malig+author_malig	mixed	44	-0.4200941097025956	0.016617831206136337	14.411337655023319	-2.5443999915154953	0.010946565303047868	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE189357:-0.517,GSE205335:-0.200	GSE123902:13,GSE189357:9,GSE205335:22	11	11	22	-0.6528925619834711	0.010439075899985918	-0.2395803428052232	False
triple	3	GSE123902+GSE189357+GSE207422	GSE123902+GSE189357+GSE207422	mean	marker_malig+marker_malig+author_DRMref	mixed	34	-0.44784514586787594	0.02593961907382988	13.907076204274993	-2.3994017908851357	0.016421884314632516	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE189357:-0.517,GSE207422:-0.091	GSE123902:13,GSE189357:9,GSE207422:12	10	8	18	-0.8	0.0030622971799442386	-0.30177411540825927	False
triple	3	GSE123902+GSE205335+GSE207422	GSE123902+GSE205335+GSE207422	mean	marker_malig+author_malig+author_DRMref	mixed	47	-0.3280577333619408	0.08623394291574589	30.11290743966173	-2.012724063912981	0.04414366636200303	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE205335:-0.200,GSE207422:-0.091	GSE123902:13,GSE205335:22,GSE207422:12	12	12	24	-0.5694444444444444	0.01937331933159289	-0.24216923487415215	False
triple	3	GSE127465+GSE131907+GSE148071	GSE127465+GSE131907+GSE148071	mean	tisch_malig+author_malig+tisch_malig	mixed	50	-0.13031474225879563	0.47723046999197016	21.98973525807891	-0.8666221511003543	0.38614907253151964	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE131907:-0.396,GSE148071:0.080	GSE127465:7,GSE131907:21,GSE148071:22	13	13	26	-0.21893491124260356	0.3559671197337311	-0.1501297195848973	False
triple	3	GSE127465+GSE131907+GSE189357	GSE127465+GSE131907+GSE189357	mean	tisch_malig+author_malig+marker_malig	mixed	37	-0.3596894092285943	0.046326663988107517	0.0	-1.9980748303653633	0.045708548031346705	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE131907:-0.396,GSE189357:-0.517	GSE127465:7,GSE131907:21,GSE189357:9	11	9	20	-0.3939393939393939	0.14887949369946918	-0.19719395918556187	False
