nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
302	31	0	31	0.0	1.0	1.0498723983764648	1.0498723983764648	Epithelial cells	1	31			False		
303	31	31	0	1.0	0.0	0.0665426030755043		T lymphocytes	3	31			False		
304	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
305	31	0	0	0.0	0.0	0.16615281999111176		Myeloid cells	1	31			False		
306	31	30	0	0.967741935483871	0.0	0.12309155613183975		T lymphocytes	1	31			False		
307	31	0	31	0.0	1.0	1.6568869352340698	1.6568869352340698	Epithelial cells	1	31			False		
308	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
309	31	0	31	0.0	1.0	1.653231143951416	1.653231143951416	Epithelial cells	1	31			False		
310	31	0	31	0.0	1.0	0.9279114007949829	0.9279114007949829	Epithelial cells	5	31	-0.39999999999999997	0.5046315754686912	True	0.8746947308123981	0.8568013677854431
311	31	31	0	1.0	0.0	0.0712013691663742		T lymphocytes	1	31			False		
312	31	0	0	0.0	0.0	0.020332610234618187		Myeloid cells	2	31			False		
313	31	0	0	0.0	0.0	0.15589994192123413		Myeloid cells	1	31			False		
314	31	0	0	0.0	0.0	0.014697072096168995		Myeloid cells	1	31			False		
315	31	0	31	0.0	1.0	2.1234891414642334	2.1234891414642334	Epithelial cells	2	31			False		
316	31	0	31	0.0	1.0	0.9827043414115906	0.9827043414115906	Epithelial cells	2	31			False		
317	31	0	31	0.0	1.0	2.1664741039276123	2.1664741039276123	Epithelial cells	1	31			False		
318	31	0	31	0.0	1.0	1.7510960102081299	1.7510960102081299	Epithelial cells	1	31			False		
319	31	0	0	0.0	0.0	0.35187801718711853		Myeloid cells	1	31			False		
320	31	0	31	0.0	1.0	1.1758350133895874	1.1758350133895874	Epithelial cells	3	31			False		
321	31	0	31	0.0	1.0	2.562885046005249	2.562885046005249	Epithelial cells	2	31			False		
322	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
323	31	0	0	0.0	0.0	0.17608550190925598		Myeloid cells	1	31			False		
324	31	31	0	1.0	0.0	0.6955386996269226		T lymphocytes	1	31			False		
325	31	31	0	1.0	0.0	0.07263386994600296		T lymphocytes	1	31			False		
326	31	0	31	0.0	1.0	2.0487210750579834	2.0487210750579834	Epithelial cells	4	31			False		
327	31	0	31	0.0	1.0	1.8589776754379272	1.8589776754379272	Epithelial cells	1	31			False		
328	31	0	31	0.0	1.0	1.4351166486740112	1.4351166486740112	Epithelial cells	1	31			False		
329	31	0	31	0.0	1.0	1.0803992748260498	1.0803992748260498	Epithelial cells	1	31			False		
330	31	0	0	0.0	0.0	0.14564941823482513		Myeloid cells	1	31			False		
331	31	1	0	0.03225806451612903	0.0	0.19325551390647888		B lymphocytes	2	31			False		
332	31	0	0	0.0	0.0	0.07190775126218796		Myeloid cells	3	31			False		
333	31	0	31	0.0	1.0	0.09354998171329498	0.09354998171329498	Epithelial cells	1	31			False		
334	31	0	31	0.0	1.0	2.092341423034668	2.092341423034668	Epithelial cells	1	31			False		
335	31	0	0	0.0	0.0	0.029580041766166687		Myeloid cells	1	31			False		
336	31	0	0	0.0	0.0	0.044354889541864395		Myeloid cells	1	31			False		
337	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
338	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
339	31	0	31	0.0	1.0	2.273799419403076	2.273799419403076	Epithelial cells	2	31			False		
340	31	0	31	0.0	1.0	1.7141966819763184	1.7141966819763184	Epithelial cells	1	31			False		
341	31	0	31	0.0	1.0	1.8900278806686401	1.8900278806686401	Epithelial cells	1	31			False		
342	31	0	30	0.0	0.967741935483871	1.2454367876052856	1.2869513034820557	Epithelial cells	1	31			False		
343	31	0	31	0.0	1.0	1.8048086166381836	1.8048086166381836	Epithelial cells	1	31			False		
344	31	0	31	0.0	1.0	1.8403314352035522	1.8403314352035522	Epithelial cells	1	31			False		
345	31	0	0	0.0	0.0	0.2170943170785904		Myeloid cells	1	31			False		
346	31	0	31	0.0	1.0	1.8096178770065308	1.8096178770065308	Epithelial cells	3	31			False		
347	31	0	31	0.0	1.0	1.9034923315048218	1.9034923315048218	Epithelial cells	1	31			False		
348	31	31	0	1.0	0.0	0.022509004920721054		T lymphocytes	2	31			False		
349	31	0	31	0.0	1.0	1.5079424381256104	1.5079424381256104	Epithelial cells	1	31			False		
350	31	0	31	0.0	1.0	2.136287212371826	2.136287212371826	Epithelial cells	1	31			False		
351	31	0	31	0.0	1.0	2.237398862838745	2.237398862838745	Epithelial cells	1	31			False		
352	31	0	0	0.0	0.0	0.5174687504768372		Myeloid cells	1	31			False		
353	31	0	31	0.0	1.0	2.0244643688201904	2.0244643688201904	Epithelial cells	1	31			False		
354	31	0	0	0.0	0.0	0.02084050141274929		Myeloid cells	2	31			False		
355	31	0	31	0.0	1.0	0.8340916037559509	0.8340916037559509	Epithelial cells	3	31			False		
356	31	0	31	0.0	1.0	1.868137240409851	1.868137240409851	Epithelial cells	1	31			False		
357	31	0	0	0.0	0.0	0.09654949605464935		Myeloid cells	1	31			False		
358	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
359	31	0	31	0.0	1.0	2.0148160457611084	2.0148160457611084	Epithelial cells	1	31			False		
360	31	0	0	0.0	0.0	0.116549052298069		Myeloid cells	1	31			False		
361	31	0	31	0.0	1.0	2.126237630844116	2.126237630844116	Epithelial cells	1	31			False		
362	31	0	0	0.0	0.0	0.050288211554288864		B lymphocytes	1	31			False		
363	31	0	0	0.0	0.0	0.040902264416217804		Myeloid cells	2	31			False		
364	31	0	31	0.0	1.0	1.747043490409851	1.747043490409851	Epithelial cells	2	31			False		
365	31	0	31	0.0	1.0	2.0552620887756348	2.0552620887756348	Epithelial cells	1	31			False		
366	31	0	0	0.0	0.0	0.17320147156715393		Myeloid cells	1	31			False		
367	31	31	0	1.0	0.0	0.296403169631958		T lymphocytes	1	31			False		
368	31	0	31	0.0	1.0	2.1083033084869385	2.1083033084869385	Epithelial cells	1	31			False		
369	31	0	31	0.0	1.0	1.0280394554138184	1.0280394554138184	Epithelial cells	1	31			False		
370	31	0	31	0.0	1.0	2.037437915802002	2.037437915802002	Epithelial cells	1	31			False		
371	31	31	0	1.0	0.0	0.19031934440135956		T lymphocytes	1	31			False		
372	31	0	31	0.0	1.0	1.605709433555603	1.605709433555603	Epithelial cells	1	31			False		
373	31	0	31	0.0	1.0	2.1081063747406006	2.1081063747406006	Epithelial cells	1	31			False		
374	31	0	29	0.0	0.9354838709677419	0.9413134455680847	1.006231665611267	Epithelial cells	1	31			False		
375	31	0	31	0.0	1.0	0.8414995074272156	0.8414995074272156	Epithelial cells	1	31			False		
376	31	0	0	0.0	0.0	0.029580041766166687		Myeloid cells	1	31			False		
377	31	0	31	0.0	1.0	1.3774601221084595	1.3774601221084595	Epithelial cells	2	31			False		
378	31	0	31	0.0	1.0	1.8592867851257324	1.8592867851257324	Epithelial cells	1	31			False		
379	31	0	31	0.0	1.0	1.6998481750488281	1.6998481750488281	Epithelial cells	1	31			False		
380	31	0	31	0.0	1.0	2.0991382598876953	2.0991382598876953	Epithelial cells	1	31			False		
381	31	0	29	0.0	0.9354838709677419	1.3235853910446167	1.4148671627044678	Epithelial cells	4	31			False		
382	31	0	31	0.0	1.0	2.5505447387695312	2.5505447387695312	Epithelial cells	1	31			False		
383	31	0	0	0.0	0.0	0.013660185039043427		B lymphocytes	2	31			False		
384	31	0	31	0.0	1.0	1.345762014389038	1.345762014389038	Epithelial cells	3	31			False		
385	31	0	31	0.0	1.0	2.256622791290283	2.256622791290283	Epithelial cells	1	31			False		
386	31	0	31	0.0	1.0	1.8608620166778564	1.8608620166778564	Epithelial cells	2	31			False		
387	31	0	31	0.0	1.0	2.1369776725769043	2.1369776725769043	Epithelial cells	3	31			False		
388	31	0	31	0.0	1.0	2.0967495441436768	2.0967495441436768	Epithelial cells	2	31			False		
389	31	0	31	0.0	1.0	1.4877440929412842	1.4877440929412842	Epithelial cells	1	31			False		
390	31	31	0	1.0	0.0	0.12043672800064087		T lymphocytes	1	31			False		
391	31	0	0	0.0	0.0	0.20344188809394836		Myeloid cells	1	31			False		
392	31	0	31	0.0	1.0	2.1490612030029297	2.1490612030029297	Epithelial cells	1	31			False		
393	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
394	31	0	31	0.0	1.0	1.8964658975601196	1.8964658975601196	Epithelial cells	1	31			False		
395	31	0	31	0.0	1.0	1.1012012958526611	1.1012012958526611	Epithelial cells	2	31			False		
396	31	0	0	0.0	0.0	0.07635937631130219		Myeloid cells	4	31			False		
397	31	31	0	1.0	0.0	0.13146255910396576		T lymphocytes	1	31			False		
398	31	0	31	0.0	1.0	1.8151453733444214	1.8151453733444214	Epithelial cells	3	31			False		
399	31	31	0	1.0	0.0	0.07069534808397293		T lymphocytes	1	31			False		
400	31	0	31	0.0	1.0	1.515324592590332	1.515324592590332	Epithelial cells	1	31			False		
401	31	0	31	0.0	1.0	1.832135796546936	1.832135796546936	Epithelial cells	2	31			False		
402	31	0	31	0.0	1.0	1.6938179731369019	1.6938179731369019	Epithelial cells	1	31			False		
403	31	31	0	1.0	0.0	0.0499279722571373		T lymphocytes	2	31			False		
404	31	0	31	0.0	1.0	1.4772709608078003	1.4772709608078003	Epithelial cells	1	31			False		
405	31	0	31	0.0	1.0	2.090082883834839	2.090082883834839	Epithelial cells	1	31			False		
406	31	0	31	0.0	1.0	1.2057403326034546	1.2057403326034546	Epithelial cells	1	31			False		
407	31	0	0	0.0	0.0	0.08227626234292984		Myeloid cells	1	31			False		
408	31	0	0	0.0	0.0	0.034091219305992126		Myeloid cells	1	31			False		
409	31	0	31	0.0	1.0	1.7705997228622437	1.7705997228622437	Epithelial cells	2	31			False		
410	31	0	31	0.0	1.0	0.8970667123794556	0.8970667123794556	Epithelial cells	1	31			False		
411	31	0	0	0.0	0.0	0.05677059292793274		Myeloid cells	2	31			False		
412	31	0	31	0.0	1.0	1.7016938924789429	1.7016938924789429	Epithelial cells	1	31			False		
413	31	0	0	0.0	0.0	0.10372472554445267		Myeloid cells	1	31			False		
414	31	0	31	0.0	1.0	1.6373226642608643	1.6373226642608643	Epithelial cells	3	31			False		
415	31	0	31	0.0	1.0	1.7664726972579956	1.7664726972579956	Epithelial cells	3	31			False		
416	31	0	31	0.0	1.0	1.4866364002227783	1.4866364002227783	Epithelial cells	1	31			False		
417	31	0	31	0.0	1.0	1.7890185117721558	1.7890185117721558	Epithelial cells	1	31			False		
418	31	0	0	0.0	0.0	0.044383399188518524		Myeloid cells	4	31			False		
419	31	0	31	0.0	1.0	2.1300227642059326	2.1300227642059326	Epithelial cells	1	31			False		
420	31	0	31	0.0	1.0	2.0601909160614014	2.0601909160614014	Epithelial cells	1	31			False		
421	31	0	0	0.0	0.0	0.029099980369210243		Myeloid cells	5	31	-0.8999999999999998	0.03738607346849874	True	0.32401263672698905	0.32296017296534224
422	31	0	0	0.0	0.0	0.26537513732910156		Myeloid cells	1	31			False		
423	31	0	31	0.0	1.0	1.582932949066162	1.582932949066162	Epithelial cells	1	31			False		
424	31	0	0	0.0	0.0	0.37234267592430115		Myeloid cells	1	31			False		
425	31	0	31	0.0	1.0	2.2246127128601074	2.2246127128601074	Epithelial cells	1	31			False		
426	31	0	31	0.0	1.0	2.243420362472534	2.243420362472534	Epithelial cells	1	31			False		
427	31	0	31	0.0	1.0	1.9545918703079224	1.9545918703079224	Epithelial cells	1	31			False		
428	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
429	31	0	31	0.0	1.0	1.973688006401062	1.973688006401062	Epithelial cells	1	31			False		
430	31	0	31	0.0	1.0	0.93581223487854	0.93581223487854	Epithelial cells	1	31			False		
431	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
432	31	0	31	0.0	1.0	2.157593011856079	2.157593011856079	Epithelial cells	1	31			False		
433	31	0	31	0.0	1.0	1.1467403173446655	1.1467403173446655	Epithelial cells	1	31			False		
434	31	0	31	0.0	1.0	2.227020502090454	2.227020502090454	Epithelial cells	1	31			False		
435	31	0	0	0.0	0.0	0.1874392181634903		Myeloid cells	2	31			False		
436	31	0	31	0.0	1.0	1.6736633777618408	1.6736633777618408	Epithelial cells	1	31			False		
437	31	0	31	0.0	1.0	1.8628337383270264	1.8628337383270264	Epithelial cells	3	31			False		
438	31	0	0	0.0	0.0	0.2478182464838028		B lymphocytes	1	31			False		
439	31	31	0	1.0	0.0	0.10905974358320236		T lymphocytes	1	31			False		
440	31	31	0	1.0	0.0	0.818905234336853		T lymphocytes	1	31			False		
441	31	0	31	0.0	1.0	1.4171167612075806	1.4171167612075806	Epithelial cells	1	31			False		
442	31	0	31	0.0	1.0	1.7510311603546143	1.7510311603546143	Epithelial cells	1	31			False		
443	31	0	31	0.0	1.0	2.063467025756836	2.063467025756836	Epithelial cells	3	31			False		
444	31	0	31	0.0	1.0	1.319553256034851	1.319553256034851	Epithelial cells	1	31			False		
445	31	0	31	0.0	1.0	1.3424813747406006	1.3424813747406006	Epithelial cells	2	31			False		
446	31	0	27	0.0	0.8709677419354839	0.16292569041252136	0.10419908165931702	Epithelial cells	1	31			False		
447	31	0	31	0.0	1.0	1.540198802947998	1.540198802947998	Epithelial cells	1	31			False		
448	31	0	31	0.0	1.0	1.0707255601882935	1.0707255601882935	Epithelial cells	1	31			False		
449	31	0	0	0.0	0.0	0.08874211460351944		B lymphocytes	1	31			False		
450	31	0	31	0.0	1.0	1.6208882331848145	1.6208882331848145	Epithelial cells	1	31			False		
451	31	0	31	0.0	1.0	1.641310691833496	1.641310691833496	Epithelial cells	1	31			False		
452	31	0	31	0.0	1.0	2.1001768112182617	2.1001768112182617	Epithelial cells	2	31			False		
453	31	0	0	0.0	0.0	0.1089288666844368		Myeloid cells	1	31			False		
454	31	0	31	0.0	1.0	2.3777103424072266	2.3777103424072266	Epithelial cells	1	31			False		
455	31	0	0	0.0	0.0	0.12766796350479126		Myeloid cells	1	31			False		
456	31	0	31	0.0	1.0	1.8956025838851929	1.8956025838851929	Epithelial cells	1	31			False		
457	31	0	31	0.0	1.0	1.5922003984451294	1.5922003984451294	Epithelial cells	1	31			False		
458	31	0	0	0.0	0.0	0.08751609176397324		Myeloid cells	1	31			False		
459	31	0	31	0.0	1.0	2.163987874984741	2.163987874984741	Epithelial cells	1	31			False		
460	31	0	0	0.0	0.0	0.0192379392683506		Myeloid cells	2	31			False		
461	31	0	31	0.0	1.0	1.2351967096328735	1.2351967096328735	Epithelial cells	2	31			False		
462	31	0	31	0.0	1.0	1.7544703483581543	1.7544703483581543	Epithelial cells	1	31			False		
463	31	0	31	0.0	1.0	1.092187762260437	1.092187762260437	Epithelial cells	1	31			False		
464	31	31	0	1.0	0.0	0.8080354928970337		T lymphocytes	1	31			False		
465	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
466	31	0	31	0.0	1.0	1.019829273223877	1.019829273223877	Epithelial cells	1	31			False		
467	31	0	31	0.0	1.0	1.8672893047332764	1.8672893047332764	Epithelial cells	2	31			False		
468	31	0	0	0.0	0.0	0.1633935421705246		Myeloid cells	1	31			False		
469	31	19	9	0.6129032258064516	0.2903225806451613	0.5842747688293457	0.5651683807373047	T lymphocytes	1	31			False		
470	31	31	0	1.0	0.0	0.05976112559437752		T lymphocytes	1	31			False		
471	31	0	31	0.0	1.0	1.0942970514297485	1.0942970514297485	Epithelial cells	1	31			False		
472	31	0	31	0.0	1.0	1.6118050813674927	1.6118050813674927	Epithelial cells	1	31			False		
473	31	0	31	0.0	1.0	1.5796831846237183	1.5796831846237183	Epithelial cells	1	31			False		
474	31	0	31	0.0	1.0	2.3278372287750244	2.3278372287750244	Epithelial cells	1	31			False		
475	31	0	0	0.0	0.0	0.07967725396156311		Myeloid cells	2	31			False		
476	31	0	31	0.0	1.0	1.6582814455032349	1.6582814455032349	Epithelial cells	1	31			False		
477	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
478	31	3	0	0.0967741935483871	0.0	0.0		B lymphocytes	1	31			False		
479	31	0	31	0.0	1.0	1.2567065954208374	1.2567065954208374	Epithelial cells	1	31			False		
480	31	0	31	0.0	1.0	1.021728277206421	1.021728277206421	Epithelial cells	1	31			False		
481	31	0	31	0.0	1.0	2.523674249649048	2.523674249649048	Epithelial cells	1	31			False		
482	31	0	31	0.0	1.0	2.0654685497283936	2.0654685497283936	Epithelial cells	1	31			False		
483	31	0	0	0.0	0.0	0.08039162307977676		B lymphocytes	1	31			False		
484	31	0	0	0.0	0.0	0.04113053157925606		Myeloid cells	2	31			False		
485	31	31	0	1.0	0.0	0.06728850305080414		T lymphocytes	1	31			False		
486	31	0	31	0.0	1.0	1.3661859035491943	1.3661859035491943	Epithelial cells	2	31			False		
487	31	0	31	0.0	1.0	1.8099033832550049	1.8099033832550049	Epithelial cells	1	31			False		
488	31	0	31	0.0	1.0	1.8035417795181274	1.8035417795181274	Epithelial cells	5	31	0.3	0.623837664781073	True	0.9456292858669998	0.928253005017017
489	31	0	0	0.0	0.0	0.010003121569752693		Myeloid cells	2	31			False		
490	31	0	31	0.0	1.0	1.628425121307373	1.628425121307373	Epithelial cells	1	31			False		
491	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
492	31	0	31	0.0	1.0	2.244230031967163	2.244230031967163	Epithelial cells	1	31			False		
493	31	0	31	0.0	1.0	1.6739833354949951	1.6739833354949951	Epithelial cells	3	31			False		
494	31	31	0	1.0	0.0	0.06728850305080414		T lymphocytes	1	31			False		
495	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
496	31	0	31	0.0	1.0	1.8048509359359741	1.8048509359359741	Epithelial cells	3	31			False		
497	31	0	31	0.0	1.0	2.126401901245117	2.126401901245117	Epithelial cells	1	31			False		
498	31	31	0	1.0	0.0	0.32277894020080566		T lymphocytes	1	31			False		
499	31	0	31	0.0	1.0	1.144286036491394	1.144286036491394	Epithelial cells	2	31			False		
500	31	0	31	0.0	1.0	1.9427698850631714	1.9427698850631714	Epithelial cells	1	31			False		
501	31	0	0	0.0	0.0	0.055988505482673645		Myeloid cells	3	31			False		
502	31	0	31	0.0	1.0	2.0414633750915527	2.0414633750915527	Epithelial cells	1	31			False		
503	31	0	31	0.0	1.0	0.9928407073020935	0.9928407073020935	Epithelial cells	1	31			False		
504	31	31	0	1.0	0.0	0.34310075640678406		T lymphocytes	1	31			False		
505	31	1	0	0.03225806451612903	0.0	0.17016153037548065		B lymphocytes	1	31			False		
506	31	0	0	0.0	0.0	0.13732309639453888		Myeloid cells	1	31			False		
507	31	0	31	0.0	1.0	2.1795711517333984	2.1795711517333984	Epithelial cells	2	31			False		
508	31	0	31	0.0	1.0	2.3764302730560303	2.3764302730560303	Epithelial cells	1	31			False		
509	31	0	0	0.0	0.0	0.04440772533416748		Myeloid cells	1	31			False		
510	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
511	31	0	0	0.0	0.0	0.37533459067344666		Myeloid cells	1	31			False		
512	31	0	31	0.0	1.0	1.919291615486145	1.919291615486145	Epithelial cells	1	31			False		
513	31	0	31	0.0	1.0	2.3529341220855713	2.3529341220855713	Epithelial cells	3	31			False		
514	31	0	0	0.0	0.0	0.0192379392683506		Myeloid cells	1	31			False		
515	31	31	0	1.0	0.0	0.12351294606924057		T lymphocytes	1	31			False		
516	31	0	31	0.0	1.0	1.6268084049224854	1.6268084049224854	Epithelial cells	1	31			False		
517	31	0	30	0.0	0.967741935483871	0.5122246146202087	0.5292988419532776	Epithelial cells	2	31			False		
518	31	0	31	0.0	1.0	2.4613049030303955	2.4613049030303955	Epithelial cells	1	31			False		
519	31	0	0	0.0	0.0	0.1180734932422638		Myeloid cells	1	31			False		
520	31	0	6	0.0	0.1935483870967742	0.11352428048849106	0.5865421295166016	Myeloid cells	4	31			False		
521	31	0	31	0.0	1.0	1.3962634801864624	1.3962634801864624	Epithelial cells	1	31			False		
522	31	0	0	0.0	0.0	0.19145849347114563		Myeloid cells	1	31			False		
523	31	0	0	0.0	0.0	0.03496820479631424		Myeloid cells	3	31			False		
524	31	31	0	1.0	0.0	0.06736832112073898		T lymphocytes	1	31			False		
525	31	31	0	1.0	0.0	0.06728850305080414		T lymphocytes	1	31			False		
526	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
527	31	0	0	0.0	0.0	0.04021400958299637		Myeloid cells	2	31			False		
528	31	0	0	0.0	0.0	0.09208893030881882		Myeloid cells	3	31			False		
529	31	0	0	0.0	0.0	0.08466502279043198		Myeloid cells	1	31			False		
530	31	0	0	0.0	0.0	0.05586649477481842		B lymphocytes	1	31			False		
531	31	31	0	1.0	0.0	0.14527931809425354		T lymphocytes	1	31			False		
532	31	0	31	0.0	1.0	1.9131815433502197	1.9131815433502197	Epithelial cells	5	31	-0.09999999999999999	0.8728885715695384	True	0.9456292858669998	0.928253005017017
533	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
534	31	0	0	0.0	0.0	0.03362802043557167		Myeloid cells	1	31			False		
535	31	0	31	0.0	1.0	0.08301269263029099	0.08301269263029099	Epithelial cells	1	31			False		
536	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
537	31	0	31	0.0	1.0	2.0090479850769043	2.0090479850769043	Epithelial cells	1	31			False		
538	31	0	31	0.0	1.0	1.8100379705429077	1.8100379705429077	Epithelial cells	1	31			False		
539	31	0	0	0.0	0.0	0.0681934654712677		Myeloid cells	1	31			False		
540	31	0	31	0.0	1.0	0.8829379677772522	0.8829379677772522	Epithelial cells	3	31			False		
541	31	31	0	1.0	0.0	0.0		NK cells	2	31			False		
542	31	0	31	0.0	1.0	1.8545790910720825	1.8545790910720825	Epithelial cells	1	31			False		
543	31	0	31	0.0	1.0	1.9830408096313477	1.9830408096313477	Epithelial cells	1	31			False		
544	31	0	31	0.0	1.0	1.7729909420013428	1.7729909420013428	Epithelial cells	1	31			False		
545	31	0	31	0.0	1.0	1.730573296546936	1.730573296546936	Epithelial cells	2	31			False		
546	31	0	31	0.0	1.0	2.0077319145202637	2.0077319145202637	Epithelial cells	3	31			False		
547	31	0	0	0.0	0.0	0.05350539833307266		Myeloid cells	2	31			False		
548	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
549	31	0	31	0.0	1.0	1.9417181015014648	1.9417181015014648	Epithelial cells	1	31			False		
550	31	0	31	0.0	1.0	2.09841251373291	2.09841251373291	Epithelial cells	2	31			False		
551	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
552	31	0	0	0.0	0.0	0.054594267159700394		Myeloid cells	2	31			False		
553	31	31	0	1.0	0.0	0.06288214772939682		T lymphocytes	1	31			False		
554	31	0	31	0.0	1.0	2.0048465728759766	2.0048465728759766	Epithelial cells	2	31			False		
555	31	0	31	0.0	1.0	2.006237030029297	2.006237030029297	Epithelial cells	3	31			False		
556	31	0	31	0.0	1.0	2.1159486770629883	2.1159486770629883	Epithelial cells	1	31			False		
557	31	0	0	0.0	0.0	0.06791897118091583		Myeloid cells	1	31			False		
558	31	0	31	0.0	1.0	1.9241098165512085	1.9241098165512085	Epithelial cells	1	31			False		
559	31	0	31	0.0	1.0	2.128624677658081	2.128624677658081	Epithelial cells	1	31			False		
560	31	0	31	0.0	1.0	1.928510069847107	1.928510069847107	Epithelial cells	1	31			False		
561	31	0	31	0.0	1.0	1.2550866603851318	1.2550866603851318	Epithelial cells	1	31			False		
562	31	0	31	0.0	1.0	1.922594666481018	1.922594666481018	Epithelial cells	1	31			False		
563	31	0	31	0.0	1.0	2.365753650665283	2.365753650665283	Epithelial cells	1	31			False		
564	31	0	31	0.0	1.0	1.8668431043624878	1.8668431043624878	Epithelial cells	3	31			False		
565	31	0	0	0.0	0.0	0.4118638336658478		Myeloid cells	1	31			False		
566	31	0	31	0.0	1.0	2.1236095428466797	2.1236095428466797	Epithelial cells	1	31			False		
567	31	0	31	0.0	1.0	1.256443977355957	1.256443977355957	Epithelial cells	1	31			False		
568	31	0	31	0.0	1.0	1.5710489749908447	1.5710489749908447	Epithelial cells	1	31			False		
569	31	31	0	1.0	0.0	0.10537974536418915		NK cells	1	31			False		
570	31	0	31	0.0	1.0	1.9412422180175781	1.9412422180175781	Epithelial cells	1	31			False		
571	31	0	31	0.0	1.0	1.4586825370788574	1.4586825370788574	Epithelial cells	1	31			False		
572	31	0	31	0.0	1.0	1.6680831909179688	1.6680831909179688	Epithelial cells	2	31			False		
573	31	0	31	0.0	1.0	1.5100009441375732	1.5100009441375732	Epithelial cells	1	31			False		
574	31	0	31	0.0	1.0	1.244266152381897	1.244266152381897	Epithelial cells	1	31			False		
575	31	0	0	0.0	0.0	0.1290086954832077		Myeloid cells	3	31			False		
576	31	0	31	0.0	1.0	1.1642383337020874	1.1642383337020874	Epithelial cells	1	31			False		
577	31	0	31	0.0	1.0	1.7615532875061035	1.7615532875061035	Epithelial cells	1	31			False		
578	31	0	0	0.0	0.0	0.04411972686648369		Myeloid cells	2	31			False		
579	31	31	0	1.0	0.0	0.8746308088302612		T lymphocytes	1	31			False		
580	31	19	10	0.6129032258064516	0.3225806451612903	0.34116557240486145	1.0576132535934448	T lymphocytes	7	31	-0.6071428571428572	0.14823116148116164	True	0.4916363636363636	0.4758521052619837
581	31	0	0	0.0	0.0	0.07301943004131317		Myeloid cells	3	31			False		
582	31	0	31	0.0	1.0	1.0188075304031372	1.0188075304031372	Epithelial cells	2	31			False		
583	31	0	31	0.0	1.0	1.6128933429718018	1.6128933429718018	Epithelial cells	1	31			False		
584	31	0	31	0.0	1.0	2.2134902477264404	2.2134902477264404	Epithelial cells	1	31			False		
585	31	0	31	0.0	1.0	1.6812986135482788	1.6812986135482788	Epithelial cells	3	31			False		
586	31	0	0	0.0	0.0	0.11771708726882935		Myeloid cells	1	31			False		
587	31	0	31	0.0	1.0	1.7363699674606323	1.7363699674606323	Epithelial cells	1	31			False		
588	31	0	31	0.0	1.0	1.6306499242782593	1.6306499242782593	Epithelial cells	1	31			False		
589	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
590	31	0	0	0.0	0.0	0.0871305912733078		Myeloid cells	1	31			False		
591	31	0	0	0.0	0.0	0.2855687439441681		Myeloid cells	1	31			False		
592	31	0	0	0.0	0.0	0.11227597296237946		Myeloid cells	1	31			False		
593	31	0	0	0.0	0.0	0.03362802043557167		Myeloid cells	1	31			False		
594	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
595	31	0	31	0.0	1.0	1.9896219968795776	1.9896219968795776	Epithelial cells	2	31			False		
596	31	0	31	0.0	1.0	1.3234041929244995	1.3234041929244995	Epithelial cells	2	31			False		
597	31	0	31	0.0	1.0	1.4300554990768433	1.4300554990768433	Epithelial cells	2	31			False		
598	31	0	31	0.0	1.0	2.447786331176758	2.447786331176758	Epithelial cells	1	31			False		
599	31	0	31	0.0	1.0	2.3886444568634033	2.3886444568634033	Epithelial cells	3	31			False		
600	31	0	0	0.0	0.0	0.0346420519053936		Myeloid cells	1	31			False		
601	31	31	0	1.0	0.0	0.6775299310684204		T lymphocytes	1	31			False		
602	31	0	31	0.0	1.0	1.439947247505188	1.439947247505188	Epithelial cells	1	31			False		
603	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
604	31	0	0	0.0	0.0	0.04178144037723541		Myeloid cells	2	31			False		
605	31	0	31	0.0	1.0	1.2463805675506592	1.2463805675506592	Epithelial cells	1	31			False		
606	31	0	31	0.0	1.0	1.8939242362976074	1.8939242362976074	Epithelial cells	1	31			False		
