score	outcome	adjust	covariate	k	fail_reason	n_GSE123902	rho_GSE123902	p_GSE123902	n_GSE131907	rho_GSE131907	p_GSE131907	n_GSE205335	rho_GSE205335	p_GSE205335	n_GSE189357	rho_GSE189357	p_GSE189357	n_total	pooled_rho	pooled_p	I2	ci_lo	ci_hi	cliff	cliff_p	n_q1	n_q4	median_q1	median_q4	median_ratio	consistent	ratio_GSE123902	ratio_GSE131907	ratio_GSE205335	ratio_GSE189357	ratio_concordant	filter	panel_id	abs_rho	abs_cliff
pct_gt0	frac_tnk	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.5220779220779221	0.015195754492505785	22	-0.43534726143421804	0.042861326301676765	9	-0.6	0.08762282904140249	65	-0.5311678045689989	1.6462232944573955e-05	0.0	-0.6967711225150761	-0.3118052568209761	-0.7236842105263158	0.00028794861470847027	19.0	16.0	0.4334841628959276	0.12380844872566725	0.34862491704813375	True	0.4708795343596357	0.12429207848678249	0.22637029973663184	0.5170462097254251	True	all	frac_tnk|pct_gt0|none|none|all	0.5311678045689989	0.7236842105263158
pct_gt0	frac_tnk	partial	EPCAM_cp10k	1		13	-0.20882849636507905	0.4935428936387179	21	-0.4303961026097613	0.05146467484188016	22	-0.44968371536504276	0.03575097616233099	9	-0.6068628494940795	0.0831150657043248	65	-0.4205760343584101	0.0016967506963884097	0.0	-0.6220803851953511	-0.16681786390104952	-0.6776315789473685	0.0006885098354721882	19.0	16.0	0.3958158995815899	0.12380844872566725	0.355786484311829	True	0.37505193822668137	0.12805176067055304	0.3365210303969766	0.5921193612249758	True	all	frac_tnk|pct_gt0|partial|EPCAM_cp10k|all	0.4205760343584101	0.6776315789473685
pct_gt0	frac_tnk	partial	EPCAM_raw	1		13	0.12203689229487122	0.6912460442701831	21	-0.5075951358203041	0.018826551804026	22	-0.4766188677451725	0.02492092561216627	9	-0.6252297566336573	0.07176655602128867	65	-0.40525314544319774	0.00744725591026014	17.433824133296007	-0.6320294523548607	-0.1145436119814347	-0.4342105263157895	0.03008862633307001	19.0	16.0	0.3958158995815899	0.2062176711026928	0.42593903473276984	False	1.858112214692993	0.12255057409499549	0.33483185974011453	0.5170462097254251	False	all	frac_tnk|pct_gt0|partial|EPCAM_raw|all	0.40525314544319774	0.4342105263157895
pct_gt0	frac_tnk	semipartial	EPCAM_cp10k	1		13	-0.1473114494642673	0.6310456126965036	21	-0.4053178611818118	0.06833172043470694	22	-0.4458420185447804	0.03755805535515408	9	-0.5924472127417365	0.09275415059652492	65	-0.39870955766361116	0.003128764456234693	0.0	-0.6057076691497674	-0.14116457533838062	-0.6776315789473685	0.0006885098354721882	19.0	16.0	0.3958158995815899	0.12380844872566725	0.355786484311829	True	0.37505193822668137	0.12805176067055304	0.3365210303969766	0.5921193612249758	True	all	frac_tnk|pct_gt0|semipartial|EPCAM_cp10k|all	0.39870955766361116	0.6776315789473685
pct_gt0	frac_tnk	partial	log_n_mal	1		13	-0.6346773522919414	0.019792137131823456	21	-0.21429506546774924	0.35092802361569564	22	-0.11722207881155118	0.6033959559014611	9	-0.691905363235615	0.038918306528820154	65	-0.35556002152310906	0.02764769024690715	24.21629305688702	-0.606072805238624	-0.040874912139243366	-0.48026315789473684	0.01636307973192807	19.0	16.0	0.3958158995815899	0.2062176711026928	0.4560145148720788	True	0.4708795343596357	0.3417208179003824	0.44114949538452186	0.7392355773480238	True	all	frac_tnk|pct_gt0|partial|log_n_mal|all	0.35556002152310906	0.48026315789473684
pct_gt0	frac_tnk	partial	EPCAM_KRT	4	n<10:GSE189357	13	0.3791477034488761	0.20137157340722756	21	-0.421443109339439	0.05707152913395291	22	-0.45969458500122795	0.03136203353035405	9			65													False					False	all	frac_tnk|pct_gt0|partial|EPCAM_KRT|all		
pct_ge2	frac_tnk	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.4311688311688312	0.05100136282401154	22	-0.3348390739695088	0.12770341679769573	9	-0.48333333333333334	0.18746985521554216	65	-0.4546877259730017	0.0003548368930818541	0.0	-0.6409713186962143	-0.21782083496982324	-0.6710526315789473	0.0007766058484453265	19.0	16.0	0.4086294416243655	0.11640665785333909	0.2969857297192208	True	0.2418375869401391	0.20180018612854073	0.3521338724983025	0.5386172389964361	True	all	frac_tnk|pct_ge2|none|none|all	0.4546877259730017	0.6710526315789473
pct_ge2	frac_tnk	partial	EPCAM_cp10k	1		13	-0.25915571894951606	0.39255288053610865	21	-0.30590882116277157	0.1774633428742186	22	-0.3215863620611616	0.14444851954827023	9	-0.4888277169155585	0.18176437287047392	65	-0.3233414247307194	0.018893821074056995	0.0	-0.5478990607045512	-0.055317658282616505	-0.46710526315789475	0.019570169079844726	19.0	16.0	0.4073597529593412	0.12974924012158057	0.3498627435158838	True	0.32965750315303677	0.15738105720812778	0.37006798387873086	0.6771620927660497	True	all	frac_tnk|pct_ge2|partial|EPCAM_cp10k|all	0.3233414247307194	0.46710526315789475
pct_ge2	frac_tnk	partial	EPCAM_raw	1		13	0.3237380945845027	0.28056941590474677	21	-0.40724377215993923	0.06690514210248735	22	-0.3611644199059913	0.0986535742488436	9	-0.5327184878460953	0.13976999505036444	65	-0.2665136536382402	0.13078305668399134	32.8983415046731	-0.5562346175689565	0.08097230378725123	-0.4934210526315789	0.013627261312461093	19.0	16.0	0.3889374090247453	0.14702454940957116	0.5068415615815132	False	0.6965798742214199	0.14223747194558833	0.3365210303969766	0.6771620927660497	True	all	frac_tnk|pct_ge2|partial|EPCAM_raw|all	0.2665136536382402	0.4934210526315789
pct_ge2	frac_tnk	semipartial	EPCAM_cp10k	1		13	-0.18281319484610067	0.5499730133908479	21	-0.28808418189317475	0.2053754512333225	22	-0.3188390148427568	0.14810528462326591	9	-0.4772159288362479	0.19393960355818185	65	-0.3015015557037822	0.029391642063559074	0.0	-0.53073690998554	-0.03116039298152547	-0.46710526315789475	0.019570169079844726	19.0	16.0	0.4073597529593412	0.12974924012158057	0.3498627435158838	True	0.32965750315303677	0.15738105720812778	0.37006798387873086	0.6771620927660497	True	all	frac_tnk|pct_ge2|semipartial|EPCAM_cp10k|all	0.3015015557037822	0.46710526315789475
