score	outcome	adjust	covariate	k	fail_reason	n_GSE123902	rho_GSE123902	p_GSE123902	n_GSE131907	rho_GSE131907	p_GSE131907	n_GSE205335	rho_GSE205335	p_GSE205335	n_GSE189357	rho_GSE189357	p_GSE189357	n_total	pooled_rho	pooled_p	I2	ci_lo	ci_hi	cliff	cliff_p	n_q1	n_q4	median_q1	median_q4	median_ratio	consistent	ratio_GSE123902	ratio_GSE131907	ratio_GSE205335	ratio_GSE189357	ratio_concordant	filter	panel_id	abs_rho	abs_cliff
pct_ge2	frac_tnk	partial	log_n_mal	1		13	-0.624457676296139	0.022520074486363614	21	-0.17384000013589648	0.4510768881161208	22	-0.044821429609109426	0.8429992846599954	9	-0.49936641062988774	0.17110009378540772	65	-0.27170041413933366	0.06982593227146193	11.102443174342309	-0.5226571214242927	0.02258701673287877	-0.3684210526315789	0.06609355542809922	19.0	16.0	0.3923257635082224	0.24532027698817654	0.5675800243179985	True	0.5965428096395607	0.3417208179003824	1.0268419731126066	0.5386172389964361	False	all	frac_tnk|pct_ge2|partial|log_n_mal|all	0.27170041413933366	0.3684210526315789
pct_ge2	frac_tnk	partial	EPCAM_KRT	4	n<10:GSE189357	13	0.43347819987804403	0.13893746680145627	21	-0.3102849095831684	0.17102877870878203	22	-0.3136454573423253	0.15519524830425974	9			65													False					False	all	frac_tnk|pct_ge2|partial|EPCAM_KRT|all		
pct_ge5	frac_tnk	none	none	0		13	-0.46153846153846156	0.11237597055825145	21	-0.36635273124136514	0.10238352505532523	22	-0.1202710333145116	0.5939407703391391	9	-0.5	0.1704706607870538	65	-0.31869734999269755	0.016222675620806905	0.0	-0.5366390215765005	-0.06089438117088727	-0.47368421052631576	0.01790380406832535	19.0	16.0	0.4073597529593412	0.16962210026054664	0.4224969225170727	True	0.3063766060377093	0.30462018289909226	1.0293081903544998	0.5386172389964361	False	all	frac_tnk|pct_ge5|none|none|all	0.31869734999269755	0.47368421052631576
pct_ge5	frac_tnk	partial	EPCAM_cp10k	1		13	-0.15217901549532575	0.619675462636826	21	-0.2025089026984628	0.37866444026219565	22	-0.055256310601252766	0.8070506078790575	9	-0.5226676730390178	0.14882491093514924	65	-0.1770309952398279	0.21041990041156644	0.0	-0.4292002699400711	0.10074115846034637	-0.19078947368421054	0.34530799504008103	19.0	16.0	0.3958158995815899	0.3100655810503802	0.8029458540914	True	1.0193958383194435	0.7717291369560365	0.8341625712267634	0.6771620927660497	False	all	frac_tnk|pct_ge5|partial|EPCAM_cp10k|all	0.1770309952398279	0.19078947368421054
pct_ge5	frac_tnk	partial	EPCAM_raw	1		13	0.4076947332052355	0.16671799789512157	21	-0.34349487139873286	0.12737686093678613	22	-0.08040411318996943	0.7220715110932331	9	-0.5703655075174051	0.10879356195298286	65	-0.13645471156301767	0.48011308549229326	41.3583165338605	-0.4765028604249774	0.23910779123350073	-0.16447368421052633	0.41720714992996943	19.0	16.0	0.3958158995815899	0.31545133064399405	0.6271019932718607	False	1.7431668255915465	0.14799091804982187	0.6620846253187457	0.5921193612249758	False	all	frac_tnk|pct_ge5|partial|EPCAM_raw|all	0.13645471156301767	0.16447368421052633
pct_ge5	frac_tnk	semipartial	EPCAM_cp10k	1		13	-0.10734986719183391	0.7270393822361286	21	-0.1907091509758365	0.4076334512500281	22	-0.054784249938428994	0.8086693439402391	9	-0.5102520385624567	0.1604704444545517	65	-0.16291455200806618	0.24987426454860595	0.0	-0.4172678181902439	0.11510826611744614	-0.19078947368421054	0.34530799504008103	19.0	16.0	0.3958158995815899	0.3100655810503802	0.8029458540914	True	1.0193958383194435	0.7717291369560365	0.8341625712267634	0.6771620927660497	False	all	frac_tnk|pct_ge5|semipartial|EPCAM_cp10k|all	0.16291455200806618	0.19078947368421054
pct_ge5	frac_tnk	partial	log_n_mal	1		13	-0.28796810273466555	0.340038366003814	21	-0.2362070977173465	0.30261785966288646	22	0.08413936394080919	0.7096893020074797	9	-0.5048781642974013	0.16566896774572143	65	-0.1622474586255786	0.25185374711621467	0.0	-0.41670175401585785	0.11578433893221757	-0.25	0.2143291535813715	19.0	16.0	0.3673890608875129	0.25090846429442554	0.7241741863752474	False	0.8960131985289861	0.5523351742215088	1.284835905719708	0.5386172389964361	False	all	frac_tnk|pct_ge5|partial|log_n_mal|all	0.1622474586255786	0.25
pct_ge5	frac_tnk	partial	EPCAM_KRT	4	n<10:GSE189357	13	0.31238885625068824	0.2987372247821173	21	-0.20692712104237557	0.3681252854221008	22	-0.061472596235111206	0.7858078712708892	9			65													False					False	all	frac_tnk|pct_ge5|partial|EPCAM_KRT|all		
pct_ge10	frac_tnk	none	none	0		13	-0.21978021978021978	0.4706148514721425	21	-0.2819097258133909	0.2156910127782665	22	0.07622811970638058	0.7359946162262682	9	-0.08333333333333334	0.831214097710308	65	-0.12202775568690946	0.37195099023865175	0.0	-0.3729674535697931	0.14554677237467048	-0.15789473684210525	0.4364730678722466	19.0	16.0	0.3673890608875129	0.26788182290198503	0.6614673807924938	False	0.348565219425362	0.3417208179003824	1.1398897981947582	0.9743695421596257	False	all	frac_tnk|pct_ge10|none|none|all	0.12202775568690946	0.15789473684210525
pct_ge10	frac_tnk	partial	EPCAM_cp10k	1		13	-0.03125260912720264	0.9192709715498638	21	-0.0636403005399397	0.7840413954135548	22	0.13625495317366793	0.5454328781973001	9	0.1226010591079178	0.7533465169967907	65	0.035073945326287444	0.8059776685504065	0.0	-0.24012962184874384	0.3050590440760598	0.07236842105263158	0.7280731999907706	19.0	16.0	0.3673890608875129	0.41294923670144157	1.1067333935634833	False	1.0193958383194435	0.7938476887742425	1.2968210354943588	1.194070948807523	False	all	frac_tnk|pct_ge10|partial|EPCAM_cp10k|all	0.035073945326287444	0.07236842105263158
pct_ge10	frac_tnk	partial	EPCAM_raw	1		13	0.40917553137222445	0.16503298943752812	21	-0.21520398324854012	0.3488395131491315	22	0.16608992944944925	0.4600821230734123	9	0.003291076594107018	0.9932955343316845	65	0.06580364885982612	0.6445890309624029	0.0	-0.21088860085037286	0.3327334521481738	0.06578947368421052	0.7530832737222033	19.0	16.0	0.3490076335877862	0.36808782600654477	0.9634515553758963	False	2.2598084016044266	0.5307495231977031	1.1250482055248863	0.8018549052269064	False	all	frac_tnk|pct_ge10|partial|EPCAM_raw|all	0.06580364885982612	0.06578947368421052
pct_ge10	frac_tnk	semipartial	EPCAM_cp10k	1		13	-0.022046163383850792	0.943010350723047	21	-0.059932119141896195	0.796362301475495	22	0.13509091231013037	0.5489032742690416	9	0.11968874978625522	0.7590641254847817	65	0.03731741194746891	0.7938278216058141	0.0	-0.2380116052980264	0.3070950028179514	0.07236842105263158	0.7280731999907706	19.0	16.0	0.3673890608875129	0.41294923670144157	1.1067333935634833	False	1.0193958383194435	0.7938476887742425	1.2968210354943588	1.194070948807523	False	all	frac_tnk|pct_ge10|semipartial|EPCAM_cp10k|all	0.03731741194746891	0.07236842105263158
pct_ge10	frac_tnk	partial	log_n_mal	1		13	-0.06969955788700924	0.8210014689386514	21	-0.2524996434094415	0.269480265877187	22	0.07871379373852176	0.7276972251244496	9	-0.01702266374120488	0.9653300870671478	65	-0.0749819787391341	0.5989848932141344	0.0	-0.3409110099371575	0.20205780316360825	-0.02631578947368421	0.9077345052112101	19.0	16.0	0.3673890608875129	0.3712496570937921	0.9741421113052058	False	1.0193958383194435	0.5523351742215088	1.1398897981947582	0.928888384290968	False	all	frac_tnk|pct_ge10|partial|log_n_mal|all	0.0749819787391341	0.02631578947368421
pct_ge10	frac_tnk	partial	EPCAM_KRT	4	n<10:GSE189357	13	0.27787873164161014	0.3579685529043924	21	-0.08230215414687957	0.7228413449460986	22	0.090975083840683	0.6872132906705142	9			65													False					False	all	frac_tnk|pct_ge10|partial|EPCAM_KRT|all		
mean_log1p_raw	frac_tnk	none	none	0		13	-0.6538461538461539	0.015348516732105473	21	-0.39610389610389607	0.07547637795047248	22	-0.16996047430830044	0.44954166436454235	9	-0.5166666666666667	0.15439012098622507	65	-0.3936479270059005	0.0024510197999868485	0.0	-0.5949776045406042	-0.14583561925356242	-0.5263157894736842	0.008475701201894085	19.0	16.0	0.4086294416243655	0.16962210026054664	0.4108331963122587	True	0.2418375869401391	0.30462018289909226	1.0214213906107261	0.5170462097254251	False	all	frac_tnk|mean_log1p_raw|none|none|all	0.3936479270059005	0.5263157894736842
mean_log1p_raw	frac_tnk	partial	EPCAM_cp10k	1		13	-0.3097946587698844	0.3029820261726308	21	-0.2406859984494756	0.2932705637005555	22	-0.12014110770633078	0.5943424069868642	9	-0.539049742626061	0.13423670855686806	65	-0.2447942026317247	0.08027836423417217	0.0	-0.4852798786663375	0.030123281255070102	-0.48026315789473684	0.01636307973192807	19.0	16.0	0.4086294416243655	0.16582536241770118	0.4175789014427531	True	0.32965750315303677	0.29014809164177946	0.5055002997324695	0.5921193612249758	True	all	frac_tnk|mean_log1p_raw|partial|EPCAM_cp10k|all	0.2447942026317247	0.48026315789473684
mean_log1p_raw	frac_tnk	partial	EPCAM_raw	1		13	0.2548509505142025	0.4007409690071232	21	-0.3995792871380107	0.07271865350966608	22	-0.14833415458924798	0.5100265529431236	9	-0.5688086741535229	0.10998329394802937	65	-0.21421356113359835	0.18541803465897777	20.5569503892222	-0.49270289575254356	0.10407838474969477	-0.3355263157894737	0.09448053396497642	19.0	16.0	0.4073597529593412	0.20679067254409716	0.6354035979366497	False	0.6786878346483237	0.12395013850755747	0.7870986935564861	0.5921193612249758	True	all	frac_tnk|mean_log1p_raw|partial|EPCAM_raw|all	0.21421356113359835	0.3355263157894737
mean_log1p_raw	frac_tnk	semipartial	EPCAM_cp10k	1		13	-0.21853483128038753	0.4731964508992434	21	-0.22666175069062475	0.32313780469552494	22	-0.11911472917473652	0.5975192500018892	9	-0.5262449626207937	0.14556393253899538	65	-0.22078120444750501	0.11610360940240833	0.0	-0.4656309439206749	0.055465820030907234	-0.48026315789473684	0.01636307973192807	19.0	16.0	0.4086294416243655	0.16582536241770118	0.4175789014427531	True	0.32965750315303677	0.29014809164177946	0.5055002997324695	0.5921193612249758	True	all	frac_tnk|mean_log1p_raw|semipartial|EPCAM_cp10k|all	0.22078120444750501	0.48026315789473684
mean_log1p_raw	frac_tnk	partial	log_n_mal	1		13	-0.5801800024811781	0.03764642683215221	21	-0.2811284159545356	0.21702030713642845	22	0.03905668316828218	0.8629940995650758	9	-0.57909470618633	0.1022669718266703	65	-0.2898668186288514	0.0736493905064845	22.62626009616274	-0.5548802603997226	0.028555763113227488	-0.21052631578947367	0.2969162298626473	19.0	16.0	0.3673890608875129	0.3100655810503802	0.8330447430027215	False	0.8960131985289861	0.5523351742215088	1.284835905719708	0.7700762874764568	False	all	frac_tnk|mean_log1p_raw|partial|log_n_mal|all	0.2898668186288514	0.21052631578947367
mean_log1p_raw	frac_tnk	partial	EPCAM_KRT	4	n<10:GSE189357	13	0.31998391842860097	0.28650637404311957	21	-0.24904338180297794	0.27631066308748753	22	-0.15320715152742034	0.4960646778457463	9			65													False					False	all	frac_tnk|mean_log1p_raw|partial|EPCAM_KRT|all		
mean_log1p_cp10k	frac_tnk	none	none	0		13	-0.5164835164835164	0.0707490406749638	21	-0.6168831168831169	0.0028947180479421885	22	-0.20045172219085267	0.3710825718233011	9	-0.39999999999999997	0.286105101908313	65	-0.44074645216976993	0.0005718335323020082	0.0	-0.6305830852233515	-0.20114940324423844	-0.5723684210526315	0.004179303713957568	19.0	16.0	0.4334841628959276	0.16962210026054664	0.48625328636936743	True	0.4708795343596357	0.11332201188819299	0.5016270383790992	0.7445834150730616	True	all	frac_tnk|mean_log1p_cp10k|none|none|all	0.44074645216976993	0.5723684210526315
mean_log1p_cp10k	frac_tnk	partial	EPCAM_cp10k	1		13	0.18176508379219858	0.5523018675754677	21	-0.54925777660983	0.009910993192315387	22	-0.15527117310570338	0.4902082554461035	9	-0.34444244887800274	0.3640311018733419	65	-0.2559178334172257	0.13247707783979393	28.136829723797685	-0.5389925124035913	0.0790984503182401	-0.14473684210526316	0.47650432035674173	19.0	16.0	0.4073597529593412	0.31639717238909293	1.0536956533866568	False	1.6306166442229184	0.12395013850755747	1.3628078917002522	0.7445834150730616	False	all	frac_tnk|mean_log1p_cp10k|partial|EPCAM_cp10k|all	0.2559178334172257	0.14473684210526316
mean_log1p_cp10k	frac_tnk	partial	EPCAM_raw	1		13	0.3246954624814347	0.2790669397799791	21	-0.6088964447034183	0.0033952794340754815	22	-0.182716332369015	0.4157163738318605	9	-0.3881690294849845	0.3019101796942522	65	-0.25326963381198536	0.249988162773636	55.65852177477444	-0.6043804823114366	0.18022289685529005	-0.2894736842105263	0.14974608134712794	19.0	16.0	0.3889374090247453	0.20679067254409716	0.7658410543147738	False	2.9220494910543255	0.1144302320764484	0.7870986935564861	0.7445834150730616	False	all	frac_tnk|mean_log1p_cp10k|partial|EPCAM_raw|all	0.25326963381198536	0.2894736842105263
mean_log1p_cp10k	frac_tnk	semipartial	EPCAM_cp10k	1		13	0.1282204221238655	0.6763466341180615	21	-0.5172537248898513	0.01633614405041516	22	-0.1539446746099454	0.4939680957321924	9	-0.33626043999534966	0.37628330381267394	65	-0.2586209323465069	0.07857885793879232	7.910793053221202	-0.5076065809948714	0.030231238352082922	-0.14473684210526316	0.47650432035674173	19.0	16.0	0.4073597529593412	0.31639717238909293	1.0536956533866568	False	1.6306166442229184	0.12395013850755747	1.3628078917002522	0.7445834150730616	False	all	frac_tnk|mean_log1p_cp10k|semipartial|EPCAM_cp10k|all	0.2586209323465069	0.14473684210526316
mean_log1p_cp10k	frac_tnk	partial	log_n_mal	1		13	-0.5553271208600299	0.04881617492441219	21	-0.379782588733513	0.08948543125116967	22	0.018794936156034996	0.933837883212344	9	-0.44853476114194607	0.22591498381680095	65	-0.290300469450851	0.041347259289441336	3.905621861817679	-0.5270581898840578	-0.01172514391925107	-0.4144736842105263	0.03849152312012653	19.0	16.0	0.4086294416243655	0.2489744306924923	0.6226091752832648	False	0.4708795343596357	0.4751420630900726	1.0214213906107261	0.7700762874764568	False	all	frac_tnk|mean_log1p_cp10k|partial|log_n_mal|all	0.290300469450851	0.4144736842105263
mean_log1p_cp10k	frac_tnk	partial	EPCAM_KRT	4	n<10:GSE189357	13	0.6302039560516288	0.020954063863648495	21	-0.5742051084277903	0.0064854677488274904	22	-0.17927696147150748	0.4246971716673334	9			65													False					False	all	frac_tnk|mean_log1p_cp10k|partial|EPCAM_KRT|all		
p90_log1p_cp10k	frac_tnk	none	none	0		13	-0.005494505494505494	0.9857869107140622	21	-0.4948051948051948	0.022583594997581564	22	-0.017504234895539244	0.9383727661115464	9	-0.09999999999999999	0.797971695234851	65	-0.19850566651736495	0.1576038067346751	5.6776220473079935	-0.4464016488768625	0.07768761270397259	-0.32894736842105265	0.10119060435372222	19.0	16.0	0.4086294416243655	0.2087247061460304	0.8942899667586413	True	0.9167094740823196	0.11607518000813724	1.565943304285421	0.871870459434963	False	all	frac_tnk|p90_log1p_cp10k|none|none|all	0.19850566651736495	0.32894736842105265
p90_log1p_cp10k	frac_tnk	partial	EPCAM_cp10k	1		13	0.3894529268294035	0.1883837046776841	21	-0.4137551123966055	0.06224828237033158	22	0.030062183720848165	0.8943492328783195	9	-0.10243323564400454	0.7931407376677945	65	-0.056938224117055035	0.7560947666623353	34.72663022784411	-0.39412546617886446	0.2937587688839671	-0.013157894736842105	0.9603853926459154	19.0	16.0	0.3490076335877862	0.361756234667832	1.0343203803961705	False	2.301933538930783	0.14529351171047553	1.196770301357378	0.871870459434963	False	all	frac_tnk|p90_log1p_cp10k|partial|EPCAM_cp10k|all	0.056938224117055035	0.013157894736842105
p90_log1p_cp10k	frac_tnk	partial	EPCAM_raw	1		13	0.4511006776106544	0.12181893650462665	21	-0.46601992126273106	0.033232020584497805	22	0.018033282702892617	0.9365137241471649	9	-0.1173983157328752	0.7635679538482043	65	-0.05693345547072669	0.7898448949503533	51.045916650231895	-0.443156643961036	0.3471168596857219	-0.11842105263157894	0.5622633773840929	19.0	16.0	0.4086294416243655	0.30641142734606447	1.0343203803961705	False	2.301933538930783	0.13305675828306052	1.196770301357378	0.871870459434963	False	all	frac_tnk|p90_log1p_cp10k|partial|EPCAM_raw|all	0.05693345547072669	0.11842105263157894
p90_log1p_cp10k	frac_tnk	semipartial	EPCAM_cp10k	1		13	0.27472723382082476	0.3636714214749852	21	-0.3896465051443263	0.0808073333957041	22	0.02980535922028377	0.89524699488881	9	-0.10000000000000009	0.7979716952348508	65	-0.0865669476350255	0.5642117685237025	7.977306578148954	-0.36425721264931976	0.2052595699246431	-0.013157894736842105	0.9603853926459154	19.0	16.0	0.3490076335877862	0.361756234667832	1.0343203803961705	False	2.301933538930783	0.14529351171047553	1.196770301357378	0.871870459434963	False	all	frac_tnk|p90_log1p_cp10k|semipartial|EPCAM_cp10k|all	0.0865669476350255	0.013157894736842105
p90_log1p_cp10k	frac_tnk	partial	log_n_mal	1		13	0.006047163616565573	0.9843574541575432	21	-0.2705802406232675	0.23549685834261264	22	0.0619210785189691	0.7842807722519385	9	0.011211213233271877	0.9771630960625158	65	-0.0711212645899069	0.6179972120453905	0.0	-0.3374761509238145	0.20577783082821233	-0.05263157894736842	0.803863757670262	19.0	16.0	0.3769307700855651	0.361756234667832	0.8727698484355733	False	0.9167094740823196	0.5058169969356224	1.6776298218180596	0.8288302227888269	False	all	frac_tnk|p90_log1p_cp10k|partial|log_n_mal|all	0.0711212645899069	0.05263157894736842
p90_log1p_cp10k	frac_tnk	partial	EPCAM_KRT	4	n<10:GSE189357	13	0.5711267714056969	0.04147422349514512	21	-0.44908068624510933	0.041133095273742266	22	-0.028528675623661532	0.8997116182310317	9			65													False					False	all	frac_tnk|p90_log1p_cp10k|partial|EPCAM_KRT|all		
pct_gt0	logit_tnk	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.5220779220779221	0.015195754492505785	22	-0.43534726143421804	0.042861326301676765	9	-0.6	0.08762282904140249	65	-0.5311678045689989	1.6462232944573955e-05	0.0	-0.6967711225150761	-0.3118052568209761	-0.7236842105263158	0.00028794861470847027	19.0	16.0	-0.2676497736891833	-1.9568945195900738	-16.007055683526218	True	-16.007055683526218		-33.62105985649574	-1.9213382085081085	False	all	logit_tnk|pct_gt0|none|none|all	0.5311678045689989	0.7236842105263158
pct_gt0	logit_tnk	partial	EPCAM_cp10k	1		13	-0.20882849636507905	0.4935428936387179	21	-0.4303961026097613	0.05146467484188016	22	-0.44968371536504276	0.03575097616233099	9	-0.6068628494940795	0.0831150657043248	65	-0.4205760343584101	0.0016967506963884097	0.0	-0.6220803851953511	-0.16681786390104952	-0.6776315789473685	0.0006885098354721882	19.0	16.0	-0.4229297504008935	-1.9568945195900738	-1.4782467830913482	True				-1.4782467830913482	False	all	logit_tnk|pct_gt0|partial|EPCAM_cp10k|all	0.4205760343584101	0.6776315789473685
pct_gt0	logit_tnk	partial	EPCAM_raw	1		13	0.12203689229487122	0.6912460442701831	21	-0.5075951358203041	0.018826551804026	22	-0.4766188677451725	0.02492092561216627	9	-0.6252297566336573	0.07176655602128867	65	-0.40525314544319774	0.00744725591026014	17.433824133296007	-0.6320294523548607	-0.1145436119814347	-0.4342105263157895	0.03008862633307001	19.0	16.0	-0.4229297504008935	-1.3632923722883794	-1.9213382085081085	False				-1.9213382085081085	False	all	logit_tnk|pct_gt0|partial|EPCAM_raw|all	0.40525314544319774	0.4342105263157895
pct_gt0	logit_tnk	semipartial	EPCAM_cp10k	1		13	-0.1473114494642673	0.6310456126965036	21	-0.4053178611818118	0.06833172043470694	22	-0.4458420185447804	0.03755805535515408	9	-0.5924472127417365	0.09275415059652492	65	-0.39870955766361116	0.003128764456234693	0.0	-0.6057076691497674	-0.14116457533838062	-0.6776315789473685	0.0006885098354721882	19.0	16.0	-0.4229297504008935	-1.9568945195900738	-1.4782467830913482	True				-1.4782467830913482	False	all	logit_tnk|pct_gt0|semipartial|EPCAM_cp10k|all	0.39870955766361116	0.6776315789473685
pct_gt0	logit_tnk	partial	log_n_mal	1		13	-0.6346773522919414	0.019792137131823456	21	-0.21429506546774924	0.35092802361569564	22	-0.11722207881155118	0.6033959559014611	9	-0.691905363235615	0.038918306528820154	65	-0.35556002152310906	0.02764769024690715	24.21629305688702	-0.606072805238624	-0.040874912139243366	-0.48026315789473684	0.01636307973192807	19.0	16.0	-0.4229297504008935	-1.3632923722883794	-8.26549134939293	True	-16.007055683526218			-0.523927015259642	False	all	logit_tnk|pct_gt0|partial|log_n_mal|all	0.35556002152310906	0.48026315789473684
pct_gt0	logit_tnk	partial	EPCAM_KRT	4	n<10:GSE189357	13	0.3791477034488761	0.20137157340722756	21	-0.421443109339439	0.05707152913395291	22	-0.45969458500122795	0.03136203353035405	9			65													False					False	all	logit_tnk|pct_gt0|partial|EPCAM_KRT|all		
pct_ge2	logit_tnk	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.4311688311688312	0.05100136282401154	22	-0.3348390739695088	0.12770341679769573	9	-0.48333333333333334	0.18746985521554216	65	-0.4546877259730017	0.0003548368930818541	0.0	-0.6409713186962143	-0.21782083496982324	-0.6710526315789473	0.0007766058484453265	19.0	16.0	-0.3696340885812376	-2.028307619927474	-14.992024491234899	True	-27.46270790245455			-2.5213410800152483	False	all	logit_tnk|pct_ge2|none|none|all	0.4546877259730017	0.6710526315789473
