geometry,radius_um,ring_inner,ring_outer,class,cutoff,denominator,mean_high,mean_low,ratio,sections,patients,min_section_high,min_section_low,max_section_ratio,n_high_min,n_low_min,eligible,headline,contact_ratio,contact_concordant
disc_9,9.0,,,broad,ge1,all,0.01730739903760879,0.048950387514480685,0.3535702149955166,8/8,5/5,0.003185688905225755,0.005303470815872315,0.600680010473815,7260,5226,True,True,0.4287370222371311,True
disc_9,9.0,,,broad,ge2,all,0.013368484157445796,0.048950387514480685,0.2731027237218721,8/8,5/5,0.0028600612870275793,0.005303470815872315,0.5627732490289317,3723,5226,True,True,0.3448747935031226,True
disc_9,9.0,,,broad,ge5,all,0.009942770878872444,0.048950387514480685,0.20311934968709158,8/8,5/5,0.0,0.005303470815872315,0.7083590833011459,386,5226,True,False,0.2831038604429326,False
disc_9,9.0,,,broad,ge10,all,0.010835531990273659,0.048950387514480685,0.22135743025667062,8/8,5/5,0.0,0.005303470815872315,0.9289935930704942,53,5226,True,False,,False
disc_9,9.0,,,broad,pos_top50,all,0.013409187609720569,0.048950387514480685,0.27393424833978713,8/8,5/5,0.003185688905225755,0.005303470815872315,0.600680010473815,3723,5226,True,True,0.34420537748100244,True
disc_9,9.0,,,broad,pos_top25,all,0.0111881123332033,0.048950387514480685,0.22856024030235902,8/8,5/5,0.0028600612870275793,0.005303470815872315,0.6798528343799394,1990,5226,True,True,0.3134471108514831,True
disc_9,9.0,,,broad,pos_top10,all,0.010747400179652547,0.048950387514480685,0.21955699894047234,8/8,5/5,0.0016835016835016834,0.005303470815872315,0.6855274261603376,1131,5226,True,False,0.32594925262414703,False
disc_9,9.0,,,broad,pos_top5,all,0.011212123543916187,0.048950387514480685,0.2290507616635185,8/8,5/5,0.001281752505243533,0.005303470815872315,0.9239329275829506,398,5226,True,False,0.3869324498536073,False
disc_9,9.0,,,broad,ge1,nontumor,0.02088628252393077,0.05806533480384661,0.3597031274251282,8/8,5/5,0.0036145316424676835,0.0059451005554107435,0.6136432845980716,7260,5226,True,True,0.9111847846129095,True
disc_9,9.0,,,broad,ge2,nontumor,0.016199228568332506,0.05806533480384661,0.2789827807426914,8/8,5/5,0.003268641470888662,0.0059451005554107435,0.5911239588652321,3723,5226,True,False,0.886157408075345,False
disc_9,9.0,,,broad,ge5,nontumor,0.011103293731069427,0.05806533480384661,0.1912206959380845,8/8,5/5,0.0,0.0059451005554107435,0.6514251805282129,386,5226,True,False,,False
disc_9,9.0,,,broad,ge10,nontumor,0.011251215248791557,0.05806533480384661,0.19376819726950417,8/8,5/5,0.0,0.0059451005554107435,0.751212902899028,53,5226,True,False,,False
disc_9,9.0,,,broad,pos_top50,nontumor,0.016242464839779883,0.05806533480384661,0.2797273949190056,8/8,5/5,0.0036145316424676835,0.0059451005554107435,0.6079849463905254,3723,5226,True,False,0.896273011979993,False
disc_9,9.0,,,broad,pos_top25,nontumor,0.012942213020856994,0.05806533480384661,0.22289052606994736,8/8,5/5,0.003268641470888662,0.0059451005554107435,0.6602092088616436,1990,5226,True,False,0.8959453256895805,False
disc_9,9.0,,,broad,pos_top10,nontumor,0.01183921166683376,0.05806533480384661,0.2038946594698608,8/8,5/5,0.001823793490460157,0.0059451005554107435,0.6037989283576424,1131,5226,True,False,,False
disc_9,9.0,,,broad,pos_top5,nontumor,0.01182928772091282,0.05806533480384661,0.20372374947761732,8/8,5/5,0.0013982754602656724,0.0059451005554107435,0.747120692533041,398,5226,True,False,,False
disc_9,9.0,,,cytotoxic,ge1,all,0.0023268595448351476,0.005996023187836294,0.3880671358235375,8/8,5/5,0.00047130430098839244,0.0006983324303172595,0.750988020492277,7260,5226,False,False,0.45609557492532815,True
disc_9,9.0,,,cytotoxic,ge2,all,0.0018123440318252883,0.005996023187836294,0.302257675637723,8/8,5/5,0.00026236007462686567,0.0006983324303172595,0.90278377574637,3723,5226,False,False,0.37930520157165,False
disc_9,9.0,,,cytotoxic,ge5,all,0.0011842755830060087,0.005996023187836294,0.19751017397805673,8/8,5/5,0.0,0.0006983324303172595,0.7744633632345538,386,5226,False,False,0.2778422308752126,False
