radius_um,class,cutoff,mean_high,mean_low,ratio,sections,patients,min_section_high,min_section_low,max_section_ratio,stable,signed_sparse
9,broad,ge1,0.023277570962037097,0.07153782458451832,0.3253882976904871,8/8,5/5,0.0037370581388225205,0.006115533454975638,0.6110763952704773,False,True
9,broad,ge2,0.01763032397961973,0.07153782458451832,0.24644758324724275,8/8,5/5,0.003268641470888662,0.006115533454975638,0.5545892069130276,False,True
9,broad,ge5,0.01153877811593329,0.07153782458451832,0.16129618398307327,8/8,5/5,0.0,0.006115533454975638,0.6353966458739532,False,False
9,broad,ge10,0.011616827476311993,0.07153782458451832,0.1623872062615952,8/8,5/5,0.0,0.006115533454975638,0.6633233532934132,False,False
9,broad,pos_top50,0.017688876063111463,0.07153782458451832,0.24726606051897693,8/8,5/5,0.0037370581388225205,0.006115533454975638,0.6110763952704773,False,True
9,broad,pos_top25,0.01393952935453786,0.07153782458451832,0.19485537106414258,8/8,5/5,0.003268641470888662,0.006115533454975638,0.652867275828965,False,True
9,broad,pos_top10,0.01242556849544443,0.07153782458451832,0.17369228890604926,8/8,5/5,0.001823793490460157,0.006115533454975638,0.5970843123878824,False,True
9,broad,pos_top5,0.012198596830579833,0.07153782458451832,0.17051953845993467,8/8,5/5,0.0013982754602656724,0.006115533454975638,0.6732693781986201,False,True
9,cytotoxic,ge1,0.0030839521116440855,0.008920084722091937,0.34573125791128556,8/8,5/5,0.0005513692335967653,0.0009423936799470656,0.6903021198464363,False,True
9,cytotoxic,ge2,0.002414145794020946,0.008920084722091937,0.2706415767601343,8/8,5/5,0.0003498134328358209,0.0009423936799470656,0.8671114684980331,False,True
9,cytotoxic,ge5,0.0014567474621927229,0.008920084722091937,0.16331094463541002,8/8,5/5,0.0,0.0009423936799470656,0.5704905368868288,False,False
9,cytotoxic,ge10,0.0013110417721526406,0.008920084722091937,0.1469763811666102,7/8,5/5,0.0,0.0009423936799470656,1.1958810068649885,False,False
9,cytotoxic,pos_top50,0.002380921902255271,0.008920084722091937,0.26691696059327313,8/8,5/5,0.0003498134328358209,0.0009423936799470656,0.6174426503631708,False,True
9,cytotoxic,pos_top25,0.0015433181319258987,0.008920084722091937,0.17301608448893296,8/8,5/5,0.0,0.0009423936799470656,0.8671114684980331,False,False
9,cytotoxic,pos_top10,0.001306707613137483,0.008920084722091937,0.1464904935152941,8/8,5/5,0.0,0.0009423936799470656,0.6172935774138848,False,False
9,cytotoxic,pos_top5,0.0015304823962970214,0.008920084722091937,0.17157711434136388,6/8,5/5,0.0,0.0009423936799470656,1.2746341463414634,False,False
9,cd8,ge1,0.002543138652068117,0.006757321875498981,0.37635304325063307,6/8,4/5,7.929585282689715e-05,0.0,inf,False,False
9,cd8,ge2,0.0020417664833579413,0.006757321875498981,0.30215616792816624,7/8,5/5,0.0,0.0,inf,False,False
9,cd8,ge5,0.0011396402632436527,0.006757321875498981,0.1686526532613186,7/8,4/5,0.0,0.0,inf,False,False
9,cd8,ge10,0.0010250005822212906,0.006757321875498981,0.15168739940268147,7/8,5/5,0.0,0.0,,False,False
9,cd8,pos_top50,0.0020213255844640154,0.006757321875498981,0.29913116789552885,7/8,5/5,0.0,0.0,inf,False,False
9,cd8,pos_top25,0.00127870685620061,0.006757321875498981,0.18923278774643046,7/8,5/5,0.0,0.0,inf,False,False
9,cd8,pos_top10,0.0009052611054086385,0.006757321875498981,0.13396743888891505,7/8,4/5,0.0,0.0,inf,False,False
9,cd8,pos_top5,0.0010416820607423878,0.006757321875498981,0.1541560517517107,7/8,4/5,0.0,0.0,inf,False,False
