sample,patient,n_high,n_low,threshold,mean_high,mean_low,ratio,contact_high,contact_low,geometry,class,cutoff,denominator
LUAD-5 R1,Lung5,12611,5226,1.0,0.010509343694658101,0.0244195688225539,0.43036565350620265,0.016279736314130124,0.03415863668807994,disc_9,broad,ge1,all
LUAD-5 R2,Lung5,12377,5537,1.0,0.01103525356171393,0.018951297333092528,0.5822954158628657,0.015900271633682576,0.024580307644257046,disc_9,broad,ge1,all
LUAD-5 R3,Lung5,9985,5908,1.0,0.01116675012518778,0.020311442112389978,0.5497763311634117,0.018204081632653062,0.030007501875468866,disc_9,broad,ge1,all
LUSC-6,Lung6,16323,49873,1.0,0.003185688905225755,0.005303470815872315,0.600680010473815,0.010462776659959759,0.013912997738151597,disc_9,broad,ge1,all
LUAD-9 R1,Lung9,27834,11030,1.0,0.011358410576992167,0.059354789966757325,0.19136468317643177,0.02104159733777038,0.09218295315873463,disc_9,broad,ge1,all
LUAD-9 R2,Lung9,57922,36954,1.0,0.009790465338443653,0.04954132164312388,0.19762220735591796,0.01870882957782103,0.08375651935218227,disc_9,broad,ge1,all
LUAD-12,Lung12,7260,11007,1.0,0.03362947658402204,0.12045062233124373,0.27919720075451093,0.11123006833712983,0.2798817817183871,disc_9,broad,ge1,all
LUAD-13,Lung13,19177,6853,1.0,0.04778380351462689,0.09327058709081182,0.5123137422529864,0.09221596055147428,0.15067971082822568,disc_9,broad,ge1,all
LUAD-5 R1,Lung5,8576,5226,2.0,0.009672341417910447,0.0244195688225539,0.3960897707979626,0.015772960638904734,0.03415863668807994,disc_9,broad,ge2,all
LUAD-5 R2,Lung5,7904,5537,2.0,0.010490468960863699,0.018951297333092528,0.5535488561274045,0.015960859801090792,0.024580307644257046,disc_9,broad,ge2,all
LUAD-5 R3,Lung5,6379,5908,2.0,0.011430736270052776,0.020311442112389978,0.5627732490289317,0.019701882374133117,0.030007501875468866,disc_9,broad,ge2,all
LUSC-6,Lung6,4895,49873,2.0,0.0028600612870275793,0.005303470815872315,0.5392810456254309,0.0109375,0.013912997738151597,disc_9,broad,ge2,all
LUAD-9 R1,Lung9,19330,11030,2.0,0.008109156751163993,0.059354789966757325,0.13662177485095417,0.01604237027939822,0.09218295315873463,disc_9,broad,ge2,all
LUAD-9 R2,Lung9,34539,36954,2.0,0.005030545180810099,0.04954132164312388,0.10154240972915822,0.010321986573991564,0.08375651935218227,disc_9,broad,ge2,all
