method	contrast	term	thesis	direction	thesis_sign_match	test	effect	mean_log2FC	pvalue	n_set_in_test	lfc_floor	family	note	gsea_lead	de_fit	fdr_within_family	fdr_global
DESeq2	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	mean_stat_perm		-0.308461		2	1	sensitivity	two-sided gene-label permutation of mean statistic		parametric		
DESeq2	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.308461	-0.308461		2	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		parametric		
DESeq2	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.308461	-0.308461		2	1	sensitivity	one-sided Wilcoxon in the thesis direction		parametric		
DESeq2	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea		1.25454		1	1	sensitivity	two-sided gene-set permutation		parametric		
DESeq2	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm		1.25454		1	1	sensitivity	two-sided gene-label permutation of mean statistic		parametric		
DESeq2	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	1.25454	1.25454		1	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		parametric		
DESeq2	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	1.25454	1.25454		1	1	sensitivity	one-sided Wilcoxon in the thesis direction		parametric		
DESeq2	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	gsea	-1.39264	-2.86003	0.0609391	4	1	sensitivity	two-sided gene-set permutation	SAMD9,IFI44,BST2	parametric	0.157842	0.375771
DESeq2	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	mean_stat_perm	-4.24837	-2.86003	0.041958	4	1	sensitivity	two-sided gene-label permutation of mean statistic		parametric	0.167832	0.334019
DESeq2	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_log2FC	-2.86003	-2.86003	0.125	4	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		parametric	0.25	0.457207
DESeq2	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-2.86003	-2.86003	1	4	1	sensitivity	one-sided Wilcoxon in the thesis direction		parametric	1	1
DESeq2	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-1.3409	-1.88439	0.0789211	6	1	sensitivity	two-sided gene-set permutation	TNFAIP2,IFI44,BST2	parametric	0.157842	0.430093
DESeq2	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-2.83912	-1.88439	0.0899101	6	1	sensitivity	two-sided gene-label permutation of mean statistic		parametric	0.17982	0.440762
DESeq2	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-1.88439	-1.88439	0.0625	6	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		parametric	0.25	0.375771
DESeq2	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-1.88439	-1.88439	0.984375	6	1	sensitivity	one-sided Wilcoxon in the thesis direction		parametric	1	1
edgeR_QL	pooled	NHEJ_CORE	down	up	False	gsea	1.38667	0.0463609	0.040959	6	0	primary	two-sided gene-set permutation	XRCC5	QLF_common_disp_0.01435	0.112637	0.332587
edgeR_QL	pooled	NHEJ_CORE	down	up	False	mean_stat_perm	3.60784	0.0463609	0.350649	6	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.482143	0.65625
edgeR_QL	pooled	NHEJ_CORE	down	up	False	wilcoxon_log2FC	0.0463609	0.0463609	0.21875	6	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.401042	0.556818
edgeR_QL	pooled	NHEJ_CORE	down	up	False	wilcoxon_thesis_sided	0.0463609	0.0463609	0.921875	6	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	1
edgeR_QL	pooled	STING_AXIS	up	up	True	gsea	1.11897	0.197197	0.191808	4	0	primary	two-sided gene-set permutation	CGAS,STING1	QLF_common_disp_0.01435	0.263736	0.520897
edgeR_QL	pooled	STING_AXIS	up	up	True	mean_stat_perm	5.48175	0.197197	0.254745	4	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.467033	0.573
edgeR_QL	pooled	STING_AXIS	up	up	True	wilcoxon_log2FC	0.197197	0.197197	0.125	4	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.275	0.457207
edgeR_QL	pooled	STING_AXIS	up	up	True	wilcoxon_thesis_sided	0.197197	0.197197	0.0625	4	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.6875	0.375771
edgeR_QL	pooled	IFN	up	down	False	gsea	-1.56022	-0.340707	0.011988	50	0	primary	two-sided gene-set permutation	IFIT1,IFIT2,CMPK2,GBP2,SOCS3,IRF9,LY6E,USP18,IFI6,OAS3,IFI44,BST2	QLF_common_disp_0.01435	0.0805861	0.196167
edgeR_QL	pooled	IFN	up	down	False	mean_stat_perm	-7.73662	-0.340707	0.020979	50	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.0989011	0.231768
edgeR_QL	pooled	IFN	up	down	False	wilcoxon_log2FC	-0.340707	-0.340707	0.00102512	50	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.00563814	0.0492917
edgeR_QL	pooled	IFN	up	down	False	wilcoxon_thesis_sided	-0.340707	-0.340707	0.999506	50	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	1
edgeR_QL	pooled	APM	up	up	True	gsea	-1.03879	0.0194575	0.230769	20	0	primary	two-sided gene-set permutation	PSME2,CALR,ERAP1,PSME1,TAPBP	QLF_common_disp_0.01435	0.282051	0.571528
edgeR_QL	pooled	APM	up	up	True	mean_stat_perm	-2.86588	0.0194575	0.330669	20	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.482143	0.636264
edgeR_QL	pooled	APM	up	up	True	wilcoxon_log2FC	0.0194575	0.0194575	0.452375	20	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.552903	0.706553
edgeR_QL	pooled	APM	up	up	True	wilcoxon_thesis_sided	0.0194575	0.0194575	0.784783	20	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	0.956823
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	gsea	-0.716951	-0.00600638	0.504496	48	0	primary	two-sided gene-set permutation	H2BC15,ABRAXAS1,BRCC3,UIMC1,H2BC5,H4C15,H2BC26,H2BC14,KAT5,H2BC13,PAXIP1	QLF_common_disp_0.01435	0.504496	0.748904
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	mean_stat_perm	-0.452656	-0.00600638	0.818182	48	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.9	0.982786
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_log2FC	-0.00600638	-0.00600638	0.88286	48	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.88286	1
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_thesis_sided	-0.00600638	-0.00600638	0.44143	48	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	0.70303
edgeR_QL	pooled	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	gsea	1.14118	-0.0166517	0.152847	14	0	primary	two-sided gene-set permutation	XRCC5,CGAS	QLF_common_disp_0.01435	0.263736	0.517133
edgeR_QL	pooled	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	mean_stat_perm	2.32926	-0.0166517	0.441558	14	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.539683	0.70303
edgeR_QL	pooled	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_log2FC	-0.0166517	-0.0166517	0.807739	14	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.88286	0.978858
edgeR_QL	pooled	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_thesis_sided	-0.0166517	-0.0166517	0.40387	14	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	0.678969
edgeR_QL	pooled	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.11228	-0.247903	0.17982	56	0	primary	two-sided gene-set permutation	RNASEL,IFIT1,IFIT2,IRF8,PTPN6,GBP2,SOCS3,IRF9,USP18,IFI6,OAS3,BST2	QLF_common_disp_0.01435	0.263736	0.520897
edgeR_QL	pooled	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-3.63303	-0.247903	0.112887	56	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.31044	0.457207
edgeR_QL	pooled	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.247903	-0.247903	0.0114487	56	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.0410579	0.196167
edgeR_QL	pooled	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.247903	-0.247903	0.994276	56	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	1
edgeR_QL	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	gsea	0.799579	-0.0653513	0.348651	73	0	primary	two-sided gene-set permutation	HLA-F,BCL11B,SUMO1,TRIM2,HLA-A,PTPN11,TRIM31,GBP5	QLF_common_disp_0.01435	0.383516	0.65625
edgeR_QL	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	mean_stat_perm	0.0171058	-0.0653513	0.992008	73	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.992008	1
edgeR_QL	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.0653513	-0.0653513	0.280022	73	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.440035	0.596792
edgeR_QL	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.0653513	-0.0653513	0.859989	73	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	1
edgeR_QL	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea	1.09017	0.0860353	0.160839	26	0	primary	two-sided gene-set permutation	SEC24D,HLA-F,BECN1,HLA-A,SEC23A	QLF_common_disp_0.01435	0.263736	0.520897
edgeR_QL	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm	3.78049	0.0860353	0.186813	26	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.410989	0.520897
edgeR_QL	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	0.0860353	0.0860353	0.408243	26	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.552903	0.683492
edgeR_QL	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	0.0860353	0.0860353	0.204122	26	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	0.539915
edgeR_QL	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	gsea	-1.50653	-0.208011	0.015984	85	0	primary	two-sided gene-set permutation	TRAFD1,ELF1,CD47,IFIT2,TRIM25,CMPK2,NUB1,PSME2,TMEM140,GBP2,IRF9,LY6E,USP18,PSME1,SAMD9,IL4R,PARP9,IFI44,BST2	QLF_common_disp_0.01435	0.0805861	0.219983
edgeR_QL	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	mean_stat_perm	-5.52738	-0.208011	0.021978	85	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.0989011	0.231768
edgeR_QL	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.208011	-0.208011	0.0149301	85	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.0410579	0.219983
edgeR_QL	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.208011	-0.208011	0.992535	85	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	1
edgeR_QL	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-1.4051	-0.160617	0.021978	161	0	primary	two-sided gene-set permutation	IFIT1,IFIT2,IRF8,TRIM25,CCL5,CMPK2,PTPN6,RIPK1,PSME2,HLA-DRB1,ZNFX1,SOCS3,IRF9,RNF213,LY6E,USP18,PSME1,SRI,TNFAIP2,OAS3,TAPBP,IL4R,ARID5B,NFKBIA,IFI44	QLF_common_disp_0.01435	0.0805861	0.231768
edgeR_QL	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-3.95614	-0.160617	0.026973	161	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.0989011	0.263881
edgeR_QL	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.160617	-0.160617	0.000358402	161	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.00394242	0.0492917
edgeR_QL	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.160617	-0.160617	0.999821	161	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999821	1
edgeR_QL	pooled	NHEJ_CORE	down	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.01435		
edgeR_QL	pooled	NHEJ_CORE	down	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435		
edgeR_QL	pooled	NHEJ_CORE	down	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435		
edgeR_QL	pooled	NHEJ_CORE	down	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435		
edgeR_QL	pooled	STING_AXIS	up	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.01435		
edgeR_QL	pooled	STING_AXIS	up	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435		
edgeR_QL	pooled	STING_AXIS	up	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435		
edgeR_QL	pooled	STING_AXIS	up	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435		
edgeR_QL	pooled	IFN	up	down	False	gsea	-1.24881	-0.964713	0.135864	15	0.5	sensitivity	two-sided gene-set permutation	GBP2,SOCS3,IFI6,OAS3,IFI44,BST2	QLF_common_disp_0.01435	0.306693	0.488149
edgeR_QL	pooled	IFN	up	down	False	mean_stat_perm	-19.7222	-0.964713	0.113886	15	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.272727	0.457207
edgeR_QL	pooled	IFN	up	down	False	wilcoxon_log2FC	-0.964713	-0.964713	0.0102539	15	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.0239258	0.196167
edgeR_QL	pooled	IFN	up	down	False	wilcoxon_thesis_sided	-0.964713	-0.964713	0.995819	15	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999237	1
edgeR_QL	pooled	APM	up	up	True	gsea	0.964312	0.484913	0.253746	4	0.5	sensitivity	two-sided gene-set permutation	HLA-F,HLA-A	QLF_common_disp_0.01435	0.306693	0.573
edgeR_QL	pooled	APM	up	up	True	mean_stat_perm	11.1769	0.484913	0.407592	4	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.475524	0.683492
edgeR_QL	pooled	APM	up	up	True	wilcoxon_log2FC	0.484913	0.484913	0.375	4	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.4375	0.65625
edgeR_QL	pooled	APM	up	up	True	wilcoxon_thesis_sided	0.484913	0.484913	0.1875	4	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.65625	0.520897
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	gsea		-0.66869		1	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	mean_stat_perm		-0.66869		1	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_log2FC	-0.66869	-0.66869		1	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_thesis_sided	-0.66869	-0.66869		1	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.01853	-0.782109	0.271728	15	0.5	sensitivity	two-sided gene-set permutation	GBP2,SOCS3,IFI6,OAS3,BST2	QLF_common_disp_0.01435	0.306693	0.589955
edgeR_QL	pooled	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-12.5985	-0.782109	0.237762	15	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.416084	0.573
edgeR_QL	pooled	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.782109	-0.782109	0.0301514	15	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.0527649	0.288034
edgeR_QL	pooled	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.782109	-0.782109	0.987213	15	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999237	1
edgeR_QL	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	gsea	0.750984	-0.199031	0.306693	14	0.5	sensitivity	two-sided gene-set permutation	HLA-F,BCL11B	QLF_common_disp_0.01435	0.306693	0.61038
edgeR_QL	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	mean_stat_perm	1.56437	-0.199031	0.873127	14	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.873127	1
edgeR_QL	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.199031	-0.199031	0.6698	14	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.6698	0.875093
edgeR_QL	pooled	REACTOME_INTERFERON_GAMMA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.199031	-0.199031	0.687134	14	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999237	0.886111
edgeR_QL	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea	0.962412	0.484913	0.233766	4	0.5	sensitivity	two-sided gene-set permutation	HLA-F,HLA-A	QLF_common_disp_0.01435	0.306693	0.573
edgeR_QL	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm	11.1769	0.484913	0.400599	4	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.475524	0.678969
edgeR_QL	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	0.484913	0.484913	0.375	4	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.4375	0.65625
edgeR_QL	pooled	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	0.484913	0.484913	0.1875	4	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.65625	0.520897
edgeR_QL	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	gsea	-1.46883	-1.0813	0.038961	15	0.5	sensitivity	two-sided gene-set permutation	SAMD9,IL4R,PARP9,IFI44,BST2	QLF_common_disp_0.01435	0.272727	0.327753
edgeR_QL	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	mean_stat_perm	-26.9741	-1.0813	0.0659341	15	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.272727	0.382418
edgeR_QL	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_log2FC	-1.0813	-1.0813	0.00201416	15	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.00931253	0.0654199
edgeR_QL	pooled	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-1.0813	-1.0813	0.999237	15	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999237	1
edgeR_QL	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-1.20813	-0.755838	0.143856	26	0.5	sensitivity	two-sided gene-set permutation	TNFAIP2,OAS3,IL4R,IFI44,ARL4A,BST2	QLF_common_disp_0.01435	0.306693	0.499206
edgeR_QL	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-15.4147	-0.755838	0.116883	26	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.272727	0.457207
edgeR_QL	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.755838	-0.755838	0.00266072	26	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.00931253	0.0830964
edgeR_QL	pooled	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.755838	-0.755838	0.998795	26	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	0.999237	1
edgeR_QL	pooled	NHEJ_CORE	down	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.01435		
edgeR_QL	pooled	NHEJ_CORE	down	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435		
edgeR_QL	pooled	NHEJ_CORE	down	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435		
edgeR_QL	pooled	NHEJ_CORE	down	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435		
edgeR_QL	pooled	STING_AXIS	up	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.01435		
edgeR_QL	pooled	STING_AXIS	up	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435		
edgeR_QL	pooled	STING_AXIS	up	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435		
edgeR_QL	pooled	STING_AXIS	up	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435		
edgeR_QL	pooled	IFN	up	down	False	gsea	-1.22416	-1.94177	0.138861	4	1	sensitivity	two-sided gene-set permutation	IFI44,BST2	QLF_common_disp_0.01435	0.231435	0.492381
edgeR_QL	pooled	IFN	up	down	False	mean_stat_perm	-43.5197	-1.94177	0.152847	4	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435	0.254745	0.517133
edgeR_QL	pooled	IFN	up	down	False	wilcoxon_log2FC	-1.94177	-1.94177	0.25	4	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435	0.416667	0.573
edgeR_QL	pooled	IFN	up	down	False	wilcoxon_thesis_sided	-1.94177	-1.94177	0.9375	4	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435	1	1
edgeR_QL	pooled	APM	up	up	True	gsea		1.25099		1	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.01435		
edgeR_QL	pooled	APM	up	up	True	mean_stat_perm		1.25099		1	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435		
edgeR_QL	pooled	APM	up	up	True	wilcoxon_log2FC	1.25099	1.25099		1	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435		
edgeR_QL	pooled	APM	up	up	True	wilcoxon_thesis_sided	1.25099	1.25099		1	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.01435		
edgeR_QL	pooled	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.01435		
