patient	n_high	n_low	barrier_high	barrier_low	IFN_high	IFN_low	AT2_high	AT2_low	sling_high	sling_low	dpt_high	dpt_low
P1	124	146	0.7743292769757651	0.7724877869769864	0.24256248224956298	0.1970932003586707	0.014653927936989773	0.006367852358513227	0.7002802142961798	0.7602564784694966	0.4445092976093292	0.4413881301879883
P2	178	14	1.0264394673403732	0.832379896016348	0.2958365929081786	0.1981929205868342	0.5269092668252491	0.5088562497070858	0.43998817283789105	0.4329333586417192	0.8654430508613586	0.8185915350914001
P3	117	217	0.9803338850665296	0.8157413170176533	0.26602361311735	0.25679109556101076	0.037529076775933944	0.02778766763191985	0.7685272157689611	0.8495526382161138	0.4061405658721924	0.4082775115966797
P4	25	409	0.533049589395523	0.3152301527177209	0.46373364203596756	0.5450068224998418	0.03551642656326294	0.04966898960802938	0.6790197407150687	0.7421537199831663	0.39348918199539185	0.3914213180541992
P5	66	162	0.9446727458876791	0.8145016562423588	0.385512977059128	0.39056830224088857	1.5032708509401842	1.5283875071401458	0.3755599622065169	0.35071806615831885	0.3459363579750061	0.3454907238483429
P6	323	88	1.1311572951613564	0.7868915243130743	0.3339660433486974	0.30356176757946113	0.006827599569862965	0.01875337597095605	0.6048520715720581	0.6416674956973403	0.42934858798980713	0.4151458740234375
P7	62	117	1.1307901876267568	0.7719214486855048	0.597541395563285	0.557547733412737	1.2805324495639854	0.5395130299859577	0.6284876131789658	0.7195079674706331	0.37932440638542175	0.38531988859176636
P8	279	68	1.1669365134504106	0.4689853404666864	0.31235239096287687	0.2278511389477612	1.283875905929785	3.41040191200434	0.48150838774310484	0.4890859062139168	0.3697422444820404	0.39492836594581604
P9	191	114	1.5727152565907014	1.2460448448246684	0.5704295346626274	0.5888102680151063	0.6197237829575364	0.721564711273065	0.5527840439014365	0.655069026341495	0.37258824706077576	0.3724965751171112
P10	108	154	1.1550751500935466	0.9859647525724393	0.32814537423446904	0.29130486642162773	0.0050790140658249095	0.0017316245284431425	0.8351482354326639	0.8732482076603716	0.40856918692588806	0.4084540009498596
P12	201	129	0.8153521834716669	0.27888095555995474	0.30418355849584916	0.2425595087471871	2.724174899544882	3.827046817587328	0.5413535595880706	0.5360372118392757	0.38893094658851624	0.4009544849395752
P13	83	26	1.1406833080642194	0.7742775464669254	0.2913985412581995	0.24471425630144372	0.4624359899136915	0.456262285510699	0.46838998961183964	0.454377719193067	0.3546089828014374	0.3593559265136719
P14	50	377	0.9532898942629496	0.41304232322410817	0.3774830806908542	0.19221518483018465	0.023738767703374224	0.00979701332767699	0.6511981483367575	0.8005201940392951	0.44513052701950073	0.41540956497192383
P15	209	214	0.9543465433413522	0.6930878409344088	0.19142597121071	0.17716984480386688	0.025699683306129734	0.021410773476336235	0.703056749877553	0.7613375315552804	0.3979967534542084	0.39697280526161194
P16	269	85	1.4594545702471904	1.2266909431008732	0.3974046366726629	0.32330030818604155	0.06654332376914987	0.041989407936731976	0.4723654495814967	0.4820205152038127	0.36450865864753723	0.3648298978805542
P17	45	251	0.6544501465779764	0.6949372897110138	0.3017035557708421	0.305226947145093	0.042672699469107164	0.03146524519559397	0.8339345225258513	0.8337879206515048	0.41268542408943176	0.41206708550453186
P18	164	164	1.332921099523461	1.1690893803791302	0.3416969579645434	0.26755673012385345	0.009099555179113294	0.004724929851245105	0.6083748679906782	0.6360259780426168	0.40706685185432434	0.39353886246681213
P19	78	43	0.8742950654182678	0.7599901831889337	0.25523111445572155	0.2631241714699932	0.017135752317232963	0.013847565928170847	0.613974161474171	0.6193316191266258	0.4665822386741638	0.4294884204864502
P20	287	34	1.787966605730173	1.413603535177661	0.31283567287285663	0.25363045974089005	0.2764985119008852	0.1361050785464399	0.4991220156612345	0.5040215591006678	0.36157160997390747	0.3624967336654663
P21	157	121	1.7258051670217716	1.344169842228088	0.49836785506644643	0.42958171713410237	0.31878022235796455	0.3635963190028818	0.4401270143749067	0.4117861574708396	0.5268779397010803	0.513626217842102
P22	109	13	1.9687147042073243	1.8925029803545048	0.3333330633945316	0.25289549616541324	0.003127382435929885	0.0	0.5940109990179799	0.5624595648296546	0.3791276812553406	0.3777225911617279
P23	70	316	0.9595034336759929	0.6767802578613225	0.2692008167621907	0.32924154610118733	0.02772435396909714	0.036225083052231793	0.7906655001131051	0.7764918983868874	0.42179641127586365	0.40263062715530396
P24	27	27	1.1299368264498533	1.0661002529991996	0.4511274353372815	0.39893997680227633	0.22498601527861606	0.15149678860181645			0.3684244453907013	0.3685993552207947
P25	138	205	0.7665615241596664	0.7025094524147065	0.42047933296052525	0.404973333183834	0.013895392921811717	0.01875567576749538		0.6601282596528668	0.7291643619537354	0.7283920049667358
P26	31	8	1.1268530020149805	1.0184042106072106	0.23648478209946044	0.14454049504783056	0.0	0.0	0.551983670655032	0.6401862877001103	0.3688564896583557	0.3684232831001282
P28	256	98	1.7470886277151294	1.235663905942521	0.33131021233147956	0.25609229903731695	0.31874655883681646	0.23480846971070682	0.5158846745723045	0.5436924840429519	0.37308022379875183	0.3744194507598877
P29	42	293	1.0625015686428736	0.6224554812406381	0.34119980917868087	0.36906899866351534	0.0	0.004499682760347143			0.555270791053772	0.5694928765296936
P30	67	149	1.3976246678265765	0.8681426559985352	0.3795144971139444	0.3246387592366571	0.00115641454855601	0.007361938356019772	0.5314557951243088		0.6299213767051697	0.6170014142990112
P31	140	90	1.1659885623980135	1.004511635557369	0.2121999896610786	0.1477853692194824	0.01561094444422495	0.021509322855207656	0.783091411541094	0.8280271556709239	0.4122527539730072	0.4120210111141205
P32	291	24	1.6985640662710555	0.9066983809073766	0.43760908448398156	0.2697367821926396	0.5392401346260466	0.6219576845566431	0.4220942912776433	0.40027989112892354	0.3439517319202423	0.3607138693332672
P33	219	30	1.302567435159168	0.8936014807886549	0.4129174449765645	0.28080238710799715	0.9258289844296658	0.9677633944484924	0.38700631436783983	0.39291933995982664	0.3411056399345398	0.3442520499229431
P34	81	160	1.6502716331570233	1.2831763099568585	0.3430347320857275	0.3717375165310829	0.021595161883428755	0.044332298636436465	0.6052471165260607		0.4672499895095825	0.46675682067871094
P35	93	244	0.8390912454188083	0.4885626564341817	0.2805066342855311	0.2704969538501641	1.7393999312299981	2.3129641712526157	0.22529789941925807	0.18028250667688914	0.0598459392786026	0.047472964972257614
P36	34	80	0.7933850714973376	0.7219914589077234	0.14519116592253534	0.17055636755611797	0.062106882386347824	0.02921584111948808	0.7606122632908564	0.8319718865849309	0.4032977819442749	0.4048737585544586
