leiden	n_cells	n_patients	mean_CLDN4	mean_barrier	mean_IFN	mean_AT2	mean_sling	frac_malignant
0	451	1	1.161935638297688	0.7700270251243624	0.2214868714211398	0.009898121708953107	0.8128561261253623	1.0
1	740	15	1.3212947610262278	0.8662068727787013	0.24582363539042626	0.02644914238302557	0.7920865786196974	1.0
2	445	17	0.5588075470388605	0.733045764206054	0.3038672980967532	0.03495706889066803	0.7399395757358149	0.9752808988764045
3	1259	8	0.8651793722220126	0.8944225189765989	0.29863352874092247	0.023252514582290072	0.8685685066447809	1.0
4	1049	23	2.0607753248869294	1.394720724202316	0.3218507829973348	0.3329051396971397	0.494359683503569	0.8055290753098189
5	710	22	1.3210465296893052	1.2977433493789372	0.5353856650830328	0.6234901496991865	0.5804505840626973	0.11549295774647887
6	472	18	1.7525408318487263	0.7804808695248123	0.3749603257724933	0.032740914952115154		0.0
7	864	19	1.641787197785797	1.114917060808727	0.4020432201386602	0.031043324613782727	0.6224766700010101	0.9571759259259259
8	68	1	0.0	0.23119553609513768	0.3098475486640484	0.07573157673080763		0.8676470588235294
9	969	9	1.3466629868813467	0.577782254121457	0.33904938179593186	3.5748162043998852	0.3084334999725454	0.0030959752321981426
10	255	9	0.09115352326748417	0.4769562829553691	0.3920606598414114	0.004725921602030985		0.996078431372549
11	514	6	0.28043973753192547	0.372977821927049	0.5344387089189172	0.060783108800224445	0.7540443008301899	0.9922178988326849
12	496	6	0.9763860379255587	0.9121168316191723	0.4071874649535948	1.5318514573818414	0.36237090919905895	0.0
13	655	11	2.4158846955262976	1.412342708665906	0.41579218932017364	0.8040367517307514	0.39904246342470445	0.29770992366412213
14	406	1	0.15915124566096978	0.4035678723053196	0.18443126171752905	0.0069032884975176526	0.8282127492760708	1.0
15	498	2	1.2980317455458354	0.8440552799297943	0.1886588047162898	0.020911759760485118	0.7172457832332667	1.0
16	496	1	1.7617093303030538	1.4074827725348134	0.38541559369718537	0.06370712738604314	0.47369814193563514	1.0
17	297	2	1.0298025847886147	1.3312551141220044	0.25093235941804387	0.0012424379821310675		0.9966329966329966
18	280	1	2.0388007440737317	0.9902986705480586	0.28972767038150543	0.5227547178311007	0.4400850409813739	0.9714285714285714
19	495	1	1.2913160268706505	1.5438159849406894	0.4776755891623826	0.3421541265064618	0.42312471659322126	1.0
20	137	1	2.371124748330917	1.9801399428624016	0.329916865003072	0.004194770851274477	0.5914029487684721	0.9927007299270073
21	249	2	1.7009693850953895	1.1262414055256798	0.2064672745729415	0.01361487101678708	0.7824624075737907	1.0
22	499	1	1.1428733304411711	0.7391670039079152	0.4293518975856921	0.018075774561267896		1.0
23	454	1	1.7504974864915603	1.6174048570349877	0.317705745682382	0.2552204798693699	0.52188929963048	0.9955947136563876
24	501	2	0.5779637269036261	0.7477711630577416	0.37320055309108086	0.006128254705322479		0.9880239520958084
25	486	1	0.9041400779912501	1.1829253695343092	0.36338570022322264	0.0045122879931629115		1.0
26	438	2	0.9680167940789706	1.498231332924903	0.3763909954378452	0.04125547807102334		0.9657534246575342
27	495	1	0.8745684553276408	0.6168055774386884	0.2909149555516999	2.213078299455771	0.17568536198066423	0.00808080808080808
28	495	2	1.4336744029112536	0.6701227460345034	0.19248906259090057	0.04102263461660456	0.8769688720021178	1.0
29	301	1	1.4643380566688866	1.1206481766991179	0.38850832610599484	1.7469021650082777	0.43290814596441696	0.016611295681063124
