ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both
IFNA1	IFNAR1+IFNAR2	IFN	0.0803673043847084	False	0.0	0.1449655521142785	14256	31642	0.0803673043847084	False	0.0	0.1449655521142785	14256	31642	0.0	False	False
IFNA2	IFNAR1+IFNAR2	IFN	0.08039273043141293	False	7.014590347923682e-05	0.1449655521142785	14256	31642	0.0803673043847084	False	0.0	0.1449655521142785	14256	31642	2.5426046704524197e-05	False	False
IFNB1	IFNAR1	IFN	0.08051411093038041	False	0.00035072951739618404	0.1449655521142785	14256	31642	0.08040578698637546	False	0.00021043771043771043	0.1449655521142785	14256	31642	0.00010832394400495104	False	False
IFNB1	IFNAR1+IFNAR2	IFN	0.08051411093038041	False	0.00035072951739618404	0.1449655521142785	14256	31642	0.08040578698637546	False	0.00021043771043771043	0.1449655521142785	14256	31642	0.00010832394400495104	False	False
IFNB1	IFNAR2	IFN	0.11712899089616258	False	0.00035072951739618404	0.19758548764300612	14256	31642	0.11702066695215763	False	0.00021043771043771043	0.19758548764300612	14256	31642	0.00010832394400495104	False	False
IFNG	IFNGR1	IFN	0.10191657533869147	False	0.007084736251402918	0.1617154415018014	14256	31642	0.11209346354007721	False	0.01585297418630752	0.1617154415018014	14256	31642	-0.010176888201385736	False	False
IFNG	IFNGR1+IFNGR2	IFN	0.03685463359579444	False	0.007084736251402918	0.06674672903103471	14256	31642	0.047031521797180176	False	0.01585297418630752	0.06674672903103471	14256	31642	-0.010176888201385736	False	False
IFNG	IFNGR2	IFN	0.03685463359579444	False	0.007084736251402918	0.06674672903103471	14256	31642	0.047031521797180176	False	0.01585297418630752	0.06674672903103471	14256	31642	-0.010176888201385736	False	False
IFNL1	IFNLR1+IL10RB	IFN	0.007822401938028634	False	0.003998316498316498	0.013083875861197143	14256	31642	0.007678851136006415	False	0.001893939393939394	0.013083875861197143	14256	31642	0.0001435508020222187	False	False
IFNL2	IFNLR1+IL10RB	IFN	0.009982405696064234	False	0.012766554433221099	0.013083875861197143	14256	31642	0.008138689096085727	False	0.003998316498316498	0.013083875861197143	14256	31642	0.0018437165999785066	False	False
IFNL3	IFNLR1+IL10RB	IFN	0.00714854691614164	False	0.00035072951739618404	0.013083875861197143	14256	31642	0.007080532610416412	False	0.0	0.013083875861197143	14256	31642	6.801430572522804e-05	False	False
CD93	IFNGR1	IFN_partial	0.09968673740513623	False	0.0024551066217732885	0.1617154415018014	14256	31642	0.09957000889698975	False	0.0011924803591470258	0.1617154415018014	14256	31642	0.00011672850814647973	False	False
IFNA5	IFNAR1+IFNAR2	IFN_partial	0.08039484977780376	False	0.00014029180695847364	0.1449655521142785	14256	31642	0.0803890168426733	False	7.014590347923682e-05	0.1449655521142785	14256	31642	5.8329351304564625e-06	False	False
IFNA6	IFNAR1+IFNAR2	IFN_partial	0.0803673043847084	False	0.0	0.1449655521142785	14256	31642	0.0803673043847084	False	0.0	0.1449655521142785	14256	31642	0.0	False	False
IFNA8	IFNAR1+IFNAR2	IFN_partial	0.0803673043847084	False	0.0	0.1449655521142785	14256	31642	0.0803673043847084	False	0.0	0.1449655521142785	14256	31642	0.0	False	False
IFNE	IFNAR1+IFNAR2	IFN_partial	0.0806177656922955	False	0.001823793490460157	0.1449655521142785	14256	31642	0.0805409443564713	False	0.0006313131313131314	0.1449655521142785	14256	31642	7.682133582420647e-05	False	False
IFNK	IFNAR1+IFNAR2	IFN_partial	0.08040298872583662	False	0.00021043771043771043	0.1449655521142785	14256	31642	0.08039598692266736	False	7.014590347923682e-05	0.1449655521142785	14256	31642	7.0018031692598015e-06	False	False
IFNW1	IFNAR1+IFNAR2	IFN_partial	0.0803768210716953	False	7.014590347923682e-05	0.1449655521142785	14256	31642	0.0803673043847084	False	0.0	0.1449655521142785	14256	31642	9.516686986899003e-06	False	False
IL10	IL10RA+IL10RB	IFN_partial	0.07408445590408519	False	0.0021745230078563413	0.1285633019404589	14256	31642	0.07423686934635043	False	0.001893939393939394	0.1285633019404589	14256	31642	-0.00015241344226524234	False	False
IL22	IL10RB+IL22RA1	IFN_partial	0.00011378342242096551	False	7.014590347923682e-05	0.00015801782441059352	14256	31642	0.00010147153807338327	False	0.0	0.00015801782441059352	14256	31642	1.2311884347582236e-05	False	False
IL26	IL10RB+IL20RA	IFN_partial	0.001435190686606802	False	0.0007014590347923681	0.003792427785854244	14256	31642	0.0014837745111435652	False	0.00035072951739618404	0.003792427785854244	14256	31642	-4.858382453676313e-05	False	False
HLA-A	CD8A	MHC_I	1.2682938873767853	True	0.796506734006734	0.3123696352948613	14256	31642	1.1948610842227936	True	0.7615039281705949	0.3123696352948613	14256	31642	0.0734328031539917	True	True
HLA-A	CD8B	MHC_I	1.1580367982387543	True	0.796506734006734	0.25779027874344224	14256	31642	1.0846039950847626	True	0.7615039281705949	0.25779027874344224	14256	31642	0.0734328031539917	True	True
