direction	ligand	receptor	pathway	n_patients	median_delta	mean_delta	mean_score_high	mean_score_low	frac_pass_high	frac_pass_low	pval	padj
malignant_CLDN4high_to_TNK	HLA-B	CD8A	MHC_I	18	0.12320482730865479	0.12526778959565693	1.4973629208074675	1.3720951312118106	1.0	1.0	0.05385589599609375	0.07779184977213542
malignant_CLDN4high_to_TNK	HLA-A	CD8B	MHC_I	17	0.13233959674835205	0.1528696672004812	1.4468997940421104	1.2940301268416292	1.0	1.0	0.044769287109375	0.0671539306640625
malignant_CLDN4high_to_TNK	HLA-C	CD8A	MHC_I	18	0.14755380153656006	0.1312122485703892	1.4352949700421758	1.3040827214717865	1.0	1.0	0.03849029541015625	0.058867510627297795
malignant_CLDN4high_to_TNK	HLA-A	CD8A	MHC_I	18	0.14890632033348083	0.15356985479593277	1.5561580310265224	1.4025881762305896	1.0	1.0	0.030364990234375	0.04833610690369898
malignant_CLDN4high_to_TNK	HLA-B	CD8B	MHC_I	17	0.15071022510528564	0.1279950317214517	1.4375282968668377	1.309533265145386	1.0	1.0	0.0714111328125	0.09440793829449153
malignant_CLDN4high_to_TNK	HLA-C	CD8B	MHC_I	17	0.1578761339187622	0.13374028574017918	1.3425185053664095	1.2087782196262304	1.0	1.0	0.050537109375	0.07437536851415094
malignant_CLDN4high_to_TNK	HLA-E	KLRC3+KLRD1	MHC_I	5	0.16992789506912231	0.1726999044418335	0.6512337885797024	0.4785338841378689	1.0	1.0	0.0625	0.08405172413793104
malignant_CLDN4high_to_TNK	HLA-E	KLRC1	MHC_I	5	0.17394709587097168	0.18736525028944015	0.710564848780632	0.5231995984911919	1.0	1.0	0.0625	0.08405172413793104
malignant_CLDN4high_to_TNK	HLA-E	KLRC1+KLRD1	MHC_I	5	0.17394709587097168	0.18736525028944015	0.710564848780632	0.5231995984911919	1.0	1.0	0.0625	0.08405172413793104
malignant_CLDN4high_to_TNK	HLA-E	KLRK1	MHC_I	19	0.17394709587097168	0.12654430105497963	0.8108032769278476	0.684258975872868	1.0	1.0	0.014068603515625	0.02743377685546875
malignant_CLDN4high_to_TNK	HLA-E	KLRD1	MHC_I	18	0.17537161707878113	0.1489601412581073	0.841777096192042	0.6928169549339347	1.0	1.0	0.00193023681640625	0.005642361111111111
malignant_CLDN4high_to_TNK	HLA-E	KLRC2	MHC_I	10	0.19022905826568604	0.21243827939033508	0.7925919719040394	0.5801536925137043	1.0	1.0	0.001953125	0.005642361111111111
malignant_CLDN4high_to_TNK	HLA-E	KLRC2+KLRD1	MHC_I	10	0.19022905826568604	0.21243827939033508	0.7912824161350727	0.5788441367447377	1.0	1.0	0.001953125	0.005642361111111111
malignant_CLDN4high_to_TNK	CCL5	CCR5	T_recruit	3	-0.10580046474933624	-0.10786239057779312	0.17706089466810226	0.2849232852458954	0.3333333333333333	1.0	0.25	0.2867647058823529
malignant_CLDN4high_to_TNK	CX3CL1	CX3CR1	T_recruit	3	0.06591946724802256	0.06346756375084321	0.27557232479254407	0.21210476104170084	1.0	0.0	0.25	0.2867647058823529
malignant_CLDN4high_to_TNK	CXCL16	CXCR6	T_recruit	11	0.07458166778087616	0.06519881415773522	0.3557764511894096	0.2905776370316744	1.0	0.7272727272727273	0.001953125	0.005642361111111111
