ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
MIF,MIF,2.5665398,0.93,CD74,CD74,2.0077407,0.796,Malig_CLDN4low,T,2.2871404,0.0
MIF,MIF,2.4981203,0.9595,CD74,CD74,2.0077407,0.796,Malig_CLDN4high,T,2.2529306,0.0
MIF,MIF,2.5665398,0.93,CD74,CD74,1.9029372,0.8195,Malig_CLDN4low,NK,2.2347383,0.0
MIF,MIF,2.4981203,0.9595,CD74,CD74,1.9029372,0.8195,Malig_CLDN4high,NK,2.2005286,0.0
FAM3C,FAM3C,0.4363748,0.4895,HLA-C,HLA-C,3.7676926,0.991,Malig_CLDN4high,NK,2.1020336,0.0
HLA-B,HLA-B,3.7782822,0.994,KIR3DL2,KIR3DL2,0.324498,0.21,NK,NK,2.0513902,0.0
HLA-C,HLA-C,3.7676926,0.991,KIR2DL3,KIR2DL3,0.30926278,0.207,NK,NK,2.0384777,0.0
FAM3C,FAM3C,0.26905748,0.3035,HLA-C,HLA-C,3.7676926,0.991,Malig_CLDN4low,NK,2.018375,0.0
HLA-E,HLA-E,2.816805,0.9665,KLRK1,KLRK1,1.218105,0.6885,NK,NK,2.0174549,0.0
FAM3C,FAM3C,0.18664877,0.151,HLA-C,HLA-C,3.7676926,0.991,NK,NK,1.9771707,0.0
HLA-C,HLA-C,3.7676926,0.991,KIR2DL1,KIR2DL1,0.17664792,0.116,NK,NK,1.9721702,0.0
FAM3C,FAM3C,0.13692908,0.109,HLA-C,HLA-C,3.7676926,0.991,T,NK,1.9523108,0.0
HLA-B,HLA-B,3.5264797,0.971,KIR3DL2,KIR3DL2,0.324498,0.21,T,NK,1.9254888,0.0
FAM3C,FAM3C,0.4363748,0.4895,HLA-C,HLA-C,3.316224,0.9625,Malig_CLDN4high,T,1.8762995,0.0
MIF,MIF,1.6896601,0.8285,CD74,CD74,2.0077407,0.796,T,T,1.8487004,0.0
HLA-E,HLA-E,2.4409516,0.9155,KLRK1,KLRK1,1.218105,0.6885,T,NK,1.8295283,0.0
HLA-C,HLA-C,3.316224,0.9625,KIR2DL3,KIR2DL3,0.30926278,0.207,T,NK,1.8127434,0.0
MIF,MIF,1.6896601,0.8285,CD74,CD74,1.9029372,0.8195,T,NK,1.7962986,0.0
FAM3C,FAM3C,0.26905748,0.3035,HLA-C,HLA-C,3.316224,0.9625,Malig_CLDN4low,T,1.7926408,0.0
MIF,MIF,1.5105814,0.787,CD74,CD74,2.0077407,0.796,NK,T,1.759161,0.0
FAM3C,FAM3C,0.18664877,0.151,HLA-C,HLA-C,3.316224,0.9625,NK,T,1.7514365,0.0
HLA-C,HLA-C,3.316224,0.9625,KIR2DL1,KIR2DL1,0.17664792,0.116,T,NK,1.746436,0.0
HLA-E,HLA-E,2.816805,0.9665,KLRC2,KLRC2_KLRD1,0.6756776,0.38,NK,NK,1.7462412,0.0
HLA-E,HLA-E,2.816805,0.9665,KLRC2,KLRC2,0.6756776,0.38,NK,NK,1.7462412,0.0
FAM3C,FAM3C,0.13692908,0.109,HLA-C,HLA-C,3.316224,0.9625,T,T,1.7265766,0.0
MIF,MIF,1.5105814,0.787,CD74,CD74,1.9029372,0.8195,NK,NK,1.7067592,0.88
MIF,MIF,2.5665398,0.93,CD74,CD74,0.8408947,0.422,Malig_CLDN4low,Malig_CLDN4low,1.7037172,0.94
HLA-E,HLA-E,2.816805,0.9665,KLRC1,KLRC1,0.5657227,0.291,NK,NK,1.6912638,0.0
HLA-E,HLA-E,2.816805,0.9665,KLRC1,KLRC1_KLRD1,0.5657227,0.291,NK,NK,1.6912638,0.0
MIF,MIF,2.4981203,0.9595,CD74,CD74,0.8408947,0.422,Malig_CLDN4high,Malig_CLDN4low,1.6695075,1.0
MIF,MIF,2.5665398,0.93,CD74,CD74,0.7654475,0.398,Malig_CLDN4low,Malig_CLDN4high,1.6659937,1.0
MIF,MIF,2.4981203,0.9595,CD74,CD74,0.7654475,0.398,Malig_CLDN4high,Malig_CLDN4high,1.631784,1.0
HLA-E,HLA-E,2.816805,0.9665,KLRC3,KLRC3_KLRD1,0.40449566,0.2615,NK,NK,1.6106503,0.0
HLA-E,HLA-E,2.816805,0.9665,KLRK1,KLRK1,0.39540625,0.2415,NK,T,1.6061056,0.0
MIF,MIF,2.5665398,0.93,TNFRSF14,TNFRSF14,0.56107485,0.415,Malig_CLDN4low,T,1.5638072,0.0
HLA-E,HLA-E,2.4409516,0.9155,KLRC2,KLRC2_KLRD1,0.6756776,0.38,T,NK,1.5583146,0.0
HLA-E,HLA-E,2.4409516,0.9155,KLRC2,KLRC2,0.6756776,0.38,T,NK,1.5583146,0.0
MIF,MIF,2.5665398,0.93,TNFRSF14,TNFRSF14,0.50646067,0.374,Malig_CLDN4low,NK,1.5365002,0.0
