ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
CLEC2B,CLEC2B,0.2189455,0.226,KLRF1,KLRF1,1.160457,0.6505,Malig_CLDN4low,NK,0.68970126,0.0
FGFR2,FGFR2,0.1474267,0.2135,CD44,CD44,1.2172332,0.683,Malig_CLDN4high,T,0.68232995,0.0
HLA-E,HLA-E,0.6834608,0.535,KLRC2,KLRC2_KLRD1,0.6756776,0.38,Malig_CLDN4low,NK,0.6795692,1.0
HLA-E,HLA-E,0.6834608,0.535,KLRC2,KLRC2,0.6756776,0.38,Malig_CLDN4low,NK,0.6795692,1.0
MDK,MDK,1.0209042,0.6195,SORL1,SORL1,0.3302624,0.2515,Malig_CLDN4low,T,0.6755833,0.0
HBEGF,HBEGF,0.122258596,0.177,CD44,CD44,1.2172332,0.683,Malig_CLDN4high,T,0.66974586,0.0
FGFR2,FGFR2,0.08708632,0.1025,CD44,CD44,1.2172332,0.683,Malig_CLDN4low,T,0.65215975,0.0
HLA-E,HLA-E,0.7381643,0.5975,KLRC1,KLRC1,0.5657227,0.291,Malig_CLDN4high,NK,0.6519435,1.0
HLA-E,HLA-E,0.7381643,0.5975,KLRC1,KLRC1_KLRD1,0.5657227,0.291,Malig_CLDN4high,NK,0.6519435,1.0
GRN,GRN,0.64561826,0.6275,TNFRSF1B,TNFRSF1B,0.656949,0.447,Malig_CLDN4high,NK,0.6512836,0.0
MICA,MICA,0.049345467,0.1165,KLRK1,HCST_KLRK1,1.218105,0.6885,Malig_CLDN4high,NK,0.6337252,0.0
CLEC2B,CLEC2B,0.0943252,0.132,KLRF1,KLRF1,1.160457,0.6505,Malig_CLDN4high,NK,0.6273911,0.0
HLA-E,HLA-E,0.6834608,0.535,KLRC1,KLRC1_KLRD1,0.5657227,0.291,Malig_CLDN4low,NK,0.6245917,1.0
HLA-E,HLA-E,0.6834608,0.535,KLRC1,KLRC1,0.5657227,0.291,Malig_CLDN4low,NK,0.6245917,1.0
GRN,GRN,0.64561826,0.6275,TNFRSF1B,TNFRSF1B,0.5544909,0.35,Malig_CLDN4high,T,0.6000546,0.0
FAM3C,FAM3C,0.4363748,0.4895,LAMP1,LAMP1,0.73972416,0.5125,Malig_CLDN4high,NK,0.5880495,0.0
IGF2,IGF2,0.5591953,0.3035,IGF2R,IGF2R,0.59938264,0.4025,Malig_CLDN4high,NK,0.57928896,0.0
FAM3C,FAM3C,0.4363748,0.4895,CLEC2D,CLEC2D,0.7169271,0.4735,Malig_CLDN4high,T,0.576651,0.0
HLA-E,HLA-E,0.7381643,0.5975,KLRC3,KLRC3_KLRD1,0.40449566,0.2615,Malig_CLDN4high,NK,0.57132995,1.0
HLA-E,HLA-E,0.7381643,0.5975,KLRK1,KLRK1,0.39540625,0.2415,Malig_CLDN4high,T,0.5667853,1.0
HLA-E,HLA-E,0.6834608,0.535,KLRC3,KLRC3_KLRD1,0.40449566,0.2615,Malig_CLDN4low,NK,0.5439782,1.0
GRN,GRN,0.42537615,0.4755,TNFRSF1B,TNFRSF1B,0.656949,0.447,Malig_CLDN4low,NK,0.54116255,0.0
HLA-E,HLA-E,0.6834608,0.535,KLRK1,KLRK1,0.39540625,0.2415,Malig_CLDN4low,T,0.5394335,1.0
LGALS9,LGALS9,0.24444133,0.288,CD47,CD47,0.7825787,0.5215,Malig_CLDN4low,NK,0.51351,0.0
FAM3C,FAM3C,0.26905748,0.3035,LAMP1,LAMP1,0.73972416,0.5125,Malig_CLDN4low,NK,0.50439084,0.0
IGF2,IGF2,0.40526134,0.2225,IGF2R,IGF2R,0.59938264,0.4025,Malig_CLDN4low,NK,0.50232196,0.0
LGALS9,LGALS9,0.24444133,0.288,CD44,CD44,0.7537459,0.458,Malig_CLDN4low,NK,0.49909362,0.0
FAM3C,FAM3C,0.26905748,0.3035,CLEC2D,CLEC2D,0.7169271,0.4735,Malig_CLDN4low,T,0.49299228,0.0
GRN,GRN,0.42537615,0.4755,TNFRSF1B,TNFRSF1B,0.5544909,0.35,Malig_CLDN4low,T,0.48993355,0.0
LGALS9,LGALS9,0.17989676,0.233,CD47,CD47,0.7825787,0.5215,Malig_CLDN4high,NK,0.48123774,0.0
BAG6,BAG6,0.484272,0.58,NCR3,NCR3,0.47084922,0.326,Malig_CLDN4high,NK,0.4775606,0.0
GAL,GAL,0.100646876,0.1045,HLA-DPA1,HLA-DPA1,0.8514033,0.464,Malig_CLDN4high,T,0.47602507,0.0
GRN,GRN,0.64561826,0.6275,TNFRSF1A,TNFRSF1A,0.3045359,0.243,Malig_CLDN4high,NK,0.4750771,0.0
FAM3C,FAM3C,0.4363748,0.4895,LAMP1,LAMP1,0.49837276,0.381,Malig_CLDN4high,T,0.4673738,0.0
LGALS9,LGALS9,0.17989676,0.233,CD44,CD44,0.7537459,0.458,Malig_CLDN4high,NK,0.46682134,0.0
GAL,GAL,0.100646876,0.1045,HLA-DPA1,HLA-DPA1,0.82257277,0.5225,Malig_CLDN4high,NK,0.4616098,0.0
CD58,CD58,0.11121909,0.231,CD2,CD2,0.80461913,0.4795,Malig_CLDN4high,NK,0.45791912,0.0
FGFR2,FGFR2,0.1474267,0.2135,CD44,CD44,0.7537459,0.458,Malig_CLDN4high,NK,0.45058632,0.0
CX3CL1,CX3CL1,0.06365487,0.106,CX3CR1,CX3CR1,0.81807965,0.443,Malig_CLDN4high,NK,0.44086725,0.0
CD58,CD58,0.07640586,0.1315,CD2,CD2,0.80461913,0.4795,Malig_CLDN4low,NK,0.4405125,0.0
HBEGF,HBEGF,0.122258596,0.177,CD44,CD44,0.7537459,0.458,Malig_CLDN4high,NK,0.43800226,0.0
VEGFB,VEGFB,0.42100778,0.5145,ADRB2,ADRB2,0.42773986,0.3085,Malig_CLDN4high,NK,0.4243738,0.0
FGFR2,FGFR2,0.08708632,0.1025,CD44,CD44,0.7537459,0.458,Malig_CLDN4low,NK,0.42041612,0.0
BAG6,BAG6,0.35670018,0.3865,NCR3,NCR3,0.47084922,0.326,Malig_CLDN4low,NK,0.4137747,0.0
IGF2,IGF2,0.5591953,0.3035,IGF2R,IGF2R,0.2630932,0.2195,Malig_CLDN4high,T,0.41114426,0.0
NECTIN1,NECTIN1,0.19269595,0.288,CD96,CD96,0.62597173,0.425,Malig_CLDN4high,T,0.40933383,0.0
GRN,GRN,0.64561826,0.6275,TNFRSF1A,TNFRSF1A,0.14730603,0.127,Malig_CLDN4high,T,0.39646214,0.0
LGALS9,LGALS9,0.24444133,0.288,CD47,CD47,0.5469517,0.404,Malig_CLDN4low,T,0.39569652,0.96
PVR,PVR,0.15679725,0.285,CD96,CD96,0.62597173,0.425,Malig_CLDN4high,T,0.39138448,0.0
NECTIN1,NECTIN1,0.19269595,0.288,CD96,CD96,0.58953524,0.41,Malig_CLDN4high,NK,0.3911156,0.0
FN1,FN1,0.15790841,0.1415,ITGA4,ITGA4_ITGB1,0.62171865,0.426,Malig_CLDN4high,NK,0.38981354,0.0
FN1,FN1,0.15790841,0.1415,ITGA4,ITGA4_ITGB7,0.62171865,0.426,Malig_CLDN4high,NK,0.38981354,0.0
NECTIN1,NECTIN1,0.15323699,0.222,CD96,CD96,0.62597173,0.425,Malig_CLDN4low,T,0.38960436,0.0
CDH1,CDH1,0.47991887,0.519,KLRG1,KLRG1,0.291506,0.1965,Malig_CLDN4high,NK,0.38571244,0.0
FAM3C,FAM3C,0.26905748,0.3035,LAMP1,LAMP1,0.49837276,0.381,Malig_CLDN4low,T,0.38371512,1.0
CDH1,CDH1,0.47991887,0.519,ITGAE,ITGAE_ITGB7,0.27710167,0.199,Malig_CLDN4high,T,0.37851027,0.0
PVR,PVR,0.15679725,0.285,CD96,CD96,0.58953524,0.41,Malig_CLDN4high,NK,0.37316623,0.0
FAM3C,FAM3C,0.4363748,0.4895,KIR2DL3,KIR2DL3,0.30926278,0.207,Malig_CLDN4high,NK,0.3728188,0.0
FAM3C,FAM3C,0.4363748,0.4895,CLEC2D,CLEC2D,0.30662325,0.2265,Malig_CLDN4high,NK,0.37149903,0.0
NECTIN1,NECTIN1,0.15323699,0.222,CD96,CD96,0.58953524,0.41,Malig_CLDN4low,NK,0.3713861,0.0
GRN,GRN,0.42537615,0.4755,TNFRSF1A,TNFRSF1A,0.3045359,0.243,Malig_CLDN4low,NK,0.36495602,0.0
LGALS9,LGALS9,0.17989676,0.233,CD47,CD47,0.5469517,0.404,Malig_CLDN4high,T,0.36342424,1.0
CDH1,CDH1,0.47991887,0.519,KLRG1,KLRG1,0.24573109,0.1635,Malig_CLDN4high,T,0.36282498,0.0
CDH1,CDH1,0.47991887,0.519,ITGAE,ITGAE_ITGB7,0.2449691,0.176,Malig_CLDN4high,NK,0.36244398,0.0
PVR,PVR,0.090208076,0.1475,CD96,CD96,0.62597173,0.425,Malig_CLDN4low,T,0.3580899,0.0
FN1,FN1,0.15790841,0.1415,ITGA4,ITGA4_ITGB1,0.55657846,0.3685,Malig_CLDN4high,T,0.35724342,0.0
NAMPT,NAMPT,0.59215134,0.6055,ADORA2A,ADORA2A,0.11057038,0.1015,Malig_CLDN4high,T,0.35136086,0.0
PVR,PVR,0.090208076,0.1475,CD96,CD96,0.58953524,0.41,Malig_CLDN4low,NK,0.33987164,0.0
VEGFB,VEGFB,0.24440172,0.274,ADRB2,ADRB2,0.42773986,0.3085,Malig_CLDN4low,NK,0.33607078,0.0
IGF2,IGF2,0.40526134,0.2225,IGF2R,IGF2R,0.2630932,0.2195,Malig_CLDN4low,T,0.33417726,0.0
NAMPT,NAMPT,0.5539599,0.5225,ADORA2A,ADORA2A,0.11057038,0.1015,Malig_CLDN4low,T,0.33226514,0.0
LGALS9,LGALS9,0.24444133,0.288,HAVCR2,HAVCR2,0.41508305,0.2935,Malig_CLDN4low,NK,0.3297622,0.0
FAM3C,FAM3C,0.4363748,0.4895,PDCD1,PDCD1,0.2013165,0.141,Malig_CLDN4high,T,0.31884566,0.0
TGFB1,TGFB1,0.13219258,0.1555,TGFBR3,TGFBR3,0.49364036,0.351,Malig_CLDN4low,NK,0.31291646,1.0
FAM3C,FAM3C,0.4363748,0.4895,ADGRG5,ADGRG5,0.18584295,0.1585,Malig_CLDN4high,NK,0.3111089,0.0
TNFSF13,TNFSF13,0.057491746,0.1315,TNFRSF14,TNFRSF14,0.56107485,0.415,Malig_CLDN4high,T,0.3092833,0.0
PLXNB1,PLXNB1,0.17313603,0.294,SEMA4D,SEMA4D,0.44295028,0.3345,Malig_CLDN4high,NK,0.30804315,0.0
TGFB1,TGFB1,0.10862829,0.1845,TGFBR3,TGFBR3,0.49364036,0.351,Malig_CLDN4high,NK,0.30113432,1.0
CCL20,CCL20,0.13048841,0.1045,CXCR3,CXCR3,0.4709676,0.2955,Malig_CLDN4high,T,0.300728,0.0
LGALS9,LGALS9,0.17989676,0.233,HAVCR2,HAVCR2,0.41508305,0.2935,Malig_CLDN4high,NK,0.2974899,0.0
PLXNB1,PLXNB1,0.17313603,0.294,SEMA4D,SEMA4D,0.41697562,0.323,Malig_CLDN4high,T,0.2950558,0.0
HLA-F,HLA-F,0.2589472,0.2985,KIR3DL2,KIR3DL2,0.324498,0.21,Malig_CLDN4high,NK,0.2917226,1.0
FAM3C,FAM3C,0.26905748,0.3035,KIR2DL3,KIR2DL3,0.30926278,0.207,Malig_CLDN4low,NK,0.28916013,0.0
FAM3C,FAM3C,0.26905748,0.3035,CLEC2D,CLEC2D,0.30662325,0.2265,Malig_CLDN4low,NK,0.28784037,0.0
JAG1,JAG1,0.21384265,0.306,CD46,CD46,0.36020598,0.298,Malig_CLDN4high,NK,0.28702432,0.0
FN1,FN1,0.15790841,0.1415,ITGB7,ITGA4_ITGB7,0.4161026,0.316,Malig_CLDN4high,T,0.28700548,0.0
GRN,GRN,0.42537615,0.4755,TNFRSF1A,TNFRSF1A,0.14730603,0.127,Malig_CLDN4low,T,0.28634107,0.14
TNFSF13,TNFSF13,0.057491746,0.1315,TNFRSF14,TNFRSF14,0.50646067,0.374,Malig_CLDN4high,NK,0.2819762,0.0
HLA-F,HLA-F,0.22234823,0.237,KIR3DL2,KIR3DL2,0.324498,0.21,Malig_CLDN4low,NK,0.2734231,1.0
JAG1,JAG1,0.21384265,0.306,CD46,CD46,0.32926014,0.2725,Malig_CLDN4high,T,0.2715514,0.16
JAG1,JAG1,0.18034817,0.236,CD46,CD46,0.36020598,0.298,Malig_CLDN4low,NK,0.27027708,0.16
CXCL2,CXCL2,0.35243198,0.227,CXCR2,CXCR2,0.18691562,0.1525,Malig_CLDN4high,NK,0.2696738,0.0
CDH1,CDH1,0.24581124,0.303,KLRG1,KLRG1,0.291506,0.1965,Malig_CLDN4low,NK,0.2686586,0.0
NECTIN3,NECTIN3,0.0629404,0.126,TIGIT,TIGIT,0.47272536,0.2795,Malig_CLDN4high,T,0.26783288,0.0
PLXNB1,PLXNB1,0.087851346,0.1465,SEMA4D,SEMA4D,0.44295028,0.3345,Malig_CLDN4low,NK,0.26540083,0.0
CDH1,CDH1,0.24581124,0.303,ITGAE,ITGAE_ITGB7,0.27710167,0.199,Malig_CLDN4low,T,0.26145646,0.0
C3,C3,0.14710903,0.127,ITGAM,ITGAM_ITGB2,0.3688842,0.283,Malig_CLDN4high,NK,0.25799662,0.0
JAG1,JAG1,0.18034817,0.236,CD46,CD46,0.32926014,0.2725,Malig_CLDN4low,T,0.25480416,0.92
JAM3,JAM3,0.13764201,0.1795,ITGAM,ITGAM_ITGB2,0.3688842,0.283,Malig_CLDN4high,NK,0.25326312,0.0
PLXNB1,PLXNB1,0.087851346,0.1465,SEMA4D,SEMA4D,0.41697562,0.323,Malig_CLDN4low,T,0.25241348,0.0
CDH1,CDH1,0.24581124,0.303,KLRG1,KLRG1,0.24573109,0.1635,Malig_CLDN4low,T,0.24577117,0.0
CDH1,CDH1,0.24581124,0.303,ITGAE,ITGAE_ITGB7,0.2449691,0.176,Malig_CLDN4low,NK,0.24539018,0.0
NECTIN3,NECTIN3,0.0629404,0.126,TIGIT,TIGIT,0.41811955,0.292,Malig_CLDN4high,NK,0.24052997,0.0
FAM3C,FAM3C,0.26905748,0.3035,PDCD1,PDCD1,0.2013165,0.141,Malig_CLDN4low,T,0.235187,0.0
FAM3C,FAM3C,0.26905748,0.3035,ADGRG5,ADGRG5,0.18584295,0.1585,Malig_CLDN4low,NK,0.22745022,0.0
CXCL16,CXCL16,0.18249656,0.2695,CXCR6,CXCR6,0.26509058,0.1635,Malig_CLDN4high,T,0.22379357,0.0
THY1,THY1,0.07779596,0.111,ITGAM,ITGAM_ITGB2,0.3688842,0.283,Malig_CLDN4high,NK,0.22334008,0.0
MICA,MICA,0.049345467,0.1165,KLRK1,HCST_KLRK1,0.39540625,0.2415,Malig_CLDN4high,T,0.22237585,0.88
PVR,PVR,0.15679725,0.285,CD226,CD226,0.27952048,0.2245,Malig_CLDN4high,NK,0.21815887,0.0
CXCL8,CXCL8,0.24311846,0.1795,CXCR2,CXCR2,0.18691562,0.1525,Malig_CLDN4low,NK,0.21501705,0.0
LGALS9,LGALS9,0.24444133,0.288,SLC1A5,SLC1A5,0.18310925,0.157,Malig_CLDN4low,NK,0.21377529,0.0
CXCL8,CXCL8,0.2392879,0.1955,CXCR2,CXCR2,0.18691562,0.1525,Malig_CLDN4high,NK,0.21310176,0.0
AREG,AREG,0.22012863,0.179,ICAM1,ICAM1,0.1974699,0.153,Malig_CLDN4high,NK,0.20879927,1.0
TNFSF10,TNFSF10,0.27156755,0.2565,RIPK1,RIPK1,0.14448424,0.133,Malig_CLDN4high,NK,0.2080259,0.0
LGALS9,LGALS9,0.24444133,0.288,HAVCR2,HAVCR2,0.16909869,0.1115,Malig_CLDN4low,T,0.20677,0.0
LGALS9,LGALS9,0.24444133,0.288,SLC1A5,SLC1A5,0.16292164,0.142,Malig_CLDN4low,T,0.20368148,0.04
FGFR2,FGFR2,0.1474267,0.2135,CD83,CD83,0.2573773,0.178,Malig_CLDN4high,NK,0.202402,0.0
NMU,NMU,0.17285268,0.216,NMUR1,NMUR1,0.2292849,0.196,Malig_CLDN4high,NK,0.20106879,0.0
TNFSF10,TNFSF10,0.24519889,0.213,RIPK1,RIPK1,0.14448424,0.133,Malig_CLDN4low,NK,0.19484156,0.0
TNFSF10,TNFSF10,0.27156755,0.2565,RIPK1,RIPK1,0.11752104,0.1105,Malig_CLDN4high,T,0.1945443,0.02
JAG1,JAG1,0.21384265,0.306,NOTCH1,NOTCH1,0.1686299,0.143,Malig_CLDN4high,NK,0.19123627,0.0
PVR,PVR,0.090208076,0.1475,CD226,CD226,0.27952048,0.2245,Malig_CLDN4low,NK,0.18486428,0.0
CXCL1,CXCL1,0.17802599,0.129,CXCR2,CXCR2,0.18691562,0.1525,Malig_CLDN4high,NK,0.1824708,0.0
CXCL2,CXCL2,0.17798853,0.1435,CXCR2,CXCR2,0.18691562,0.1525,Malig_CLDN4low,NK,0.18245208,0.0
CXCL16,CXCL16,0.099497594,0.14,CXCR6,CXCR6,0.26509058,0.1635,Malig_CLDN4low,T,0.18229409,0.0
TGFB1,TGFB1,0.13219258,0.1555,TGFBR1,TGFBR1_TGFBR2,0.2310016,0.1965,Malig_CLDN4low,NK,0.18159708,1.0
LGALS9,LGALS9,0.17989676,0.233,SLC1A5,SLC1A5,0.18310925,0.157,Malig_CLDN4high,NK,0.181503,1.0
TNFSF10,TNFSF10,0.24519889,0.213,RIPK1,RIPK1,0.11752104,0.1105,Malig_CLDN4low,T,0.18135996,0.26
TNFSF13,TNFSF13,0.057491746,0.1315,TNFRSF1A,TNFRSF1A,0.3045359,0.243,Malig_CLDN4high,NK,0.18101382,0.0
TNFSF15,TNFSF15,0.063058905,0.107,TNFRSF25,TNFRSF25,0.29612333,0.2295,Malig_CLDN4high,T,0.17959112,0.0
DLL3,DLL3,0.1838396,0.2275,NOTCH1,NOTCH1,0.1686299,0.143,Malig_CLDN4high,NK,0.17623475,0.0
CCL20,CCL20,0.13048841,0.1045,CXCR3,CXCR3,0.2211732,0.1585,Malig_CLDN4high,NK,0.17583081,0.0
LGALS9,LGALS9,0.17989676,0.233,HAVCR2,HAVCR2,0.16909869,0.1115,Malig_CLDN4high,T,0.17449772,0.16
JAG1,JAG1,0.18034817,0.236,NOTCH1,NOTCH1,0.1686299,0.143,Malig_CLDN4low,NK,0.17448904,0.0
FN1,FN1,0.15790841,0.1415,ITGA5,ITGA5_ITGB1,0.18829255,0.1575,Malig_CLDN4high,NK,0.17310047,0.0
FGFR2,FGFR2,0.08708632,0.1025,CD83,CD83,0.2573773,0.178,Malig_CLDN4low,NK,0.17223181,0.0
LGALS9,LGALS9,0.17989676,0.233,SLC1A5,SLC1A5,0.16292164,0.142,Malig_CLDN4high,T,0.17140919,1.0
JAG1,JAG1,0.21384265,0.306,NOTCH2,NOTCH2,0.12733594,0.1135,Malig_CLDN4high,NK,0.1705893,0.0
TGFB1,TGFB1,0.10862829,0.1845,TGFBR1,TGFBR1_TGFBR2,0.2310016,0.1965,Malig_CLDN4high,NK,0.16981494,1.0
TNFSF12,TNFSF12,0.043210596,0.1185,TNFRSF25,TNFRSF25,0.29612333,0.2295,Malig_CLDN4high,T,0.16966696,0.0
THY1,THY1,0.07779596,0.111,ITGAX,ITGAX_ITGB2,0.25210592,0.1905,Malig_CLDN4high,NK,0.16495094,0.0
NMU,NMU,0.09232372,0.106,NMUR1,NMUR1,0.2292849,0.196,Malig_CLDN4low,NK,0.1608043,0.0
WNT4,WNT4,0.1499583,0.185,NOTCH1,NOTCH1,0.1686299,0.143,Malig_CLDN4high,NK,0.1592941,0.0
DLL3,DLL3,0.1838396,0.2275,NOTCH2,NOTCH2,0.12733594,0.1135,Malig_CLDN4high,NK,0.15558776,0.0
JAG1,JAG1,0.18034817,0.236,NOTCH2,NOTCH2,0.12733594,0.1135,Malig_CLDN4low,NK,0.15384206,0.0
JAG2,JAG2,0.13690406,0.219,NOTCH1,NOTCH1,0.1686299,0.143,Malig_CLDN4high,NK,0.15276697,0.0
CXCL3,CXCL3,0.11834861,0.131,CXCR2,CXCR2,0.18691562,0.1525,Malig_CLDN4high,NK,0.15263212,0.0
FGFR2,FGFR2,0.1474267,0.2135,CD83,CD83,0.14511159,0.1115,Malig_CLDN4high,T,0.14626914,0.0
LAMC1,LAMC1,0.1440784,0.258,ITGA6,ITGA6_ITGB1,0.14396767,0.125,Malig_CLDN4high,T,0.14402303,0.0
JAG2,JAG2,0.11798362,0.1735,NOTCH1,NOTCH1,0.1686299,0.143,Malig_CLDN4low,NK,0.14330676,0.0
TNFSF13,TNFSF13,0.057491746,0.1315,FAS,FAS,0.2285896,0.177,Malig_CLDN4high,T,0.14304067,0.0
PVR,PVR,0.15679725,0.285,CD226,CD226,0.1186153,0.101,Malig_CLDN4high,T,0.13770628,0.0
DLL3,DLL3,0.10346976,0.1245,NOTCH1,NOTCH1,0.1686299,0.143,Malig_CLDN4low,NK,0.13604984,0.0
JAG2,JAG2,0.13690406,0.219,NOTCH2,NOTCH2,0.12733594,0.1135,Malig_CLDN4high,NK,0.13212,0.0
WNT4,WNT4,0.09204139,0.104,NOTCH1,NOTCH1,0.1686299,0.143,Malig_CLDN4low,NK,0.13033564,0.0
JAG2,JAG2,0.11798362,0.1735,NOTCH2,NOTCH2,0.12733594,0.1135,Malig_CLDN4low,NK,0.12265977,0.0
FGFR2,FGFR2,0.08708632,0.1025,CD83,CD83,0.14511159,0.1115,Malig_CLDN4low,T,0.116098955,0.0
DLL3,DLL3,0.10346976,0.1245,NOTCH2,NOTCH2,0.12733594,0.1135,Malig_CLDN4low,NK,0.11540285,0.0
LAMC1,LAMC1,0.069817506,0.1205,ITGA6,ITGA6_ITGB1,0.14396767,0.125,Malig_CLDN4low,T,0.106892586,0.0
PVR,PVR,0.090208076,0.1475,CD226,CD226,0.1186153,0.101,Malig_CLDN4low,T,0.10441169,0.0
TNFSF13,TNFSF13,0.057491746,0.1315,TNFRSF1A,TNFRSF1A,0.14730603,0.127,Malig_CLDN4high,T,0.10239889,1.0
