ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop
PPIA	BSG	other	cellphonedb_v5_interactors	14256	31642	2.4884676933288574	0.6225839257240295	0.9582631874298541	0.44911826053978887	1.5555258095264435	1.5492799855501005	True
APP	CD74	other	cellphonedb_v5_interactors	14256	31642	0.9578264355659485	1.967984914779663	0.7219416386083053	0.7961570065103344	1.4629056751728058	1.8849879761709616	True
HLA-A	CD8A	MHC_I	curated_overlay	14256	31642	1.8020983934402466	0.734489381313324	0.796506734006734	0.3123696352948613	1.2682938873767853	1.3236221340636618	True
HLA-A	CD8B	MHC_I	curated_overlay	14256	31642	1.8020983934402466	0.513975203037262	0.796506734006734	0.25779027874344224	1.1580367982387543	0.9262338876615743	True
HLA-C	CD8A	MHC_I	curated_overlay	14256	31642	1.5636703968048096	0.734489381313324	0.7682379349046016	0.3123696352948613	1.1490798890590668	1.1484993023271244	True
CXCL14	CXCR4	T_recruit_partial	cellphonedb_v5_interactors	14256	31642	0.19583308696746826	2.07206392288208	0.10395622895622895	0.7942923961822894	1.1339485049247742	0.40577867441191984	True
HLA-B	CD8A	MHC_I	curated_overlay	14256	31642	1.4375860691070557	0.734489381313324	0.7220117845117845	0.3123696352948613	1.0860377252101898	1.0558917024830947	True
HLA-C	CD8B	MHC_I	curated_overlay	14256	31642	1.5636703968048096	0.513975203037262	0.7682379349046016	0.25779027874344224	1.0388227999210358	0.803687809681108	True
SEMA4D	PTPRC	other	cellphonedb_v5_interactors	14256	31642	0.08988282829523087	1.8686481714248657	0.17796015712682378	0.8091460716768851	0.9792654998600483	0.16795938273637834	True
HLA-B	CD8B	MHC_I	curated_overlay	14256	31642	1.4375860691070557	0.513975203037262	0.7220117845117845	0.25779027874344224	0.9757806360721588	0.7388835917528382	True
PTGES3	PTGER4	other	cellphonedb_v5_interactors	14256	31642	1.2905405759811401	0.6585091352462769	0.8705808080808081	0.4062322229947538	0.9745248556137085	0.8498327586895726	True
PTGES3	PTGER2	other	cellphonedb_v5_interactors	14256	31642	1.2905405759811401	0.19147184491157532	0.8705808080808081	0.14392263447316858	0.7410062104463577	0.24710218501635595	True
CD58	CD2	other	cellphonedb_v5_interactors	14256	31642	0.11922253668308258	1.3362867832183838	0.24978956228956228	0.6926553315213956	0.7277546599507332	0.15931550003137218	True
APP	SORL1	other	cellphonedb_v5_interactors	14256	31642	0.9578264355659485	0.3586472272872925	0.7219416386083053	0.26771379811642754	0.6582368314266205	0.34352179533819793	True
CD55	ADGRE5	other	cellphonedb_v5_interactors	14256	31642	0.5546539425849915	0.7211083173751831	0.4525112233445567	0.45107768156248024	0.6378811299800873	0.3999655712629746	True
HLA-E	KLRK1	MHC_I	cellphonedb_v5_interactors	14256	31642	0.7691131234169006	0.49917346239089966	0.6041666666666666	0.2984324631818469	0.6341432929039001	0.3839208607862936	True
HLA-E	VSIR	MHC_I_partial	cellphonedb_v5_interactors	14256	31642	0.7691131234169006	0.4494762122631073	0.6041666666666666	0.34315150749004486	0.609294667840004	0.34569805351527627	True
HLA-E	KLRD1	MHC_I	curated_overlay	14256	31642	0.7691131234169006	0.4494686424732208	0.6041666666666666	0.2198027937551356	0.6092908829450607	0.3456922314905331	True
