ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
TGFB1,TGFB1,1.5124997,0.6865,TGFBR3,TGFBR3,0.070526846,0.127,NK,Malig_CLDN4high,0.79151326,0.0
TGFB1,TGFB1,1.5124997,0.6865,ACVR1,ACVR1_TGFBR2,0.0690104,0.147,NK,Malig_CLDN4high,0.79075503,0.0
FAM3C,FAM3C,0.18664877,0.151,HLA-C,HLA-C,1.3897041,0.72,NK,Malig_CLDN4low,0.7881764,1.0
FAM3C,FAM3C,0.13692908,0.109,HLA-C,HLA-C,1.3897041,0.72,T,Malig_CLDN4low,0.7633166,1.0
KLRF1,KLRF1,1.160457,0.6505,CLEC2B,CLEC2B,0.2189455,0.226,NK,Malig_CLDN4low,0.68970126,0.0
ITGAL,ITGAL_ITGB2,0.6506574,0.438,F11R,F11R,0.68512577,0.655,NK,Malig_CLDN4high,0.6678916,0.0
SPN,SPN,0.94838816,0.5775,ICAM1,ICAM1,0.3130533,0.2635,NK,Malig_CLDN4high,0.63072073,0.0
KLRF1,KLRF1,1.160457,0.6505,CLEC2B,CLEC2B,0.0943252,0.132,NK,Malig_CLDN4high,0.6273911,0.0
TGFB1,TGFB1,0.907785,0.523,EGFR,EGFR,0.32007256,0.3815,T,Malig_CLDN4high,0.6139288,0.0
ARF1,ARF1,1.0862445,0.656,PLD2,PLD2,0.05430901,0.132,NK,Malig_CLDN4high,0.57027674,0.34
COPA,COPA,0.28498125,0.2345,CD74,CD74,0.8408947,0.422,NK,Malig_CLDN4low,0.562938,1.0
COPA,COPA,0.2722675,0.2215,CD74,CD74,0.8408947,0.422,T,Malig_CLDN4low,0.5565811,1.0
CCL4,CCL4,0.9343057,0.3255,SLC7A1,SLC7A1,0.15309255,0.273,T,Malig_CLDN4high,0.54369915,0.02
ITGAL,ITGAL_ITGB2,0.38884366,0.2855,F11R,F11R,0.68512577,0.655,T,Malig_CLDN4high,0.5369847,0.0
TGFB1,TGFB1,0.907785,0.523,EGFR,EGFR,0.16170871,0.184,T,Malig_CLDN4low,0.5347469,0.0
ITGAL,ITGAL_ITGB2,0.6506574,0.438,F11R,F11R,0.40735745,0.413,NK,Malig_CLDN4low,0.52900743,0.0
CCL4,CCL4,0.9343057,0.3255,SLC7A1,SLC7A1,0.12322388,0.198,T,Malig_CLDN4low,0.5287648,0.04
COPA,COPA,0.28498125,0.2345,CD74,CD74,0.7654475,0.398,NK,Malig_CLDN4high,0.5252144,1.0
SIRPG,SIRPG,0.3173402,0.2445,CD47,CD47,0.7254359,0.651,T,Malig_CLDN4high,0.52138805,0.0
COPA,COPA,0.2722675,0.2215,CD74,CD74,0.7654475,0.398,T,Malig_CLDN4high,0.5188575,1.0
TGFB1,TGFB1,0.907785,0.523,ITGB6,ITGAV_ITGB6,0.11639849,0.1695,T,Malig_CLDN4high,0.51209176,0.0
TGFB1,TGFB1,0.907785,0.523,TGFBR2,TGFBR1_TGFBR2,0.08945106,0.1655,T,Malig_CLDN4high,0.49861804,0.0
ARF1,ARF1,0.9356758,0.599,PLD2,PLD2,0.05430901,0.132,T,Malig_CLDN4high,0.4949924,1.0
TGFB1,TGFB1,0.907785,0.523,TGFBR3,TGFBR3,0.070526846,0.127,T,Malig_CLDN4high,0.48915592,0.0
TGFB1,TGFB1,0.907785,0.523,ACVR1,ACVR1_TGFBR2,0.0690104,0.147,T,Malig_CLDN4high,0.4883977,0.0
ITGAL,ITGAL_ITGB2,0.6506574,0.438,ICAM1,ICAM1,0.3130533,0.2635,NK,Malig_CLDN4high,0.48185536,0.0
APP,APP,0.12091804,0.108,CD74,CD74,0.8408947,0.422,T,Malig_CLDN4low,0.48090637,1.0
TIGIT,TIGIT,0.47272536,0.2795,NECTIN2,NECTIN2,0.43279606,0.4835,T,Malig_CLDN4high,0.4527607,0.0
LGALS9,LGALS9,0.17494851,0.153,CD47,CD47,0.7254359,0.651,T,Malig_CLDN4high,0.4501922,0.0
CKLF,CKLF,0.77175003,0.4745,LRP6,LRP6,0.1275359,0.2445,T,Malig_CLDN4high,0.44964296,0.0
APP,APP,0.12091804,0.108,CD74,CD74,0.7654475,0.398,T,Malig_CLDN4high,0.44318277,1.0
SEMA4D,SEMA4D,0.44295028,0.3345,PLXNB2,PLXNB2,0.4323501,0.4975,NK,Malig_CLDN4high,0.4376502,0.0
TNFSF12,TNFSF12,0.28789467,0.246,TNFRSF12A,TNFRSF12A,0.5855754,0.53,NK,Malig_CLDN4high,0.43673503,0.0
LGALS9,LGALS9,0.14692926,0.1165,CD47,CD47,0.7254359,0.651,NK,Malig_CLDN4high,0.4361826,0.0
CKLF,CKLF,0.77175003,0.4745,LRP6,LRP6,0.08128288,0.137,T,Malig_CLDN4low,0.42651644,0.0
TIGIT,TIGIT,0.41811955,0.292,NECTIN2,NECTIN2,0.43279606,0.4835,NK,Malig_CLDN4high,0.4254578,0.0
SEMA4D,SEMA4D,0.41697562,0.323,PLXNB2,PLXNB2,0.4323501,0.4975,T,Malig_CLDN4high,0.42466286,0.0
AREG,AREG,0.52197343,0.2865,EGFR,EGFR,0.32007256,0.3815,NK,Malig_CLDN4high,0.421023,0.0
TNFSF12,TNFSF12,0.25454423,0.2245,TNFRSF12A,TNFRSF12A,0.5855754,0.53,T,Malig_CLDN4high,0.4200598,0.0
AREG,AREG,0.52197343,0.2865,ICAM1,ICAM1,0.3130533,0.2635,NK,Malig_CLDN4high,0.41751337,0.0
ITGAL,ITGAL_ITGB2,0.38884366,0.2855,F11R,F11R,0.40735745,0.413,T,Malig_CLDN4low,0.39810055,0.0
SIRPG,SIRPG,0.3173402,0.2445,CD47,CD47,0.47723585,0.477,T,Malig_CLDN4low,0.39728802,0.0
CKLF,CKLF,0.64508384,0.4305,LRP6,LRP6,0.1275359,0.2445,NK,Malig_CLDN4high,0.38630986,0.0
SPN,SPN,0.4571629,0.3325,ICAM1,ICAM1,0.3130533,0.2635,T,Malig_CLDN4high,0.3851081,0.0
FAM3C,FAM3C,0.18664877,0.151,LAMP1,LAMP1,0.577455,0.621,NK,Malig_CLDN4high,0.3820519,1.0
XCL1,XCL1,0.6406966,0.3295,ADGRV1,ADGRV1,0.088973835,0.159,NK,Malig_CLDN4high,0.3648352,0.0
XCL1,XCL1,0.6406966,0.3295,ADGRV1,ADGRV1,0.086003326,0.126,NK,Malig_CLDN4low,0.36334994,0.0
CKLF,CKLF,0.64508384,0.4305,LRP6,LRP6,0.08128288,0.137,NK,Malig_CLDN4low,0.36318335,0.0
FAM3C,FAM3C,0.13692908,0.109,LAMP1,LAMP1,0.577455,0.621,T,Malig_CLDN4high,0.35719204,1.0
ITGAL,ITGAL_ITGB2,0.6506574,0.438,ICAM3,ICAM3,0.05191406,0.1285,NK,Malig_CLDN4high,0.35128573,0.56
ITGAL,ITGAL_ITGB2,0.38884366,0.2855,ICAM1,ICAM1,0.3130533,0.2635,T,Malig_CLDN4high,0.35094848,0.0
AREG,AREG,0.52197343,0.2865,EGFR,EGFR,0.16170871,0.184,NK,Malig_CLDN4low,0.34184107,0.0
ITGAM,ITGAM_ITGB2,0.3688842,0.283,ICAM1,ICAM1,0.3130533,0.2635,NK,Malig_CLDN4high,0.34096876,0.0
TIGIT,TIGIT,0.47272536,0.2795,NECTIN2,NECTIN2,0.1952336,0.2465,T,Malig_CLDN4low,0.3339795,0.0
LTB,LTB,0.29226777,0.171,LTBR,LTBR,0.36983064,0.452,NK,Malig_CLDN4high,0.3310492,0.14
LGALS9,LGALS9,0.17494851,0.153,CD47,CD47,0.47723585,0.477,T,Malig_CLDN4low,0.32609218,1.0
SEMA4D,SEMA4D,0.44295028,0.3345,PLXNB2,PLXNB2,0.19533075,0.2715,NK,Malig_CLDN4low,0.31914052,0.0
LTB,LTB,0.29226777,0.171,LTBR,LTBR,0.33267528,0.3815,NK,Malig_CLDN4low,0.3124715,0.86
LGALS9,LGALS9,0.14692926,0.1165,CD47,CD47,0.47723585,0.477,NK,Malig_CLDN4low,0.31208256,1.0
TNFSF12,TNFSF12,0.28789467,0.246,TNFRSF12A,TNFRSF12A,0.32922983,0.32,NK,Malig_CLDN4low,0.30856225,0.0
TIGIT,TIGIT,0.41811955,0.292,NECTIN2,NECTIN2,0.1952336,0.2465,NK,Malig_CLDN4low,0.30667657,0.0
SEMA4D,SEMA4D,0.41697562,0.323,PLXNB2,PLXNB2,0.19533075,0.2715,T,Malig_CLDN4low,0.30615318,0.0
FAM3C,FAM3C,0.18664877,0.151,LAMP1,LAMP1,0.40683293,0.461,NK,Malig_CLDN4low,0.29674086,1.0
TNF,TNF,0.3629795,0.194,CELSR2,CELSR2,0.22871359,0.31,NK,Malig_CLDN4high,0.29584655,0.0
TNFSF12,TNFSF12,0.25454423,0.2245,TNFRSF12A,TNFRSF12A,0.32922983,0.32,T,Malig_CLDN4low,0.29188704,0.0
AREG,AREG,0.25923038,0.1695,EGFR,EGFR,0.32007256,0.3815,T,Malig_CLDN4high,0.28965145,0.0
TNFSF14,TNFSF14,0.20884214,0.1625,LTBR,LTBR,0.36983064,0.452,NK,Malig_CLDN4high,0.28933638,0.0
LGALS9,LGALS9,0.17494851,0.153,MET,MET,0.39810863,0.4375,T,Malig_CLDN4high,0.2865286,0.0
AREG,AREG,0.25923038,0.1695,ICAM1,ICAM1,0.3130533,0.2635,T,Malig_CLDN4high,0.28614184,0.0
FASLG,FASLG,0.34179205,0.249,TNFRSF1A,TNFRSF1A,0.22768651,0.2935,NK,Malig_CLDN4high,0.2847393,0.0
TNF,TNF,0.3629795,0.194,NOTCH1,NOTCH1,0.2063178,0.2625,NK,Malig_CLDN4high,0.28464866,0.0
ITGAX,ITGAX_ITGB2,0.25210592,0.1905,ICAM1,ICAM1,0.3130533,0.2635,NK,Malig_CLDN4high,0.2825796,0.0
TNF,TNF,0.3629795,0.194,NOTCH1,NOTCH1,0.18865232,0.2075,NK,Malig_CLDN4low,0.2758159,0.0
LGALS9,LGALS9,0.14692926,0.1165,MET,MET,0.39810863,0.4375,NK,Malig_CLDN4high,0.27251893,0.0
FAM3C,FAM3C,0.13692908,0.109,LAMP1,LAMP1,0.40683293,0.461,T,Malig_CLDN4low,0.271881,1.0
TNFSF14,TNFSF14,0.20884214,0.1625,LTBR,LTBR,0.33267528,0.3815,NK,Malig_CLDN4low,0.27075872,0.0
TNF,TNF,0.3629795,0.194,CELSR2,CELSR2,0.16050905,0.1855,NK,Malig_CLDN4low,0.26174426,0.0
FASLG,FASLG,0.34179205,0.249,TNFRSF1A,TNFRSF1A,0.17167181,0.2235,NK,Malig_CLDN4low,0.25673193,0.0
COPA,COPA,0.28498125,0.2345,SORT1,SORT1,0.2125872,0.3535,NK,Malig_CLDN4high,0.24878421,0.0
TIMP1,TIMP1,0.34948206,0.25,FGFR2,FGFR2,0.1474267,0.2135,NK,Malig_CLDN4high,0.24845438,0.0
COPA,COPA,0.2722675,0.2215,SORT1,SORT1,0.2125872,0.3535,T,Malig_CLDN4high,0.24242735,0.0
LGALS9,LGALS9,0.17494851,0.153,CD44,CD44,0.30760807,0.3605,T,Malig_CLDN4high,0.24127829,1.0
LGALS9,LGALS9,0.17494851,0.153,CD44,CD44,0.302792,0.334,T,Malig_CLDN4low,0.23887026,1.0
TNF,TNF,0.3629795,0.194,RIPK1,RIPK1,0.11397106,0.235,NK,Malig_CLDN4high,0.23847528,0.0
TIMP1,TIMP1,0.32746756,0.2395,FGFR2,FGFR2,0.1474267,0.2135,T,Malig_CLDN4high,0.23744713,0.04
GRN,GRN,0.1461651,0.132,EGFR,EGFR,0.32007256,0.3815,T,Malig_CLDN4high,0.23311883,0.36
TNF,TNF,0.3629795,0.194,VSIR,VSIR,0.10160833,0.184,NK,Malig_CLDN4high,0.23229392,0.12
GRN,GRN,0.14223139,0.1205,EGFR,EGFR,0.32007256,0.3815,NK,Malig_CLDN4high,0.23115197,0.44
LGALS9,LGALS9,0.17494851,0.153,PTPRK,PTPRK,0.2857919,0.394,T,Malig_CLDN4high,0.23037021,0.0
LGALS9,LGALS9,0.17494851,0.153,SLC1A5,SLC1A5,0.2841656,0.3955,T,Malig_CLDN4high,0.22955705,0.0
LGALS9,LGALS9,0.14692926,0.1165,CD44,CD44,0.30760807,0.3605,NK,Malig_CLDN4high,0.22726867,1.0
TNF,TNF,0.2230561,0.1375,CELSR2,CELSR2,0.22871359,0.31,T,Malig_CLDN4high,0.22588484,0.0
TNF,TNF,0.3629795,0.194,PTPRS,PTPRS,0.08691193,0.1525,NK,Malig_CLDN4high,0.22494572,0.0
LGALS9,LGALS9,0.14692926,0.1165,CD44,CD44,0.302792,0.334,NK,Malig_CLDN4low,0.22486064,1.0
TNF,TNF,0.3629795,0.194,VSIR,VSIR,0.085952476,0.138,NK,Malig_CLDN4low,0.224466,0.58
TNF,TNF,0.3629795,0.194,SEMA4C,SEMA4C,0.08566845,0.178,NK,Malig_CLDN4high,0.22432397,0.0
TNF,TNF,0.3629795,0.194,RIPK1,RIPK1,0.07899152,0.1305,NK,Malig_CLDN4low,0.2209855,0.0
ITGAL,ITGAL_ITGB2,0.38884366,0.2855,ICAM3,ICAM3,0.05191406,0.1285,T,Malig_CLDN4high,0.22037886,1.0
TIMP1,TIMP1,0.34948206,0.25,FGFR2,FGFR2,0.08708632,0.1025,NK,Malig_CLDN4low,0.21828419,0.48
TNFSF9,TNFSF9,0.1940369,0.1185,HLA-DPA1,HLA-DPA1,0.24056761,0.2135,T,Malig_CLDN4low,0.21730226,1.0
LGALS9,LGALS9,0.14692926,0.1165,PTPRK,PTPRK,0.2857919,0.394,NK,Malig_CLDN4high,0.21636058,0.0
TNF,TNF,0.3629795,0.194,FAS,FAS,0.06822886,0.1305,NK,Malig_CLDN4high,0.21560419,0.0
LGALS9,LGALS9,0.14692926,0.1165,SLC1A5,SLC1A5,0.2841656,0.3955,NK,Malig_CLDN4high,0.21554743,0.0
TNF,TNF,0.2230561,0.1375,NOTCH1,NOTCH1,0.2063178,0.2625,T,Malig_CLDN4high,0.21468695,0.0
FASLG,FASLG,0.34179205,0.249,TNFRSF10B,TNFRSF10B,0.084227756,0.171,NK,Malig_CLDN4high,0.2130099,0.0
AREG,AREG,0.25923038,0.1695,EGFR,EGFR,0.16170871,0.184,T,Malig_CLDN4low,0.21046954,0.04
TIMP1,TIMP1,0.32746756,0.2395,FGFR2,FGFR2,0.08708632,0.1025,T,Malig_CLDN4low,0.20727694,0.92
TNF,TNF,0.2230561,0.1375,NOTCH1,NOTCH1,0.18865232,0.2075,T,Malig_CLDN4low,0.2058542,0.0
FASLG,FASLG,0.34179205,0.249,FAS,FAS,0.06822886,0.1305,NK,Malig_CLDN4high,0.20501046,0.0
FASLG,FASLG,0.34179205,0.249,TNFRSF10B,TNFRSF10B,0.0595451,0.11,NK,Malig_CLDN4low,0.20066857,0.0
COPA,COPA,0.28498125,0.2345,SORT1,SORT1,0.10905287,0.1585,NK,Malig_CLDN4low,0.19701706,1.0
TNFSF12,TNFSF12,0.28789467,0.246,TNFRSF25,TNFRSF25,0.103599384,0.175,NK,Malig_CLDN4high,0.19574702,0.0
TNFSF9,TNFSF9,0.14838932,0.1075,HLA-DPA1,HLA-DPA1,0.24056761,0.2135,NK,Malig_CLDN4low,0.19447847,1.0
TNF,TNF,0.2230561,0.1375,CELSR2,CELSR2,0.16050905,0.1855,T,Malig_CLDN4low,0.19178256,0.0
COPA,COPA,0.2722675,0.2215,SORT1,SORT1,0.10905287,0.1585,T,Malig_CLDN4low,0.19066018,1.0
TNFSF10,TNFSF10,0.26427186,0.2085,RIPK1,RIPK1,0.11397106,0.235,T,Malig_CLDN4high,0.18912145,0.0
GRN,GRN,0.1461651,0.132,TNFRSF1A,TNFRSF1A,0.22768651,0.2935,T,Malig_CLDN4high,0.1869258,1.0
LGALS9,LGALS9,0.17494851,0.153,SLC1A5,SLC1A5,0.19627635,0.259,T,Malig_CLDN4low,0.18561244,0.98
GRN,GRN,0.14223139,0.1205,TNFRSF1A,TNFRSF1A,0.22768651,0.2935,NK,Malig_CLDN4high,0.18495895,1.0
TNFSF12,TNFSF12,0.28789467,0.246,TNFRSF25,TNFRSF25,0.08101303,0.1255,NK,Malig_CLDN4low,0.18445385,0.0
TNFSF9,TNFSF9,0.1940369,0.1185,HLA-DPA1,HLA-DPA1,0.17430282,0.1765,T,Malig_CLDN4high,0.18416986,1.0
FASLG,FASLG,0.14024828,0.102,TNFRSF1A,TNFRSF1A,0.22768651,0.2935,T,Malig_CLDN4high,0.1839674,0.02
TNFSF14,TNFSF14,0.20884214,0.1625,TNFRSF14,TNFRSF14,0.15009066,0.276,NK,Malig_CLDN4high,0.1794664,1.0
GRN,GRN,0.1461651,0.132,SORT1,SORT1,0.2125872,0.3535,T,Malig_CLDN4high,0.17937616,1.0
TNFSF12,TNFSF12,0.25454423,0.2245,TNFRSF25,TNFRSF25,0.103599384,0.175,T,Malig_CLDN4high,0.17907181,0.0
GRN,GRN,0.14223139,0.1205,SORT1,SORT1,0.2125872,0.3535,NK,Malig_CLDN4high,0.17740929,1.0
TNFSF9,TNFSF9,0.1940369,0.1185,PVR,PVR,0.15679725,0.285,T,Malig_CLDN4high,0.17541707,0.0
TNFSF10,TNFSF10,0.26427186,0.2085,TNFRSF10B,TNFRSF10B,0.084227756,0.171,T,Malig_CLDN4high,0.1742498,0.0
TNFSF10,TNFSF10,0.26427186,0.2085,RIPK1,RIPK1,0.07899152,0.1305,T,Malig_CLDN4low,0.1716317,0.76
LGALS9,LGALS9,0.14692926,0.1165,SLC1A5,SLC1A5,0.19627635,0.259,NK,Malig_CLDN4low,0.17160282,1.0
TNF,TNF,0.2230561,0.1375,RIPK1,RIPK1,0.11397106,0.235,T,Malig_CLDN4high,0.16851358,0.0
TNFSF12,TNFSF12,0.25454423,0.2245,TNFRSF25,TNFRSF25,0.08101303,0.1255,T,Malig_CLDN4low,0.16777863,0.0
TNFSF14,TNFSF14,0.20884214,0.1625,TNFRSF14,TNFRSF14,0.11881122,0.1855,NK,Malig_CLDN4low,0.16382667,1.0
TNF,TNF,0.2230561,0.1375,VSIR,VSIR,0.10160833,0.184,T,Malig_CLDN4high,0.1623322,1.0
LGALS9,LGALS9,0.17494851,0.153,PTPRK,PTPRK,0.14947663,0.185,T,Malig_CLDN4low,0.16221258,0.0
TNFSF10,TNFSF10,0.26427186,0.2085,TNFRSF10B,TNFRSF10B,0.0595451,0.11,T,Malig_CLDN4low,0.16190848,0.08
TNFSF9,TNFSF9,0.14838932,0.1075,HLA-DPA1,HLA-DPA1,0.17430282,0.1765,NK,Malig_CLDN4high,0.16134608,1.0
LGALS9,LGALS9,0.17494851,0.153,MET,MET,0.14302015,0.182,T,Malig_CLDN4low,0.15898433,0.78
GRN,GRN,0.1461651,0.132,TNFRSF1A,TNFRSF1A,0.17167181,0.2235,T,Malig_CLDN4low,0.15891846,1.0
GRN,GRN,0.14223139,0.1205,TNFRSF1A,TNFRSF1A,0.17167181,0.2235,NK,Malig_CLDN4low,0.1569516,1.0
FASLG,FASLG,0.14024828,0.102,TNFRSF1A,TNFRSF1A,0.17167181,0.2235,T,Malig_CLDN4low,0.15596005,1.0
TNF,TNF,0.2230561,0.1375,PTPRS,PTPRS,0.08691193,0.1525,T,Malig_CLDN4high,0.15498401,0.0
TNF,TNF,0.2230561,0.1375,VSIR,VSIR,0.085952476,0.138,T,Malig_CLDN4low,0.15450428,1.0
TNF,TNF,0.2230561,0.1375,SEMA4C,SEMA4C,0.08566845,0.178,T,Malig_CLDN4high,0.15436228,0.0
VEGFB,VEGFB,0.21010445,0.1905,NRP1,NRP1,0.09835771,0.1655,T,Malig_CLDN4high,0.15423107,0.62
GRN,GRN,0.1461651,0.132,EGFR,EGFR,0.16170871,0.184,T,Malig_CLDN4low,0.15393691,1.0
VEGFB,VEGFB,0.207345,0.1775,NRP1,NRP1,0.09835771,0.1655,NK,Malig_CLDN4high,0.15285134,0.78
TNFSF9,TNFSF9,0.14838932,0.1075,PVR,PVR,0.15679725,0.285,NK,Malig_CLDN4high,0.15259328,0.0
TNFSF10,TNFSF10,0.26427186,0.2085,TNFRSF10A,TNFRSF10A,0.040522277,0.1035,T,Malig_CLDN4high,0.15239707,0.08
GRN,GRN,0.14223139,0.1205,EGFR,EGFR,0.16170871,0.184,NK,Malig_CLDN4low,0.15197006,1.0
TNF,TNF,0.2230561,0.1375,RIPK1,RIPK1,0.07899152,0.1305,T,Malig_CLDN4low,0.1510238,0.0
LGALS9,LGALS9,0.17494851,0.153,LRP1,LRP1,0.12167049,0.2005,T,Malig_CLDN4high,0.1483095,0.0
LGALS9,LGALS9,0.14692926,0.1165,PTPRK,PTPRK,0.14947663,0.185,NK,Malig_CLDN4low,0.14820296,0.72
TNFSF10,TNFSF10,0.17946579,0.145,RIPK1,RIPK1,0.11397106,0.235,NK,Malig_CLDN4high,0.14671843,1.0
TNF,TNF,0.2230561,0.1375,FAS,FAS,0.06822886,0.1305,T,Malig_CLDN4high,0.14564247,0.06
LGALS9,LGALS9,0.14692926,0.1165,MET,MET,0.14302015,0.182,NK,Malig_CLDN4low,0.14497471,1.0
TNFSF14,TNFSF14,0.20884214,0.1625,TNFRSF6B,TNFRSF6B,0.078202575,0.1055,NK,Malig_CLDN4high,0.14352235,0.0
TNFSF9,TNFSF9,0.1940369,0.1185,PVR,PVR,0.090208076,0.1475,T,Malig_CLDN4low,0.14212249,0.0
CD40LG,CD40LG,0.16506639,0.1255,CD40,CD40,0.11272267,0.226,T,Malig_CLDN4high,0.13889453,0.0
COL6A2,COL6A2,0.1513891,0.105,ITGA2,ITGA2_ITGB1,0.122900695,0.179,NK,Malig_CLDN4high,0.1371449,0.0
LGALS9,LGALS9,0.14692926,0.1165,LRP1,LRP1,0.12167049,0.2005,NK,Malig_CLDN4high,0.13429987,0.0
TNFSF10,TNFSF10,0.17946579,0.145,TNFRSF10B,TNFRSF10B,0.084227756,0.171,NK,Malig_CLDN4high,0.13184677,1.0
TNFSF10,TNFSF10,0.17946579,0.145,RIPK1,RIPK1,0.07899152,0.1305,NK,Malig_CLDN4low,0.12922865,1.0
GRN,GRN,0.1461651,0.132,SORT1,SORT1,0.10905287,0.1585,T,Malig_CLDN4low,0.12760898,1.0
GRN,GRN,0.14223139,0.1205,SORT1,SORT1,0.10905287,0.1585,NK,Malig_CLDN4low,0.12564212,1.0
CD40LG,CD40LG,0.16506639,0.1255,CD40,CD40,0.08557141,0.128,T,Malig_CLDN4low,0.1253189,0.0
LGALS9,LGALS9,0.17494851,0.153,MRC2,MRC2,0.06550177,0.116,T,Malig_CLDN4high,0.12022515,0.02
TNFSF10,TNFSF10,0.17946579,0.145,TNFRSF10B,TNFRSF10B,0.0595451,0.11,NK,Malig_CLDN4low,0.11950544,1.0
TNFSF9,TNFSF9,0.14838932,0.1075,PVR,PVR,0.090208076,0.1475,NK,Malig_CLDN4low,0.1192987,0.0
LGALS9,LGALS9,0.17494851,0.153,LRP1,LRP1,0.060309988,0.103,T,Malig_CLDN4low,0.11762925,0.52
FASLG,FASLG,0.14024828,0.102,TNFRSF10B,TNFRSF10B,0.084227756,0.171,T,Malig_CLDN4high,0.11223802,0.0
TNFSF10,TNFSF10,0.17946579,0.145,TNFRSF10A,TNFRSF10A,0.040522277,0.1035,NK,Malig_CLDN4high,0.10999403,1.0
LGALS9,LGALS9,0.14692926,0.1165,MRC2,MRC2,0.06550177,0.116,NK,Malig_CLDN4high,0.10621552,0.86
FASLG,FASLG,0.14024828,0.102,FAS,FAS,0.06822886,0.1305,T,Malig_CLDN4high,0.10423857,0.98
LGALS9,LGALS9,0.14692926,0.1165,LRP1,LRP1,0.060309988,0.103,NK,Malig_CLDN4low,0.10361963,1.0
FASLG,FASLG,0.14024828,0.102,TNFRSF10B,TNFRSF10B,0.0595451,0.11,T,Malig_CLDN4low,0.09989669,0.14
