kl_libraries	is_observed	abs_t_tj_epcam	loo_maxt_abs_t	loo_maxt_delta	loo_maxt_dropped	loo_maxt_t	loo_maxd_delta	loo_maxd_abs_t	loo_maxd_dropped	loo_maxd_t
B6AL10-1-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.658587934020374	0.7234719305902327	1.4056626032095192	Ocln	0.7234719305902327	1.4056626032095192	0.7234719305902327	Ocln	0.7234719305902327
B6AL10-1-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.7820699617431663	0.8514809777471868	1.3385151913807851	Cldn4	0.8514809777471868	1.5860831971908604	0.823726002335512	Ocln	0.823726002335512
B6AL10-1-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.6801062518232186	0.7516384406249581	1.192553498839188	Cldn4	0.7516384406249581	1.4300946826727348	0.7368924829965091	Ocln	0.7368924829965091
B6AL10-1-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.7864430293997774	0.8744265270879185	1.235834894482978	Cldn6	0.8744265270879185	1.5160862300185451	0.7845069183215857	Ocln	0.7845069183215857
B6AL10-1-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.6843658991769075	0.7577533675323533	1.0827670669804652	Cldn6	0.7577533675323533	1.3600977155004204	0.6985644199178384	Ocln	0.6985644199178384
B6AL10-1-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.8086839279083408	0.8826367049723963	1.2464130911052793	Cldn6	0.8826367049723963	1.5405183094817616	0.7981475426311778	Ocln	0.7981475426311778
B6AL10-1-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.8258005655047838	0.9193414117299908	1.293382535615149	Cldn6	0.9193414117299908	1.5862145307512518	0.8237999957404443	Ocln	0.8237999957404443
B6AL10-1-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.7226710592786787	0.8011705537078928	1.140314708112637	Cldn6	0.8011705537078928	1.4302260162331262	0.7369647500034467	Ocln	0.7369647500034467
B6AL10-1-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.8482912372115327	0.9276656298691883	1.303960732237452	Cldn6	0.9276656298691883	1.6106466102144683	0.8375923657298202	Ocln	0.8375923657298202
B6AL10-1-RNA,B6AL10-4-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.8527470430723189	1.0290239914577497	1.4305126970198794	Cldn6	1.0290239914577497	1.540649643042153	0.7982210060906304	Ocln	0.7982210060906304
B6AL10-1-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.644420156702938	0.6904549263222497	1.3452015064106497	Ocln	0.6904549263222497	1.3452015064106497	0.6904549263222497	Ocln	0.6904549263222497
B6AL10-1-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.7674564048704025	0.8180023979345734	1.2900259225716386	Cldn4	0.8180023979345734	1.525622100391991	0.7898247828711751	Ocln	0.7898247828711751
B6AL10-1-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.6658666378372944	0.7190568971011596	1.1440642300300414	Cldn4	0.7190568971011596	1.3696335858738653	0.7037642726362907	Ocln	0.7037642726362907
B6AL10-1-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.7718121836952606	0.8738418382859411	1.235080572596961	Cldn6	0.8738418382859411	1.4556251332196775	0.7509663596128439	Ocln	0.7509663596128439
B6AL10-1-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.6701117743158873	0.7571876233381316	1.0820127450944481	Cldn6	0.7571876233381316	1.2996366187015518	0.6657479931879747	Ocln	0.6657479931879747
B6AL10-1-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.7939635448600987	0.8820505725806709	1.245658769219263	Cldn6	0.8820505725806709	1.480057212682893	0.7644837072508113	Ocln	0.7644837072508113
B6AL10-1-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.8110094373195389	0.9187486454063872	1.2926282137291327	Cldn6	0.9187486454063872	1.5257534339523833	0.7898980777672159	Ocln	0.7898980777672159
B6AL10-1-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.708282111178779	0.8005981000285244	1.13956038622662	Cldn6	0.8005981000285244	1.3697649194342576	0.7038359348676427	Ocln	0.7038359348676427
B6AL10-1-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.8334047109167138	0.9270713178815856	1.303206410351434	Cldn6	0.9270713178815856	1.5501855134155988	0.8035590527226482	Ocln	0.8035590527226482
B6AL10-1-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.8378412864179882	1.0284096213844456	1.4297583751338623	Cldn6	1.0284096213844456	1.4801885462432844	0.7645565005525133	Ocln	0.7645565005525133
B6AL10-1-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	2.216384780874326	2.2610384629568676	3.54188725066847	Ocln	2.2610384629568676	3.54188725066847	2.2610384629568676	Ocln	2.2610384629568676
B6AL10-1-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	2.035298911350484	2.1043163146423587	3.3858987361503443	Ocln	2.1043163146423587	3.3858987361503443	2.1043163146423587	Ocln	2.1043163146423587
B6AL10-1-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	2.257478493191552	2.315588960418251	2.941427031831717	Cldn4	2.315588960418251	3.566319330131686	2.286772761329783	Ocln	2.286772761329783
B6AL10-1-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	2.2656922049688597	2.3127813037947997	2.648589259683675	Cldn6	2.3127813037947997	3.496322362959371	2.2139408094107678	Ocln	2.2139408094107678
B6AL10-1-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	2.3407686010918534	2.3985182396357962	2.706136900815848	Cldn6	2.3985182396357962	3.566450663692078	2.2869120263462137	Ocln	2.2869120263462137
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA	False	2.3407686010918534	2.3985182396357962	-2.706136900815848	Cldn6	-2.3985182396357962	-2.706136900815848	2.3985182396357962	Cldn6	-2.3985182396357962
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA	False	2.2656922049688597	2.3127813037947997	-2.648589259683675	Cldn6	-2.3127813037947997	-2.648589259683675	2.3127813037947997	Cldn6	-2.3127813037947997
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA	False	2.257478493191552	2.315588960418251	-2.941427031831717	Cldn4	-2.315588960418251	-2.5220372949012484	2.1366528353837153	Cldn6	-2.1366528353837153
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLD-RNA	False	2.035298911350484	2.1043163146423587	-3.3858987361503443	Ocln	-2.1043163146423587	-2.3583912707764325	1.93006125649988	Cldn6	-1.93006125649988
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLE-RNA	False	2.216384780874326	2.2610384629568676	-3.54188725066847	Ocln	-2.2610384629568676	-2.5114590982789444	2.1226271917832547	Cldn6	-2.1226271917832547
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA	False	0.8378412864179882	1.0284096213844456	-1.4297583751338623	Cldn6	-1.0284096213844456	-1.2486392995677118	0.7896769776435373	Cldn4	-0.7896769776435373
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA	False	0.8334047109167138	0.9270713178815856	-1.303206410351434	Cldn6	-0.9270713178815856	-1.303206410351434	0.9270713178815856	Cldn6	-0.9270713178815856
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLD-RNA	False	0.708282111178779	0.8005981000285244	-1.13956038622662	Cldn6	-0.8005981000285244	-1.1073003327338524	0.6945325600337416	Cldn4	-0.6945325600337416
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLE-RNA	False	0.8110094373195389	0.9187486454063872	-1.2926282137291327	Cldn6	-0.9187486454063872	-1.2532620252754487	0.7928297816827068	Cldn4	-0.7928297816827068
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.7939635448600987	0.8820505725806709	-1.245658769219263	Cldn6	-0.8820505725806709	-1.245658769219263	0.8820505725806709	Cldn6	-0.8820505725806709
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.6701117743158873	0.7571876233381316	-1.0820127450944481	Cldn6	-0.7571876233381316	-1.0526478799750256	0.619065309788175	Cldn3	-0.619065309788175
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.7718121836952606	0.8738418382859411	-1.235080572596961	Cldn6	-0.8738418382859411	-1.216970102142863	0.7215443265199675	Cldn3	-0.7215443265199675
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KLC-RNA,KLD-RNA	False	0.6658666378372944	0.7190568971011596	-1.1440642300300414	Cldn4	-0.7190568971011596	-0.9554607803120199	0.6634120286967308	Cldn6	-0.6634120286967308
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KLC-RNA,KLE-RNA	False	0.7674564048704025	0.8180023979345734	-1.2900259225716386	Cldn4	-0.8180023979345734	-1.1085286078145318	0.7771260982886495	Cldn6	-0.7771260982886495
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KLD-RNA,KLE-RNA	False	0.644420156702938	0.6904549263222497	-1.3452015064106497	Ocln	-0.6904549263222497	-0.9448825836897177	0.6556701668265327	Cldn6	-0.6556701668265327
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA	False	0.8527470430723189	1.0290239914577497	-1.4305126970198794	Cldn6	-1.0290239914577497	-1.2971285683768583	0.822886248828805	Cldn4	-0.822886248828805
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA	False	0.8482912372115327	0.9276656298691883	-1.303960732237452	Cldn6	-0.9276656298691883	-1.303960732237452	0.9276656298691883	Cldn6	-0.9276656298691883
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA	False	0.7226710592786787	0.8011705537078928	-1.140314708112637	Cldn6	-0.8011705537078928	-1.112198210565805	0.6559174657500215	Cldn3	-0.6559174657500215
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLE-RNA	False	0.8258005655047838	0.9193414117299908	-1.293382535615149	Cldn6	-0.9193414117299908	-1.2765204327336415	0.7593331601550888	Cldn3	-0.7593331601550888
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.8086839279083408	0.8826367049723963	-1.2464130911052793	Cldn6	-0.8826367049723963	-1.2424132421143819	0.7376444419245416	Cldn3	-0.7376444419245416
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.6843658991769075	0.7577533675323533	-1.0827670669804652	Cldn6	-0.7577533675323533	-1.0469970911537851	0.6155842037977128	Cldn3	-0.6155842037977128
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.7864430293997774	0.8744265270879185	-1.235834894482978	Cldn6	-0.8744265270879185	-1.2113193133216207	0.7179775391655808	Cldn3	-0.7179775391655808
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA	False	0.6801062518232186	0.7516384406249581	-1.192553498839188	Cldn4	-0.7516384406249581	-0.956215102198037	0.663964632528453	Cldn6	-0.663964632528453
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KLC-RNA,KLE-RNA	False	0.7820699617431663	0.8514809777471868	-1.3385151913807851	Cldn4	-0.8514809777471868	-1.1092829297005498	0.7776948744660698	Cldn6	-0.7776948744660698
B6AL10-2-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KLD-RNA,KLE-RNA	False	0.658587934020374	0.7234719305902327	-1.4056626032095192	Ocln	-0.7234719305902327	-0.9456369055757348	0.6562217675828961	Cldn6	-0.6562217675828961
B6AL10-2-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.18785604129471264	0.30274938679053937	0.5239829844627693	Cldn3	0.30274938679053937	0.5239829844627693	0.30274938679053937	Cldn3	0.30274938679053937
B6AL10-2-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.30149792939112335	0.41778125955469153	0.719399135423366	Cldn3	0.41778125955469153	0.719399135423366	0.41778125955469153	Cldn3	0.41778125955469153
B6AL10-2-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.20783121161950174	0.32093973998534636	0.5550769132555295	Cldn3	0.32093973998534636	0.5550769132555295	0.32093973998534636	Cldn3	0.32093973998534636
B6AL10-2-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.3054789201907584	0.41890128886153244	0.7212864297007489	Cldn3	0.41890128886153244	0.7212864297007489	0.41890128886153244	Cldn3	0.41890128886153244
B6AL10-2-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.21177676952217908	0.32204507641183233	0.5569642075329115	Cldn3	0.32204507641183233	0.5569642075329115	0.32204507641183233	Cldn3	0.32204507641183233
B6AL10-2-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.32567980775679906	0.43738240163508285	0.7523803584935083	Cldn3	0.43738240163508285	0.7523803584935083	0.43738240163508285	Cldn3	0.43738240163508285
B6AL10-2-RNA,B6AL10-3-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.3411742041991796	0.4577176934683649	0.7864875491127687	Cldn3	0.4577176934683649	0.7864875491127687	0.4577176934683649	Cldn3	0.4577176934683649
B6AL10-2-RNA,B6AL10-3-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.2471297949880473	0.36032466377787703	0.6221653269449332	Cldn3	0.36032466377787703	0.6221653269449332	0.36032466377787703	Cldn3	0.36032466377787703
B6AL10-2-RNA,B6AL10-3-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.3614643247509717	0.47631681716774926	0.8175814779055299	Cldn3	0.47631681716774926	0.8175814779055299	0.47631681716774926	Cldn3	0.47631681716774926
B6AL10-2-RNA,B6AL10-3-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.3654748732167859	0.47744763391344547	0.8194687721829119	Cldn3	0.47744763391344547	0.8194687721829119	0.47744763391344547	Cldn3	0.47744763391344547
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA	False	0.3315469181567318	0.4307327014827121	-0.7412028401474062	Cldn3	-0.4307327014827121	-0.39328072772103617	0.2670366814126129	Cldn6	-0.2670366814126129
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA	False	0.3275537464839084	0.42961060858866146	-0.7393155458700242	Cldn3	-0.42961060858866146	-0.2667287629386079	0.18067387799899684	Cldn6	-0.18067387799899684
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA	False	0.21362944638806433	0.31439633238085957	-0.5438993949094275	Cldn3	-0.31439633238085957	-0.10308273881379382	0.06970421888043758	Cldn6	-0.06970421888043758
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLE-RNA	False	0.30734842615008656	0.41115179863655327	-0.7082216170772639	Cldn3	-0.41115179863655327	-0.25615056631630573	0.1734810177527929	Cldn6	-0.1734810177527929
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.2919152916554344	0.39096308651772704	-0.6741144264580026	Cldn3	-0.39096308651772704	-0.2091811218064361	0.14158171935125927	Cldn6	-0.14158171935125927
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.1783701044911285	0.2763229113601911	-0.47869827549740585	Cldn3	-0.2763229113601911	-0.045535097681622005	0.030783164781911634	Cldn6	-0.030783164781911634
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.2717897373872777	0.3726090128892701	-0.643020497665244	Cldn3	-0.3726090128892701	-0.1986029251841348	0.1344053955808386	Cldn6	-0.1344053955808386
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA	False	0.1744340338917618	0.2752231573492784	-0.47681098122002386	Cldn3	-0.2752231573492784	0.08101686710080624	0.054776988106034014	Cldn6	0.054776988106034014
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA,KLE-RNA	False	0.2678229875094108	0.3714964939773951	-0.6411332033878603	Cldn3	-0.3714964939773951	-0.07205096040170655	0.04871306429667873	Cldn6	-0.04871306429667873
B6AL10-2-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLD-RNA,KLE-RNA	False	0.15450391446358525	0.257121689089845	-0.44571705242726356	Cldn3	-0.257121689089845	0.09159506372310844	0.061932331636436355	Cldn6	0.061932331636436355
B6AL10-2-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.694645165943823	0.7408146496065513	1.4372190291956937	Ocln	0.7408146496065513	1.4372190291956937	0.7408146496065513	Ocln	0.7408146496065513
B6AL10-2-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.8193055746772279	0.865934782997096	1.359304077654711	Cldn4	0.865934782997096	1.617639623177035	0.8415501529639914	Ocln	0.8415501529639914
B6AL10-2-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.7163536642090887	0.7656926122328513	1.2133423851131147	Cldn4	0.7656926122328513	1.4616511086589092	0.7542958125278949	Ocln	0.7542958125278949
B6AL10-2-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.8237242754066509	0.9244264561867495	1.2998477516506197	Cldn6	0.9244264561867495	1.5476426560047205	0.8021348215941692	Ocln	0.8021348215941692
B6AL10-2-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.7206517113958422	0.8060807434735051	1.146779924148107	Cldn6	0.8060807434735051	1.3916541414865948	0.7157977603940291	Ocln	0.7157977603940291
B6AL10-2-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.8462014441820589	0.9327639786391999	1.310425948272921	Cldn6	0.9327639786391999	1.572074735467936	0.8158425410188985	Ocln	0.8158425410188985
B6AL10-2-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.8635046992659992	0.9700537615863644	1.3573953927827906	Cldn6	0.9700537615863644	1.6177709567374263	0.8416245263180041	Ocln	0.8416245263180041
B6AL10-2-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.7593134222899379	0.8500906381274054	1.2043275652802778	Cldn6	0.8500906381274054	1.4617824422193015	0.7543684090969324	Ocln	0.7543684090969324
B6AL10-2-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.8862469420002926	0.9785142725126585	1.3679735894050928	Cldn6	0.9785142725126585	1.642203036200642	0.8554883596079569	Ocln	0.8554883596079569
B6AL10-2-RNA,B6AL10-4-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.8907534497348184	1.0816407270891923	1.494525554187522	Cldn6	1.0816407270891923	1.5722060690283275	0.8159163691727953	Ocln	0.8159163691727953
B6AL10-2-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.6803556274470678	0.7076535237998924	1.376757932396825	Ocln	0.7076535237998924	1.376757932396825	0.7076535237998924	Ocln	0.7076535237998924
B6AL10-2-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.8045414797013938	0.8323162548628067	1.3108148088455644	Cldn4	0.8323162548628067	1.5571785263781663	0.8074786966887	Ocln	0.8074786966887
B6AL10-2-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.7019874900277855	0.7329921046951423	1.1648531163039673	Cldn4	0.7329921046951423	1.4011900118600407	0.7210201147561939	Ocln	0.7210201147561939
B6AL10-2-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.8089418141947289	0.9238327474736572	1.2990934297646026	Cldn6	0.9238327474736572	1.487181559205851	0.7684345162531696	Ocln	0.7684345162531696
B6AL10-2-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.706270066142247	0.8055075057538738	1.1460256022620898	Cldn6	0.8055075057538738	1.3311930446877254	0.6828433594213867	Ocln	0.6828433594213867
B6AL10-2-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.8313238993205615	0.9321687124264869	1.3096716263869057	Cldn6	0.9321687124264869	1.5116136386690666	0.7820153519676982	Ocln	0.7820153519676982
B6AL10-2-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.8485520631152625	0.9694513408856259	1.3566410708967744	Cldn6	0.9694513408856259	1.5573098599385578	0.8075523513918783	Ocln	0.8075523513918783
B6AL10-2-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.7447881619028994	0.8495101422624757	1.2035732433942625	Cldn6	0.8495101422624757	1.401321345420433	0.7210920883212816	Ocln	0.7210920883212816
B6AL10-2-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.871193091023473	0.9779101854545122	1.3672192675190775	Cldn6	0.9779101854545122	1.5817419394017742	0.8212810115089771	Ocln	0.8212810115089771
B6AL10-2-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.875679201393762	1.0810150285454208	1.4937712323015049	Cldn6	1.0810150285454208	1.5215096073189285	0.9146039563460742	Cldn7	0.9146039563460742
B6AL10-2-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	2.2856229330598157	2.325652043910792	3.1268333801675388	Cldn3	2.325652043910792	3.5734436766546454	2.2943419253913895	Ocln	2.2943419253913895
B6AL10-2-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	2.0983137586256553	2.1350226835300883	3.4174551621365197	Ocln	2.1350226835300883	3.4174551621365197	2.1350226835300883	Ocln	2.1350226835300883
B6AL10-2-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	2.3282333746443395	2.3648111335913273	3.1579273089603004	Cldn3	2.3648111335913273	3.5978757561178614	2.3205277315179	Ocln	2.3205277315179
B6AL10-2-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	2.3367550118802485	2.4083947183448386	2.712602116851318	Cldn6	2.4083947183448386	3.527878788945546	2.246436479030521	Ocln	2.246436479030521
B6AL10-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	2.4147206516420208	2.4986364757863644	2.770149757983491	Cldn6	2.4986364757863644	3.5980070896782532	2.3206694595683346	Ocln	2.3206694595683346
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA	False	0.9205202690476393	1.1286381389213667	-1.5507043835203858	Cldn6	-1.1286381389213667	-1.3391868693038198	0.8519470130204312	Cldn4	-0.8519470130204312
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA	False	0.9159723651092638	1.0238477763027252	-1.4241524187379575	Cldn6	-1.0238477763027252	-1.394270434771979	0.8903869267891296	Cldn4	-0.8903869267891296
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA	False	0.7879652448024722	0.8936068137980637	-1.2605063946131425	Cldn6	-0.8936068137980637	-1.1978479024699604	0.75521271700576	Cldn4	-0.75521271700576
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLE-RNA	False	0.8930246806115394	1.0152589475639102	-1.4135742221156544	Cldn6	-1.0152589475639102	-1.3438095950115567	0.8551561613306627	Cldn4	-0.8551561613306627
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.8755689753367907	0.9774181690139648	-1.3666047776057857	Cldn6	-0.9774181690139648	-1.3666047776057857	0.9774181690139648	Cldn6	-0.9774181690139648
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.7490114394141254	0.8490373282449316	-1.2029587534809716	Cldn6	-0.8490373282449316	-1.1795282342979903	0.7428592850993226	Cldn4	-0.7428592850993226
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.8528987213856786	0.9689606808165357	-1.3560265809834835	Cldn6	-0.9689606808165357	-1.3254899268395866	0.8424560767294522	Cldn4	-0.8424560767294522
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA	False	0.7446819114922343	0.7801265465868834	-1.2346117997661494	Cldn4	-0.7801265465868834	-1.0764067886985424	0.7529857866352887	Cldn6	-0.7529857866352887
