marker	cancer_group	k	n_up	n_down	n_tie	binomial_p_two_sided	mu	se	ci_low	ci_high	p_wald	tau2	i2	mkh_low	mkh_high	p_mkh
Tacstd2	Colorectal	5	4	1	0	0.375	0.1522758526605887	0.2181421499041124	-0.2752749046616092	0.5798266099827867	0.4851409806275152	0.0	0.0	-0.45338385167800743	0.7579355569991849	0.5235920932824442
Tacstd2	Mammary	6	4	2	0	0.6875	0.08876269103207549	0.1258926355474275	-0.15798234055970936	0.3355077226238603	0.4807687980563402	0.0	0.0	-0.23485463114652425	0.4123800132106752	0.5122487388054472
Tacstd2	Melanoma	7	7	0	0	0.015625	0.32170689246863765	0.1811904512753766	-0.03341986637366001	0.6768336513109353	0.07581240997838586	0.0	0.0	-0.12165017007138818	0.7650639550086635	0.12615688921628837
Cldn4	Colorectal	5	2	3	0	1.0	0.12756432888147	0.2292455354460328	-0.3217486642093546	0.5768773219722947	0.5779013263322481	0.0	0.0	-0.5089233158961151	0.764051973659055	0.6075616215933651
Cldn4	Mammary	6	2	4	0	0.6875	0.05579554599537274	0.1551874501301479	-0.24836626711232285	0.3599573591030683	0.7191938097414445	0.0	0.0	-0.3431264944279019	0.45471758641864735	0.7338797562333697
Cldn4	Melanoma	7	4	3	0	1.0	0.13330752056713	0.19374783965973155	-0.24643126724838496	0.513046308382645	0.49142350714756866	0.0	0.0	-0.34077636443000425	0.6073914055642642	0.5171264419226115
TJ	Colorectal	5	3	2	0	1.0	0.07017799604508793	0.1043861375025069	-0.13441507394507146	0.2747710660352473	0.5013976333471353	0.0	0.0	-0.2196443844742512	0.36000037656442707	0.538234393380916
TJ	Mammary	6	3	3	0	1.0	0.03930961747983232	0.08375032625940615	-0.12483800568208288	0.20345724064174753	0.6388075190032012	0.0	0.0	-0.17597744993121217	0.25459668489087683	0.6585628628220136
TJ	Melanoma	7	3	4	0	1.0	0.04534424307726003	0.08822238824491968	-0.12756846051289236	0.21825694666741244	0.6072683514934285	0.0	0.0	-0.17052816425554737	0.2612166504100674	0.6256423080460572
