left_out	k	mu	se	ci_low	ci_high	p_wald	tau2	i2	kh_low	kh_high	p_kh	Q_p	delta_mu	wald_excludes_zero	marker
GSE151829	21	0.26454079648523127	0.11659189528951254	0.03602488082852151	0.493056712141941	0.023271567112953702	0.08231076221221	0.20035131155035002	0.054582055651819644	0.4744995373186429	0.01611035148543152	0.20101123451483743	-0.002539946674489313	True	Tacstd2
GSE152925	21	0.28164430934043894	0.1170981037095264	0.05213624341183107	0.5111523752690468	0.016163635836899976	0.0810066940386934	0.18576261566102834	0.07225211746730528	0.49103650121357256	0.01091760597301012	0.2186691621025505	0.014563566180718357	True	Tacstd2
GSE159344	21	0.2560399346464987	0.11631552604538827	0.028065692754707106	0.4840141765382903	0.027718097460603615	0.0812166317355689	0.1922326413137175	0.047349434008055497	0.46473043528494196	0.018701107414253	0.21078324023566647	-0.011040808513221867	True	Tacstd2
ERP114266	21	0.26271151132347487	0.1159885442812834	0.03537814191293015	0.4900448807340196	0.023514024159161952	0.0812380787310035	0.19941169485086838	0.053475737317187716	0.47194728532976205	0.01643350075698888	0.20213483765793758	-0.004369231836245713	True	Tacstd2
GSE139475	21	0.2811030980430016	0.11390075529266148	0.05786171985747515	0.5043444762285281	0.013588353678695127	0.07589854859293935	0.17598708980276812	0.07728214774080147	0.48492404834520175	0.009322230093304561	0.23073514393117436	0.014022354883281019	True	Tacstd2
GSE153239	21	0.2656771903275542	0.11916593543359347	0.03211624869368554	0.49923813196142286	0.02578247506797825	0.08663007845968272	0.20060179487081684	0.05316035006214412	0.4781940305929643	0.016841748767919953	0.2007120385448964	-0.001403552832166366	True	Tacstd2
GSE172162	21	0.2779576338034938	0.11602992417037093	0.05054316130065328	0.5053721063063343	0.016594612221952413	0.08009158296441138	0.1906915176157869	0.06951451797452235	0.48640074963246527	0.01151532484465409	0.21265398094796198	0.01087689064377323	True	Tacstd2
GSE93017	21	0.27075947983926246	0.11461393064705308	0.0461203036444669	0.495398656034058	0.018158949738843525	0.07868252064867824	0.19867138940443282	0.06292583848358516	0.4785931211949398	0.013258940534409227	0.20302148918487156	0.003678736679541883	True	Tacstd2
GSE146027	21	0.1672389443217502	0.08851829541710601	-0.006253726668654508	0.3407316153121549	0.058849631260334906	0.0	0.0	0.039746161932056656	0.29473172671144376	0.012724782002312033	0.9758413459873306	-0.09984179883797037	False	Tacstd2
GSE148947	21	0.2785631070766502	0.11597743490610793	0.051251511641340175	0.5058747025119603	0.01631135581376009	0.07988544121643724	0.1896256902552738	0.0702852807092596	0.48684093344404084	0.01130690367282074	0.21395060308949812	0.011482363916929639	True	Tacstd2
GSE155972	21	0.2592930671319037	0.11648240279253792	0.030991752825841545	0.48759438143796585	0.0260123191968136	0.0818766478582646	0.19673830671270617	0.04990117267804087	0.46868496158576656	0.017764703622892855	0.20534240450898392	-0.007787676027816881	True	Tacstd2
GSE148856	21	0.26870447321487567	0.11654369328621632	0.0402830317486092	0.49712591468114214	0.021132353139007524	0.08211954828014167	0.20020246024089705	0.058770256411786764	0.47863869001796455	0.014713773823613057	0.20118910050134833	0.0016237300551550926	True	Tacstd2
GSE107801	21	0.12468320854382856	0.09790945602511868	-0.06721579901131225	0.31658221609896936	0.20285691290396035	0.0	0.0	0.02516235310869648	0.22420406397896064	0.01663843610734871	0.9998147425512195	-0.012875092323926973	False	Cldn4
GSE124821	21	0.15707557585935233	0.10806738178042052	-0.054732600333811915	0.36888375205251656	0.14608591307795835	0.0	0.0	0.043426719619082746	0.27072443209962194	0.009195438859169772	0.9996846400068113	0.019517274991596806	False	Cldn4
GSE130472	21	0.15664206202927836	0.09974581883489393	-0.03885615049557073	0.35214027455412744	0.11631921983070616	0.0	0.0	0.05556145016203423	0.2577226738965225	0.004173863396697397	0.9998233976393069	0.019083761161522828	False	Cldn4
GSE132529	21	0.14025702767885498	0.0970285090071692	-0.04991535544881687	0.3304294108065268	0.14831078788529214	0.0	0.0	0.03709107835805407	0.24342297699965587	0.010211186317224143	0.9996264226125748	0.00269872681109945	False	Cldn4
GSE137818	21	0.14265464002723993	0.09790945602511868	-0.04924436752790087	0.3345536475823807	0.1451147940792629	0.0	0.0	0.0388832891833364	0.24642599087114347	0.009517591767569859	0.9996443170747715	0.005096339159484403	False	Cldn4
GSE174053	21	0.1406697283647099	0.0970285090071692	-0.04950265476296195	0.33084211149238174	0.14712063578031284	0.0	0.0	0.03764754524811986	0.24369191148129993	0.0099357780730784	0.999634356156513	0.0031114274969543665	False	Cldn4
GSE103725	21	0.14040738393778732	0.0970285090071692	-0.04976499918988453	0.33057976706545916	0.14787633966134997	0.0	0.0	0.03729142420450235	0.24352334367107228	0.010111578752007234	0.9996291985630212	0.002849083070031788	False	Cldn4
GSE109485	21	0.1425770268828969	0.09790945602511868	-0.049321980672243915	0.3344760344380377	0.14533373505074665	0.0	0.0	0.038782297616737224	0.24637175614905654	0.009564425573251205	0.9996430799279743	0.0050187260151413615	False	Cldn4
GSE149825	21	0.11552529001696951	0.09790945602511868	-0.07637371753817129	0.3074242975721103	0.2380321780670165	0.0	0.0	0.026483817596700904	0.20456676243723812	0.013586406557407695	0.9999694586840446	-0.022033010850786017	False	Cldn4
GSE150401	21	0.14122284195477122	0.09790945602511868	-0.05067616560036958	0.333121849509912	0.14919462463421254	0.0	0.0	0.037078575963022706	0.24536710794651972	0.010377787042849685	0.9996241167464262	0.0036645410870156936	False	Cldn4
GSE151829	21	0.14458726083509255	0.09790945602511868	-0.04731174672004826	0.3364862683902333	0.13974411094473477	0.0	0.0	0.0415161825390374	0.2476583391311477	0.008351004455170254	0.9996796353994066	0.007028959967337017	False	Cldn4
GSE152925	21	0.1440857120634222	0.09881484220388156	-0.049587819794194216	0.3377592439210386	0.14480240953322893	0.0	0.0	0.039412313429516996	0.24875911069732737	0.009437277226223211	0.9996473181992498	0.00652741119566666	False	Cldn4
GSE159344	21	0.13565522250672177	0.09790945602511868	-0.05624378504841904	0.3275542300618626	0.16589441700145835	0.0	0.0	0.031220327010110543	0.240090118003333	0.013492816738693967	0.9996076665390563	-0.001903078361033761	False	Cldn4
ERP114266	21	0.1385456169629478	0.09790945602511868	-0.05335339059219302	0.3304446245180886	0.15705730647869753	0.0	0.0	0.03403242014911806	0.24305881377677752	0.011939665806680438	0.9996031255340447	0.0009873160951922588	False	Cldn4
GSE139475	21	0.14638538632614922	0.0970285090071692	-0.04378699680152262	0.3365577694538211	0.1313794844836473	0.0	0.0	0.047542005670898446	0.2452287669814	0.0057837685834193795	0.9998081816368635	0.008827085458393696	False	Cldn4
GSE153239	21	0.12093502840001169	0.09974581883489393	-0.0745631841248374	0.3164332409248608	0.22534703558811853	0.0	0.0	0.01852010303369611	0.22334995376632727	0.02296592393063711	0.9997828966729502	-0.016623272467743838	False	Cldn4
GSE172162	21	0.14278128669274648	0.09790945602511868	-0.049117720862394326	0.33468029424788726	0.1447580757369055	0.0	0.0	0.039048866052290326	0.24651370733320263	0.009441141688600201	0.9996463686562496	0.00522298582499095	False	Cldn4
GSE93017	21	0.14015239968931203	0.0970285090071692	-0.05001998343835981	0.33032478281698385	0.1486136809455672	0.0	0.0	0.0369532764413561	0.24335152293726797	0.010279986402745944	0.9996245701685192	0.0025940988215565064	False	Cldn4
GSE146027	21	0.10691109577669249	0.1007036145988408	-0.09046436195003747	0.30428655350342243	0.28839864964306583	0.0	0.0	0.01078892286058733	0.20303326869279764	0.031025680319235516	0.9999323638641491	-0.030647205091063043	False	Cldn4
GSE148947	21	0.12887927693014725	0.09790945602511868	-0.06301973062499355	0.32077828448528806	0.18806973871529875	0.0	0.0	0.026588331748049712	0.2311702221122448	0.01611305969556268	0.9997152438841183	-0.008679023937608277	False	Cldn4
GSE155972	21	0.13501958097624872	0.09790945602511868	-0.056879426578892084	0.32691858853138955	0.16788706683337207	0.0	0.0	0.030668272128314147	0.2393708898241833	0.013807668841172899	0.9996124626001724	-0.0025387198915068077	False	Cldn4
GSE148856	21	0.14229206703024883	0.09790945602511868	-0.04960694052489198	0.33419107458538966	0.14613975567421703	0.0	0.0	0.03841462194082673	0.24616951211967092	0.00973623739726601	0.9996386716771672	0.004733766162493297	False	Cldn4
GSE107801	21	0.03242887498148676	0.04738218561599653	-0.06043850233465824	0.12529625229763175	0.49371585917472216	0.0	0.0	-0.023455828599795107	0.08831357856276864	0.2402191053608266	0.9982499453736844	-0.009736916466108948	False	TJ
GSE124821	21	0.03847519933109107	0.049208097126596004	-0.05797089878478602	0.13492129744696818	0.43428065249358283	0.0	0.0	-0.02400287047297156	0.1009532691351537	0.2136204356250045	0.995108717422992	-0.0036905921165046388	False	TJ
GSE130472	21	0.055797901765500216	0.04838967865367738	-0.0390441256191741	0.15063992915017455	0.24887134908300146	0.0	0.0	-0.0015616392264631573	0.11315744275746359	0.05596179981250766	0.9981196894326129	0.013632110317904504	False	TJ
GSE132529	21	0.03952711881979389	0.04690147786022112	-0.05239808860794223	0.13145232624753	0.3993575624845366	0.0	0.0	-0.019584313962050813	0.09863855160163859	0.17835811694482231	0.9955743795854876	-0.002638672627801819	False	TJ
GSE137818	21	0.04495186445024287	0.04738218561599653	-0.04791551286590213	0.13781924176638788	0.3427690807520305	0.0	0.0	-0.015061556984547718	0.10496528588503345	0.13386733312745294	0.9952671738526953	0.0027860730026471603	False	TJ
GSE174053	21	0.04305693483082453	0.04690147786022112	-0.04886827259691159	0.13498214225856064	0.3586034825211817	0.0	0.0	-0.01662539653365975	0.10273926619530882	0.1479827917730869	0.9949593491094827	0.0008911433832288207	False	TJ
GSE103725	21	0.04455371788128667	0.04690147786022112	-0.04737148954644945	0.13647892530902278	0.34214135374770915	0.0	0.0	-0.014674813917277742	0.10378224967985109	0.1323034957481959	0.9954537812096931	0.0023879264336909567	False	TJ
GSE109485	21	0.03922584630483962	0.04738218561599653	-0.05364153101130538	0.13209322362098463	0.4077494302371131	0.0	0.0	-0.02074720812683721	0.09919890073651645	0.18761697970004793	0.9953100987216503	-0.002939945142756091	False	TJ
GSE149825	21	0.033336774900769986	0.04738218561599653	-0.059530602415375014	0.126204152216915	0.48169940881661166	0.0	0.0	-0.023370913459452906	0.09004446326099289	0.23433731411818876	0.9978436227537778	-0.008829016546825726	False	TJ
GSE150401	21	0.04439129525340771	0.04738218561599653	-0.04847608206273729	0.1372586725695527	0.34882166483557187	0.0	0.0	-0.01575065677542263	0.10453324728223805	0.13931424871621753	0.9951282437710084	0.002225503805811997	False	TJ
GSE151829	21	0.0448438824873796	0.04738218561599653	-0.0480234948287654	0.1377112598035246	0.3439297343944818	0.0	0.0	-0.015196556431798049	0.10488432140655723	0.134918238743111	0.9952382562721355	0.002678091039783885	False	TJ
GSE152925	21	0.045902920087096906	0.047877983740683604	-0.04793620369703725	0.13974204387123107	0.33768572226967775	0.0	0.0	-0.01467564969390981	0.10648148986810363	0.12965065478066884	0.995333143932705	0.0037371286395011943	False	TJ
GSE159344	21	0.0420170731037925	0.04738218561599653	-0.0508503042123525	0.1348844504199375	0.37520305641665397	0.0	0.0	-0.01834980520882356	0.10238395141640855	0.16203966405237233	0.9948766895613779	-0.00014871834380321414	False	TJ
ERP114266	21	0.03799690530778695	0.04738218561599653	-0.05487047200835805	0.13086428262393196	0.4225970016998216	0.0	0.0	-0.02157440807269266	0.09756821868826657	0.19832301076214245	0.9957193851568067	-0.0041688861398087584	False	TJ
GSE139475	21	0.04578903949021441	0.04690147786022112	-0.04613616793752171	0.13771424691795053	0.32892504496628727	0.0	0.0	-0.012746220277167049	0.10432429925759587	0.11838122740776186	0.9961284993037478	0.003623248042618696	False	TJ
GSE153239	21	0.03250172029190486	0.04838967865367738	-0.062340307092769456	0.1273437476765792	0.5017961090606297	0.0	0.0	-0.02703146904031662	0.09203490962412633	0.2682370487875039	0.9968233276229447	-0.009664071155690852	False	TJ
GSE172162	21	0.04607554077657722	0.04738218561599653	-0.04679183653956778	0.13894291809272222	0.33084001057994383	0.0	0.0	-0.013592287505530293	0.10574336905868473	0.12289745189626075	0.9956239747402627	0.003909749328981506	False	TJ
GSE93017	21	0.04222020605677119	0.04690147786022112	-0.04970500137096493	0.13414541348450731	0.3680195473888652	0.0	0.0	-0.017534954968100327	0.1019753670816427	0.1560899717830487	0.9948758532482791	5.441460917547658e-05	False	TJ
GSE146027	21	0.053638703200427906	0.04891813842574665	-0.04223908630478043	0.14951649270563624	0.27286034149372507	0.0	0.0	-0.006319135073338415	0.11359654147419423	0.07675943775862028	0.9969849271641947	0.011472911752832195	False	TJ
GSE148947	21	0.029778052539317888	0.04738218561599653	-0.0630893247768271	0.1226454298554629	0.5296992675441624	0.0	0.0	-0.02314353094076268	0.08269963601939845	0.2542895056682763	0.9992120680221043	-0.012387738908277823	False	TJ
GSE155972	21	0.04987740305100508	0.04738218561599653	-0.04298997426513992	0.14274478036715008	0.292496155254801	0.0	0.0	-0.007719171686553519	0.10747397778856368	0.08592776174072733	0.9973143077047006	0.007711611603409371	False	TJ
GSE148856	21	0.04185232788670309	0.04738218561599653	-0.05101504942944191	0.1347197052028481	0.37707826981643355	0.0	0.0	-0.01851108341185676	0.10221573918526294	0.16358911883076113	0.9948806498990389	-0.00031346356089262395	False	TJ
