family	floor	regimen	genotype	subset	spec	n_slices	n_studies	n_lines	n_up	n_down	n_tie	mean_delta	median_delta	slice_wilcoxon_p	slice_wilcoxon_p_greater	slice_binomial_p	slice_binomial_p_greater	study_n_up	study_n	study_wilcoxon_p	study_binomial_p	one_vote_mean	one_vote_p	reml_mu	reml_ci_low	reml_ci_high	reml_p_wald	reml_p_mkh	reml_i2	technical_reml_mu	technical_reml_p_wald
biology	none	all	all	all_lines	none|all|all	64	22	17	34	28	2	0.12922545394484863	0.03995156983503673	0.07667785136224303	0.038338925681121516	0.52577336017565	0.262886680087825	12	22	0.09841060638427734	0.8318119049072266	0.11114788436879451	0.04342617193180304	0.13755830086775553	-0.05093324083153605	0.3260498425670471	0.15261592320656475	0.16732759385120785	0.0	-9.066961598777043e-06	0.9794654675567015
biology	none	all	parental	all_lines	none|all|parental	49	21	17	25	23	1	0.16485869648942142	0.0005918980905810334	0.13658201084064814	0.06829100542032407	0.8854334972865135	0.4427167486432568	12	21	0.04844093322753906	0.5034446716308594	0.117739370916396	0.03886490931520751	0.1648586964894214	-0.07217747430351595	0.40189486728235874	0.1728335779416702	0.1879842025227328	0.0	-7.779693925995043e-06	0.9823810324262068
biology	none	all	perturbed	all_lines	none|all|perturbed	15	6	5	9	5	1	0.012823528299244139	0.07446754855833526	0.3909912109375	0.19549560546875	0.4239501953125	0.21197509765625	2	6	1.0	1.0	0.03810169622940906	0.5984793262715494	0.030339294323038234	-0.29740930188709597	0.3580878905331724	0.8560288843306638	0.8631545010338217	0.0	0.031937099664997255	0.5778130934305314
biology	none	icb_only	all	all_lines	none|icb_only|all	52	20	15	26	24	2	0.08223107146288224	0.0002959490452905167	0.42072286282100535	0.21036143141050268	0.887724827340783	0.4438624136703915	11	20	0.10539817810058594	0.8238029479980469	0.07561191549905362	0.08498292052914458	0.08398775808806681	-0.14483506966882104	0.3128105858449547	0.4719003148636408	0.48065600664368757	0.0	-2.1712513214275156e-05	0.9508041216094731
biology	none	icb_only	parental	all_lines	none|icb_only|parental	37	19	15	17	19	1	0.11036926463733011	-0.0006103877145249666	0.6580869711178821	0.32904348555894103	0.8679394004284404	0.691140341485152	11	19	0.06653594970703125	0.480682373046875	0.08000985409618351	0.0776667397447137	0.11036926463733011	-0.21851961179322266	0.43925814106788286	0.5107122219187251	0.5190357918224363	0.0	-2.0936481374799946e-05	0.9525738326423568
biology	none	icb_only	perturbed	all_lines	none|icb_only|perturbed	15	6	5	9	5	1	0.012823528299244139	0.07446754855833526	0.3909912109375	0.19549560546875	0.4239501953125	0.21197509765625	2	6	1.0	1.0	0.03810169622940906	0.5984793262715494	0.030339294323038234	-0.29740930188709597	0.3580878905331724	0.8560288843306638	0.8631545010338217	0.0	0.031937099664997255	0.5778130934305314
biology	none	icb_plus_other	all	all_lines	none|icb_plus_other|all	12	10	9	8	4	0	0.33286777803336964	0.27626008989088535	0.02685546875	0.013427734375	0.3876953125	0.19384765625	6	10	0.10546875	0.75390625	0.3164222647221383	0.06633442105436024	0.15675808704907335	-0.007833660347178695	0.3213498344453254	0.06194621880923061	0.1428251215472171	0.45209018194568723	0.13098398677519174	0.0948389625321355
biology	none	icb_plus_other	parental	all_lines	none|icb_plus_other|parental	12	10	9	8	4	0	0.33286777803336964	0.27626008989088535	0.02685546875	0.013427734375	0.3876953125	0.19384765625	6	10	0.10546875	0.75390625	0.3164222647221383	0.06633442105436024	0.15675808704907335	-0.007833660347178695	0.3213498344453254	0.06194621880923061	0.1428251215472171	0.45209018194568723	0.13098398677519174	0.0948389625321355
biology	none	icb_plus_other	perturbed	all_lines	none|icb_plus_other|perturbed	0	0	0	0	0	0							0	0												
biology	max_arm_ge_0.25	all	all	all_lines	max_arm_ge_0.25|all|all	46	15	13	26	20	0	0.172705399979678	0.156771412417258	0.06946837883492663	0.03473418941746331	0.4613911821367651	0.23069559106838256	9	15	0.072998046875	0.6072387695312499	0.22855842431808102	0.05933723070093355	0.18452974054510765	-0.06393078539515581	0.4329902664853711	0.14548930834793045	0.1675458499005838	0.0	0.1511108557079366	0.09903337689537856
