marker	model	k	mu	se	ci_low	ci_high	p_wald	tau2	i2	h2	Q	Q_df	Q_p	mu_fe	se_fe	fe_low	fe_high	kh_low	kh_high	p_kh	mkh_low	mkh_high	p_mkh	pi_low	pi_high
Tacstd2	REML_primary	22	0.2670807431597206	0.11225746716071468	0.04706015052903198	0.48710133579040915	0.01735119147002273	0.07475461548330342	0.16063647590231817	1.1913789094838292	25.018957099160414	21	0.24634396327230804	0.2648569128692247	0.0849709319432095	0.09831694652773004	0.43139687921071934	0.06680759618626636	0.4673538901331748	0.011389683827093272	0.03362856027823549	0.5005329260412057	0.02691331824631393	-0.3475721792350038	0.881733665554445
Tacstd2	DL_primary	22	0.27066961859467203	0.10016140180893081	0.07435687840812263	0.4669823587812214	0.006885443894240987	0.03290441116204015	0.16063647590231817	1.1913789094838292	25.018957099160414	21	0.24634396327230804	0.2648569128692247	0.0849709319432095	0.09831694652773004	0.43139687921071934	0.0699481917326083	0.47139104545673577	0.010626069902976957	0.06237258068548748	0.4789666565038566	0.013340641871429294	-0.16025084682609875	0.7015900840154428
Tacstd2	REML_technical_SE	22	0.16211221084560656	0.06623382915698084	0.03229629113974519	0.29192813055146793	0.014382151188823725	0.06119861832167092	0.6902517861180685	3.2284286242282443	67.79700110879313	21	7.889352217673069e-07	0.012114349595426078	0.005092656155691845	0.002132926944623855	0.0220957722462283	0.006546817030028934	0.3176776046611842	0.041869874233308776	0.006546817030028934	0.3176776046611842	0.041869874233308776	-0.3704701079714674	0.6946945296626805
Tacstd2	REML_slice_variance_only	22	0.26771398635982596	0.11172243469940654	0.04874203808386113	0.4866859346357908	0.016564151692615752	0.07386822222521587	0.16088601638152478	1.1917332085061232	25.026397378628587	21	0.24602259483819694	0.265392132370705	0.0847440738034271	0.09929679981278361	0.43148746492862644	0.06793867381775989	0.46748929890189206	0.011050745527156371	0.035374464392256	0.5000535083273959	0.025955255966008797	-0.34338868812931994	0.8788166608489718
Tacstd2	REML_ignore_shared_mice	22	0.16199927155122426	0.06756791768391382	0.029568586380386147	0.2944299567220624	0.016503921011040562	0.06494138146040059	0.6999664369087222	3.332960451813768	69.99216948808913	21	3.5241837838334866e-07	0.011920957022167212	0.0050909831063892606	0.0019428134877424157	0.021899100556592006	0.004932789135778021	0.3190657539666705	0.04381084615035723	0.004932789135778021	0.3190657539666705	0.04381084615035723	-0.3862731016374952	0.7102716447399438
Tacstd2	REML_within_study_GLS	22	0.17265486673326988	0.07001145684927772	0.03543493280350546	0.3098748006630343	0.01365953022949385	0.07084984028597771	0.7039576837662412	3.3778954735997524	70.9358049455948	21	2.485707658754287e-07	0.012247531028323173	0.005078275834383359	0.002294293289371696	0.02220076876727465	0.010382936983687835	0.33492679648285195	0.03813118189598185	0.010382936983687835	0.33492679648285195	0.03813118189598185	-0.39971684175256283	0.7450265752191026
Tacstd2	one_study_one_vote	22	0.22498227489777534	0.08819373769964864	0.04157335695930453	0.40839119283624614	0.01860312331704334					21													
Cldn4	REML_primary	22	0.13755830086775553	0.09617092109145312	-0.05093324083153605	0.3260498425670471	0.15261592320656475	0.0	0.0	0.24953404114113414	5.240214863963817	21	0.9998057050735186	0.13755830086775553	0.09617092109145312	-0.05093324083153605	0.3260498425670471	0.03765234586688586	0.23746425586862518	0.009304078180938908	-0.06244007809424357	0.3375566798297546	0.16732759385120785	-0.06244007809424357	0.3375566798297546
Cldn4	DL_primary	22	0.13755830086775553	0.09617092109145312	-0.05093324083153605	0.3260498425670471	0.15261592320656475	0.0	0.0	0.24953404114113414	5.240214863963817	21	0.9998057050735186	0.13755830086775553	0.09617092109145312	-0.05093324083153605	0.3260498425670471	0.03765234586688586	0.23746425586862518	0.009304078180938908	-0.06244007809424357	0.3375566798297546	0.16732759385120785	-0.06244007809424357	0.3375566798297546
Cldn4	REML_technical_SE	22	-9.066961598777043e-06	0.00035226465351371675	-0.0006994929955121429	0.0006813590723145889	0.9794654675567015	0.0	0.39290055874308555	1.6471766106877646	34.590708824443055	21	0.03129530692592921	-9.066961598777043e-06	0.00035226465351371675	-0.0006994929955121429	0.0006813590723145889	-0.0009492704352494107	0.0009311365120518567	0.9841888315695791	-0.0009492704352494107	0.0009311365120518567	0.9841888315695791	-0.0007416414120541014	0.0007235074888565473
