marker	model	k	mu	se	ci_low	ci_high	p_wald	tau2	i2	h2	Q	Q_df	Q_p	mu_fe	se_fe	fe_low	fe_high	kh_low	kh_high	p_kh	mkh_low	mkh_high	p_mkh	pi_low	pi_high
Cldn4	REML_slice_variance_only	22	0.1292254539448486	0.09061725442929097	-0.04838110111446439	0.30683200900416163	0.15385162211558462	0.0	0.0	0.25272145402226365	5.307150534467536	21	0.999784544229897	0.1292254539448486	0.09061725442929097	-0.04838110111446439	0.30683200900416163	0.034489538661146665	0.22396136922855053	0.009880164047376816	-0.059223442937515525	0.31767435082721274	0.16854890855855495	-0.059223442937515525	0.31767435082721274
Cldn4	REML_ignore_shared_mice	22	-9.355925073632174e-06	0.0003522642087825294	-0.0006997810873298879	0.0006810692371826237	0.9788111580910069	0.0	0.39754204223874784	1.6598668622720552	34.85720410771316	21	0.0292706110218701	-9.355925073632174e-06	0.0003522642087825294	-0.0006997810873298879	0.0006810692371826237	-0.0009531730369260012	0.0009344611867787369	0.9837474615738168	-0.0009531730369260012	0.0009344611867787369	0.9837474615738168	-0.0007419294506598221	0.0007232176005125578
Cldn4	REML_within_study_GLS	22	-9.623829236054525e-06	0.00035226288608466966	-0.0007000463990521429	0.0006807987405800337	0.9782044888527829	0.0	0.45197946258006116	1.8247491320452411	38.319731772950064	21	0.01182029085478078	-9.623829236054525e-06	0.00035226288608466966	-0.0007000463990521429	0.0006807987405800337	-0.0009992044273244448	0.0009799567688523359	0.9840551565843995	-0.0009992044273244448	0.0009799567688523359	0.9840551565843995	-0.000742194604121463	0.0007229469456493539
Cldn4	one_study_one_vote	22	0.11114788436879453	0.051714612334042	0.0036014605841959563	0.21869430815339308	0.04342617193180305					21													
TJ	REML_primary	22	0.04216579144759571	0.04643511018764181	-0.04884535213833118	0.1331769350335226	0.36384737236794895	0.0	0.0	0.3552867895573197	7.461022580703713	21	0.9970395886580744	0.04216579144759571	0.04643511018764181	-0.04884535213833118	0.1331769350335226	-0.015393933541981063	0.09972551643717248	0.14256781545291647	-0.0544013065800795	0.13873288947527093	0.3741507741401504	-0.0544013065800795	0.13873288947527093
TJ	DL_primary	22	0.04216579144759571	0.04643511018764181	-0.04884535213833118	0.1331769350335226	0.36384737236794895	0.0	0.0	0.3552867895573197	7.461022580703713	21	0.9970395886580744	0.04216579144759571	0.04643511018764181	-0.04884535213833118	0.1331769350335226	-0.015393933541981063	0.09972551643717248	0.14256781545291647	-0.0544013065800795	0.13873288947527093	0.3741507741401504	-0.0544013065800795	0.13873288947527093
TJ	REML_technical_SE	22	0.018190992105649277	0.022683342190461937	-0.02626754163665402	0.06264952584795258	0.4225796925919356	0.005019814952237971	0.5601441094011471	2.2734718833446217	47.74290955023706	21	0.0007452731403783969	0.009858691602675808	0.012378028767383066	-0.014401798980995719	0.03411918218634734	-0.031229303072787727	0.06761128728408627	0.4525039807236126	-0.031229303072787727	0.06761128728408627	0.4525039807236126	-0.1365181471756104	0.17290013138690896
TJ	REML_slice_variance_only	22	0.04847844336434702	0.04126224383193028	-0.03239406846754632	0.12935095519624035	0.24004022305631878	0.0	0.0	0.35946977778484357	7.548865333481714	21	0.9967797309232586	0.04847844336434702	0.04126224383193028	-0.03239406846754632	0.12935095519624035	-0.0029693476863002777	0.09992623441499432	0.06345094207154477	-0.03733109017306449	0.13428797690175853	0.2531906799449336	-0.03733109017306449	0.13428797690175853
TJ	REML_ignore_shared_mice	22	0.017015663595311	0.02293161232129199	-0.027929470661856245	0.06196079785247824	0.4580765755652838	0.005313283507205464	0.5710478067353856	2.3312621212851905	48.956504546989	21	0.0005086802006339498	0.008386301769782629	0.01230565822760503	-0.015732345162382224	0.03250494870194748	-0.032790198201086806	0.06682152539170881	0.4852235074257952	-0.032790198201086806	0.06682152539170881	0.4852235074257952	-0.14189653324480653	0.17592786043542855
TJ	REML_within_study_GLS	22	0.01895060273031331	0.02269178254335686	-0.025524473799680845	0.06342567926030747	0.40364416046167295	0.005055283945976335	0.5637284323340392	2.2921502892108436	48.135156073427716	21	0.0006591005848730018	0.00906190838014853	0.012270873379145505	-0.01498856150182797	0.03311237826212503	-0.03041905406573493	0.06832025952636155	0.4336534024971939	-0.03041905406573493	0.06832025952636155	0.4336534024971939	-0.13625883698836197	0.1741600424489886
TJ	one_study_one_vote	22	0.045461932702308736	0.028730913647703894	-0.014287273091131716	0.10521113849574919	0.12851813565743836					21													
