marker	stem	line	gse_id	cancer_group	is_llc	is_lung	n_baseline	n_icb	delta_mean	mean_baseline	mean_icb	sd_baseline	sd_icb
Tacstd2	402230_GSE148856_antiPD1	402230	GSE148856	Sarcoma	False	False	4	4	0.23804778373791413	0.35402865800400896	0.5920764417419231	0.11016801762962922	0.41337613256167743
Tacstd2	402230_GSE148856_radiation_antiPD1	402230	GSE148856	Sarcoma	False	False	4	4	0.18562829636519473	0.7853871758966535	0.9710154722618483	0.4886623895772797	0.3689830246324361
Tacstd2	4T1_GSE130472_old_antiCTLA4	4T1	GSE130472	Mammary	False	False	7	8	-0.4132634957277683	2.514297489980687	2.101033994252919	0.3130330854729994	0.3641196300395365
Tacstd2	4T1_GSE130472_old_antiPDL1	4T1	GSE130472	Mammary	False	False	7	8	-0.5961262457263146	2.514297489980687	1.9181712442543726	0.3130330854729994	0.6629700508771759
Tacstd2	4T1_GSE130472_young_antiCTLA4	4T1	GSE130472	Mammary	False	False	7	12	0.1943267067539738	1.828002337047947	2.022329043801921	0.5656846050013515	0.40237928770190945
Tacstd2	4T1_GSE130472_young_antiPDL1	4T1	GSE130472	Mammary	False	False	7	10	-0.3140224897515851	1.828002337047947	1.513979847296362	0.5656846050013515	0.5173457976160248
Tacstd2	4T1_GSE132529_antiPD1	4T1	GSE132529	Mammary	False	False	3	3	0.011692352408712914	4.60635116464027	4.618043517048983	0.604888815182499	0.4010937273935951
Tacstd2	4T1_GSE137818_Brca1_KO_antiPD1	4T1	GSE137818	Mammary	False	False	5	5	-0.12875531751893554	4.13363209798346	4.004876780464524	0.05994174393380601	0.35679506364810915
Tacstd2	4T1_GSE137818_Brca2_KO_antiPD1	4T1	GSE137818	Mammary	False	False	5	3	0.05797231164456296	4.16174288745599	4.219715199100553	0.37152243814789393	0.05954998855291869
Tacstd2	B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1	B16	GSE109485	Melanoma	False	False	3	3	0.0035001252860444665	0.004121673363300867	0.0076217986493453335	0.007138947677440396	0.0075571404255274435
Tacstd2	B16_GSE109485_intracranial_antiCTLA4&antiPD1	B16	GSE109485	Melanoma	False	False	3	3	0.016657279809116098	0.0023855947572956667	0.019042874566411766	0.0025989323728590166	0.016848042462633824
Tacstd2	B16_GSE149825_antiCTLA4&antiPD1	B16	GSE149825	Melanoma	False	False	3	3	0.002762999666898011	0.077101880865998	0.079864880532896	0.13354437501903121	0.13833003082339443
Tacstd2	B16_GSE149825_birinapant_antiCTLA4&antiPD1	B16	GSE149825	Melanoma	False	False	3	3	2.5083650840519156	0.09546354910708764	2.603828633159003	0.10592173540775104	1.091814471946468
Tacstd2	B16_GSE150401_MDK_knockdown_antiPD1	B16	GSE150401	Melanoma	False	False	4	4	0.21215404398300575	0.0	0.21215404398300575	0.0	0.2582476138702075
Tacstd2	B16_GSE150401_antiPD1	B16	GSE150401	Melanoma	False	False	4	4	0.0574797835081895	0.0	0.0574797835081895	0.0	0.114959567016379
Tacstd2	B16_GSE151829_Aire_KO_antiCTLA4	B16	GSE151829	Melanoma	False	False	5	6	0.40818126284507483	0.6228288226342723	1.0310100854793471	0.37002265784617255	0.8331798541704762
Tacstd2	B16_GSE151829_antiCTLA4	B16	GSE151829	Melanoma	False	False	3	6	0.2057913145666739	0.14111845486978783	0.34690976943646173	0.07430289815394057	0.13195537368326607
Tacstd2	B16_GSE152925_Man2a1_KO_antiPDL1	B16	GSE152925	Melanoma	False	False	3	3	0.020458133410393733	0.0	0.020458133410393733	0.0	0.0354345264948243
Tacstd2	B16_GSE152925_antiPDL1	B16	GSE152925	Melanoma	False	False	6	6	0.013112900419935384	0.0	0.013112900419935384	0.0	0.032119915076768944
Tacstd2	B16_GSE152925_swainsonine_antiPDL1	B16	GSE152925	Melanoma	False	False	3	3	-0.013115540614165838	0.07951813931059483	0.06640259869642899	0.08943403794679297	0.11501267469682193
Tacstd2	BNL-MEA_GSE148947_antiPD1	BNL-MEA	GSE148947	Liver	False	False	3	3	-0.05201996387775577	0.14660126103697393	0.09458129715921816	0.08872987748944351	0.04664205180447639
