dataset	unit	readout	verdict	rho_tacstd2	rho_cldn4	rho_tacstd2_given_cldn4	rho_cldn4_given_tacstd2	attenuation_pct	acme	acme_log1p_y	ade	total_linear	a_x_to_m	b_m_to_y	rho_tacstd2_cldn4	n_units	n_negative_tacstd2	n_negative_cldn4	n_negative_partial_tacstd2	n_negative_partial_cldn4	n_negative_acme	n_attenuated	attenuation_of_mean_rho	n_clusters	n_boot	rho_tacstd2_lo	rho_tacstd2_hi	rho_tacstd2_p	rho_cldn4_lo	rho_cldn4_hi	rho_cldn4_p	rho_tacstd2_given_cldn4_lo	rho_tacstd2_given_cldn4_hi	rho_tacstd2_given_cldn4_p	rho_cldn4_given_tacstd2_lo	rho_cldn4_given_tacstd2_hi	rho_cldn4_given_tacstd2_p	acme_lo	acme_hi	acme_p
He2022_CosMx	section	cd8nk_50um	null	-0.03384295408109069	-0.03698096744236233	-0.027529240114650893	-0.030317362835824896	24.31940295419298	-0.007040564375042106	-0.007619966398669631	-0.0242464925613994	-0.03128705693644151	0.19377308385972788	-0.03585254678760545	0.18300359492673282	8	5	4	6	4	4	3		5	4000	-0.08733715222452301	-0.00741570771147266	0.002	-0.11586059310981414	0.02436985252121129	0.273	-0.06514477703950451	-0.009258575059833267	0.0	-0.10324748757360235	0.026406067515779782	0.3665	-0.02313727151156471	0.005479096731142141	0.3165
He2022_CosMx	section	cd8nk_100um	null	-0.022141673504547925	-0.023630935396239706	-0.017975324355473714	-0.018946250819228433	27.477848364740787	-0.0036353690299772198	-0.004724072071797667	-0.01234904557962896	-0.01598441460960618	0.19377308385972788	-0.017816291259485917	0.18300359492673282	8	4	4	5	4	4	2		5	4000	-0.0761073795786316	0.004769085093014958	0.151	-0.11478740457832683	0.0467753134794298	0.58	-0.05290567488901934	-0.0036568705376043495	0.007	-0.10383018853351382	0.04707458962521577	0.655	-0.02440798967898012	0.01191311503061962	0.732
He2022_CosMx	donor	cd8nk_50um	null	-0.04653835171246923	-0.054284572872328817	-0.036629928191073136	-0.04510712733083579	28.77716592573775	-0.009536361667735738	-0.010458242647563055	-0.03264473478121071	-0.04218109644894645	0.1901291756901034	-0.04473445492086535	0.18057738944450624	5	4	3	4	3	3	3		5	4000	-0.10083085198221628	-0.00579567677004113	0.004	-0.1218651155685297	0.013295969823872064	0.086	-0.07654885588879962	-0.0071774444986606985	0.0	-0.104835725829531	0.014621471167859407	0.1445	-0.023148894561100617	0.004076171225629141	0.1465
He2022_CosMx	donor	cd8nk_100um	null	-0.0386083021546163	-0.047989428847348525	-0.029411828995104212	-0.04030197747532312	32.29352860374656	-0.007394821640894613	-0.009023308266864137	-0.022577849548844488	-0.029972671189739102	0.1901291756901034	-0.03185534745916432	0.18057738944450624	5	3	3	4	3	3	2		5	4000	-0.08960084082518094	0.0013921667520044585	0.073	-0.12462486608408505	0.028646008389388022	0.2025	-0.06257813616210062	-0.003364440030777889	0.011	-0.10991138296623656	0.029307428015590366	0.2695	-0.02473328113843808	0.00866652359364591	0.404
