sample	patient	tumor_label	n_cells	n_malignant	n_cd8nk	frac_tacstd2_pos	frac_cldn4_pos	mean_tacstd2_log1p_cp10k	mean_cldn4_log1p_cp10k	mean_cd8nk_50	mean_cd8nk_100	median_nn_um
LUAD-5 R1	Lung5	tumor 5	98002	17837	3688	0.6626114256881762	0.7070135112406795	2.4577297050134748	2.7242568428690017	0.19885630991758704	1.2985367494533835	8.305395836440129
LUAD-5 R2	Lung5	tumor 5	100335	17914	3596	0.6336943172937367	0.690912135759741	2.2981062487884065	2.59698676014234	0.19984369766662946	1.308027241263816	8.16374913872183
LUAD-5 R3	Lung5	tumor 5	97809	15893	3908	0.5907632290945699	0.6282640156043541	2.2351189710221866	2.457849442700056	0.2084565531995218	1.2299754608947335	8.338489071768322
LUSC-6	Lung6	tumor 6	89975	66196	1414	0.3724545289745604	0.24658589642878723	1.3548527060192412	0.8615828384243186	0.13549157048764277	0.7982053296271678	9.801326440845335
LUAD-9 R1	Lung9	tumor 9	87606	38864	3069	0.26844895018526144	0.7161897900370523	0.9362938183541158	2.898706432850629	0.5153869905310827	2.9393783449979414	8.133928939941276
LUAD-9 R2	Lung9	tumor 9	139504	94876	2861	0.2682343269109153	0.6105021290948185	1.0902561871678478	2.7367265785372203	0.4065622496732577	1.936928201020279	8.694204966528016
LUAD-12	Lung12	tumor 12	71304	18267	1877	0.32402693381507636	0.39743800295615045	1.1571936221221153	1.4795122754758505	0.44588602397766464	2.0946515574533313	8.888610269672917
LUAD-13	Lung13	tumor 13	81236	26030	3356	0.3477910103726469	0.7367268536304264	1.1691816738097887	2.9796790264040243	1.626699961582789	7.569996158278909	7.761945001027549
