dataset	contrast	gene_set	CLDN4_log2FC	n_in_set	n_observed	n_up	frac_up	median_log2FC	mean_log2FC	sign_p_greater	wilcoxon_p_greater	ranksum_p_greater	wilcoxon_p_less	direction_call	strict_all_observed_positive
GSE22493	SKOV-3 KD	CLAIM6	-1.22505	6	6	3	0.5	-0.1747666666666666	-0.3099333333333332	0.65625	0.71875	0.6595350921312291	0.34375	weak_down	False
GSE50927	baseline KO vs WT	CLAIM6	-6.061296179	6	6	5	0.8333333333333334	0.6251424265000001	0.7198772586666666	0.109375	0.03125	0.0024770331273321474	0.984375	up	False
GSE50927	VILI-low KO vs WT VILI	CLAIM6	-12.69283342	6	6	2	0.3333333333333333	-0.1807619195	-0.012122690166666663	0.890625	0.78125	0.7560326511266755	0.28125	weak_down	False
GSE50927	VILI-high KO vs WT VILI	CLAIM6	-10.16213953	6	6	5	0.8333333333333334	0.1249909685	0.3793090543333333	0.109375	0.078125	0.037422688532123015	0.953125	weak_up	False
GSE207704	MCF-7 KO vs WT	CLAIM6	-0.7217067785892088	6	2	1	0.5	-0.49293059911107573	-0.49293059911107573	0.75	NA	NA	NA	weak_down	False
GSE207704	T47D KO vs WT	CLAIM6	-1.05864609406019	6	2	0	0.0	-0.9677138193316283	-0.9677138193316283	1.0	NA	NA	NA	weak_down	False
