sample,patient,n_high,n_low,mean_imm_high,mean_imm_low,mean_frac_high,mean_frac_low,mean_resid_high,mean_resid_low,mean_knn_high,mean_knn_low,mix_high_immune,mix_low_immune,mix_all_immune,mix_high_cd8nk
Lung12,P12,7662,21515,4.776037588097102,4.5806181733674185,0.2454817865031538,0.19854537699200075,0.026070540958262427,-0.009284335803960098,2.400809188201514,1.942644666511736,0.4006832440955228,0.4452194654764271,0.4079472837422989,0.4006832440955228
Lung13,P13,15145,15302,4.049521294156487,4.1168474709188345,0.13403060986768953,0.12750225123693668,-0.05826921853841982,0.057671370720451844,1.321030042918455,1.2621225983531565,0.3534096278624855,0.4211131462491811,0.29607914114520323,0.3534096278624855
Lung5_Rep1,P5,15614,23165,4.081593441783015,4.094150658320743,0.14230515875242886,0.13700254493885247,-0.15197229685867286,0.10243451082026032,1.4036761880363775,1.348111374919059,0.3273879853284154,0.4255975085486578,0.3087682062465924,0.3273879853284154
Lung5_Rep2,P5,15506,20811,5.305752611892171,5.376339435875258,0.18072850757425196,0.1796372912414823,-0.18197363294936938,0.13558613966233718,1.7915000644911647,1.7356686367786267,0.3618486737068037,0.4628517295870668,0.35462195003899494,0.3618486737068037
Lung5_Rep3,P5,12425,20875,3.149698189134809,3.1345149700598802,0.11763845882824137,0.11119761749638395,-0.05302835908633687,0.031562987384323,1.1596780684104628,1.0834011976047904,0.30192332914156106,0.37734641269182195,0.2681471414101266,0.30192332914156106
Lung6,P6,15856,52455,2.6956987891019173,2.3549899914212182,0.10254800531724276,0.09035860749458167,0.21242741874756826,-0.06421216569748239,1.011478304742684,0.8864359927556954,0.40330814013832667,0.21703289463281453,0.18244000921669098,0.40330814013832667
Lung9_Rep1,P9,19390,20537,4.919649303764827,4.564834201684764,0.1481627954623131,0.13104416197028207,-0.015741599129790288,0.01486242426482026,1.4864878803506962,1.297268344938404,0.3637944579618175,0.43827342300014493,0.30108485422520076,0.3637944579618175
Lung9_Rep2,P9,33974,37771,4.074203802908106,3.7310105636599507,0.14173620628007824,0.131109307281288,0.02341372329923858,-0.02106001523307186,1.4092835697886619,1.2764290063805566,0.3857851184387655,0.41506466424955013,0.2861012873180379,0.3857851184387655
