dataset,gene,sample,group,is_control,value_log2,value_type,is_icb_arm
E-MTAB-13704,Cldn4,R8,Cisplatin/aPD-L1 /aCTLA4,False,6.421700316831643,log2(CPM+1),True
E-MTAB-13704,Cldn4,R9,aPD-L1,False,5.315790828145053,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R1,vehicle,True,6.648147846230446,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R10,ATRi,False,6.616606365824413,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R11,ATRi/aPD-L1,False,6.741945571303373,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R12,VEGFRi/aPD-L1,False,7.105375444662927,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R13,vehicle,True,6.66022126993473,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R14,Cisplatin/aPD-L1 /aCTLA4,False,6.432007151974745,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R15,aPD-L1,False,6.429526171517684,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R16,ATRi,False,6.573753538330095,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R17,ATRi/aPD-L1,False,6.556292879154453,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R18,VEGFRi/aPD-L1,False,7.0401026281526615,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R19,vehicle,True,6.712232893338766,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R2,Cisplatin/aPD-L1 /aCTLA4,False,6.683800558530728,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R20,Cisplatin/aPD-L1 /aCTLA4,False,6.812831339713573,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R21,aPD-L1,False,6.445077024971092,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R22,ATRi,False,7.0521953335328185,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R23,ATRi/aPD-L1,False,6.700794372897991,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R24,VEGFRi/aPD-L1,False,7.009718384122578,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R25,vehicle,True,6.723516025418521,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R26,aPD-L1,False,6.6298711309738945,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R27,ATRi/aPD-L1,False,6.686402305544191,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R3,aPD-L1,False,6.478544669509725,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R4,ATRi,False,6.877580547504381,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R5,ATRi/aPD-L1,False,6.870566740252506,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R6,VEGFRi/aPD-L1,False,7.2014044328025175,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R7,vehicle,True,6.630679487653364,log2(CPM+1),False
E-MTAB-13704,Tacstd2,R8,Cisplatin/aPD-L1 /aCTLA4,False,6.7338103306970645,log2(CPM+1),True
E-MTAB-13704,Tacstd2,R9,aPD-L1,False,6.779263179822241,log2(CPM+1),True
E-MTAB-13704,Cd8a,R1,vehicle,True,0.7585151610152449,log2(CPM+1),False
E-MTAB-13704,Cd8a,R10,ATRi,False,0.29445870559088405,log2(CPM+1),False
E-MTAB-13704,Cd8a,R11,ATRi/aPD-L1,False,0.8262922299724963,log2(CPM+1),True
E-MTAB-13704,Cd8a,R12,VEGFRi/aPD-L1,False,1.2520109822294205,log2(CPM+1),True
E-MTAB-13704,Cd8a,R13,vehicle,True,0.7918841145921773,log2(CPM+1),False
E-MTAB-13704,Cd8a,R14,Cisplatin/aPD-L1 /aCTLA4,False,0.8302626884956528,log2(CPM+1),True
E-MTAB-13704,Cd8a,R15,aPD-L1,False,0.6953047626521917,log2(CPM+1),True
E-MTAB-13704,Cd8a,R16,ATRi,False,0.6187963942460033,log2(CPM+1),False
E-MTAB-13704,Cd8a,R17,ATRi/aPD-L1,False,0.3828068040490106,log2(CPM+1),True
E-MTAB-13704,Cd8a,R18,VEGFRi/aPD-L1,False,1.1122897764054747,log2(CPM+1),True
E-MTAB-13704,Cd8a,R19,vehicle,True,0.7567046396834223,log2(CPM+1),False
E-MTAB-13704,Cd8a,R2,Cisplatin/aPD-L1 /aCTLA4,False,1.0883650952058321,log2(CPM+1),True
E-MTAB-13704,Cd8a,R20,Cisplatin/aPD-L1 /aCTLA4,False,0.7329374761949089,log2(CPM+1),True
E-MTAB-13704,Cd8a,R21,aPD-L1,False,0.6329399703213912,log2(CPM+1),True
E-MTAB-13704,Cd8a,R22,ATRi,False,0.6317445877841159,log2(CPM+1),False
E-MTAB-13704,Cd8a,R23,ATRi/aPD-L1,False,0.8823015427891168,log2(CPM+1),True
E-MTAB-13704,Cd8a,R24,VEGFRi/aPD-L1,False,1.4425858691284423,log2(CPM+1),True
E-MTAB-13704,Cd8a,R25,vehicle,True,0.43068052328648604,log2(CPM+1),False
E-MTAB-13704,Cd8a,R26,aPD-L1,False,0.7484463101262024,log2(CPM+1),True
E-MTAB-13704,Cd8a,R27,ATRi/aPD-L1,False,0.2661900905607816,log2(CPM+1),True
E-MTAB-13704,Cd8a,R3,aPD-L1,False,0.5554154273876379,log2(CPM+1),True
E-MTAB-13704,Cd8a,R4,ATRi,False,0.8068131524652058,log2(CPM+1),False
E-MTAB-13704,Cd8a,R5,ATRi/aPD-L1,False,0.3511559198546534,log2(CPM+1),True
E-MTAB-13704,Cd8a,R6,VEGFRi/aPD-L1,False,0.8666932323660241,log2(CPM+1),True
E-MTAB-13704,Cd8a,R7,vehicle,True,0.8492938858741006,log2(CPM+1),False
E-MTAB-13704,Cd8a,R8,Cisplatin/aPD-L1 /aCTLA4,False,1.1081299719616347,log2(CPM+1),True
E-MTAB-13704,Cd8a,R9,aPD-L1,False,0.8492210788320842,log2(CPM+1),True
E-MTAB-13704,Ifng,R1,vehicle,True,0.0,log2(CPM+1),False
E-MTAB-13704,Ifng,R10,ATRi,False,0.0,log2(CPM+1),False
E-MTAB-13704,Ifng,R11,ATRi/aPD-L1,False,0.04296657810081734,log2(CPM+1),True
E-MTAB-13704,Ifng,R12,VEGFRi/aPD-L1,False,0.09022564852519814,log2(CPM+1),True
E-MTAB-13704,Ifng,R13,vehicle,True,0.0,log2(CPM+1),False
E-MTAB-13704,Ifng,R14,Cisplatin/aPD-L1 /aCTLA4,False,0.08987942862873075,log2(CPM+1),True
E-MTAB-13704,Ifng,R15,aPD-L1,False,0.5719345014619547,log2(CPM+1),True
E-MTAB-13704,Ifng,R16,ATRi,False,0.04620936152957732,log2(CPM+1),False
E-MTAB-13704,Ifng,R17,ATRi/aPD-L1,False,0.0,log2(CPM+1),True
E-MTAB-13704,Ifng,R18,VEGFRi/aPD-L1,False,0.15809664990390196,log2(CPM+1),True
E-MTAB-13704,Ifng,R19,vehicle,True,0.0,log2(CPM+1),False
E-MTAB-13704,Ifng,R2,Cisplatin/aPD-L1 /aCTLA4,False,0.042339999848275404,log2(CPM+1),True
E-MTAB-13704,Ifng,R20,Cisplatin/aPD-L1 /aCTLA4,False,0.17280652697899715,log2(CPM+1),True
E-MTAB-13704,Ifng,R21,aPD-L1,False,0.0,log2(CPM+1),True
E-MTAB-13704,Ifng,R22,ATRi,False,0.03711203270498336,log2(CPM+1),False
E-MTAB-13704,Ifng,R23,ATRi/aPD-L1,False,0.6206441279812489,log2(CPM+1),True
E-MTAB-13704,Ifng,R24,VEGFRi/aPD-L1,False,0.199880297590339,log2(CPM+1),True
E-MTAB-13704,Ifng,R25,vehicle,True,0.08050946925761307,log2(CPM+1),False
E-MTAB-13704,Ifng,R26,aPD-L1,False,0.0,log2(CPM+1),True
E-MTAB-13704,Ifng,R27,ATRi/aPD-L1,False,0.06783089761848722,log2(CPM+1),True
E-MTAB-13704,Ifng,R3,aPD-L1,False,0.044617762472675224,log2(CPM+1),True
E-MTAB-13704,Ifng,R4,ATRi,False,0.0,log2(CPM+1),False
E-MTAB-13704,Ifng,R5,ATRi/aPD-L1,False,0.0,log2(CPM+1),True
E-MTAB-13704,Ifng,R6,VEGFRi/aPD-L1,False,0.12117856906968595,log2(CPM+1),True
E-MTAB-13704,Ifng,R7,vehicle,True,0.0,log2(CPM+1),False
E-MTAB-13704,Ifng,R8,Cisplatin/aPD-L1 /aCTLA4,False,0.04077283030486056,log2(CPM+1),True
E-MTAB-13704,Ifng,R9,aPD-L1,False,0.6343877003063295,log2(CPM+1),True
GSE197260,Pdcd1,vehicle_d3,vehicle,True,0.8479969065549501,log2(TPM+1),False
GSE197260,Pdcd1,gef_d3,gefitinib d3,False,3.6667565918848033,log2(TPM+1),False
GSE197260,Pdcd1,gef_d14,gefitinib d14,False,6.434628227636725,log2(TPM+1),False
GSE197260,Pdcd1,gef_vehicle_d21,gefitinib+vehicle,True,4.832890014164741,log2(TPM+1),False
GSE197260,Pdcd1,gef_dc101_d21,gefitinib+anti-VEGFR2,False,4.070389327891398,log2(TPM+1),False
GSE197260,Pdcd1,gef_4h2_d21,gefitinib+anti-PD-1,False,5.37851162325373,log2(TPM+1),True
GSE197260,Pdcd1,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,5.017921907997263,log2(TPM+1),True
GSE197260,Cxcl9,vehicle_d3,vehicle,True,3.678071905112638,log2(TPM+1),False
GSE197260,Cxcl9,gef_d3,gefitinib d3,False,8.228818690495881,log2(TPM+1),False
GSE197260,Cxcl9,gef_d14,gefitinib d14,False,9.002533761089955,log2(TPM+1),False
GSE197260,Cxcl9,gef_vehicle_d21,gefitinib+vehicle,True,6.817623257511431,log2(TPM+1),False
GSE197260,Cxcl9,gef_dc101_d21,gefitinib+anti-VEGFR2,False,5.949534933017012,log2(TPM+1),False
GSE197260,Cxcl9,gef_4h2_d21,gefitinib+anti-PD-1,False,8.390168956200183,log2(TPM+1),True
GSE197260,Cxcl9,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,7.91707366287822,log2(TPM+1),True
GSE197260,Cxcl10,vehicle_d3,vehicle,True,3.8875252707415875,log2(TPM+1),False
GSE197260,Cxcl10,gef_d3,gefitinib d3,False,7.393175914348805,log2(TPM+1),False
GSE197260,Cxcl10,gef_d14,gefitinib d14,False,8.342074667999139,log2(TPM+1),False
GSE197260,Cxcl10,gef_vehicle_d21,gefitinib+vehicle,True,6.098032082960526,log2(TPM+1),False
GSE197260,Cxcl10,gef_dc101_d21,gefitinib+anti-VEGFR2,False,5.416164164733128,log2(TPM+1),False
GSE197260,Cxcl10,gef_4h2_d21,gefitinib+anti-PD-1,False,7.401732849522621,log2(TPM+1),True
GSE197260,Cxcl10,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,6.504620392403552,log2(TPM+1),True
GSE197260,Cldn4,vehicle_d3,vehicle,True,4.802193216941825,log2(TPM+1),False
GSE197260,Cldn4,gef_d3,gefitinib d3,False,1.925999418556223,log2(TPM+1),False
GSE197260,Cldn4,gef_d14,gefitinib d14,False,5.149747119504682,log2(TPM+1),False
GSE197260,Cldn4,gef_vehicle_d21,gefitinib+vehicle,True,7.714245517666122,log2(TPM+1),False
GSE197260,Cldn4,gef_dc101_d21,gefitinib+anti-VEGFR2,False,6.571373435973201,log2(TPM+1),False
GSE197260,Cldn4,gef_4h2_d21,gefitinib+anti-PD-1,False,1.2016338611696504,log2(TPM+1),True
GSE197260,Cldn4,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,3.817623257511431,log2(TPM+1),True
GSE197260,Tacstd2,vehicle_d3,vehicle,True,4.008988783227255,log2(TPM+1),False
GSE197260,Tacstd2,gef_d3,gefitinib d3,False,3.070389327891398,log2(TPM+1),False
GSE197260,Tacstd2,gef_d14,gefitinib d14,False,6.0895828931247085,log2(TPM+1),False
GSE197260,Tacstd2,gef_vehicle_d21,gefitinib+vehicle,True,6.554588851677638,log2(TPM+1),False
GSE197260,Tacstd2,gef_dc101_d21,gefitinib+anti-VEGFR2,False,5.523561956057013,log2(TPM+1),False
GSE197260,Tacstd2,gef_4h2_d21,gefitinib+anti-PD-1,False,1.0,log2(TPM+1),True
GSE197260,Tacstd2,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,3.700439718141092,log2(TPM+1),True
GSE197260,Cd8a,vehicle_d3,vehicle,True,0.765534746362977,log2(TPM+1),False
GSE197260,Cd8a,gef_d3,gefitinib d3,False,3.5360529002402097,log2(TPM+1),False
GSE197260,Cd8a,gef_d14,gefitinib d14,False,5.902073579310743,log2(TPM+1),False
GSE197260,Cd8a,gef_vehicle_d21,gefitinib+vehicle,True,4.9818526532897405,log2(TPM+1),False
GSE197260,Cd8a,gef_dc101_d21,gefitinib+anti-VEGFR2,False,4.465974464504069,log2(TPM+1),False
GSE197260,Cd8a,gef_4h2_d21,gefitinib+anti-PD-1,False,5.832890014164741,log2(TPM+1),True
GSE197260,Cd8a,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,5.137503523749935,log2(TPM+1),True
GSE197260,Nkg7,vehicle_d3,vehicle,True,2.035623909730721,log2(TPM+1),False
GSE197260,Nkg7,gef_d3,gefitinib d3,False,5.797012977836145,log2(TPM+1),False
GSE197260,Nkg7,gef_d14,gefitinib d14,False,7.49105137636412,log2(TPM+1),False
GSE197260,Nkg7,gef_vehicle_d21,gefitinib+vehicle,True,6.568336182133747,log2(TPM+1),False
GSE197260,Nkg7,gef_dc101_d21,gefitinib+anti-VEGFR2,False,5.807354922057604,log2(TPM+1),False
GSE197260,Nkg7,gef_4h2_d21,gefitinib+anti-PD-1,False,7.217230716220669,log2(TPM+1),True
GSE197260,Nkg7,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,6.772149590784542,log2(TPM+1),True
GSE197260,Cd3d,vehicle_d3,vehicle,True,1.2630344058337937,log2(TPM+1),False
GSE197260,Cd3d,gef_d3,gefitinib d3,False,3.608809242675524,log2(TPM+1),False
GSE197260,Cd3d,gef_d14,gefitinib d14,False,4.882643049361842,log2(TPM+1),False
GSE197260,Cd3d,gef_vehicle_d21,gefitinib+vehicle,True,3.277984747299765,log2(TPM+1),False
GSE197260,Cd3d,gef_dc101_d21,gefitinib+anti-VEGFR2,False,3.0,log2(TPM+1),False
GSE197260,Cd3d,gef_4h2_d21,gefitinib+anti-PD-1,False,4.112700132749362,log2(TPM+1),True
GSE197260,Cd3d,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,4.232660756790275,log2(TPM+1),True
GSE197260,Cd3e,vehicle_d3,vehicle,True,2.655351828612554,log2(TPM+1),False
GSE197260,Cd3e,gef_d3,gefitinib d3,False,5.733354340613827,log2(TPM+1),False
GSE197260,Cd3e,gef_d14,gefitinib d14,False,7.398316163400203,log2(TPM+1),False
GSE197260,Cd3e,gef_vehicle_d21,gefitinib+vehicle,True,6.072534599722955,log2(TPM+1),False
GSE197260,Cd3e,gef_dc101_d21,gefitinib+anti-VEGFR2,False,5.581953750848818,log2(TPM+1),False
GSE197260,Cd3e,gef_4h2_d21,gefitinib+anti-PD-1,False,7.272396509037485,log2(TPM+1),True
GSE197260,Cd3e,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,6.8189016758856384,log2(TPM+1),True
GSE197260,Prf1,vehicle_d3,vehicle,True,1.0,log2(TPM+1),False
GSE197260,Prf1,gef_d3,gefitinib d3,False,4.177917792195843,log2(TPM+1),False
GSE197260,Prf1,gef_d14,gefitinib d14,False,5.004501392234941,log2(TPM+1),False
GSE197260,Prf1,gef_vehicle_d21,gefitinib+vehicle,True,4.137503523749935,log2(TPM+1),False
GSE197260,Prf1,gef_dc101_d21,gefitinib+anti-VEGFR2,False,3.560714954474479,log2(TPM+1),False
GSE197260,Prf1,gef_4h2_d21,gefitinib+anti-PD-1,False,3.8972404255747994,log2(TPM+1),True
GSE197260,Prf1,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,3.786596361890807,log2(TPM+1),True
GSE197260,Ifng,vehicle_d3,vehicle,True,0.0,log2(TPM+1),False
GSE197260,Ifng,gef_d3,gefitinib d3,False,2.4059923596758366,log2(TPM+1),False
GSE197260,Ifng,gef_d14,gefitinib d14,False,3.944858445807539,log2(TPM+1),False
GSE197260,Ifng,gef_vehicle_d21,gefitinib+vehicle,True,3.4724877714627436,log2(TPM+1),False
GSE197260,Ifng,gef_dc101_d21,gefitinib+anti-VEGFR2,False,2.350497247084133,log2(TPM+1),False
GSE197260,Ifng,gef_4h2_d21,gefitinib+anti-PD-1,False,3.9541963103868754,log2(TPM+1),True
GSE197260,Ifng,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,2.807354922057604,log2(TPM+1),True
GSE197260,Gzmb,vehicle_d3,vehicle,True,2.035623909730721,log2(TPM+1),False
GSE197260,Gzmb,gef_d3,gefitinib d3,False,5.026800059343715,log2(TPM+1),False
GSE197260,Gzmb,gef_d14,gefitinib d14,False,4.465974464504069,log2(TPM+1),False
GSE197260,Gzmb,gef_vehicle_d21,gefitinib+vehicle,True,3.3362833878644325,log2(TPM+1),False
GSE197260,Gzmb,gef_dc101_d21,gefitinib+anti-VEGFR2,False,2.700439718141092,log2(TPM+1),False
GSE197260,Gzmb,gef_4h2_d21,gefitinib+anti-PD-1,False,4.026800059343715,log2(TPM+1),True
GSE197260,Gzmb,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,3.2172307162206693,log2(TPM+1),True
GSE197260,Cd274,vehicle_d3,vehicle,True,3.1043366598147357,log2(TPM+1),False
GSE197260,Cd274,gef_d3,gefitinib d3,False,5.539158811108031,log2(TPM+1),False
GSE197260,Cd274,gef_d14,gefitinib d14,False,6.232660756790275,log2(TPM+1),False
GSE197260,Cd274,gef_vehicle_d21,gefitinib+vehicle,True,5.20945336562895,log2(TPM+1),False
GSE197260,Cd274,gef_dc101_d21,gefitinib+anti-VEGFR2,False,4.590961241342599,log2(TPM+1),False
GSE197260,Cd274,gef_4h2_d21,gefitinib+anti-PD-1,False,6.490249210627085,log2(TPM+1),True
GSE197260,Cd274,gef_comb_d21,gefitinib+anti-PD-1+anti-VEGFR2,False,6.392317422778761,log2(TPM+1),True
