endpoint	exposure	n	n_event	effect	estimate	lo	hi	p	covariates
ORR	CLDN4_high_vs_low	210	NA	OR	1.13286927021821	0.520083921482687	2.46766479483921	0.753460385364476	IC_Level + ECOG + Sex + Liver + prior_platinum + log1p(TMB)
ORR	CLDN4_per_SD	210	NA	OR	1.21221493820869	0.793940861240413	1.85084951304872	0.372760270599222	IC_Level + ECOG + Sex + Liver + prior_platinum + log1p(TMB)
OS	CLDN4_high_vs_low	210	134	HR	0.769571001693459	0.527784561975632	1.12212362641031	0.173460572624768	IC_Level + ECOG + Sex + Liver + prior_platinum + log1p(TMB)
OS	CLDN4_per_SD	210	134	HR	0.889709694515845	0.720133883250433	1.09921690803181	0.278740420413956	IC_Level + ECOG + Sex + Liver + prior_platinum + log1p(TMB)
