analysis	contrast	n	n_high	n_low	resp_high	resp_low	orr_high	orr_low	fisher_OR	fisher_OR_lo	fisher_OR_hi	fisher_p	logit_OR	logit_OR_lo	logit_OR_hi	logit_p
primary_median_DESeq	high_vs_low	298	149	149	39	29	0.261744966442953	0.194630872483221	1.46517809645035	0.821147206700448	2.63709218110539	0.213942191144239	1.46708463950263	0.849988465638336	2.53219593732742	0.168714361159051
sensitivity_tertile_T3_vs_T1	T3_vs_T1	200	99	101	28	20	0.282828282828283	0.198019801980198	1.59340819508371	0.788933576159354	3.265497653175	0.186594208448853	1.5971830985946	0.828513130227786	3.07900232037951	0.162041549710144
sensitivity_Q4_vs_Q1	Q4_vs_Q1	150	74	76	22	18	0.297297297297297	0.236842105263158	1.36041293260855	0.6194489098929	3.01922830021768	0.462027027109013	1.36324786324632	0.659106553854257	2.81964232608224	0.403317104825495
sensitivity_median_log2CPM	high_vs_low	298	148	150	40	28	0.27027027027027	0.186666666666667	1.6111334399358	0.901542395453366	2.90979944614724	0.0981401785475211	1.61375661376091	0.932925091969858	2.7914464203748	0.0869574638140896
