cohort	patient	n_cldn4_high	CEACAM5	LGALS9	CDH1	CLDN1	CD80	CLDN4	PDCD1LG2	TGFB2	CD86	IL2	HLA-F	CXCL10	CLDN7	F11R	CCL4	ULBP2	HLA-G	ULBP1	CD276	ULBP3	OCLN	CLDN3	EPCAM	MICA	TGFB1	CEACAM6	MICB	CXCL9	DSG2	PVR	IL18	CADM1	CEACAM1	CD274	CXCL11	CD47	CCL3	JAM3	CXCL16	HLA-E	CCL5	IL15	TGFB3	DSC2	JAM2	NECTIN4	NECTIN3	NECTIN1	VSIR	NECTIN2
GSE253013	MRC001	32	1.2348594665527344	0.1236228495836258	1.2873010635375977	0.49954211711883545	0.0	2.8523049354553223	0.0	0.3321998119354248	0.0	0.0	0.32631978392601013	0.0	1.434497356414795	1.1007380485534668	0.0	0.024487553164362907	0.11733140051364899	0.0	0.28273606300354004	0.0	0.5540316104888916	0.30395567417144775	2.167055606842041	0.16351713240146637	0.07995931059122086	2.0595951080322266	0.03629869595170021	0.032005030661821365	1.3530035018920898	0.07590022683143616	0.17797476053237915	0.09217286109924316	0.20762154459953308	0.0	0.032005030661821365	0.8690208196640015	0.13380621373653412	0.0	0.7871042490005493	1.3814319372177124	0.0	0.07963681221008301	0.0	0.6504632234573364	0.0	0.0	0.0	0.0	0.0	0.0
GSE253013	MRC002	8	0.6084120869636536	0.6074616312980652	1.4273368120193481	0.47163379192352295	0.0	2.610459327697754	0.0	0.0	0.0	0.0	0.06993724405765533	0.0	1.0116448402404785	0.8161719441413879	0.0	0.0	0.0	0.0	0.12777335941791534	0.0	1.349611759185791	2.0512773990631104	1.6550604104995728	0.4370209276676178	0.1747964322566986	2.334812879562378	0.0	0.0	0.8331874012947083	0.1394902467727661	0.3817893862724304	0.06993724405765533	0.6797007322311401	0.0	0.0	0.9976853132247925	0.0	0.0	0.8296048045158386	0.17326101660728455	0.0	0.2520807683467865	0.0	0.44914889335632324	0.0	0.0	0.0	0.0	0.0	0.0
GSE253013	MRC003	922	1.8485240936279297	0.4254843294620514	0.7746520042419434	0.44474175572395325	0.0	3.013768196105957	0.0	0.18511416018009186	0.001887983176857233	0.0009274054900743067	0.2762194871902466	0.013396531343460083	1.9648185968399048	0.687433123588562	0.060892242938280106	0.03761948645114899	0.012972657568752766	0.0006719101220369339	0.21179698407649994	0.0	0.7568257451057434	0.7347670197486877	1.8265076875686646	0.10110541433095932	0.03145023062825203	2.5533995628356934	0.008880767971277237	0.00238747033290565	0.6665616035461426	0.08539514988660812	0.29810258746147156	0.053853727877140045	0.09026680886745453	0.015381567180156708	0.07291365414857864	1.1431845426559448	0.009432804770767689	0.0	1.0205527544021606	1.1391981840133667	0.024036424234509468	0.04362424090504646	0.0005679841851815581	0.2541927099227905	0.0	0.0	0.0	0.0	0.0	0.0
GSE253013	MRC004	1	0.0	0.0	0.0	0.0	0.0	2.5812976360321045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5018064975738525	1.8301286697387695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE253013	MRC006	2	0.2254432737827301	0.38026419281959534	0.9063794612884521	0.9243584871292114	0.0	2.7458760738372803	0.0	0.0	0.0	0.0	0.9662441611289978	0.0	1.6560437679290771	1.392198920249939	0.0	0.0	0.0	0.0	0.0	0.0	0.49830999970436096	1.6400879621505737	1.3476040363311768	0.5440943241119385	0.0	1.5413265228271484	0.0	0.0	0.9243584871292114	0.0	0.0	0.7695375680923462	0.5440943241119385	0.0	0.0	1.042404294013977	0.0	0.0	0.7984582185745239	2.156132221221924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2254432737827301	0.2254432737827301	1.0239014625549316
GSE253013	MRC007	0																																																		
GSE253013	MRC008	435	0.7758338451385498	0.2872629761695862	0.5402743220329285	0.23198343813419342	0.0	2.6525208950042725	0.0013808206422254443	0.01722037047147751	0.0025036861188709736	0.0	0.8781337141990662	0.041762445122003555	1.3287057876586914	0.5635350942611694	0.009726098738610744	0.01613806001842022	0.0	0.001184578868560493	0.11152070015668869	0.0	0.6973187327384949	0.42692461609840393	0.969687283039093	0.14136236906051636	0.0017177341505885124	1.6354396343231201	0.02018554136157036	0.0	0.22807353734970093	0.026380358263850212	0.14729632437229156	0.16022105515003204	0.21718312799930573	0.003905564546585083	0.020002838224172592	0.6440236568450928	0.015745840966701508	0.0016183223342522979	0.59764164686203	1.4647670984268188	0.02298324927687645	0.06444017589092255	0.004692919086664915	0.05247926712036133	0.00162272690795362	0.3192659914493561	0.011178284883499146	0.050931986421346664	0.06658826023340225	0.25823959708213806
GSE253013	MRC009	16	0.0	0.2755969166755676	0.3620429039001465	0.8430570363998413	0.0	2.4355225563049316	0.0	0.0	0.0	0.0	0.33142751455307007	0.0	1.4422240257263184	0.32028040289878845	0.0	0.0	0.3066807985305786	0.04198179021477699	0.1431141346693039	0.0	0.06687026470899582	0.12344806641340256	0.4380034804344177	0.09168893843889236	0.0	0.8161042332649231	0.0	0.0	0.43618661165237427	0.0	0.0764654353260994	0.39618784189224243	0.06583055108785629	0.0	0.0	0.361017107963562	0.0	0.0	0.19021719694137573	1.668764352798462	0.0	0.11930505931377411	0.0	0.03910409286618233	0.0	0.3719133138656616	0.0	0.17711564898490906	0.0	0.25642749667167664
GSE253013	MRC010	63	0.07782498002052307	0.3610486090183258	0.6877822875976562	0.40269792079925537	0.0	2.826026439666748	0.006487964186817408	0.007216839585453272	0.0	0.0	0.4356132447719574	0.03228859230875969	1.0387130975723267	0.3457801938056946	0.03636651486158371	0.015194656327366829	0.0	0.004222492221742868	0.06329844146966934	0.0	0.42869341373443604	0.3856787085533142	0.9801924228668213	0.06723400950431824	0.0	2.199246406555176	0.03177391737699509	0.0318177156150341	0.5618213415145874	0.0	0.3286117613315582	0.05667581781744957	0.11132971197366714	0.005932447500526905	0.0	0.5886637568473816	0.006970961578190327	0.0	0.23233528435230255	1.307223916053772	0.09783267974853516	0.007216839585453272	0.027665970847010612	0.08415745198726654	0.0	0.5026158690452576	0.014281672425568104	0.1173660010099411	0.024380695074796677	0.1962408721446991
GSE291670	MPR-1	198	0.0	0.0	1.1628806591033936	0.9551664590835571	0.012323182076215744	1.9372278451919556	0.006771149579435587	0.13744749128818512	0.0	0.0	0.06580629199743271	0.0	0.16548214852809906	0.15606674551963806	0.00743566919118166	0.0	0.0	0.0	0.02016676776111126	0.0	0.37682196497917175	0.04864717274904251	0.30277925729751587	0.0226721353828907	0.16676482558250427	0.06842629611492157	0.0	0.006205321755260229	0.16459746658802032	0.040080662816762924	0.18562035262584686	0.653899073600769	0.19947075843811035	0.01139895711094141	0.0	0.27418240904808044	0.0069455672055482864	0.04543862119317055	0.02081838808953762	0.21759414672851562	0.0	0.08171062916517258	0.016920048743486404	0.041437722742557526	0.006378968711942434					
