cohort	interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	source	target	n_source	n_target	ligand_mean	receptor_mean	ligand_prop	receptor_prop	detected	prob	pval	significant
GSE253013	GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	Mal_high	TNK	1479	75697	1.1497018337249756	0.0	0.6612576064908722	0.09923775050530403	False	0.0	1.0	False
GSE253013	GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	Mal_low	TNK	1478	75697	0.20299427211284637	0.0	0.2774018944519621	0.09923775050530403	False	0.0	1.0	False
GSE253013	GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	TNK	Mal_high	75697	1479	0.0	0.08153238147497177	0.0019947950381124747	0.18864097363083165	False	0.0	1.0	False
GSE253013	GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	TNK	Mal_low	75697	1478	0.0	0.02917090617120266	0.0019947950381124747	0.14343707713125844	False	0.0	1.0	False
GSE253013	WNT5A_FZD1	ncWNT	Secreted Signaling	WNT5A	FZD1	WNT5A	FZD1	Mal_high	TNK	1479	75697	0.0	0.0	0.016903313049357674	0.0012946351902981624	False	0.0	1.0	False
GSE253013	WNT5A_FZD1	ncWNT	Secreted Signaling	WNT5A	FZD1	WNT5A	FZD1	Mal_low	TNK	1478	75697	0.0	0.0	0.04736129905277402	0.0012946351902981624	False	0.0	1.0	False
GSE253013	WNT5A_FZD1	ncWNT	Secreted Signaling	WNT5A	FZD1	WNT5A	FZD1	TNK	Mal_high	75697	1479	0.0	0.0	0.001030423926972007	0.03380662609871535	False	0.0	1.0	False
GSE253013	WNT5A_FZD1	ncWNT	Secreted Signaling	WNT5A	FZD1	WNT5A	FZD1	TNK	Mal_low	75697	1478	0.0	0.0	0.001030423926972007	0.04939106901217862	False	0.0	1.0	False
GSE253013	WNT5A_FZD10	ncWNT	Secreted Signaling	WNT5A	FZD10	WNT5A	FZD10	Mal_high	TNK	1479	75697	0.0	0.0	0.016903313049357674	0.0	False	0.0	1.0	False
GSE253013	WNT5A_FZD10	ncWNT	Secreted Signaling	WNT5A	FZD10	WNT5A	FZD10	Mal_low	TNK	1478	75697	0.0	0.0	0.04736129905277402	0.0	False	0.0	1.0	False
