gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
CCL5	-2.8893956399710663	3.7956715488078983	-5.206750060745028	5.020320212711611e-05	0.5549326559296426	19	0.09751227951011562	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN|chemokine
GZMA	-2.524085219345391	2.71689866816483	-4.841780851529009	0.00011330888353248053	0.5213133961955957	19	0.09751227951011562	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
GBP4	-2.7598294802222303	2.7561044434355733	-4.348951828641037	0.00034561895240066485	0.6345964703602209	19	0.10381290114820259	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
CD69	-2.738157011843257	2.6286532354832426	-4.2390000052330405	0.00044401156183874183	0.6459440925838654	19	0.10381290114820259	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
CCL4	-2.3341957782721834	4.708820408087858	-4.0374560823996175	0.0007033657764585468	0.5781352739532165	19	0.121429985081425	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	chemokine
CCL3	-2.333441070173567	3.807087816471682	-3.990676381290985	0.0007826854990342711	0.584723201588874	19	0.12591617017299217	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	chemokine
PARD6A	1.6722300350686705	3.692569227170597	3.855762585749903	0.001065162580718525	0.43369631762310396	19	0.13824107407236616	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	TJ
GBP2	-2.677642267052951	3.948849886319789	-3.8134904228253594	0.0011730877722986289	0.7021499912589593	19	0.13955781022232167	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
STAT1	-1.3066832296737245	6.316146469755157	-3.614315650936921	0.0018472792290052042	0.36152991489135694	19	0.16886244429632966	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
DLG3	1.1313568902810127	4.366353809812637	3.5807559078967137	0.001993843125507546	0.3159547646869781	19	0.16886244429632966	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	TJ
LCP2	-2.033062834186848	1.9207465559462626	-3.553201076423281	0.0021227396991052505	0.5721778166951833	19	0.16886244429632966	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
ESAM	1.5486583299638115	1.1797310247462418	3.535744421193589	0.002208627243244948	0.4380006429992524	19	0.16886244429632966	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	TJ
TAP2	-1.903000507144749	4.745396713918049	-3.4955151478788427	0.002419848338486834	0.5444120327441673	19	0.1731222898962399	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	MHC
AUTS2	2.9424639475393324	4.314807418565494	3.4916777949889335	0.002441008811157435	0.8427077526346208	19	0.1731222898962399	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
XCL2	-1.541742757367816	1.123029176801056	-3.4896431986537295	0.0024523022375886427	0.44180527051092366	19	0.1731222898962399	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	chemokine
TBCD	0.8815677442812436	4.70955944825637	3.4648447204462145	0.002594163885620166	0.2544321074705225	19	0.1731222898962399	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	TJ
JAK2	-0.8882566405051688	2.065823679476383	-3.4494837256813216	0.0026860646941586352	0.2575042270505931	19	0.17379155741846575	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
ARHGEF2	1.0348518723634474	4.483611603929282	3.386526973438449	0.003097410527293915	0.3055791022720629	19	0.18390064577823426	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	TJ
CLDN3	2.0869675852702683	7.114022708362543	3.385725647398376	0.003103026699525705	0.6164018596349985	19	0.18390064577823426	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	TJ
CD86	-1.097739710765427	0.8588139871779784	-3.3795149724055213	0.003146895673509379	0.3248216740356861	19	0.18403979644914187	malignant	GSE131907+GSE205335	q4q1_combined	11.0	11.0	IFN
