patient,n_sections,tj_enrich_z,epi_enrich_z,enrich_z_tj_minus_epi,tj_nn_ratio,spearman_rho
P10,4,-9.528122478738839,-10.540021003369652,1.0118985246308152,1.7311149458368646,-0.2291858962662634
P11,4,-7.842350522832508,-7.210498162930509,-0.6318523599019987,2.106749709580216,-0.1982323710630879
P15,2,-5.098642972218892,-3.239838953875879,-1.858804018343013,1.3646185063119578,-0.06582496495105622
P16,2,-7.121633265571235,-9.654241492495355,2.532608226924121,1.7266805307887454,-0.19940480486739412
P17,2,-14.443966295653658,-10.384231459881434,-4.059734835772224,1.7357712142356627,-0.31228626250724884
P19,2,-11.863729449694404,-9.493546828995914,-2.3701826206984906,1.7299827457712422,-0.21273360516097317
P24,2,-10.797626259648858,-10.707209294036367,-0.0904169656124898,1.730648490773658,-0.34853657760051737
P25,2,-6.506049522297949,-11.598494090779203,5.0924445684812545,1.728975317922908,-0.2085717891412064
