CCLECode,TACSTD2_protein,CLDN4_protein
A549_LUNG,-2.79992187142195,-5.30030757200522
ABC1_LUNG,2.42004783204824,1.35907839420605
CORL105_LUNG,-2.92509722976601,-2.08255300509259
DV90_LUNG,1.92830661848231,2.5333035825933
EBC1_LUNG,2.35288341451137,3.70914297576777
HCC1833_LUNG,-2.04417774770678,0.301393242144924
HCC44_LUNG,-0.78931032834856,-0.55894243942282
HCC827_LUNG,2.5252116126129,1.80847161075187
HCC95_LUNG,1.65996246468271,0.159743518456201
IALM_LUNG,-1.25170740133634,1.44201520116742
LK2_LUNG,-0.552712789456478,-2.24264941636874
LUDLU1_LUNG,1.6576758653625,1.09732336115942
NCIH1299_LUNG,-0.834182839388835,-1.26831048249319
NCIH1435_LUNG,1.483328582339,0.401149343110885
NCIH1568_LUNG,-0.253640981085358,0.644483123861004
NCIH1573_LUNG,0.538564421516332,0.904895344446136
NCIH1650_LUNG,2.28243773514674,1.584797934609
NCIH1666_LUNG,1.12307829490342,0.0919837283122551
NCIH1693_LUNG,0.832171497546333,1.85390699585657
NCIH1944_LUNG,-2.86837669411355,-1.49837294805964
NCIH1975_LUNG,0.0336846436092726,1.05156867095784
NCIH2110_LUNG,1.38376982126725,-0.687148129330744
NCIH2170_LUNG,-0.116836720531755,1.43351888686291
NCIH2172_LUNG,-0.414957089414946,-2.02076147165257
NCIH226_LUNG,-1.10791952240559,-3.08535075601732
NCIH2291_LUNG,1.15732875736606,1.62027705011321
NCIH23_LUNG,-1.66944521320683,-3.00559581288356
NCIH3255_LUNG,0.0984662090825736,0.94867281700122
NCIH358_LUNG,2.02092051722455,2.27815904368953
NCIH441_LUNG,3.83551995512968,0.865934200455243
NCIH520_LUNG,-2.61515514580385,-1.89315199122283
NCIH647_LUNG,1.03568725879343,-0.390832839409234
NCIH838_LUNG,-1.89744275080729,-2.52590355835083
PC14_LUNG,3.32487029580832,3.62802327698463
RERFLCSQ1_LUNG,-2.3115335708691,-1.47787413312702
SW1573_LUNG,-0.83930017148715,0.831708353025961
