section,stage,n_epi,TACSTD2_mean_epi,CLDN4_mean_epi
TD1,IAC,2046,1.883006531692085,1.536151942376126
TD2,IAC,2203,1.313226043064271,1.9271987552652199
TD3,MIA,568,1.1238443468111001,0.8584279768626987
TD5,AIS,850,0.9597313233858703,1.4324360099167956
TD6,MIA,1955,1.4362292957533365,1.0906314697149662
TD8,AIS,880,1.3869817949519214,2.076202654132536
