section,gene,neighborhood,n_epi_spots,pct_detected,spearman_rho,spearman_p,partial_rho,partial_p,perm_p,hot_vs_cold_median_diff,mannwhitney_p,tissue
P10_T3,CLDN4,t_effector,1295,0.88,-0.0575,0.038475196707293435,0.0014,0.9611190943047312,0.03196803196803197,-0.1223,0.03548198074577388,tumour
P10_T4,TACSTD2,immune_broad,1226,0.635,-0.0728,0.010807715622509049,-0.0132,0.6457584692666927,0.00999000999000999,-0.21,0.03200223998725859,tumour
P10_T4,TACSTD2,t_effector,1226,0.635,-0.0528,0.06440299554816833,-0.01,0.7264239510243805,0.055944055944055944,-0.1689,0.07506016613127696,tumour
P10_T4,CLDN4,immune_broad,1226,0.741,-0.1408,7.438997415400696e-07,-0.0489,0.08750745599216743,0.000999000999000999,-0.2095,6.083958566330894e-06,tumour
P10_T4,CLDN4,t_effector,1226,0.741,-0.0112,0.6964118160832915,0.064,0.025153473243924612,0.6773226773226774,-0.0331,0.7632378881418004,tumour
P11_B1,TACSTD2,immune_broad,1325,0.305,-0.1072,9.26941177836533e-05,-0.0665,0.015597558831987891,0.000999000999000999,0.0,0.00043727504150839936,non_involved
P11_B1,TACSTD2,t_effector,1325,0.305,0.0142,0.6057743762944684,-0.0003,0.9908420628793081,0.6363636363636364,0.0,0.9876116951114637,non_involved
P11_B1,CLDN4,immune_broad,1325,0.23,-0.0899,0.0010581658070004509,-0.0651,0.017916233257920574,0.001998001998001998,0.0,0.0029143787867004912,non_involved
P11_B1,CLDN4,t_effector,1325,0.23,0.0286,0.2988894327334044,0.0086,0.7543384656015929,0.3156843156843157,0.0,0.9621412178714358,non_involved
P11_B2,TACSTD2,immune_broad,1208,0.266,-0.1153,5.9182525483413385e-05,-0.0597,0.03813496469456485,0.000999000999000999,0.0,0.00014183481224827713,non_involved
P11_B2,TACSTD2,t_effector,1208,0.266,0.0026,0.9294102094445139,-0.0046,0.8742623869434697,0.948051948051948,0.0,0.7657108303028449,non_involved
P11_B2,CLDN4,immune_broad,1208,0.194,-0.0697,0.015433888431320531,-0.0126,0.6626915480610993,0.017982017982017984,0.0,0.060752672668636085,non_involved
P11_B2,CLDN4,t_effector,1208,0.194,0.0248,0.38835265431380855,0.0197,0.4953668938379998,0.3906093906093906,0.0,0.8209381242294103,non_involved
P11_T1,TACSTD2,immune_broad,547,0.713,-0.0656,0.12520239243074147,-0.0071,0.8678832520101879,0.12487512487512488,-0.0693,0.1458322736079709,tumour
P11_T1,TACSTD2,t_effector,547,0.713,0.0912,0.03294107404031798,0.0906,0.03437161327416676,0.04595404595404595,0.2567,0.024106633003977123,tumour
P11_T1,CLDN4,immune_broad,547,0.548,-0.0676,0.11414271706391348,-0.0637,0.13754527927336466,0.11488511488511488,0.2223,0.14984168092516878,tumour
P11_T1,CLDN4,t_effector,547,0.548,0.0825,0.05389078607348992,0.0434,0.31210128704760076,0.054945054945054944,1.0823,0.015873606149776745,tumour
P11_T2,TACSTD2,immune_broad,575,0.741,-0.052,0.21271467974419922,-0.0087,0.8349466342341516,0.23976023976023977,-0.0112,0.4741152124448138,tumour
P11_T2,TACSTD2,t_effector,575,0.741,0.1152,0.005681415949635493,0.1341,0.0012884323597708125,0.006993006993006993,0.1643,0.012432774062580821,tumour
P11_T2,CLDN4,immune_broad,575,0.551,-0.1404,0.0007350105272491023,-0.0825,0.04829053821143912,0.000999000999000999,-0.7578,0.006990346254187258,tumour
P11_T2,CLDN4,t_effector,575,0.551,0.0336,0.4215292996164066,0.0643,0.1241012952650609,0.4245754245754246,0.8494,0.7767979451071989,tumour
P11_T3,TACSTD2,immune_broad,842,0.293,0.033,0.33877922645377784,0.0053,0.8784194534877123,0.34065934065934067,0.0,0.22832847421048563,tumour
P11_T3,TACSTD2,t_effector,842,0.293,0.1795,1.5654898950745929e-07,0.1412,3.9906315207781426e-05,0.000999000999000999,0.0,8.556023494666941e-07,tumour
P11_T3,CLDN4,immune_broad,842,0.17,0.1262,0.00024172849045468858,0.0894,0.009518244607744268,0.000999000999000999,0.0,0.00023923035692875502,tumour
P11_T3,CLDN4,t_effector,842,0.17,0.2117,5.532298347685885e-10,0.1621,2.3199352124379133e-06,0.000999000999000999,0.0,2.515407812169952e-08,tumour
P11_T4,TACSTD2,immune_broad,853,0.209,-0.0019,0.9546528833559742,-0.007,0.8374983289407167,0.9590409590409591,0.0,0.8468963268807472,tumour
P11_T4,TACSTD2,t_effector,853,0.209,0.1918,1.6298807142694622e-08,0.1601,2.67047005958039e-06,0.000999000999000999,0.0,4.3768151945935634e-06,tumour
P11_T4,CLDN4,immune_broad,853,0.089,0.0139,0.6861200718649146,0.0095,0.7826753672078912,0.6883116883116883,0.0,0.7791291362215318,tumour
P11_T4,CLDN4,t_effector,853,0.089,0.1461,1.8433299492639487e-05,0.1124,0.0010203108286500724,0.000999000999000999,0.0,0.00032232180111849455,tumour
P15_B1,TACSTD2,immune_broad,1411,0.549,-0.0809,0.002370041723658147,-0.0293,0.27254454423745283,0.000999000999000999,-0.225,0.006630107085268705,non_involved
P15_B1,TACSTD2,t_effector,1411,0.549,0.0047,0.8609929338448736,0.0218,0.4141085169914394,0.8351648351648352,-0.0236,0.9341307190362323,non_involved
P15_B1,CLDN4,immune_broad,1411,0.605,-0.2868,4.070737407060769e-28,-0.1733,5.7645309125961696e-11,0.000999000999000999,-0.8054,3.5535644106885445e-24,non_involved
P15_B1,CLDN4,t_effector,1411,0.605,-0.0757,0.004445838503126257,-0.0199,0.45564356683881657,0.006993006993006993,-0.2676,0.0004127872427743516,non_involved
P15_B2,TACSTD2,immune_broad,1404,0.557,-0.0497,0.06265742508744794,0.0057,0.8303243913586378,0.07492507492507493,-0.1417,0.3039951951206724,non_involved
P15_B2,TACSTD2,t_effector,1404,0.557,0.0459,0.08581770270125763,0.0634,0.017587419179486797,0.08391608391608392,0.0954,0.2601161864599474,non_involved
P15_B2,CLDN4,immune_broad,1404,0.635,-0.2511,1.2279999393469644e-21,-0.1406,1.2434853488715444e-07,0.000999000999000999,-0.6096,4.759847259832676e-18,non_involved
P15_B2,CLDN4,t_effector,1404,0.635,-0.0784,0.0033003841836296267,-0.0176,0.5105130679228117,0.004995004995004995,-0.2216,0.0034707423162637333,non_involved
P15_T1,TACSTD2,immune_broad,1309,0.917,0.0785,0.004470631716012649,0.06,0.030157894178090262,0.003996003996003996,0.1372,0.003634968384112801,tumour
P15_T1,TACSTD2,t_effector,1309,0.917,0.0735,0.007816458551730115,0.0477,0.08447182240845932,0.006993006993006993,0.1425,0.015078535138567913,tumour
P15_T1,CLDN4,immune_broad,1309,0.335,0.1062,0.00011813749086132737,0.0812,0.003321152383158743,0.000999000999000999,0.0,0.0002068928686416595,tumour
P15_T1,CLDN4,t_effector,1309,0.335,0.0504,0.06811388214721113,0.0228,0.40935221510144665,0.08291708291708291,0.0,0.039816216878624716,tumour
P15_T2,TACSTD2,immune_broad,1560,0.881,0.0707,0.005186668666340261,0.0588,0.02032782501143387,0.004995004995004995,0.0801,0.011504385455179967,tumour
P15_T2,TACSTD2,t_effector,1560,0.881,0.0434,0.08670862241398043,0.0276,0.2756487622969853,0.07692307692307693,0.0624,0.05780847896993841,tumour
P15_T2,CLDN4,immune_broad,1560,0.312,0.098,0.00010645779601056988,0.0772,0.002298566620474873,0.000999000999000999,0.0,0.000985822482197491,tumour
P15_T2,CLDN4,t_effector,1560,0.312,0.0376,0.13799915452508588,0.016,0.5276460822590731,0.13086913086913088,0.0,0.060489196106243814,tumour
P16_B1,TACSTD2,immune_broad,1239,0.147,0.0677,0.017102071848946774,0.0257,0.36718830041930434,0.011988011988011988,0.0,0.04349028754660898,non_involved
P16_B1,TACSTD2,t_effector,1239,0.147,0.064,0.02432487035973949,0.0391,0.16972733320514014,0.01898101898101898,0.0,0.006374984131809937,non_involved
P16_B1,CLDN4,immune_broad,1239,0.105,0.0549,0.05342300362865893,0.0404,0.15533443435377173,0.061938061938061936,0.0,0.032869466299227816,non_involved
P16_B1,CLDN4,t_effector,1239,0.105,0.0488,0.08584477498673163,0.0377,0.18464354552701787,0.0939060939060939,0.0,0.07365137191460482,non_involved
P16_B2,TACSTD2,immune_broad,845,0.091,-0.0092,0.7903884333281971,-0.0196,0.5692656633513273,0.7842157842157842,0.0,0.4560565399264588,non_involved
P16_B2,TACSTD2,t_effector,845,0.091,0.0017,0.9604438860267531,-0.0028,0.9363472644395524,0.961038961038961,0.0,0.8366295879823463,non_involved
P16_B2,CLDN4,immune_broad,845,0.066,-0.0102,0.7679164128715329,-0.0248,0.471910433885253,0.7722277722277723,0.0,0.6319301723943098,non_involved
P16_B2,CLDN4,t_effector,845,0.066,-0.0081,0.8150187797225447,-0.012,0.7268453044545413,0.7902097902097902,0.0,0.8703860622226497,non_involved
P16_T1,TACSTD2,immune_broad,1114,0.608,-0.1506,4.393247801405227e-07,-0.012,0.6885950439548141,0.000999000999000999,-0.3638,1.784517696740414e-05,tumour
P16_T1,TACSTD2,t_effector,1114,0.608,-0.0342,0.2535336872938547,0.0293,0.3282113376781943,0.2517482517482518,-0.0739,0.27137761337581134,tumour
P16_T1,CLDN4,immune_broad,1114,0.615,-0.0771,0.010080388669372518,0.0003,0.9929491368657262,0.008991008991008992,-0.1533,0.03688785805649846,tumour
P16_T1,CLDN4,t_effector,1114,0.615,0.0735,0.014131764280465614,0.1025,0.0006202683542564832,0.015984015984015984,0.1757,0.035310372149170106,tumour
P16_T2,TACSTD2,immune_broad,1086,0.622,-0.2362,3.0658497362582477e-15,-0.0739,0.014981653573688587,0.000999000999000999,-0.5881,2.2557099552471575e-12,tumour
P16_T2,TACSTD2,t_effector,1086,0.622,-0.0819,0.006905672988971144,0.0138,0.6499176883864303,0.006993006993006993,-0.1819,0.004989821083010831,tumour
P16_T2,CLDN4,immune_broad,1086,0.588,-0.1685,2.2999250433952244e-08,-0.0322,0.28961531763101567,0.000999000999000999,-0.3804,4.3798344516632774e-07,tumour
P16_T2,CLDN4,t_effector,1086,0.588,0.0056,0.8533208191031825,0.0834,0.005981389143596008,0.8541458541458542,0.0287,0.9146857375863344,tumour
P17_B1,TACSTD2,immune_broad,732,0.242,0.2617,6.328557560739475e-13,0.17,3.871001754296501e-06,0.000999000999000999,0.0,2.9501597294045587e-10,non_involved
P17_B1,TACSTD2,t_effector,732,0.242,0.1728,2.582173173653807e-06,0.097,0.008746060825536063,0.000999000999000999,0.0,3.7885850921720423e-06,non_involved
P17_B1,CLDN4,immune_broad,732,0.201,0.1943,1.1709437677569168e-07,0.1162,0.0016588394847794575,0.000999000999000999,0.0,1.227992376226407e-06,non_involved
P17_B1,CLDN4,t_effector,732,0.201,0.1258,0.0006460229576775965,0.0638,0.0848225932697779,0.001998001998001998,0.0,0.0025020552136804,non_involved
P17_B2,TACSTD2,immune_broad,515,0.278,0.1644,0.00017817262477185642,0.1394,0.0015476570494861517,0.000999000999000999,0.0,7.153150698552125e-05,non_involved
P17_B2,TACSTD2,t_effector,515,0.278,0.1286,0.0034518025483309227,0.1145,0.00944620127046374,0.001998001998001998,0.0,0.004860811918851589,non_involved
P17_B2,CLDN4,immune_broad,515,0.247,0.277,1.5870275699755955e-10,0.2448,1.9345072439684654e-08,0.000999000999000999,0.0,2.67863323846758e-08,non_involved
P17_B2,CLDN4,t_effector,515,0.247,0.1607,0.0002498362212188329,0.1253,0.00448090309258925,0.001998001998001998,0.0,0.0013392444088251294,non_involved
P17_T1,TACSTD2,immune_broad,1321,0.965,-0.1309,1.819554862712927e-06,-0.1142,3.2099457579383135e-05,0.000999000999000999,-0.185,4.224032082019687e-06,tumour
P17_T1,TACSTD2,t_effector,1321,0.965,-0.0856,0.0018522330422789566,-0.0619,0.02453412027186458,0.004995004995004995,-0.1117,0.004860474245010568,tumour
P17_T1,CLDN4,immune_broad,1321,0.834,0.0037,0.8926341806097184,0.0267,0.33270948577420895,0.9140859140859141,-0.0022,0.7977153361305864,tumour
P17_T1,CLDN4,t_effector,1321,0.834,-0.0177,0.5213700961324164,0.0003,0.992659696498845,0.5304695304695305,0.0063,0.8410164028437921,tumour
P17_T2,TACSTD2,immune_broad,1470,0.965,-0.1867,5.376346618944221e-13,-0.1262,1.2420623172185607e-06,0.000999000999000999,-0.2351,5.799462475122665e-10,tumour
P17_T2,TACSTD2,t_effector,1470,0.965,-0.107,3.9682922825758643e-05,-0.0623,0.016961997006384646,0.000999000999000999,-0.1416,8.307259763107197e-05,tumour
P17_T2,CLDN4,immune_broad,1470,0.824,-0.0936,0.00032386327183087636,-0.0475,0.0690296300329237,0.000999000999000999,-0.1199,0.0035455734847203504,tumour
P17_T2,CLDN4,t_effector,1470,0.824,-0.04,0.12502636228918396,-0.0076,0.7696835700167903,0.11988011988011989,-0.0821,0.043547894701738504,tumour
P19_B1,TACSTD2,immune_broad,948,0.099,0.1784,3.223649699338994e-08,0.1455,6.967038717366528e-06,0.000999000999000999,0.0,5.014402789588628e-07,non_involved
P19_B1,TACSTD2,t_effector,948,0.099,0.1523,2.485110020461771e-06,0.1377,2.146535331685961e-05,0.000999000999000999,0.0,1.7753345383698562e-06,non_involved
P19_B1,CLDN4,immune_broad,948,0.111,0.1487,4.2934525556969205e-06,0.0976,0.002658382749758497,0.000999000999000999,0.0,7.593008760875814e-05,non_involved
P19_B1,CLDN4,t_effector,948,0.111,0.0916,0.004777107748790103,0.0643,0.04817249390622423,0.003996003996003996,0.0,0.008939355875149452,non_involved
P19_B2,TACSTD2,immune_broad,1016,0.16,0.09,0.004109331276855479,0.0619,0.04892613385373219,0.001998001998001998,0.0,0.001728846908871333,non_involved
P19_B2,TACSTD2,t_effector,1016,0.16,0.0467,0.1365465841821274,0.0189,0.5487113515946955,0.11388611388611389,0.0,0.1382072108351521,non_involved
P19_B2,CLDN4,immune_broad,1016,0.14,0.0507,0.10624808305901567,0.0239,0.446571792893903,0.0919080919080919,0.0,0.27692020209872303,non_involved
P19_B2,CLDN4,t_effector,1016,0.14,0.0144,0.6470128875143237,-0.0117,0.7099825784883607,0.6673326673326674,0.0,0.40144257111030446,non_involved
P19_T1,TACSTD2,immune_broad,1254,0.956,-0.1706,1.2011145503236623e-09,-0.0591,0.036609652486109506,0.000999000999000999,-0.2755,2.895070430171487e-08,tumour
P19_T1,TACSTD2,t_effector,1254,0.956,-0.1302,3.757651665388444e-06,-0.0351,0.21413480334039506,0.000999000999000999,-0.2171,1.185531770067078e-05,tumour
P19_T1,CLDN4,immune_broad,1254,0.61,-0.0342,0.22578585546287627,-0.0128,0.6507325532790988,0.25074925074925075,-0.1295,0.1559927773101382,tumour
P19_T1,CLDN4,t_effector,1254,0.61,-0.0237,0.40087114544066804,-0.0069,0.8066980552318257,0.43456543456543456,-0.1149,0.26654643148341617,tumour
P19_T2,TACSTD2,immune_broad,1177,0.945,-0.1655,1.1222373199474558e-08,-0.0717,0.01397036634338238,0.000999000999000999,-0.3183,2.444538728670532e-07,tumour
P19_T2,TACSTD2,t_effector,1177,0.945,-0.1434,7.852652711814419e-07,-0.0649,0.026139154728103343,0.000999000999000999,-0.3002,1.5015080501599178e-06,tumour
P19_T2,CLDN4,immune_broad,1177,0.563,0.0001,0.996820175626931,0.0222,0.4475234114724273,0.994005994005994,-0.0046,0.5372668930755273,tumour
P19_T2,CLDN4,t_effector,1177,0.563,-0.0144,0.621763259045499,-0.002,0.9464728125274409,0.6353646353646354,-0.0626,0.43124027936157816,tumour
P24_B1,TACSTD2,immune_broad,1272,0.355,0.0528,0.059918470088986375,0.0453,0.10652514645686235,0.06493506493506493,0.0,0.12362936197972241,non_involved
P24_B1,TACSTD2,t_effector,1272,0.355,0.0182,0.516717373952403,0.0137,0.6255650496871696,0.5384615384615384,0.0,0.22119399357515135,non_involved
P24_B1,CLDN4,immune_broad,1272,0.431,0.0041,0.8846504921631443,0.0132,0.6383424671545422,0.8851148851148851,0.0,0.6779424000586356,non_involved
P24_B1,CLDN4,t_effector,1272,0.431,0.0706,0.011722781515905811,0.0722,0.010059167560586718,0.008991008991008992,0.0,0.002036423329611012,non_involved
P24_B2,TACSTD2,immune_broad,1469,0.287,-0.0165,0.5264710009894771,0.0027,0.9177619327207518,0.5514485514485514,0.0,0.4815836778222038,non_involved
P24_B2,TACSTD2,t_effector,1469,0.287,0.0186,0.47661119444613087,0.0263,0.314561988564248,0.4885114885114885,0.0,0.7697185350466257,non_involved
P24_B2,CLDN4,immune_broad,1469,0.365,-0.0213,0.41454346100990314,-0.0182,0.48727643373990304,0.4175824175824176,0.0,0.8297299707638757,non_involved
P24_B2,CLDN4,t_effector,1469,0.365,0.0137,0.5990056465172834,0.0153,0.5582177838943595,0.5814185814185814,0.0,0.4590458144849483,non_involved
P24_T1,TACSTD2,immune_broad,1684,0.749,-0.1023,2.6112463947122887e-05,-0.0088,0.7198414774742903,0.000999000999000999,-0.2344,8.188302019225514e-05,tumour
P24_T1,TACSTD2,t_effector,1684,0.749,-0.0534,0.028457046065012186,-0.0037,0.8799282529095164,0.03496503496503497,-0.0951,0.09200704254524804,tumour
P24_T1,CLDN4,immune_broad,1684,0.873,-0.1105,5.540069809465179e-06,-0.0123,0.6138989408338176,0.000999000999000999,-0.1648,2.2468287020869754e-05,tumour
P24_T1,CLDN4,t_effector,1684,0.873,-0.0128,0.6005715843869835,0.0457,0.06090019605574038,0.6153846153846154,0.0019,0.6869136129840094,tumour
P24_T2,TACSTD2,immune_broad,1684,0.674,-0.1136,2.988386091302317e-06,-0.0639,0.008761611488487333,0.000999000999000999,-0.3538,2.6329658335953745e-06,tumour
P24_T2,TACSTD2,t_effector,1684,0.674,-0.0576,0.018016981830575762,-0.0216,0.3763065164761614,0.02197802197802198,-0.1743,0.05717898129968744,tumour
P24_T2,CLDN4,immune_broad,1684,0.812,-0.0755,0.0019380241984195859,-0.0185,0.4494213980648046,0.001998001998001998,-0.2042,0.0024494464330993455,tumour
P24_T2,CLDN4,t_effector,1684,0.812,-0.0326,0.18104371995891047,0.0072,0.7683150638757322,0.1848151848151848,-0.1299,0.2948718837938088,tumour
P25_B1,TACSTD2,immune_broad,966,0.32,0.1069,0.0008779315953869111,0.0909,0.004723910125321383,0.001998001998001998,0.0,0.0015056091364806074,non_involved
P25_B1,TACSTD2,t_effector,966,0.32,0.0246,0.4448156333167716,0.0162,0.615954355464478,0.46153846153846156,0.0,0.45297918508938384,non_involved
P25_B1,CLDN4,immune_broad,966,0.297,0.0739,0.021671556810768523,0.0732,0.02311002480856496,0.01998001998001998,0.0,0.0926698346205685,non_involved
P25_B1,CLDN4,t_effector,966,0.297,0.0303,0.3463147972330484,0.0316,0.3269877885617822,0.33266733266733267,0.0,0.36952678208554346,non_involved
P25_B2,TACSTD2,immune_broad,1077,0.331,0.1083,0.0003701457978907281,0.0603,0.047961196745782475,0.001998001998001998,0.0,0.001113942992890627,non_involved
P25_B2,TACSTD2,t_effector,1077,0.331,0.0816,0.007397825125328346,0.0592,0.05220908283694169,0.01098901098901099,0.0,0.03891599770320387,non_involved
P25_B2,CLDN4,immune_broad,1077,0.352,0.0259,0.3953242419048585,0.0122,0.688758373579467,0.38461538461538464,0.0,0.35809744637637675,non_involved
P25_B2,CLDN4,t_effector,1077,0.352,-0.0332,0.27675675478993794,-0.0408,0.18127138467374151,0.27972027972027974,0.0,0.26454609363720194,non_involved
P25_T1,TACSTD2,immune_broad,629,0.512,0.1698,1.8491133012908847e-05,0.0971,0.015008219045676435,0.000999000999000999,0.5765,4.187457148641073e-05,tumour
P25_T1,TACSTD2,t_effector,629,0.512,0.0979,0.014068494048008143,0.0242,0.5450689016904716,0.014985014985014986,0.5144,0.000557966377254037,tumour
P25_T1,CLDN4,immune_broad,629,0.768,-0.0538,0.17804070109928755,0.0329,0.41114413973837727,0.21578421578421578,-0.0618,0.2375936863909076,tumour
P25_T1,CLDN4,t_effector,629,0.768,-0.0739,0.06406121462912985,-0.0002,0.9969653975654907,0.08291708291708291,-0.0908,0.13066853274393964,tumour
P25_T2,TACSTD2,immune_broad,705,0.533,0.1178,0.0017265945098412158,0.155,3.658227720310162e-05,0.000999000999000999,0.6175,0.001939278291258313,tumour
P25_T2,TACSTD2,t_effector,705,0.533,0.0813,0.030976801926208934,0.0958,0.011012951674756478,0.022977022977022976,0.5751,0.05229450247455253,tumour
P25_T2,CLDN4,immune_broad,705,0.777,-0.0223,0.5540044388367612,0.0659,0.08063345921515162,0.5764235764235764,-0.0135,0.7863601789523633,tumour
P25_T2,CLDN4,t_effector,705,0.777,0.0051,0.8929158128347322,0.0839,0.026198519982645555,0.8901098901098901,-0.0005,0.6942079688263572,tumour
