contrast_id	gene	n_treat	n_ctrl	mean_treat	mean_ctrl	log2fc	mw_p	welch_p	series	kind	species	note
GSE298546_HeLa_olaparib_72h	BRIP1	1	1	5.6775	5.50247	0.175031			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	TMEM173	1	1	5.33675	4.67144	0.665304			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	TBK1	1	1	5.45081	5.53463	-0.0838241			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IRF3	1	1	5.71567	5.36294	0.352734			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	MAVS	1	1	5.92246	5.94204	-0.0195814			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	ADAR	1	1	8.17044	8.35913	-0.188693			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	APOL6	1	1	1.13648	1.0636	0.0728786			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	ARID5B	1	1	5.3498	5.64417	-0.294367			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	ARL4A	1	1	5.83088	6.23	-0.39912			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	AUTS2	1	1	4.33863	4.36932	-0.0306858			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	B2M	1	1	9.59588	9.29699	0.298892			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	BANK1	1	1	2.06007	2.47047	-0.410404			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	BATF2	1	1	0.158308	0	0.158308			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	BPGM	1	1	5.04144	4.72694	0.314501			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	BTG1	1	1	5.96415	5.56817	0.395988			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	C1R	1	1	3.6987	3.75637	-0.0576678			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	C1S	1	1	4.18919	3.82502	0.364169			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CASP1	1	1	1.8518	1.32132	0.530481			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CASP3	1	1	4.46017	4.47328	-0.0131144			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CASP4	1	1	4.46775	3.81342	0.654336			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CASP7	1	1	4.48155	4.90262	-0.421073			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CASP8	1	1	5.00456	4.90043	0.104131			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CCL2	1	1	1.44378	1.72968	-0.285896			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CCL7	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CCRL2	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CD38	1	1	0.0547223	0.064086	-0.00936365			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CD40	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CD47	1	1	5.94164	5.92219	0.0194565			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CD69	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CD74	1	1	0.0547223	0.064086	-0.00936365			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CD86	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CDKN1A	1	1	6.7279	5.86318	0.864715			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CFB	1	1	0.549827	0.749608	-0.199781			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CFH	1	1	6.98748	6.54061	0.446861			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CIITA	1	1	0.183083	0.064086	0.118997			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CMKLR1	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CMPK2	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CMTR1	1	1	5.70181	5.60498	0.096826			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CNP	1	1	6.17181	6.34329	-0.171476			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CSF1	1	1	4.99059	5.34451	-0.353917			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	CSF2RB	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	DDX60	1	1	3.39636	2.07895	1.31742			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	DHX58	1	1	0.345526	0	0.345526			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	EIF2AK2	1	1	5.59682	5.65981	-0.0629854			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	EIF4E3	1	1	1.64443	1.5399	0.104537			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	ELF1	1	1	5.33675	5.33966	-0.00291531			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	EPSTI1	1	1	0.32341	0.268315	0.0550944			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	FAS	1	1	3.64621	3.12463	0.521585			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	FCGR1A	1	1	0.107445	0	0.107445			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	FGL2	1	1	0	0.125446	-0.125446			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	FPR1	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	GBP2	1	1	3.4174	3.39763	0.0197711			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	GBP4	1	1	0	0.125446	-0.125446			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	GBP6	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	GCH1	1	1	2.90588	2.643	0.26288			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	GMPR	1	1	0.587431	0.184302	0.403129			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	GPR18	1	1	0.0813243	0.125446	-0.0441215			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	GZMA	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HELZ2	1	1	4.45	4.13019	0.319806			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HERC6	1	1	2.14448	1.22648	0.917998			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HIF1A	1	1	8.14387	7.71214	0.43173			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HLA-A	1	1	8.88195	8.71759	0.164354			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HLA-B	1	1	6.86196	6.37955	0.482408			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HLA-C	1	1	7.18342	6.94921	0.234209			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HLA-DMA	1	1	1.49415	0.648723	0.845427			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HLA-DQA1	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HLA-DRB1	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	HLA-G	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	ICAM1	1	1	3.92852	3.67918	0.249341			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IDO1	1	1	0.107445	0	0.107445			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IFI27	1	1	0.278134	0.0950921	0.183042			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IFI30	1	1	7.361	7.18566	0.175342			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IFI35	1	1	3.22502	3.03952	0.185508			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IFITM1	1	1	2.78566	3.06715	-0.281486			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IFITM2	1	1	5.20611	5.27344	-0.067326			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IFITM3	1	1	6.93716	7.04611	-0.10895			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IFNAR2	1	1	4.20591	4.11703	0.0888746			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IL10RA	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IL15	1	1	3.70299	3.58676	0.116234			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IL15RA	1	1	2.78566	3.60841	-0.822749			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IL18BP	1	1	2.77348	2.80648	-0.0330037			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IL2RB	1	1	1.4127	2.10964	-0.696942			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IL4R	1	1	3.53273	2.10964	1.42309			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IL6	1	1	3.74103	2.27447	1.46656			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IL7	1	1	0.345526	0.669472	-0.323946			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IRF1	1	1	3.42521	3.44953	-0.0243284			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IRF2	1	1	3.06429	3.26075	-0.196461			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IRF4	1	1	0	0.064086	-0.064086			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IRF5	1	1	0.0813243	0.494468	-0.413144			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IRF8	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	IRF9	1	1	3.05425	2.94482	0.109434			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	ISOC1	1	1	4.59205	4.75269	-0.16064			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	ITGB7	1	1	0.430748	0.155174	0.275574			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	JAK2	1	1	3.31744	3.46148	-0.144043			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	KLRK1	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	LAMP3	1	1	1.66217	0.825526	0.83664			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	LAP3	1	1	6.0771	6.03692	0.0401797			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	LATS2	1	1	5.21665	5.49449	-0.277845			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	LCP2	1	1	0	0	0			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	LGALS3BP	1	1	7.707	7.46603	0.240963			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	LPAR6	1	1	0.388766	0.321724	0.0670424			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	LY6E	1	1	7.33964	7.01883	0.320813			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	LYSMD2	1	1	3.26619	3.29787	-0.0316884			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	METTL7B	1	1	1.82843	1.12498	0.703453			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
GSE298546_HeLa_olaparib_72h	MOV10	1	1	5.8619	6.05772	-0.195829			GSE298546	acute PARPi, n=1	human	HeLa, olaparib vs DMSO, 72h, n=1. Counts to CPM. Descriptive only. PMID 40316566 discusses senescence-associated inflammation in HR-proficient cells.
