family	estimator	method	score	cutoff	lo_q	hi_q	n_units_barrier	median_delta_barrier	p_barrier_greater	n_units_IFN	median_delta_IFN	p_IFN_less	n_units_TJ	median_delta_TJ	p_TJ_greater	n_units_APM	median_delta_APM	p_APM_less	thesis_sign_match	fisher_one_sided
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	zmean	median	0.5	0.5	65	0.21030209958553314	1.2600164409333445e-12	65	0.043557874858379364	0.9999999935980557	65	0.22932778298854828	1.6658152193602902e-12	65	0.03986324369907379	0.9998268020494153	0	3.578433609661008e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	zmean	tertile	0.3333333333333333	0.6666666666666666	65	0.3180846869945526	1.2600164409333445e-12	65	0.06963875144720078	0.9999999852933047	65	0.38005495071411133	1.6658152193602902e-12	65	0.06574130058288574	0.999742967433767	0	3.578433580989416e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	zmean	quartile	0.25	0.75	65	0.38253605365753174	1.2600164409333445e-12	65	0.08556552231311798	0.9999999778770874	65	0.47947466373443604	1.5902445112213725e-12	65	0.08345532417297363	0.9997027472132461	0	3.578433555385446e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	zmean	pct20	0.2	0.8	65	0.38982948660850525	1.2600164409333445e-12	65	0.08514809608459473	0.9999999841540348	65	0.5182508230209351	1.4490502561228037e-12	65	0.10412953794002533	0.9996567305900435	0	3.578433577056163e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	zmean	pct25	0.25	0.75	65	0.38253605365753174	1.2600164409333445e-12	65	0.08556552231311798	0.9999999778770874	65	0.47947466373443604	1.5902445112213725e-12	65	0.08345532417297363	0.9997027472132461	0	3.578433555385446e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	zmean	pct30	0.3	0.7	65	0.34256690740585327	1.2600164409333445e-12	65	0.08388537168502808	0.9999999847339769	65	0.44957196712493896	1.5902445112213725e-12	65	0.08345532417297363	0.9997938888675659	0	3.5784335790583744e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	ucell	median	0.5	0.5	65	0.061142339824498126	1.4490502561228037e-12	65	0.0013198875803522303	0.9997725464674546	65	0.013761556240369816	1.3831392633857607e-12	65	0.012106727910849602	0.9998393437433669	0	4.094133890559034e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	ucell	tertile	0.3333333333333333	0.6666666666666666	65	0.10747722817940739	1.4490502561228037e-12	65	0.0023363471110278283	0.9997366369781092	65	0.023265532597776816	1.4490502561228037e-12	65	0.017143183244878235	0.9996727583902421	0	4.093992042226305e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	ucell	quartile	0.25	0.75	65	0.12772886569910133	1.4490502561228037e-12	65	0.002445314382681349	0.9995547491572361	65	0.029344476452066722	1.5902445112213725e-12	65	0.01918606973691711	0.9997491558202364	0	4.093273552832455e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	ucell	pct20	0.2	0.8	65	0.13365995762711863	1.2600164409333445e-12	65	0.002607955956400204	0.999742967433767	65	0.032612673343605555	1.827671133284773e-12	65	0.027330330137533443	0.9997725464674546	0	3.577546240147197e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	ucell	pct25	0.25	0.75	65	0.12772886569910133	1.4490502561228037e-12	65	0.002445314382681349	0.9995547491572361	65	0.029344476452066722	1.5902445112213725e-12	65	0.01918606973691711	0.9997491558202364	0	4.093273552832455e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	ucell	pct30	0.3	0.7	65	0.11904055690072642	1.4490502561228037e-12	65	0.002404978980908773	0.9997366369781092	65	0.026027221366204424	1.5902445112213725e-12	65	0.020011556240369877	0.9997491558202364	0	4.093992042226305e-11
