family	estimator	method	root	terminal_rule	score	n_top_genes	drop_CLDN4_from_graph	n_pcs	n_neighbors	harmony	n_units	n_datasets	rho_CLDN4_vs_PT	p_CLDN4_vs_PT	rho_barrier_vs_PT	p_barrier_vs_PT	rho_IFN_vs_PT	p_IFN_vs_PT	rho_TJ_vs_PT	p_TJ_vs_PT	rho_APM_vs_PT	p_APM_vs_PT	thesis_sign_match	fisher_one_sided	graph_index
trajectory	expression_pseudotime_not_splicing_velocity	cytotrace	none	differentiated_end	zmean	1000	False	20	15	False	65	4	-0.4869755244755245	3.8956570090426036e-05	-0.42141608391608393	0.0004723276713534404	-0.26875	0.030411724995464615	-0.5469405594405594	2.429042890541805e-06	-0.12867132867132866	0.30701438904270406	0	0.21205248951790398	0
trajectory	expression_pseudotime_not_splicing_velocity	cytotrace	none	differentiated_end	ucell	1000	False	20	15	False	65	4	-0.4869755244755245	3.8956570090426036e-05	-0.4625437062937063	0.00010478017839697151	0.0687062937062937	0.5865631678256683	-0.35878496503496504	0.0033367382739904437	-0.043094405594405596	0.7332125998133973	0	0.994611343603251	0
trajectory	expression_pseudotime_not_splicing_velocity	cytotrace	none	differentiated_end	aucell	1000	False	20	15	False	65	4	-0.4869755244755245	3.8956570090426036e-05	-0.4718364492900688	7.255428170971859e-05	-0.006293706293706293	0.9603157093792286	-0.39834777689122064	0.0010146671083417539	-0.08599307248188694	0.49580228066134185	0	0.9616310789748848	0
trajectory	expression_pseudotime_not_splicing_velocity	cytotrace	none	differentiated_end	addmodule	1000	False	20	15	False	65	4	-0.4869755244755245	3.8956570090426036e-05	-0.2652972027972028	0.03269357092809547	0.11092657342657342	0.379029948843834	-0.24125874125874128	0.052861259795675644	0.13037587412587412	0.300596516397647	0	0.9983617790724582	0
trajectory	expression_pseudotime_not_splicing_velocity	absorption	none	barrier_terminal	zmean	1000	False	20	15	False	65	4	-0.012937062937062937	0.9185325370529555	0.15817307692307692	0.2082370775879913	0.42460664335664333	0.000423081464955562	0.07360139860139861	0.5601148901173407	0.47701048951048947	5.885471099882439e-05	0	0.45124192558015985	0
trajectory	expression_pseudotime_not_splicing_velocity	absorption	none	barrier_terminal	ucell	1000	False	20	15	False	65	4	-0.012937062937062937	0.9185325370529555	0.1479020979020979	0.23968776676729167	0.4070804195804196	0.0007645189623428976	0.08854895104895105	0.4830334043526463	0.3927447552447553	0.001211905029295742	0	0.4846590551384261	0
trajectory	expression_pseudotime_not_splicing_velocity	absorption	none	barrier_terminal	aucell	1000	False	20	15	False	65	4	-0.012937062937062937	0.9185325370529555	0.06669653296435042	0.5975830217937624	0.3984265734265734	0.0010121132193101339	0.06882082347234618	0.5859379603272288	0.44681432273561883	0.00019064617055241327	0	0.7243622412439907	0
trajectory	expression_pseudotime_not_splicing_velocity	absorption	none	barrier_terminal	addmodule	1000	False	20	15	False	65	4	-0.012937062937062937	0.9185325370529555	0.16446678321678324	0.19047312837446143	0.4579545454545455	0.0001251495575949259	0.07517482517482518	0.5517351557192278	0.4815122377622378	4.8923007613083055e-05	0	0.4307865644981407	0
trajectory	expression_pseudotime_not_splicing_velocity	absorption	none	cldn4_terminal	zmean	1000	False	20	15	False	65	4	-0.012937062937062937	0.9185325370529555	0.15817307692307692	0.2082370775879913	0.42460664335664333	0.000423081464955562	0.07360139860139861	0.5601148901173407	0.47701048951048947	5.885471099882439e-05	0	0.45124192558015985	0
trajectory	expression_pseudotime_not_splicing_velocity	absorption	none	cldn4_terminal	ucell	1000	False	20	15	False	65	4	-0.012937062937062937	0.9185325370529555	0.1479020979020979	0.23968776676729167	0.4070804195804196	0.0007645189623428976	0.08854895104895105	0.4830334043526463	0.3927447552447553	0.001211905029295742	0	0.4846590551384261	0
