unit	dataset	CLDN4	PT	barrier	IFN	TJ	APM
GSE123902:LX653	GSE123902	1.1579747200012207	12.897243060142333	0.4206896551724138	0.08599444353652558	0.0927899686520376	0.34608150470219434
GSE123902:LX661	GSE123902	0.9185279011726379	9.921492642077135	0.34330484330484334	0.09652853728683113	0.0878010878010878	0.3908313908313908
GSE123902:LX666	GSE123902	0.5513674020767212	13.477635003327805	0.5541666666666667	0.11175947867298577	0.007386363636363637	0.3954545454545455
GSE123902:LX675	GSE123902	0.4314975142478943	8.562668814760613	0.284375	0.0938388625592417	0.050568181818181825	0.3801136363636363
GSE123902:LX676	GSE123902	0.862369954586029	7.4588243375486245	0.35600907029478457	0.09488345101073603	0.0525664811379097	0.3710575139146568
GSE123902:LX255B	GSE123902	0.591875433921814	9.295677361286831	0.2875	0.07126777251184833	0.05056818181818181	0.30113636363636365
GSE123902:LX679	GSE123902	0.7496811151504517	11.256445848184566	0.4833333333333334	0.07372630331753555	0.11647727272727273	0.3732954545454546
GSE123902:LX680	GSE123902	1.4942491054534912	13.304236229061127	0.4458333333333334	0.06350710900473934	0.08181818181818182	0.32784090909090907
GSE123902:LX681	GSE123902	1.000058889389038	14.04473141697672	0.559375	0.07381516587677725	0.10284090909090908	0.2409090909090909
GSE123902:LX682	GSE123902	0.42526108026504517	7.087313141647337	0.284375	0.12497037914691944	0.025	0.46761363636363634
GSE123902:LX684	GSE123902	1.0436770915985107	13.028703850349057	0.41145833333333337	0.0786137440758294	0.09090909090909091	0.3693181818181818
GSE123902:LX699	GSE123902	0.28784072399139404	7.949946846647956	0.22463768115942026	0.08087780754172678	0.017786561264822132	0.2984189723320158
GSE123902:LX701	GSE123902	0.24629957973957062	8.22568409708991	0.2574074074074074	0.0813059505002633	0.0505050505050505	0.3767676767676768
GSE189357:TD1	GSE189357	1.1939938068389893	10.560427961998894	0.4041666666666667	0.09212085308056872	0.08238636363636363	0.3988636363636363
GSE189357:TD2	GSE189357	0.6316903233528137	7.955330204951215	0.3520833333333333	0.08270142180094786	0.04318181818181819	0.29318181818181815
GSE189357:TD3	GSE189357	0.6879308819770813	9.945480332435991	0.2614583333333333	0.08225710900473934	0.06306818181818183	0.3176136363636363
GSE189357:TD4	GSE189357	0.5141721963882446	6.923841990612379	0.2770833333333333	0.07757701421800947	0.06136363636363636	0.3085227272727272
GSE189357:TD5	GSE189357	0.869925856590271	6.736648417745395	0.3052083333333333	0.10177725118483412	0.03636363636363636	0.38295454545454544
GSE189357:TD6	GSE189357	1.0460083484649658	9.764171038945204	0.3614583333333333	0.07991706161137441	0.06079545454545454	0.2772727272727272
GSE189357:TD7	GSE189357	0.7498200535774231	4.498245352098539	0.2885416666666667	0.0985781990521327	0.025	0.36477272727272725
GSE189357:TD8	GSE189357	0.8036149740219116	7.838059093809133	0.3552083333333333	0.08015402843601896	0.05113636363636363	0.29772727272727273
GSE189357:TD9	GSE189357	1.9235992431640625	11.677167414868906	0.4072916666666666	0.09446090047393366	0.06136363636363636	0.2994318181818182
GSE131907:BRONCHO_58	GSE131907	0.8780338168144226	12.424246305451316	0.6760416666666667	0.1115521327014218	0.044886363636363634	0.39829545454545456
