dataset	CLDN4	PT	barrier	IFN
GSE123902	1.1579747	0.5346903133865604	0.4206896551724138	0.08599444353652558
GSE123902	0.9185279	0.47502762259187015	0.34330484330484334	0.09652853728683113
GSE123902	0.5513674	0.5449887908975728	0.5541666666666667	0.11175947867298577
GSE123902	0.4314975	0.4007299794171745	0.284375	0.0938388625592417
GSE123902	0.86236995	0.36971411741148624	0.35600907029478457	0.09488345101073603
GSE123902	0.59187543	0.44778360275504153	0.2875	0.07126777251184833
GSE123902	0.7496811	0.5098153035644876	0.4833333333333334	0.07372630331753555
GSE123902	1.4942491	0.530278869145744	0.4458333333333334	0.06350710900473934
GSE123902	1.0000589	0.5523034132390527	0.559375	0.07381516587677725
GSE123902	0.42526108	0.3388447435180213	0.284375	0.12497037914691944
GSE123902	1.0436771	0.5973513108666567	0.41145833333333337	0.0786137440758294
GSE123902	0.28784072	0.38216499690726413	0.22463768115942026	0.08087780754172678
GSE123902	0.24629958	0.4624653641594999	0.2574074074074074	0.0813059505002633
GSE189357	1.1939938	0.5061132040782027	0.4041666666666667	0.09212085308056872
GSE189357	0.6316903	0.4436713273379535	0.3520833333333333	0.08270142180094786
GSE189357	0.6879309	0.532931384676486	0.2614583333333333	0.08225710900473934
GSE189357	0.5141722	0.41965243527951623	0.2770833333333333	0.07757701421800947
GSE189357	0.86992586	0.3731196746493676	0.3052083333333333	0.10177725118483412
GSE189357	1.0460083	0.47730379363656905	0.3614583333333333	0.07991706161137441
GSE189357	0.74982005	0.3228438165780378	0.2885416666666667	0.0985781990521327
GSE189357	0.803615	0.4099913564360055	0.3552083333333333	0.08015402843601896
GSE189357	1.9235992	0.5146568071194549	0.4072916666666666	0.09446090047393366
GSE131907	0.8780338	0.5324228382968302	0.6760416666666667	0.1115521327014218
GSE131907	1.4122262	0.8236830969827487	0.5135416666666666	0.03125
GSE131907	2.3034358	0.5548135513973499	0.625	0.07532582938388625
GSE131907	0.7686662	0.46561881783627623	0.4330601092896175	0.03713775153445731
GSE131907	1.3706615	0.5447531336551481	0.56875	0.08699644549763033
GSE131907	1.3317387	0.558028646139594	0.5739583333333333	0.08732227488151659
GSE131907	1.3974574	0.571825335066506	0.690625	0.1269845971563981
GSE131907	0.0016814601	0.4632411009630755	0.0010416666666666667	0.051836492890995255
GSE131907	0.85787743	0.5044405099263671	0.565625	0.09058056872037915
GSE131907	1.7965069	0.5770759378479596	0.5833333333333334	0.09955568720379146
GSE131907	1.2628418	0.5832631704687674	0.659375	0.09733412322274881
GSE131907	0.8861879	0.513210141277467	0.31875	0.08113151658767773
GSE131907	1.99562	0.5669704587631443	0.6541666666666666	0.06558056872037914
GSE131907	1.3131363	0.5753439049858283	0.53125	0.07168246445497631
GSE131907	1.2037795	0.4864653113461886	0.5873015873015873	0.0985669149176258
GSE131907	1.8550367	0.5613446926627459	0.4083333333333334	0.04845971563981043
GSE131907	1.7101921	0.5519855074289246	0.5697916666666667	0.07585900473933649
GSE131907	1.4097949	0.5552190833071476	0.4	0.08308649289099526
GSE131907	0.11426621	0.5433223446128768	0.6522633744855968	0.10192498976069278
GSE131907	2.128933	0.557827877792864	0.5770833333333334	0.0697867298578199
GSE131907	1.0487496	0.5475660518281431	0.509375	0.09635663507109005
GSE205335	1.3637965	0.7767756060516682	0.4552083333333333	0.04309834123222749
GSE205335	0.5096916	0.48238157991836517	0.3875	0.10207345971563982
GSE205335	1.6010183	0.49886408617170613	0.4458333333333333	0.09049170616113744
GSE205335	2.1639957	0.5236527130392322	0.6010416666666667	0.10565758293838863
GSE205335	1.6729065	0.5171735434684408	0.5854166666666667	0.07034952606635071
GSE205335	1.0424588	0.43645369604067275	0.4083333333333333	0.06883886255924171
GSE205335	1.0199673	0.3986735015919155	0.34375	0.1034063981042654
GSE205335	0.78762496	0.4520153052940163	0.37812499999999993	0.09481635071090047
GSE205335	2.1060455	0.550880767039801	0.4125	0.04724526066350711
GSE205335	0.71850806	0.4989691529739698	0.4333333333333334	0.09440165876777251
GSE205335	0.3112741	0.1926493637705043	0.12179487179487178	0.10025519504192491
GSE205335	0.8392134	0.3492546157202491	0.21739130434782605	0.0899100212926712
GSE205335	0.74941826	0.48168373085963767	0.5333333333333334	0.0855154028436019
GSE205335	1.6722256	0.9067181140441317	0.13541666666666669	0.045438388625592414
GSE205335	1.3662723	0.5099124543758562	0.6260416666666667	0.12248222748815167
GSE205335	1.7129498	0.5717113805425693	0.490625	0.051510663507109
GSE205335	0.8450178	0.4530540195201418	0.2739583333333333	0.0509478672985782
GSE205335	1.0285343	0.47207314441555537	0.3208333333333333	0.0341824644549763
GSE205335	0.9587692	0.5059584542880533	0.60625	0.10494668246445497
GSE205335	1.8767868	0.46131440231187026	0.478125	0.10568720379146919
GSE205335	1.5783999	0.6900843924926876	0.17395833333333333	0.028643364928909953
GSE205335	0.7765924	0.4545914526905901	0.35625	0.08296800947867297
