method	root	terminal_rule	score	n_top_genes	drop_CLDN4_from_graph	n_pcs	n_neighbors	harmony	n_units	n_datasets	rho_CLDN4_vs_PT	p_CLDN4_vs_PT	rho_barrier_vs_PT	p_barrier_vs_PT	rho_IFN_vs_PT	p_IFN_vs_PT	rho_TJ_vs_PT	p_TJ_vs_PT	rho_APM_vs_PT	p_APM_vs_PT	fisher_one_sided
slingshot_mst	ifn_high	barrier_leaf	addmodule	1000	False	40	15	True	40	4	0.6782250184029512	1.5188058457764972e-06	0.945966228893058	3.517707179198209e-20	-0.5045028142589119	0.0009015910675846	0.9112570356472796	3.2134125737311767e-16	-0.4778611632270169	0.0018181488442371	1.4039789499569068e-26
paga	ifn_high	shortest_path	aucell	1000	False	20	30	True	65	4	0.6601398601398601	2.203717907993009e-09	0.5745036550130433	5.608332799515443e-07	-0.3147290209790209	0.0106664473974329	0.512211381302438	1.291376884551853e-05	-0.2495438105897501	0.0449965780602724	1.45057206757307e-15
dpt	ifn_high	diffusion	aucell	1000	True	40	15	True	65	4	0.6371503496503496	1.1539606413871891e-08	0.5333100230871585	4.784538414416962e-06	-0.3353146853146853	0.006324318323707	0.5395299044337283	3.524469392891267e-06	-0.2512265212838048	0.0435232249736377	3.265670391671735e-14
absorption	none	cldn4_terminal	ucell	2000	True	40	15	True	65	4	0.3123251748251748	0.0113124531463858	0.6125874125874127	5.852308049705037e-08	-0.0001748251748251	0.998897214990395	0.1523164335664335	0.2257921670235508	0.0129807692307692	0.9182582493328644	2.427941323648105e-08
