kind	x	y	n_slides	median_effect	stouffer_z	stouffer_p	stouffer_q
mwu_neighbor	TACSTD2_high_vs_low	neigh8_CD8_Tcell	0				
mwu_neighbor	TACSTD2_high_vs_low	neigh8_CYT	0				
mwu_neighbor	TACSTD2_high_vs_low	neigh8_IFNG_6gene	0				
mwu_neighbor	TACSTD2_high_vs_low	neigh8_Immune_general	0				
mwu_spot	TACSTD2_high_vs_low	CD8_Tcell	0				
mwu_spot	TACSTD2_high_vs_low	CYT	0				
mwu_spot	TACSTD2_high_vs_low	IFNG_6gene	0				
mwu_spot	TACSTD2_high_vs_low	Immune_general	0				
mwu_spot	TACSTD2_high_vs_low	TLS_12chemokine	0				
spatial_neighbor	CLDN4	neigh8_CD8_Tcell	8	-0.08979324161918739	-12.37203883010208	3.703009417677345e-35	1.3423409139080376e-34
spatial_neighbor	CLDN4	neigh8_CYT	8	-0.06623619399191123	-10.61409246463221	2.562726046215742e-26	7.431905534025652e-26
spatial_neighbor	CLDN4	neigh8_IFNG_6gene	8	-0.0019358738156298714	0.672884523375463	0.5010207590094042	0.5010207590094042
spatial_neighbor	CLDN4	neigh8_Immune_general	8	-0.13449993220671597	-21.899720017391765	2.6138177982848807e-106	2.5266905383420515e-105
spatial_neighbor	TACSTD2	neigh8_CD8_Tcell	8	0.020237126383916147	8.285637798710463	1.1747780210867316e-16	2.433468757965373e-16
spatial_neighbor	TACSTD2	neigh8_CYT	8	0.04456845214919391	7.432070444047651	1.0691083366374353e-13	2.066942784165708e-13
spatial_neighbor	TACSTD2	neigh8_IFNG_6gene	8	0.11481740796932968	24.31738170803127	1.2838569380873087e-130	1.8615925602265974e-129
spatial_neighbor	TACSTD2	neigh8_Immune_general	8	0.06729749402260678	14.976144855412588	1.0514155126340467e-50	6.098209973277471e-50
spot	CLDN4	B_cell	8	-0.026516614635876807	-5.591706020914713	2.2484928870761827e-08	3.6225718736227385e-08
spot	CLDN4	CD8_Tcell	8	-0.02536690888782012	-3.5225522708920796	0.0004274127479192996	0.0004957987875863875
spot	CLDN4	CYT	8	-0.01668560474208137	-3.542679734361044	0.0003960834092152633	0.0004786007861351098
spot	CLDN4	Cytotoxic_effector	8	-0.027729937239859195	-4.39134710035683	1.1265053998384889e-05	1.555650314062675e-05
spot	CLDN4	IFNG_6gene	8	0.07308548273529486	9.190366043635562	3.915068158902804e-20	8.733613585244716e-20
spot	CLDN4	Immune_general	8	-0.0358919010853824	-5.235403237604748	1.6462505326575485e-07	2.5126981814246795e-07
spot	CLDN4	Myeloid	8	0.07282478694908395	14.384056595479684	6.516056496635268e-47	3.1494273067070462e-46
spot	CLDN4	NK	8	-0.01788935415196964	-2.6196662911525497	0.008801584891770442	0.009115927209333671
spot	CLDN4	TGFB_exclusion	8	0.17344739338669868	31.504666598085286	7.497799100109573e-218	2.174361739031776e-216
spot	CLDN4	TLS_12chemokine	8	0.05752669216255764	11.395277443391588	4.4142162096338135e-30	1.4223585564375622e-29
spot	TACSTD2	B_cell	8	0.035175888628364134	4.496137403752242	6.919902783101135e-06	1.0033859035496645e-05
spot	TACSTD2	CD8_Tcell	8	0.01694263982443643	3.676576914219416	0.0002363846058218093	0.0002980501551666291
spot	TACSTD2	CLDN4	8	0.067041014815475	10.142600825590897	3.574536484667665e-24	9.423778005032936e-24
spot	TACSTD2	CYT	8	0.00426410376711814	3.0165614091394053	0.0025565942727218674	0.0028515859195743904
spot	TACSTD2	Cytotoxic_effector	8	0.013725723313933118	3.8292521831642614	0.00012853324243467705	0.00016943018320934704
spot	TACSTD2	IFNG_6gene	8	0.09058352898450625	18.096761529050735	3.3796358892112047e-73	2.4502360196781234e-72
spot	TACSTD2	Immune_general	8	0.02417350402430528	9.520872714604963	1.717307296649201e-21	4.1501593002355695e-21
spot	TACSTD2	Myeloid	8	0.04046580238589216	13.452607485732653	2.9720414067034716e-41	1.2312742970628669e-40
spot	TACSTD2	NK	8	0.011219157805288768	2.896633304609062	0.00377190355217217	0.004051303815296035
spot	TACSTD2	TGFB_exclusion	8	0.02736806706661772	7.39254713516714	1.440424120731758e-13	2.610768718826311e-13
spot	TACSTD2	TLS_12chemokine	8	0.003856261992279991	6.131454031789071	8.707949720168867e-10	1.4854737757935125e-09
