n	rho	p	dataset	x	y	kind	n_a	n_b	median_a	median_b	U	rank_biserial
3693	0.0007164965123247672	0.9652816011843388	htan_visium_DT1_A1	TACSTD2	CLDN4	spot						
3693	0.039015658583935416	0.017736002114255592	htan_visium_DT1_A1	TACSTD2	CD8_Tcell	spot						
3693	0.01751163356567217	0.2873720510032534	htan_visium_DT1_A1	TACSTD2	CYT	spot						
3693	0.018464655137399363	0.26194155921369355	htan_visium_DT1_A1	TACSTD2	Cytotoxic_effector	spot						
3693	0.08821033862415856	7.908611295677597e-08	htan_visium_DT1_A1	TACSTD2	IFNG_6gene	spot						
3693	0.0008078589497999788	0.9608579136373674	htan_visium_DT1_A1	TACSTD2	TLS_12chemokine	spot						
3693	-0.01137050300915397	0.48970723739512945	htan_visium_DT1_A1	TACSTD2	TGFB_exclusion	spot						
3693	0.061381368603955704	0.00018965936469328537	htan_visium_DT1_A1	TACSTD2	Immune_general	spot						
3693	0.03785546058283767	0.021418533380816163	htan_visium_DT1_A1	TACSTD2	B_cell	spot						
3693	0.0503496334939922	0.0022085298255324444	htan_visium_DT1_A1	TACSTD2	Myeloid	spot						
3693	0.01843178465160817	0.26279194011521506	htan_visium_DT1_A1	TACSTD2	NK	spot						
3693	0.01856153474689296	0.25944628418994675	htan_visium_DT1_A1	CLDN4	CD8_Tcell	spot						
3693	-0.007714752213510031	0.639302527953223	htan_visium_DT1_A1	CLDN4	CYT	spot						
3693	-0.00012139706159931642	0.9941158070136753	htan_visium_DT1_A1	CLDN4	Cytotoxic_effector	spot						
3693	0.07984942296744124	1.1823631070580228e-06	htan_visium_DT1_A1	CLDN4	IFNG_6gene	spot						
3693	0.12171261321765485	1.1572714039364297e-13	htan_visium_DT1_A1	CLDN4	TLS_12chemokine	spot						
3693	0.14883082372591547	9.716651647120967e-20	htan_visium_DT1_A1	CLDN4	TGFB_exclusion	spot						
3693	-0.0018834622501725082	0.9089052846175398	htan_visium_DT1_A1	CLDN4	Immune_general	spot						
3693	0.0023426630823934905	0.8868305882085761	htan_visium_DT1_A1	CLDN4	B_cell	spot						
3693	0.08848671100359572	7.200701639502312e-08	htan_visium_DT1_A1	CLDN4	Myeloid	spot						
3693	0.017690934282401625	0.282464608889313	htan_visium_DT1_A1	CLDN4	NK	spot						
3693	0.06609942896228926	5.8222130986338576e-05	htan_visium_DT1_A1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor						
3693	-0.0010468028615238793	0.949294502276303	htan_visium_DT1_A1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor						
3693	0.04570399586853554	0.005470373370304286	htan_visium_DT1_A1	TACSTD2	neigh8_CYT	spatial_neighbor						
3693	-0.039384247756725915	0.016688417853175604	htan_visium_DT1_A1	CLDN4	neigh8_CYT	spatial_neighbor						
3693	0.12393914768326589	4.080661592959169e-14	htan_visium_DT1_A1	TACSTD2	neigh8_Immune_general	spatial_neighbor						
3693	-0.07712790882071524	2.699239423072388e-06	htan_visium_DT1_A1	CLDN4	neigh8_Immune_general	spatial_neighbor						
3693	0.1087288757270407	3.4755051926335435e-11	htan_visium_DT1_A1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor						
3693	0.08774603901161247	9.252177204905801e-08	htan_visium_DT1_A1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor						
3693		0.22064178646286692	htan_visium_DT1_A1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1847.0	1846.0	-0.10868978598636507	-0.10868978598636507	1723319.5	-0.0108744173005213
3693		5.459575933305523e-05	htan_visium_DT1_A1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1847.0	1846.0	-0.05521862388585208	-0.10868978598636507	1825499.5	-0.0708117347624122
3693		0.5361589572899144	htan_visium_DT1_A1	TACSTD2_high_vs_low	CYT	mwu_spot	1847.0	1846.0	-0.10299225428757762	-0.10299225428757762	1711766.0	-0.0040973004743718455
3693		0.0026773702139862676	htan_visium_DT1_A1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1847.0	1846.0	-0.10299225428757762	-0.10299225428757762	1782251.0	-0.045442787079396085
3693		0.0006371040387437084	htan_visium_DT1_A1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1847.0	1846.0	-0.0031000134645615372	-0.025034059508612996	1814320.5	-0.06425429424659246
3693		7.139864329462389e-12	htan_visium_DT1_A1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1847.0	1846.0	0.09273232160203444	0.0491044016306086	1926858.5	-0.13026746543984236
3693		0.0010091582698949692	htan_visium_DT1_A1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1847.0	1846.0	0.056788660268201244	0.029544510536144805	1810747.0	-0.06215813057512953
3693		2.756398640133701e-05	htan_visium_DT1_A1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1847.0	1846.0	0.07025286242914858	0.040270829168717936	1840613.5	-0.0796773896471159
3693		0.5211586028378736	htan_visium_DT1_A1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1847.0	1846.0	-0.03375550977858025	-0.036677889052114415	1684218.5	0.012061666571835272
